"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod","hors_mali","hors_mali_utm","erreur_projection","hors_mali_reel","proche_frontiere","dans_eau_suspect","zone_humide_twi","zone_non_cultivee","zone_inhabitee","erreur_saisie","derive_gps","exploitation","passage","cluster","doublon","nb_grappes_cluster","nb_passages_cluster","nb_exploitations_cluster","origine_doublon","distance_centre","suspect_distance","score","niveau","decision","surface_gps_m2","surface_gps_ha","hybrid_V8_prop","surface_cultivee_ha"
69,127,145,24,304,278,274,591,199,478,50,32,312,1.5,263,14,3,3,1,1,1,1,1,539,405,18,566,18,434,0.2919,0.3724,0.2677,0.3159,"comm_ctr",14.6014907682,-8.62239183103,0,0,0,0,20923.9203305224,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",283812.542871652,0,0,"Bon","Garder",31401.5737457746,3.14015737457746,0.32,1.00485035986479
70,85,144,5,148,276,268,718,231,551,90,17,312,5.2,312,13,2,2,1,1,1,1,1,582,432,19,694,18,506,0.3183,0.4088,0.2951,0.3623,"offset",14.625607947,-10.065638628,0,0,0,0,85182.2873966013,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",438252.182871141,0,1,"A_verifier","Verifier_manuel",31401.5737457583,3.14015737457583,0.17,0.533826753677891
71,109,167,5,170,279,271,759,246,588,50,18,312,1.8,230,14,2,2,1,1,1,1,1,612,450,18,654,18,479,0.3006,0.3899,0.2908,0.3568,"offset",14.2813251684,-9.84004653199,0,0,0,0,114646.987379309,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",405722.470186451,0,1,"A_verifier","Verifier_manuel",31401.5737457592,3.14015737457592,0.18,0.565228327423666
72,178,205,1,178,282,267,1114,322,814,110,0,312,7.5,174,14,1,1,3,2,1,1,3,893,635,19,1147,18,898,0.3613,0.4507,0.3333,0.3812,"offset",12.8425482393,-11.2985420703,0,0,0,0,12985.7935838956,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",571625.219588,0,0,"Bon","Garder",31401.573745741,3.1401573745741,0,0
73,180,211,3,181,275,260,1148,330,834,120,2,312,10.4,289,14,1,1,4,1,1,1,4,893,638,19,1086,18,857,0.3435,0.4268,0.333,0.3825,"offset",12.8315115563,-11.1945714938,0,0,0,0,23955.4408417652,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",560458.498876196,0,0,"Bon","Garder",31401.5737458714,3.14015737458714,0.02,0.0628031474917429
74,181,208,1,181,281,266,1128,325,822,120,4,312,9.4,185,13,1,1,3,2,1,1,3,897,637,19,1143,18,890,0.3637,0.4524,0.3494,0.3899,"offset",12.8168418212,-11.2798846836,0,0,0,0,14311.9907238446,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",570101.849554762,0,0,"Bon","Garder",31401.5737457387,3.14015737457387,0.04,0.125606294982955
75,184,222,3,192,273,258,1189,338,859,80,2,312,8.8,300,13,1,1,4,1,1,1,4,891,632,19,1030,18,764,0.3499,0.43,0.3413,0.3755,"offset",12.729651017,-11.1904540489,0,0,0,0,23569.0306961907,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",562222.177273725,0,0,"Bon","Garder",31401.5737456908,3.14015737456908,0.02,0.0628031474913815
76,178,227,3,196,270,255,1209,343,870,70,2,312,10.1,347,13,1,1,4,1,1,1,4,887,629,19,940,17,723,0.3454,0.4342,0.3269,0.3819,"offset",12.6937516395,-11.0986627639,0,0,0,0,34062.8427438473,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",553065.661695982,0,0,"Bon","Garder",31401.5737457462,3.14015737457462,0.02,0.0628031474914923
77,174,227,4,194,267,252,1211,343,870,70,1,312,11,395,13,1,1,4,1,1,1,3,877,617,19,930,17,715,0.346,0.4322,0.333,0.3992,"offset",12.7331379677,-11.027869421,0,0,0,0,41666.983536104,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",544420.452731504,0,0,"Bon","Garder",31401.5737457084,3.14015737457084,0.01,0.0314015737457084
78,173,229,3,196,268,253,1216,344,873,60,1,312,10.7,369,13,1,1,4,1,1,1,3,875,616,19,920,17,709,0.3503,0.4399,0.3338,0.39,"offset",12.7088250617,-11.0186784971,0,0,0,0,42769.7570289749,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",543999.448779346,0,0,"Bon","Garder",31401.5737456977,3.14015737456977,0.01,0.0314015737456977
79,176,241,9,209,278,263,1222,344,877,50,0,312,4.8,199,13,1,1,3,2,1,1,3,910,642,19,1009,17,766,0.3711,0.4574,0.376,0.4239,"offset",12.5708904244,-11.0408721863,0,0,0,0,38903.0959453705,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",549943.221302224,0,0,"Bon","Garder",31401.5737457313,3.14015737457313,0,0
80,96,125,8,96,284,271,869,271,656,30,14,312,2.3,148,13,1,1,3,1,1,1,2,699,507,19,863,18,660,0.3422,0.438,0.3622,0.4096,"offset",13.5997918952,-11.4689492795,0,0,0,0,31716.3011604827,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",581965.827111736,0,0,"Bon","Garder",31401.573745715,3.1401573745715,0.14,0.43962203244001
81,170,225,8,190,266,251,1197,340,861,60,0,312,10.2,418,13,1,1,4,1,1,1,3,876,616,19,938,17,718,0.3407,0.4245,0.3369,0.4062,"offset",12.7788436279,-11.0138674214,0,0,0,0,43558.5593651061,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",541840.447850188,0,0,"Bon","Garder",31401.5737457797,3.14015737457797,0,0
82,174,209,8,176,269,254,1147,330,831,80,2,312,9.7,381,14,1,1,4,1,1,1,4,875,621,18,1019,18,779,0.356,0.4567,0.3453,0.3999,"offset",12.8873679231,-11.1100800341,0,0,0,0,30985.5107358404,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",550076.159698564,0,0,"Bon","Garder",31401.5737457722,3.14015737457722,0.02,0.0628031474915445
83,164,229,8,192,269,254,1199,339,861,40,0,312,6.4,354,13,1,1,3,1,1,1,3,874,614,19,913,17,699,0.3395,0.4225,0.325,0.4114,"offset",12.7618825364,-10.9717098028,0,0,0,0,48041.7471664721,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",537629.998399586,0,0,"Bon","Garder",31401.5737457457,3.14015737457457,0,0
84,166,237,3,202,274,259,1221,343,874,40,0,312,6,263,13,1,1,3,1,1,1,3,878,617,19,922,17,705,0.3613,0.4503,0.3532,0.4156,"offset",12.6833456302,-10.96186063,0,0,0,0,49324.747119449,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",538448.777522752,0,0,"Bon","Garder",31401.5737456954,3.14015737456954,0,0
86,172,218,63,276,261,249,1296,359,898,10,0,313,5.6,479,13,1,1,5,1,1,1,5,963,652,18,1070,17,769,0.3495,0.4376,0.3472,0.4119,"offset",12.0345688277,-10.7475835733,0,0,0,0,5714.03958556388,0,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",536975.887432551,0,0,"Bon","Garder",31401.5737457215,3.14015737457215,0,0
87,121,214,7,234,266,252,1206,341,853,20,0,312,3.8,400,12,1,1,4,1,1,1,3,896,620,19,944,17,671,0.3695,0.4503,0.3616,0.4441,"comm_ctr",12.5595006842,-10.4521030139,0,0,0,0,43183.9387218288,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",486883.049804828,0,0,"Bon","Garder",31401.5737457634,3.14015737457634,0,0
88,127,210,18,243,269,255,1221,344,860,10,0,312,6,361,14,1,1,4,1,1,1,3,921,632,19,990,17,713,0.3651,0.4518,0.3703,0.4286,"offset",12.4472700155,-10.4967255659,0,0,0,0,33033.9827186964,0,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",495257.519511628,0,0,"Bon","Garder",31401.5737457643,3.14015737457643,0,0
89,136,176,2,136,278,264,981,292,725,50,5,312,5.5,245,13,1,1,3,1,1,1,3,768,551,18,855,18,661,0.3556,0.442,0.3529,0.4024,"offset",13.273547258,-11.1266972815,0,0,0,0,42570.9473339984,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",546060.94955198,0,0,"Bon","Garder",31401.573745802,3.1401573745802,0.05,0.15700786872901
90,158,195,9,158,272,258,1072,313,783,50,0,312,5.9,333,14,1,1,4,1,1,1,3,803,574,18,855,18,642,0.3577,0.4501,0.3569,0.403,"offset",13.0837269238,-11.0904587781,0,0,0,0,35643.5090646779,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",544496.936709912,0,0,"Bon","Garder",31401.5737458104,3.14015737458104,0,0
91,14,178,10,265,277,260,921,274,675,90,21,312,1.7,335,14,1,1,2,1,1,1,2,839,605,18,704,17,522,0.3361,0.4236,0.3313,0.4507,"offset",13.1164030995,-9.39049878936,0,0,0,0,70999.6375258127,1,0,0,0,0,0,3,1,0,0,746,1,4,"Non_doublon",357078.207155308,0,1,"A_verifier","Verifier_manuel",31401.5737458053,3.14015737458053,0.21,0.659433048661911
92,6,170,2,265,277,259,976,287,707,1320,25,312,3.2,333,14,1,1,3,1,1,1,2,842,606,18,748,17,556,0.3423,0.4271,0.3272,0.376,"offset",12.9805963752,-9.47700147728,0,0,0,0,57514.2106116881,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",369748.53497132,0,1,"A_verifier","Verifier_manuel",31401.573745803,3.1401573745803,0.25,0.785039343645074
93,11,172,5,269,277,259,944,281,690,200,22,312,1.9,345,13,1,1,2,1,1,1,2,845,606,18,726,17,525,0.3352,0.4218,0.3178,0.4454,"offset",13.0502186523,-9.39355547145,0,0,0,0,63515.9214536821,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",358938.865367666,0,1,"A_verifier","Verifier_manuel",31401.5737457955,3.14015737457955,0.22,0.690834622407502
95,7,178,3,260,277,260,953,281,693,980,25,312,3,333,14,1,1,2,1,1,1,2,813,606,18,678,17,520,0.3327,0.4202,0.3116,0.4238,"offset",13.0685048095,-9.49286490615,0,0,0,0,67663.910152588,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",369325.924260282,0,1,"A_verifier","Verifier_manuel",31401.573745707,3.1401573745707,0.25,0.785039343642676
96,29,203,3,236,277,263,908,269,670,60,16,312,2.1,297,13,1,1,3,1,1,1,2,774,557,18,697,17,515,0.3278,0.4143,0.3243,0.3802,"offset",13.269662933,-9.66447211145,0,0,0,0,95652.9938044411,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",384339.748825152,0,1,"A_verifier","Verifier_manuel",31401.5737456619,3.14015737456619,0.16,0.50242517993059
97,25,194,17,254,275,260,869,260,644,90,35,312,1.8,344,13,1,1,2,1,1,1,2,794,575,18,722,17,532,0.3268,0.41,0.3165,0.4102,"offset",13.2597176167,-9.45498334456,0,0,0,0,88188.9885743772,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",361401.249726187,0,1,"A_verifier","Verifier_manuel",31401.573745783,3.1401573745783,0.35,1.0990550811024
98,36,201,27,253,275,261,843,254,630,80,29,312,2,339,13,1,1,4,1,1,1,3,753,550,18,721,17,536,0.3289,0.4208,0.3283,0.3983,"offset",13.3460197408,-9.37820546912,0,0,0,0,92594.1121948133,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",351623.499310369,0,1,"A_verifier","Verifier_manuel",31401.5737457084,3.14015737457084,0.29,0.910645638625545
99,34,196,28,258,275,261,846,255,632,90,23,312,2.1,340,13,1,1,4,1,1,1,3,769,561,18,718,17,529,0.3323,0.4271,0.3312,0.4242,"offset",13.3015793496,-9.34914999684,0,0,0,0,88586.8991674094,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",349065.751246699,0,1,"A_verifier","Verifier_manuel",31401.5737458002,3.14015737458002,0.23,0.722236196153404
100,38,199,13,230,275,261,981,287,714,90,23,312,2.1,312,14,1,1,2,1,1,1,2,768,552,18,710,17,508,0.3475,0.444,0.321,0.4321,"offset",13.102356253,-9.79866038198,0,0,0,0,84527.9869497172,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",402041.865906597,0,1,"A_verifier","Verifier_manuel",31401.5737457792,3.14015737457792,0.23,0.722236196152922
101,59,147,42,279,271,256,1122,314,788,80,0,312,4,373,13,1,1,5,1,1,1,5,853,584,18,890,17,616,0.3504,0.4313,0.351,0.4409,"offset",12.5613191215,-9.7414854348,0,0,0,0,38556.1089327471,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",411238.302535759,0,0,"Bon","Garder",31401.5737457839,3.14015737457839,0,0
102,59,202,52,276,274,261,840,260,638,10,3,312,1.4,338,14,1,1,4,1,1,1,3,712,519,18,784,17,566,0.3393,0.4339,0.3355,0.4087,"offset",13.4342616439,-9.07892010526,0,0,0,0,61875.1057395665,1,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",317392.336096069,0,1,"A_verifier","Verifier_manuel",31401.5737457625,3.14015737457625,0.03,0.0942047212372874
103,56,196,47,279,274,261,850,262,644,10,10,312,1.2,334,14,1,1,4,1,1,1,3,726,529,18,795,17,578,0.3477,0.4412,0.3461,0.4176,"offset",13.3812723005,-9.08175857195,0,0,0,0,61502.821394138,1,0,0,1,0,0,3,1,0,0,746,1,4,"Non_doublon",318377.619210355,0,1,"A_verifier","Verifier_manuel",31401.5737457019,3.14015737457019,0.1,0.314015737457019
104,79,205,57,293,273,262,843,265,645,10,6,312,4.9,334,16,1,1,4,1,1,1,3,702,513,18,743,17,534,0.3423,0.4339,0.3761,0.4406,"offset",13.5175119936,-8.92491745548,0,0,0,0,43094.1692810772,0,1,0,1,0,0,3,1,0,0,746,1,4,"Non_doublon",299471.685214798,0,1,"A_verifier","Verifier_manuel",31401.5737457471,3.14015737457471,0.06,0.188409442474483
106,33,177,23,279,275,260,893,271,667,50,20,312,1.6,338,14,1,1,4,1,1,1,3,791,567,18,771,17,560,0.3518,0.4455,0.3489,0.4325,"offset",13.1683671192,-9.21717505078,0,0,0,0,69451.8397892546,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",337009.355111438,0,1,"A_verifier","Verifier_manuel",31401.5737457476,3.14015737457476,0.2,0.628031474914951
107,100,210,2,184,279,269,813,259,623,50,4,312,2.8,214,13,2,2,1,1,1,1,1,681,499,18,762,18,589,0.3303,0.4249,0.3379,0.4188,"offset",13.8323812722,-9.86192850859,0,0,0,0,113503.87063816,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",403147.588300566,0,1,"A_verifier","Verifier_manuel",31401.5737458346,3.14015737458346,0.04,0.125606294983339
108,102,207,3,185,279,269,808,257,619,10,3,312,1.8,210,13,2,2,1,1,1,1,1,671,492,18,747,18,574,0.3281,0.4233,0.3419,0.4209,"offset",13.904452401,-9.86299828833,0,0,0,0,112609.234674499,1,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",403626.678459904,0,1,"A_verifier","Verifier_manuel",31401.5737457275,3.14015737457275,0.03,0.0942047212371826
109,47,132,8,309,274,259,1034,307,759,20,16,312,2.1,349,14,1,1,5,1,1,1,4,851,590,18,857,17,623,0.3455,0.4247,0.3611,0.4539,"offset",12.7659306283,-9.15019422566,0,0,0,0,31720.1990797945,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",341407.41029566,0,0,"Bon","Garder",31401.5737457778,3.14015737457778,0.16,0.502425179932445
110,48,131,10,311,274,259,1034,307,760,20,17,312,2.2,352,14,1,1,5,1,1,1,4,849,587,18,860,17,625,0.3433,0.4248,0.359,0.4534,"offset",12.7540668909,-9.13213660659,0,0,0,0,29315.8180437336,0,0,0,0,0,0,3,1,0,0,746,1,4,"Non_doublon",339937.491495843,0,0,"Bon","Garder",31401.573745748,3.1401573745748,0.17,0.533826753677716
111,42,137,7,304,275,259,1024,304,752,20,11,312,1.7,344,14,1,1,4,1,1,1,4,853,594,18,842,17,618,0.3526,0.4362,0.358,0.4374,"offset",12.7953066413,-9.19836725439,0,0,0,0,35051.7134773895,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",345460.216417583,0,0,"Bon","Garder",31401.5737457136,3.14015737457136,0.11,0.345417311202849
112,74,231,12,195,274,262,967,286,711,100,0,312,3.3,285,14,1,1,3,1,1,1,3,758,541,18,812,18,585,0.3479,0.4373,0.342,0.4318,"offset",13.2186727828,-10.1397981835,0,0,0,0,115093.270625455,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",437560.468277305,0,1,"A_verifier","Verifier_manuel",31401.5737457382,3.14015737457382,0,0
113,79,230,4,196,277,264,984,289,721,100,17,312,3.6,239,13,1,1,3,1,1,1,2,769,548,18,848,17,598,0.3461,0.4352,0.343,0.4309,"offset",13.1708212541,-10.2025897279,0,0,0,0,108984.145630269,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",445224.598199948,0,1,"A_verifier","Verifier_manuel",31401.5737457983,3.14015737457983,0.17,0.533826753678571
114,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264,0,0,0,0,64521.3103613679,1,0,0,0,0,0,1,1,3,1,5,1,1,"Meme_zone_jittering_legitime",369886.308091161,0,2,"A_verifier","Fusionner_jittering",31401.5737457625,3.14015737457625,0.14,0.439622032440675
115,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264,0,0,0,0,64521.3103613679,1,0,0,0,0,0,1,1,3,1,5,1,1,"Meme_zone_jittering_legitime",369886.308091161,0,2,"A_verifier","Fusionner_jittering",31401.5737457625,3.14015737457625,0.14,0.439622032440675
116,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264,0,0,0,0,64521.3103613679,1,0,0,0,0,0,1,1,3,1,5,1,1,"Meme_zone_jittering_legitime",369886.308091161,0,2,"A_verifier","Fusionner_jittering",31401.5737457625,3.14015737457625,0.14,0.439622032440675
117,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264,0,0,0,0,64521.3103613679,1,0,0,0,0,0,1,1,3,1,5,1,1,"Meme_zone_jittering_legitime",369886.308091161,0,2,"A_verifier","Fusionner_jittering",31401.5737457625,3.14015737457625,0.14,0.439622032440675
118,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264,0,0,0,0,64521.3103613679,1,0,0,0,0,0,1,1,3,1,5,1,1,"Meme_zone_jittering_legitime",369886.308091161,0,2,"A_verifier","Fusionner_jittering",31401.5737457625,3.14015737457625,0.14,0.439622032440675
119,7,66,2,214,281,283,569,203,464,570,3,312,1.8,270,13,3,3,1,1,1,1,1,477,363,19,550,17,446,0.2365,0.3091,0.2088,0.2565,"offset",15.1469245151,-9.61388307354,0,0,0,0,32983.6913197767,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",409815.788572782,0,0,"Bon","Garder",31401.5737457927,3.14015737457927,0.03,0.0942047212373782
120,15,47,3,230,285,289,488,177,404,180,0,312,1.6,216,17,3,3,1,1,1,1,1,450,343,19,496,17,414,0.248,0.3255,0.2328,0.297,"offset",15.3289902895,-9.49833234279,0,0,0,0,12525.7022573907,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",407204.196721338,0,1,"A_verifier","Verifier_manuel",31401.573745783,3.1401573745783,0,0
121,41,80,2,187,282,283,445,159,365,50,0,312,2.6,260,14,3,3,5,3,3,3,5,438,326,19,518,17,414,0.2721,0.3699,0.2957,0.4008,"offset",15.3681203383,-9.91369801137,0,0,0,0,1126.50559282247,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",450741.945780877,0,0,"Bon","Garder",31401.5737457131,3.14015737457131,0,0
122,34,87,18,183,280,279,538,187,433,120,0,312,1.9,287,13,3,3,5,3,1,1,5,481,361,19,567,17,446,0.2545,0.3364,0.2572,0.2993,"offset",15.1400744869,-9.88585879092,0,0,0,0,27053.227508866,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",437415.345412949,0,0,"Bon","Garder",31401.5737457736,3.14015737457736,0,0
123,34,29,2,249,286,291,409,149,343,130,0,312,1.6,225,14,3,3,1,1,1,1,1,417,318,19,428,18,367,0.2446,0.3169,0.2119,0.2858,"offset",15.4660462027,-9.36631772221,0,0,0,0,3913.09903879537,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",401874.261449768,0,0,"Bon","Garder",31401.5737457494,3.14015737457494,0,0
124,65,75,7,272,279,280,502,173,413,60,0,312,1.2,308,14,3,3,1,1,1,1,1,457,342,19,451,18,371,0.2461,0.3046,0.2612,0.3346,"offset",15.1099417027,-8.97018330418,0,0,0,0,20630.6656123665,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",343381.866806252,0,0,"Bon","Garder",31401.5737457573,3.14015737457573,0,0
125,59,74,7,265,279,281,510,176,419,30,8,312,1.1,306,14,3,3,1,1,1,1,1,467,351,19,473,18,375,0.2551,0.32,0.2552,0.3081,"offset",15.0923282793,-9.07159002774,0,0,0,0,32100.2225228697,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",352487.01813992,0,0,"Bon","Garder",31401.5737458379,3.14015737458379,0.08,0.251212589966703
126,75,81,9,281,279,280,499,172,409,60,0,312,1.4,314,14,3,3,1,1,1,1,1,455,339,19,448,18,373,0.2514,0.323,0.2673,0.3321,"offset",15.0855540013,-8.88572132546,0,0,0,0,12531.6698264819,0,0,0,0,0,0,2,1,0,0,746,1,4,"Non_doublon",333759.924670903,0,0,"Bon","Garder",31401.5737457043,3.14015737457043,0,0
127,86,143,4,137,277,270,699,223,534,50,18,312,1.9,293,13,2,2,1,1,1,1,1,572,427,18,693,18,515,0.3203,0.4117,0.2795,0.3519,"offset",14.6908215921,-10.1988729495,0,0,0,0,78460.0972114005,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",454461.057913825,0,1,"A_verifier","Verifier_manuel",31401.5737457275,3.14015737457275,0.18,0.565228327423096
128,53,104,17,215,278,274,643,218,517,30,19,312,1.5,290,17,3,3,1,1,1,1,1,538,401,19,622,18,465,0.2995,0.3846,0.2945,0.3866,"offset",14.7646298107,-9.4767466543,0,0,0,0,77624.5478812911,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",379688.161904685,0,2,"A_verifier","Verifier_manuel",31401.5737457839,3.14015737457839,0.19,0.596629901169894
129,54,107,17,211,278,274,650,220,521,30,19,312,1.5,285,17,3,3,1,1,1,1,1,538,400,19,634,18,479,0.297,0.3828,0.288,0.3928,"offset",14.7535609384,-9.51069543396,0,0,0,0,78741.9286477411,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",382874.840968479,0,2,"A_verifier","Verifier_manuel",31401.5737456717,3.14015737456717,0.19,0.596629901167762
130,60,55,14,275,282,286,440,154,365,20,6,312,1.7,273,14,3,3,1,1,1,1,1,439,331,18,458,17,373,0.2438,0.3116,0.2535,0.3047,"offset",15.2941133092,-9.02586642943,0,0,0,0,9389.1498965881,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",359134.795078242,0,0,"Bon","Garder",31401.573745715,3.1401573745715,0.06,0.18840944247429
131,53,55,11,267,281,285,459,160,380,70,4,312,1.6,295,13,3,3,1,1,1,1,1,446,337,19,471,18,375,0.2408,0.3073,0.2582,0.31,"offset",15.2249386431,-9.10516124985,0,0,0,0,20895.8899150899,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",362892.571812082,0,0,"Bon","Garder",31401.5737457857,3.14015737457857,0.04,0.125606294983143
132,27,60,4,238,282,284,518,180,425,100,0,312,1.7,267,13,2,2,1,1,1,1,1,458,347,19,503,17,404,0.2053,0.2605,0.1977,0.2578,"offset",15.1551843731,-9.3229209888,0,0,0,0,34796.8983616168,0,0,0,0,0,0,2,1,0,0,746,1,4,"Non_doublon",380788.794236947,0,0,"Bon","Garder",31401.5737457462,3.14015737457462,0,0
133,26,59,3,238,282,285,516,180,424,90,0,312,1.7,262,13,1,2,1,1,1,1,1,432,337,19,488,17,404,0.2043,0.2597,0.1977,0.2676,"offset",15.1897077057,-9.35249376986,0,0,0,0,30020.8515150351,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",385490.576292042,0,0,"Bon","Garder",31401.5737458062,3.14015737458062,0,0
134,30,60,4,241,281,284,515,178,423,80,0,312,1.7,275,13,3,2,1,1,1,1,1,465,348,19,509,18,403,0.2141,0.2713,0.2028,0.2626,"offset",15.1475735281,-9.2870121623,0,0,0,0,37084.2817369507,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",376808.556133213,0,0,"Bon","Garder",31401.5737458039,3.14015737458039,0,0
135,36,59,2,247,281,283,502,173,412,70,0,312,1.6,292,13,3,3,1,1,1,1,1,460,345,19,512,18,406,0.2203,0.2786,0.213,0.2747,"offset",15.1588462765,-9.26296043238,0,0,0,0,37118.5410306136,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",374975.759986405,0,0,"Bon","Garder",31401.5737457625,3.14015737457625,0,0
136,34,53,6,248,281,284,486,168,400,190,4,312,1.7,294,13,3,3,1,1,1,1,1,451,339,19,513,17,419,0.2124,0.2679,0.2176,0.2955,"offset",15.222646373,-9.28188030275,0,0,0,0,29705.6678235394,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",380163.920923508,0,0,"Bon","Garder",31401.573745728,3.1401573745728,0.04,0.125606294982912
137,37,56,4,249,280,284,490,170,403,150,0,312,1.6,298,13,3,3,1,1,1,1,1,453,341,19,516,17,413,0.2188,0.2777,0.2211,0.2899,"offset",15.1865954213,-9.25625617939,0,0,0,0,34745.2033401651,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",375736.765442161,0,0,"Bon","Garder",31401.5737457448,3.14015737457448,0,0
138,0,59,0,217,283,285,559,203,458,1340,7,312,2,237,14,3,3,1,1,1,1,1,459,350,19,521,17,432,0.2181,0.2853,0.2013,0.2523,"comm_ctr",15.2326637317,-9.589654904,0,0,0,0,23213.2850012992,0,0,0,0,0,0,1,1,4,1,3,1,1,"Meme_zone_jittering_legitime",411442.846709942,0,1,"A_verifier","Fusionner_jittering",31401.5737458258,3.14015737458258,0.07,0.219811016220781
139,0,59,0,217,283,285,559,203,458,1340,7,312,2,237,14,3,3,1,1,1,1,1,459,350,19,521,17,432,0.2181,0.2853,0.2013,0.2523,"comm_ctr",15.2326637317,-9.589654904,0,0,0,0,23213.2850012992,0,0,0,0,0,0,1,1,4,1,3,1,1,"Meme_zone_jittering_legitime",411442.846709942,0,1,"A_verifier","Fusionner_jittering",31401.5737458258,3.14015737458258,0.07,0.219811016220781
