"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod"
144,108,117,3,117,289,282,512,167,417,250,6,312,2.2,92,13,1,1,1,1,1,1,1,474,371,18,483,18,332,0.2788,0.3644,0.2717,0.3116,"offset",15.1155466728,-10.583545838
145,109,117,3,116,289,282,511,167,416,240,4,312,2.2,92,13,1,1,1,1,1,1,1,473,370,18,482,18,331,0.2754,0.36,0.266,0.3016,"offset",15.1200722918,-10.588339475
146,109,113,3,114,290,282,509,167,414,230,5,312,1.7,89,15,1,1,1,1,1,1,1,488,377,18,507,18,340,0.2582,0.3387,0.2501,0.2854,"offset",15.0964549941,-10.6456147647
147,106,121,4,118,289,281,518,168,421,300,3,312,2.3,94,13,2,2,1,1,1,1,1,492,376,18,525,18,362,0.2965,0.3854,0.2977,0.3614,"offset",15.1115747042,-10.5415413555
148,108,119,3,117,289,281,516,168,419,300,5,312,2.3,93,13,2,2,1,1,1,1,1,477,373,18,494,18,342,0.2898,0.3788,0.2877,0.3409,"offset",15.0857674692,-10.5784128185
149,104,118,2,125,289,282,486,160,397,320,0,312,1.7,103,13,1,1,1,1,1,1,1,500,374,18,558,18,385,0.2723,0.368,0.255,0.3062,"offset",15.193322029,-10.5299038578
150,104,123,6,119,289,281,524,170,425,270,5,312,2.7,96,13,2,2,1,1,1,1,1,489,375,18,533,18,370,0.2984,0.3893,0.2959,0.353,"offset",15.06908279,-10.5600647829
151,94,135,17,125,288,281,554,180,444,150,25,312,7.1,110,27,2,2,1,1,1,1,1,508,381,18,654,18,469,0.3066,0.4112,0.3093,0.3673,"offset",14.9994759239,-10.4587176427
152,93,136,18,126,288,281,556,181,446,160,27,312,7.7,111,27,2,2,1,1,1,1,1,510,384,18,671,18,488,0.2927,0.3905,0.2887,0.3503,"offset",15.0166300904,-10.4108595454
153,96,135,16,124,288,280,554,180,445,90,22,312,9.1,111,13,2,2,1,1,1,1,1,508,380,18,639,18,456,0.3172,0.4223,0.3206,0.3786,"offset",14.9781164227,-10.4991662913
155,63,96,3,173,285,284,401,141,329,70,14,312,1.2,214,13,3,3,1,1,1,1,1,445,332,19,562,17,435,0.2522,0.3399,0.2402,0.2868,"offset",15.4020987154,-10.1696159994
156,64,99,4,169,284,283,420,146,343,100,7,312,1.5,229,13,3,3,1,1,1,1,1,454,338,19,566,17,435,0.2476,0.3365,0.2433,0.2948,"offset",15.3617911733,-10.1773712478
157,53,91,4,176,282,282,438,153,358,90,2,312,1.8,262,13,3,3,5,3,3,3,5,453,337,19,547,17,432,0.249,0.3387,0.2524,0.3126,"offset",15.3434172952,-10.0889443354
158,64,98,4,171,284,284,405,142,332,70,12,312,1.2,215,13,3,3,1,1,1,1,1,449,335,19,560,17,435,0.2513,0.3396,0.2423,0.2872,"offset",15.3818786803,-10.1566756653
159,70,117,25,150,282,278,518,173,415,90,0,312,1.7,232,13,3,3,5,3,3,3,5,495,369,18,624,17,454,0.2557,0.3433,0.2503,0.2862,"offset",15.134491406,-10.213248581
160,87,92,3,87,291,286,526,177,429,160,8,312,1.6,72,14,1,1,1,1,1,1,1,525,404,18,571,18,413,0.2664,0.3474,0.2416,0.2772,"offset",15.0204563654,-10.8864729904
161,78,90,4,78,292,286,543,184,443,160,17,312,1.7,69,13,1,1,1,1,1,1,1,518,398,18,558,18,408,0.2702,0.3542,0.2575,0.3061,"offset",14.9868380034,-10.956713271
162,80,90,4,80,292,286,538,182,439,140,14,312,1.7,70,13,1,1,1,1,1,1,1,513,395,18,555,18,405,0.2691,0.3483,0.2595,0.3078,"offset",15.0173331572,-10.9823713157
163,97,94,3,97,291,285,507,170,415,140,13,312,1.8,77,14,2,2,2,1,1,1,2,521,399,18,572,18,413,0.2559,0.3246,0.2121,0.2391,"offset",15.107518713,-10.8494321811
164,83,112,17,83,290,282,588,195,471,150,18,312,1.3,85,15,1,1,1,1,1,1,1,531,401,18,612,18,433,0.2829,0.3723,0.2854,0.3588,"offset",14.9086929291,-10.8012658185
165,86,110,16,86,290,282,577,191,464,240,20,312,1.4,83,14,1,1,1,1,1,1,1,527,398,18,606,18,426,0.2897,0.3798,0.2809,0.3348,"offset",14.9424484238,-10.7967872516
166,19,206,2,19,274,265,839,260,622,40,26,312,2.4,306,14,1,1,5,1,1,1,5,684,492,18,808,17,591,0.3231,0.408,0.3169,0.374,"offset",12.9646436793,-7.43496189073
167,6,191,1,6,274,265,857,264,631,2100,21,312,2.3,314,13,1,1,5,1,1,1,5,706,503,18,793,17,581,0.3081,0.3932,0.305,0.3761,"offset",12.9170938438,-7.54536760759
168,5,184,1,5,274,265,864,266,634,2040,18,312,2.4,307,15,1,1,5,1,1,1,5,755,536,18,811,17,591,0.3241,0.4094,0.2824,0.3728,"offset",12.8221566697,-7.60093155418
169,11,191,5,11,272,262,865,266,640,40,26,312,1.8,347,14,1,1,5,1,1,1,5,713,506,18,793,17,578,0.2831,0.3584,0.2741,0.3447,"offset",12.9429892755,-7.60854602706
170,45,226,7,51,273,264,776,247,585,60,26,312,1.6,304,14,1,1,2,1,1,1,2,692,506,18,732,17,548,0.3059,0.3756,0.309,0.3734,"offset",13.1343079736,-7.20013469105
171,45,224,10,65,274,265,751,241,569,40,28,312,1.4,301,14,1,1,2,1,1,1,2,663,483,18,723,19,555,0.3131,0.3867,0.3192,0.4254,"offset",13.1595976792,-7.08017963078
172,30,204,7,30,272,262,852,265,637,90,41,312,1.8,340,13,1,1,5,1,1,1,5,687,492,18,763,18,594,0.304,0.3923,0.2839,0.3381,"offset",13.1220565847,-7.65212768211
173,30,212,5,30,273,263,831,260,622,60,36,312,1.7,323,14,1,1,5,1,1,1,5,681,495,18,811,18,622,0.3185,0.4008,0.3097,0.3752,"offset",13.1273347429,-7.51192995118
174,68,188,14,100,273,265,658,221,513,70,39,312,1.2,309,14,1,1,2,1,1,1,2,615,460,18,696,19,550,0.289,0.3687,0.2781,0.3516,"offset",13.537146807,-6.89946097824
175,57,194,10,87,275,266,652,219,506,40,31,312,1,294,14,1,1,2,1,1,1,2,603,449,18,707,18,561,0.2798,0.353,0.2629,0.3408,"offset",13.4880725195,-6.79999382714
176,65,198,6,92,274,266,671,224,520,110,37,312,1.1,293,14,1,1,2,1,1,1,2,615,457,18,684,19,558,0.2453,0.2992,0.2367,0.3113,"offset",13.4142551903,-6.86719927214
177,66,194,8,100,274,266,664,223,517,80,39,312,1.1,298,14,1,1,2,1,1,1,2,615,458,18,691,19,552,0.2813,0.3522,0.2614,0.3372,"offset",13.4806263653,-6.88053342773
178,82,183,23,94,272,264,677,227,527,130,24,312,1.3,321,15,1,1,2,1,1,1,2,637,477,18,709,19,563,0.2954,0.3768,0.2887,0.3735,"offset",13.5390248451,-7.03363657456
179,77,191,19,82,272,263,704,234,545,70,14,312,1.3,312,15,1,1,2,1,1,1,2,643,479,18,753,19,608,0.2902,0.3677,0.2721,0.376,"offset",13.448847965,-7.1156215501
180,55,212,5,78,274,265,715,234,548,60,33,312,1.3,297,14,1,1,2,1,1,1,2,648,475,18,703,19,565,0.267,0.3293,0.2725,0.3402,"offset",13.2906623451,-7.01328782786
181,45,212,4,45,271,262,814,257,614,110,37,312,1.6,341,14,1,1,5,1,1,1,5,701,511,18,796,17,633,0.2996,0.379,0.2816,0.3717,"offset",13.2624855961,-7.55873217828
182,45,213,4,45,271,262,814,257,614,100,36,312,1.6,340,14,1,1,3,1,1,1,3,700,511,18,797,17,633,0.3005,0.3804,0.2823,0.3728,"offset",13.2601064676,-7.55741307561
183,28,180,16,30,272,261,895,278,666,60,26,312,2,352,13,1,1,5,1,1,1,5,742,527,18,746,18,541,0.3314,0.4238,0.3249,0.3932,"offset",12.9408720202,-7.81073113454
184,64,203,12,66,273,264,739,241,566,50,26,312,1.4,304,14,1,1,2,1,1,1,2,663,491,18,771,19,618,0.2916,0.3634,0.2849,0.3849,"offset",13.3378952204,-7.20376337019
185,62,206,9,63,273,264,744,242,569,50,30,312,1.4,303,14,1,1,2,1,1,1,2,671,495,18,772,19,615,0.2862,0.3567,0.2857,0.365,"offset",13.3007862883,-7.19158809653
186,1,188,0,1,275,266,858,265,629,7220,6,312,3.8,305,13,1,1,5,1,1,1,5,733,521,18,804,17,587,0.3171,0.4068,0.291,0.3732,"comm_ctr",12.86128535,-7.56002469367
187,1,188,0,1,275,266,858,265,629,7220,6,312,3.8,305,13,1,1,5,1,1,1,5,733,521,18,804,17,587,0.3171,0.4068,0.291,0.3732,"comm_ctr",12.86128535,-7.56002469367
188,1,188,0,1,275,266,858,265,629,7220,6,312,3.8,305,13,1,1,5,1,1,1,5,733,521,18,804,17,587,0.3171,0.4068,0.291,0.3732,"comm_ctr",12.86128535,-7.56002469367
189,1,188,0,1,275,266,858,265,629,7220,6,312,3.8,305,13,1,1,5,1,1,1,5,733,521,18,804,17,587,0.3171,0.4068,0.291,0.3732,"comm_ctr",12.86128535,-7.56002469367
190,1,188,0,1,275,266,858,265,629,7220,6,312,3.8,305,13,1,1,5,1,1,1,5,733,521,18,804,17,587,0.3171,0.4068,0.291,0.3732,"comm_ctr",12.86128535,-7.56002469367
191,83,177,3,83,268,260,723,238,559,120,33,312,2,369,15,1,1,2,1,1,1,2,637,474,18,704,17,546,0.2951,0.3725,0.2944,0.395,"offset",13.5646524633,-7.33251696646
192,82,175,9,82,268,259,736,240,567,130,36,312,1.5,381,19,1,1,2,1,1,1,2,635,469,18,726,17,555,0.2848,0.3595,0.2815,0.37,"offset",13.6164000337,-7.44175099405
193,76,181,7,76,268,259,751,244,577,110,39,312,1.6,391,14,1,1,2,1,1,1,2,647,477,18,742,17,578,0.2767,0.3479,0.2768,0.3716,"offset",13.5334529313,-7.46623490311
194,65,194,12,65,268,259,789,253,601,80,48,312,1.4,392,14,1,1,2,1,1,1,2,671,489,18,763,17,584,0.2827,0.3563,0.2834,0.3657,"offset",13.4450520106,-7.58418770303
195,80,178,11,80,268,259,747,243,574,120,39,312,1.5,394,15,1,1,2,1,1,1,2,642,473,18,737,17,572,0.2774,0.3515,0.2758,0.365,"offset",13.589294647,-7.48239453733
196,73,184,6,73,268,259,755,245,579,140,38,312,1.6,387,14,1,1,2,1,1,1,2,650,479,18,746,17,584,0.2726,0.3425,0.2746,0.3652,"offset",13.4979997088,-7.45566651092
197,146,112,26,146,270,265,584,198,464,130,44,312,1.5,361,36,1,1,2,1,1,1,3,573,423,18,575,18,484,0.2823,0.3623,0.2777,0.3321,"offset",14.1903738733,-7.5337992429
198,126,133,39,126,270,264,636,213,500,70,35,312,1.5,356,14,1,1,2,1,1,1,3,614,455,18,629,18,518,0.2817,0.3582,0.2549,0.316,"offset",14.0113360282,-7.54277280355
199,117,141,25,117,272,265,643,216,505,70,40,312,1.4,318,14,1,1,2,1,1,1,3,615,460,18,681,18,541,0.2954,0.3766,0.2806,0.3692,"offset",13.8902007833,-7.41496250971
200,104,155,34,104,271,264,695,228,539,30,38,312,1.6,339,14,1,1,2,1,1,1,2,651,481,18,639,18,506,0.279,0.3557,0.2551,0.3599,"offset",13.7847980729,-7.59269664858
201,104,154,30,104,271,264,687,227,534,40,43,312,1.7,336,14,1,1,2,1,1,1,3,640,476,18,670,18,535,0.2875,0.3647,0.267,0.3527,"offset",13.7881719055,-7.5306683804
202,94,165,25,94,269,261,720,235,556,50,35,312,1.6,372,13,1,1,2,1,1,1,2,645,479,18,705,18,541,0.2855,0.3642,0.286,0.3736,"offset",13.691123021,-7.54995236447
203,116,133,8,129,272,266,602,205,477,60,47,312,1.3,299,36,1,1,2,1,1,1,2,600,445,18,724,18,580,0.2862,0.369,0.2828,0.3587,"offset",13.9811882633,-7.21843341661
204,108,146,5,119,272,265,625,212,493,70,50,312,1.6,306,14,1,1,2,1,1,1,2,610,455,18,714,18,559,0.2955,0.3817,0.2995,0.3888,"offset",13.8597357238,-7.18021609903
205,103,152,6,113,272,264,637,216,501,50,46,312,1.6,314,14,1,1,2,1,1,1,2,613,460,18,704,18,542,0.2889,0.3728,0.3098,0.3928,"offset",13.8076083646,-7.14955986648
206,76,181,6,76,268,259,749,244,575,150,38,312,1.6,384,14,1,1,2,1,1,1,2,642,474,18,734,17,570,0.2779,0.3491,0.2739,0.3726,"offset",13.5355848392,-7.43350153317
207,71,187,4,71,268,260,754,245,578,190,37,312,1.6,368,14,1,1,2,1,1,1,2,643,476,18,734,17,576,0.2714,0.3409,0.2726,0.3789,"offset",13.4821340834,-7.38952247482
208,69,191,8,69,270,261,750,244,576,170,33,312,1.6,345,14,1,1,2,1,1,1,2,647,480,18,733,17,577,0.2745,0.3439,0.2736,0.3751,"offset",13.4624240461,-7.36616033884
209,56,203,11,56,271,262,773,249,589,100,40,312,1.5,327,14,1,1,2,1,1,1,2,665,492,18,769,17,604,0.2998,0.3748,0.2982,0.4031,"offset",13.3243926066,-7.37838186029
210,77,189,18,77,271,262,716,237,554,70,11,312,1.4,324,14,1,1,2,1,1,1,2,641,479,18,751,19,604,0.2884,0.3615,0.2796,0.373,"offset",13.4639939384,-7.2010354487
211,69,195,17,69,272,263,737,241,566,100,19,312,1.4,316,14,1,1,2,1,1,1,2,653,487,18,740,19,593,0.2896,0.3596,0.2828,0.3698,"offset",13.4160673736,-7.26620000765
212,67,195,15,67,271,262,744,243,571,140,25,312,1.3,321,14,1,1,2,1,1,1,2,655,488,18,728,19,579,0.2877,0.3593,0.279,0.3679,"offset",13.4237676745,-7.3089220016
213,83,183,22,91,271,263,685,229,533,120,22,312,1.3,326,15,1,1,2,1,1,1,2,640,479,18,725,19,578,0.2967,0.3766,0.2864,0.3775,"offset",13.5299437685,-7.0679556555
214,84,177,26,98,271,263,669,225,522,170,30,312,1.4,333,15,1,1,2,1,1,1,2,630,474,18,712,18,559,0.2992,0.385,0.3037,0.4025,"offset",13.6100649437,-7.03731348634
215,30,222,5,88,276,266,862,270,618,140,43,312,1.6,302,14,1,1,2,1,1,1,2,732,517,18,856,19,612,0.2973,0.3751,0.3069,0.3537,"offset",12.5430197332,-6.81366029816
216,78,177,36,114,274,263,986,282,671,60,15,312,2.2,336,13,2,1,3,1,1,1,3,804,544,18,909,19,606,0.326,0.4094,0.3253,0.3999,"offset",12.046922611,-7.04167121587
217,79,173,16,118,273,263,973,279,662,60,34,312,1.8,340,14,1,1,3,1,1,1,3,816,551,18,921,19,592,0.3119,0.3903,0.302,0.3748,"offset",12.075017122,-6.83662457289
218,74,178,13,116,274,263,965,280,660,60,37,312,1.7,337,14,1,1,3,1,1,1,3,795,535,18,878,19,574,0.3071,0.3853,0.287,0.3856,"offset",12.1463447364,-6.77919132488
219,74,178,9,118,274,263,962,280,659,50,37,312,1.7,331,14,1,1,2,1,1,1,2,794,534,18,882,19,581,0.3049,0.3856,0.2847,0.3837,"offset",12.1487231282,-6.75699526898
220,79,176,12,132,275,265,954,279,655,80,34,312,1.8,307,15,1,1,2,1,1,1,2,803,537,18,938,19,627,0.2969,0.3756,0.2762,0.3281,"offset",12.1761394993,-6.5333910902
221,78,175,29,139,275,266,934,282,651,120,44,312,1.6,304,14,1,1,2,1,1,1,2,803,540,18,904,19,556,0.2915,0.3764,0.2973,0.3796,"offset",12.3145908489,-6.423426667
222,69,186,31,132,276,266,911,281,642,230,44,312,1.6,304,13,1,1,2,1,1,1,2,788,536,18,884,19,543,0.2924,0.3712,0.3025,0.3577,"offset",12.3960489579,-6.4344832585
223,52,208,31,117,276,267,849,268,609,120,40,312,1.6,296,14,1,1,2,1,1,1,2,743,519,18,834,19,543,0.3038,0.3882,0.3138,0.4185,"offset",12.6161806582,-6.50887875698
224,48,211,29,114,276,267,842,266,605,140,43,312,1.6,297,14,1,1,2,1,1,1,2,742,520,18,851,19,560,0.3004,0.383,0.3066,0.4094,"offset",12.6249344204,-6.53814063899
225,26,211,2,42,273,263,848,265,622,50,35,312,1.2,346,15,1,1,2,1,1,1,2,722,517,18,792,17,568,0.3113,0.3997,0.3165,0.3658,"offset",12.7501360133,-7.1921232885
226,30,206,2,35,273,263,852,266,625,80,37,312,1.3,352,14,1,1,3,1,1,1,3,720,518,18,796,17,560,0.3097,0.3951,0.3133,0.3627,"offset",12.7721414681,-7.25051952249
227,20,229,5,78,275,265,850,266,615,90,43,312,1.4,311,14,1,1,2,1,1,1,2,723,513,18,795,19,582,0.3147,0.3996,0.338,0.3916,"offset",12.6373598725,-6.89648416081
228,9,227,3,65,275,264,840,262,614,120,39,312,1.3,322,14,1,1,2,1,1,1,2,721,515,18,787,19,578,0.3106,0.3889,0.3283,0.3971,"offset",12.7040063018,-6.97715711632
229,33,196,7,34,273,263,864,270,629,70,38,312,1.4,356,15,1,1,2,1,1,1,2,724,518,18,785,17,572,0.2947,0.3798,0.2903,0.3395,"comm_ctr",12.6616523426,-7.3153662891
230,33,196,7,34,273,263,864,270,629,70,38,312,1.4,356,15,1,1,2,1,1,1,2,724,518,18,785,17,572,0.2947,0.3798,0.2903,0.3395,"comm_ctr",12.6616523426,-7.3153662891
231,33,196,7,34,273,263,864,270,629,70,38,312,1.4,356,15,1,1,2,1,1,1,2,724,518,18,785,17,572,0.2947,0.3798,0.2903,0.3395,"comm_ctr",12.6616523426,-7.3153662891
232,33,196,7,34,273,263,864,270,629,70,38,312,1.4,356,15,1,1,2,1,1,1,2,724,518,18,785,17,572,0.2947,0.3798,0.2903,0.3395,"comm_ctr",12.6616523426,-7.3153662891
233,106,138,16,150,273,262,992,266,655,160,25,312,3.2,347,14,1,1,3,1,1,1,3,846,554,18,948,14,606,0.2996,0.3831,0.293,0.3906,"offset",11.8086797833,-6.58228215378
234,85,149,11,138,272,261,998,273,666,130,41,312,1.7,348,13,1,1,1,1,1,1,1,833,555,18,1013,18,650,0.3122,0.3933,0.2927,0.3852,"offset",11.836574693,-6.83946658008
235,98,150,3,142,272,261,989,270,658,140,39,312,1.8,352,14,1,1,3,1,1,1,3,844,560,18,1008,14,646,0.2989,0.3768,0.2844,0.3764,"offset",11.8780873079,-6.69704373352
236,78,160,24,142,273,261,1000,279,673,60,32,312,2.4,350,14,1,1,1,1,1,1,1,824,550,18,981,19,626,0.3221,0.4069,0.3182,0.4013,"offset",11.9036196952,-6.97039999786
237,83,169,23,118,273,262,983,279,666,70,32,312,2,337,14,1,1,1,1,1,1,1,827,561,18,957,19,619,0.3219,0.4061,0.3102,0.3667,"offset",12.0039011789,-6.91962083097
238,84,162,47,154,274,265,946,281,654,60,35,312,1.9,320,13,1,1,2,1,1,1,2,785,529,18,888,19,562,0.3081,0.3978,0.3266,0.43,"offset",12.2998025624,-6.25196861298
239,120,12,2,177,272,259,1181,310,793,120,18,312,2.7,347,14,1,1,1,1,1,1,1,813,542,18,820,17,547,0.3211,0.3975,0.3216,0.3922,"offset",11.6946104053,-8.68831786794
240,120,11,3,177,272,259,1181,309,793,150,18,312,2.6,349,14,1,1,1,1,1,1,1,812,542,18,817,17,544,0.3201,0.3954,0.3178,0.3895,"offset",11.7060391745,-8.69929935497
241,112,19,6,170,271,258,1170,308,790,100,10,312,2.7,362,13,1,1,1,1,1,1,1,817,552,18,827,17,563,0.3331,0.4083,0.3161,0.3778,"offset",11.7954210928,-8.71511028054
242,114,18,3,171,272,259,1171,308,789,120,19,312,2.5,349,14,1,1,1,1,1,1,1,812,544,18,823,17,553,0.3277,0.4021,0.3166,0.3684,"offset",11.7527611885,-8.64587632925
243,105,26,4,162,273,260,1158,307,781,100,29,312,1.9,343,15,1,1,1,1,1,1,1,812,546,19,816,17,556,0.342,0.4212,0.3282,0.3942,"offset",11.7626006652,-8.5629113138
244,89,43,4,145,274,261,1130,305,766,140,26,312,1.9,345,13,1,1,1,1,1,1,1,805,546,18,795,16,563,0.3346,0.415,0.3115,0.3711,"offset",11.8889746099,-8.48094160624
245,88,46,3,143,274,261,1126,304,762,140,30,312,2,343,13,1,1,1,1,1,1,1,807,548,18,797,16,561,0.3365,0.4194,0.3201,0.3791,"offset",11.8790693604,-8.43472618117
246,81,52,4,137,274,261,1109,301,754,140,24,312,2.1,344,13,1,1,1,1,1,1,1,808,551,18,797,17,560,0.3295,0.4079,0.3149,0.3936,"offset",11.9422417215,-8.4192509262
247,80,52,4,136,274,261,1107,301,754,130,22,312,2.2,347,15,1,1,1,1,1,1,1,809,552,18,800,17,565,0.3244,0.3964,0.3101,0.382,"offset",11.9706960424,-8.42815044039
248,82,50,13,140,273,260,1112,299,761,30,5,312,2.2,360,13,1,1,1,1,1,1,1,810,556,18,855,17,618,0.3342,0.4133,0.3211,0.3939,"offset",11.9865184155,-8.52076448705
249,74,59,4,129,274,262,1083,294,736,130,21,312,2.2,341,15,1,1,1,1,1,1,1,809,554,17,788,17,549,0.3325,0.4094,0.3208,0.3928,"offset",11.994225791,-8.3575938343
250,87,51,10,140,273,261,1117,301,752,30,33,312,2.3,352,14,1,1,1,1,1,1,1,806,550,18,799,17,557,0.3334,0.4157,0.3281,0.3985,"offset",11.8606030936,-8.33848795199
251,82,63,15,139,274,261,1093,292,730,40,31,312,2.4,350,13,1,1,1,1,1,1,1,799,547,18,787,17,550,0.3242,0.4028,0.3208,0.3961,"offset",11.8651469719,-8.23809708064
252,85,63,9,165,273,261,1108,294,736,60,37,312,2.2,347,13,1,1,1,1,1,1,1,804,555,18,769,17,540,0.3257,0.4058,0.3239,0.397,"offset",11.7578066549,-8.20149612809
253,89,51,13,142,273,260,1120,300,752,60,34,312,2.4,361,13,1,1,1,1,1,1,1,807,552,18,778,17,544,0.3357,0.4144,0.3345,0.3959,"offset",11.8162989288,-8.33897210735
254,86,62,10,178,273,260,1111,295,739,60,35,312,2,346,13,1,1,1,1,1,1,1,807,557,18,770,17,540,0.3244,0.4017,0.3173,0.3851,"offset",11.750020247,-8.23326571343
255,97,66,20,157,270,257,1114,299,781,30,9,312,3,399,14,1,1,1,1,1,1,1,834,569,18,866,17,635,0.3679,0.466,0.3604,0.4689,"comm_ctr",12.2340179,-8.86466170657
256,97,66,20,157,270,257,1114,299,781,30,9,312,3,399,14,1,1,1,1,1,1,1,834,569,18,866,17,635,0.3679,0.466,0.3604,0.4689,"comm_ctr",12.2340179,-8.86466170657
257,87,55,5,147,273,259,1109,291,767,40,16,312,2.6,362,13,1,1,1,1,1,1,2,817,562,18,838,17,606,0.3475,0.4321,0.3387,0.4628,"offset",12.1359998652,-8.6947671216
258,80,62,4,139,272,259,1094,287,760,50,10,312,2.4,378,14,1,1,1,1,1,1,1,825,565,18,843,17,622,0.3422,0.4265,0.3266,0.4331,"offset",12.1942389331,-8.658991298
259,8,148,3,58,273,259,976,303,733,1830,19,312,3.6,408,13,1,1,5,1,1,1,5,781,548,18,793,17,578,0.2889,0.3746,0.2879,0.349,"offset",12.7977443182,-8.09457185369
260,30,135,8,86,271,259,1000,313,756,30,30,312,1.8,415,15,1,1,5,1,1,1,5,801,557,18,756,17,550,0.3144,0.3952,0.2752,0.3532,"offset",12.7584458058,-8.36592179466
261,20,154,4,34,274,263,902,270,648,250,33,312,1.8,327,13,1,1,3,1,1,1,3,824,585,18,823,17,578,0.3105,0.3957,0.2856,0.3538,"offset",12.6343158282,-7.75644263323
262,28,155,5,36,274,263,903,270,645,140,30,312,1.5,344,14,1,1,3,1,1,1,3,799,574,18,849,17,596,0.3122,0.3971,0.2878,0.3424,"offset",12.573140929,-7.6807425605
263,57,142,30,67,274,262,972,278,667,110,33,312,1.7,358,13,1,1,1,1,1,1,1,813,562,18,983,18,587,0.3184,0.4108,0.3172,0.3588,"offset",12.2540093148,-7.62004478584
264,57,141,29,69,274,262,975,278,668,100,31,312,1.7,358,16,1,1,1,1,1,1,1,808,560,18,966,18,584,0.3225,0.4159,0.3204,0.3632,"offset",12.223404963,-7.62724342374
265,58,139,28,71,274,261,980,278,670,100,28,312,1.7,360,16,1,1,1,1,1,1,1,806,558,18,957,19,587,0.3254,0.4199,0.3203,0.3667,"offset",12.2057475071,-7.63232100609
266,56,158,30,56,274,262,944,277,659,50,37,312,1.7,357,14,1,1,3,1,1,1,3,793,548,18,899,18,595,0.3134,0.4016,0.3158,0.3753,"offset",12.3512624977,-7.50730059088
267,4,146,3,26,275,261,936,288,684,6030,8,312,4.3,358,13,1,1,5,1,1,1,5,836,598,18,820,18,577,0.2827,0.3506,0.244,0.2956,"offset",12.6904795344,-7.92546950262
268,4,147,3,28,275,261,933,287,682,5610,8,312,4.3,358,13,1,1,5,1,1,1,5,836,598,18,819,18,577,0.2846,0.3527,0.2503,0.3045,"offset",12.6916235532,-7.9176784958
269,4,147,3,27,275,260,937,289,687,5760,8,312,5.1,366,13,1,1,5,1,1,1,5,827,591,18,814,18,576,0.2826,0.3508,0.2497,0.2978,"offset",12.7117471788,-7.93691239274
270,14,155,3,34,273,262,907,275,657,420,24,312,3.7,332,14,1,1,4,1,1,1,4,832,590,18,793,18,557,0.3026,0.3739,0.2938,0.3696,"offset",12.685906828,-7.82039069496
271,10,151,3,37,274,262,914,277,662,1670,21,312,3.5,333,13,1,1,4,1,1,1,4,838,595,18,807,18,567,0.3002,0.3717,0.2836,0.3688,"offset",12.6711493205,-7.84057514667
272,17,149,3,39,274,263,910,272,652,360,31,312,1.9,336,14,1,1,3,1,1,1,3,853,602,18,843,18,592,0.3027,0.383,0.2713,0.3457,"offset",12.6144063351,-7.81563882806
273,5,133,2,31,278,265,952,284,683,7150,10,312,3.5,343,13,1,1,4,1,1,1,4,844,595,18,834,18,576,0.2837,0.3588,0.2303,0.3163,"offset",12.5559829551,-8.02268943151
274,7,130,3,38,278,266,948,279,674,4750,19,312,2.2,343,13,1,1,3,1,1,1,3,849,598,18,829,18,578,0.2894,0.3643,0.2462,0.3361,"offset",12.5253324972,-8.01629331221
275,4,148,4,31,274,260,937,290,688,5030,11,312,4.5,368,13,1,1,5,1,1,1,5,821,586,18,809,18,574,0.2865,0.3577,0.2621,0.3141,"offset",12.7248353988,-7.94332796289
276,53,159,18,99,269,261,967,306,734,70,24,312,3.2,363,13,1,1,5,1,1,1,5,770,542,18,834,17,596,0.3368,0.426,0.3127,0.4143,"offset",13.0350761895,-8.46448507507
277,16,116,3,73,279,266,964,278,675,340,38,312,1.4,335,13,1,1,2,1,1,1,2,824,577,18,803,18,555,0.3183,0.3927,0.2782,0.3511,"offset",12.4445692075,-8.06100056922
278,58,89,12,117,271,258,1043,292,748,80,3,312,4.1,419,13,1,1,4,1,1,1,5,850,587,18,834,17,616,0.3498,0.4384,0.3304,0.4097,"offset",12.4409122926,-8.52321435655
279,51,87,4,111,274,260,1030,287,730,100,24,312,2.7,382,13,1,1,2,1,1,1,2,824,568,18,810,17,587,0.3454,0.4347,0.3237,0.3786,"offset",12.3293824378,-8.45026621907
280,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527
281,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527
282,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527
