"grappe","exploitation","passage","s3q00","s3q01","s3q02","s3q03","s3q04","s3q05","s3q06","s3q07","s3q08","s3q08a","s3q09","s3q09a"
206,8,2,,,,,,,,,,,,
206,9,2,2,1,2,2,2,2,2,2,2,,,
207,1,2,,,,,,,,,,,,
207,2,2,,,,,,,,,,,,
207,4,2,,,,,,,,,,,,
207,5,2,,,,,,,,,,,,
207,6,2,2,1,2,2,2,2,2,2,2,,,
207,7,2,,,,,,,,,,,,
207,8,2,,,,,,,,,,,,
208,1,2,,,,,,,,,,,,
208,2,2,,,,,,,,,,,,
208,3,2,2,1,2,2,2,2,2,2,2,,,
208,4,2,,,,,,,,,,,,
208,5,2,,,,,,,,,,,,
208,7,2,,,,,,,,,,,,
208,8,2,,,,,,,,,,,,
208,9,2,2,1,2,2,2,2,2,2,2,,,
209,1,2,,,,,,,,,,,,
209,2,2,,,,,,,,,,,,
209,4,2,,,,,,,,,,,,
209,5,2,,,,,,,,,,,,
209,6,2,2,1,2,2,2,2,2,2,2,,,
209,7,2,,,,,,,,,,,,
209,8,2,,,,,,,,,,,,
210,1,2,,,,,,,,,,,,
210,2,2,,,,,,,,,,,,
210,3,2,2,1,2,2,2,2,2,2,2,,,
210,4,2,,,,,,,,,,,,
210,5,2,,,,,,,,,,,,
210,7,2,,,,,,,,,,,,
210,8,2,,,,,,,,,,,,
210,9,2,2,1,2,2,2,2,2,2,2,,,
211,1,2,,,,,,,,,,,,
211,2,2,,,,,,,,,,,,
211,4,2,,,,,,,,,,,,
211,5,2,,,,,,,,,,,,
211,6,2,2,1,2,2,2,2,2,2,2,,,
211,7,2,,,,,,,,,,,,
211,8,2,,,,,,,,,,,,
212,1,2,,,,,,,,,,,,
212,2,2,,,,,,,,,,,,
212,3,2,2,1,2,2,2,2,2,2,2,,,
212,4,2,,,,,,,,,,,,
212,5,2,,,,,,,,,,,,
212,7,2,,,,,,,,,,,,
212,8,2,,,,,,,,,,,,
212,9,2,2,1,2,2,2,2,2,2,2,,,
213,1,2,,,,,,,,,,,,
213,4,2,,,,,,,,,,,,
213,5,2,,,,,,,,,,,,
213,7,2,,,,,,,,,,,,
213,8,2,,,,,,,,,,,,
214,1,2,,,,,,,,,,,,
214,2,2,,,,,,,,,,,,
214,3,2,2,1,2,2,2,2,2,2,2,,,
214,4,2,,,,,,,,,,,,
214,5,2,,,,,,,,,,,,
214,7,2,,,,,,,,,,,,
214,8,2,,,,,,,,,,,,
214,9,2,2,1,2,2,2,2,2,2,2,,,
215,1,2,,,,,,,,,,,,
215,2,2,,,,,,,,,,,,
215,4,2,,,,,,,,,,,,
215,5,2,,,,,,,,,,,,
215,6,2,2,1,2,2,2,2,2,2,2,,,
215,7,2,,,,,,,,,,,,
215,8,2,,,,,,,,,,,,
216,1,2,,,,,,,,,,,,
216,2,2,,,,,,,,,,,,
216,3,2,2,8,2,2,2,2,2,2,2,,,
216,4,2,,,,,,,,,,,,
216,5,2,,,,,,,,,,,,
216,7,2,,,,,,,,,,,,
216,8,2,,,,,,,,,,,,
216,9,2,2,1,2,2,2,2,2,2,2,,,
217,1,2,,,,,,,,,,,,
217,2,2,,,,,,,,,,,,
217,4,2,,,,,,,,,,,,
217,5,2,,,,,,,,,,,,
217,6,2,2,1,2,2,2,2,2,2,2,,,
217,7,2,,,,,,,,,,,,
217,8,2,,,,,,,,,,,,
218,1,2,,,,,,,,,,,,
218,2,2,,,,,,,,,,,,
218,3,2,2,1,2,2,2,2,2,2,2,,,
218,4,2,,,,,,,,,,,,
218,5,2,,,,,,,,,,,,
218,7,2,,,,,,,,,,,,
218,8,2,,,,,,,,,,,,
218,9,2,2,1,2,2,2,2,2,2,2,,,
219,1,2,,,,,,,,,,,,
219,2,2,,,,,,,,,,,,
219,4,2,,,,,,,,,,,,
219,5,2,,,,,,,,,,,,
219,6,2,2,1,2,2,2,2,2,2,2,,,
219,7,2,,,,,,,,,,,,
219,8,2,,,,,,,,,,,,
220,1,2,,,,,,,,,,,,
220,2,2,,,,,,,,,,,,
220,3,2,2,1,2,2,2,2,2,2,2,,,
220,4,2,,,,,,,,,,,,
220,5,2,,,,,,,,,,,,
220,7,2,,,,,,,,,,,,
220,8,2,,,,,,,,,,,,
220,9,2,2,1,2,2,2,2,2,2,2,,,
221,1,2,,,,,,,,,,,,
221,2,2,,,,,,,,,,,,
221,4,2,,,,,,,,,,,,
221,5,2,,,,,,,,,,,,
221,6,2,2,1,2,2,2,2,2,2,2,,,
221,7,2,,,,,,,,,,,,
221,8,2,,,,,,,,,,,,
222,1,2,,,,,,,,,,,,
222,2,2,,,,,,,,,,,,
222,3,2,2,7,2,2,2,2,2,2,2,,,
222,4,2,,,,,,,,,,,,
222,5,2,,,,,,,,,,,,
222,7,2,,,,,,,,,,,,
222,8,2,,,,,,,,,,,,
223,1,2,,,,,,,,,,,,
223,2,2,,,,,,,,,,,,
223,4,2,,,,,,,,,,,,
223,5,2,,,,,,,,,,,,
223,6,2,2,1,2,2,2,2,2,2,2,,,
223,7,2,,,,,,,,,,,,
223,8,2,,,,,,,,,,,,
224,1,2,,,,,,,,,,,,
224,2,2,,,,,,,,,,,,
224,3,2,2,1,2,2,2,2,2,2,2,,,
224,4,2,,,,,,,,,,,,
224,5,2,,,,,,,,,,,,
224,7,2,,,,,,,,,,,,
224,8,2,,,,,,,,,,,,
224,9,2,2,1,1,2,2,2,2,2,2,,,
225,1,2,,,,,,,,,,,,
225,2,2,,,,,,,,,,,,
225,4,2,,,,,,,,,,,,
225,5,2,,,,,,,,,,,,
225,6,2,2,1,2,2,2,2,2,2,2,,,
225,7,2,,,,,,,,,,,,
225,8,2,,,,,,,,,,,,
226,1,2,,,,,,,,,,,,
226,2,2,,,,,,,,,,,,
226,3,2,2,1,2,2,2,2,2,2,2,,,
226,4,2,,,,,,,,,,,,
226,5,2,,,,,,,,,,,,
226,7,2,,,,,,,,,,,,
226,8,2,,,,,,,,,,,,
226,9,2,2,1,2,2,2,2,2,2,2,,,
227,1,2,,,,,,,,,,,,
227,2,2,,,,,,,,,,,,
227,4,2,,,,,,,,,,,,
227,5,2,,,,,,,,,,,,
227,6,2,2,1,2,2,2,2,2,2,2,,,
227,7,2,,,,,,,,,,,,
227,8,2,,,,,,,,,,,,
228,1,2,,,,,,,,,,,,
228,2,2,,,,,,,,,,,,
228,3,2,2,1,2,2,2,2,2,2,2,,,
228,4,2,,,,,,,,,,,,
228,5,2,,,,,,,,,,,,
228,7,2,,,,,,,,,,,,
228,8,2,,,,,,,,,,,,
228,9,2,2,1,2,2,2,2,2,2,2,,,
229,1,2,,,,,,,,,,,,
229,2,2,,,,,,,,,,,,
229,4,2,,,,,,,,,,,,
229,5,2,,,,,,,,,,,,
229,6,2,2,1,2,2,2,2,2,2,2,,,
229,7,2,,,,,,,,,,,,
229,8,2,,,,,,,,,,,,
230,1,2,,,,,,,,,,,,
230,2,2,,,,,,,,,,,,
230,3,2,2,19,2,2,2,2,2,2,2,,,
230,4,2,,,,,,,,,,,,
230,5,2,,,,,,,,,,,,
230,7,2,,,,,,,,,,,,
230,8,2,,,,,,,,,,,,
230,9,2,2,1,2,2,2,2,2,2,2,,,
231,1,2,,,,,,,,,,,,
231,2,2,,,,,,,,,,,,
231,4,2,,,,,,,,,,,,
231,5,2,,,,,,,,,,,,
231,6,2,2,4,1,2,1,2,2,2,2,,,
231,7,2,,,,,,,,,,,,
231,8,2,,,,,,,,,,,,
232,1,2,,,,,,,,,,,,
232,2,2,,,,,,,,,,,,
232,3,2,2,1,2,2,2,2,2,2,2,,,
232,4,2,,,,,,,,,,,,
232,5,2,,,,,,,,,,,,
232,7,2,,,,,,,,,,,,
232,8,2,,,,,,,,,,,,
232,9,2,2,1,2,2,2,2,2,2,2,,,
233,1,2,,,,,,,,,,,,
233,2,2,,,,,,,,,,,,
233,4,2,,,,,,,,,,,,
233,5,2,,,,,,,,,,,,
233,6,2,2,3,2,2,2,2,2,2,2,,,
233,7,2,,,,,,,,,,,,
233,8,2,,,,,,,,,,,,
234,1,2,,,,,,,,,,,,
234,2,2,,,,,,,,,,,,
234,3,2,2,1,2,2,2,2,2,2,2,,,
234,4,2,,,,,,,,,,,,
234,5,2,,,,,,,,,,,,
234,7,2,,,,,,,,,,,,
234,8,2,,,,,,,,,,,,
234,9,2,2,4,2,2,2,2,2,2,2,,,
235,1,2,,,,,,,,,,,,
235,2,2,,,,,,,,,,,,
235,4,2,,,,,,,,,,,,
235,5,2,,,,,,,,,,,,
235,6,2,2,1,2,2,2,2,2,2,2,,,
235,7,2,,,,,,,,,,,,
235,8,2,,,,,,,,,,,,
236,1,2,,,,,,,,,,,,
236,2,2,,,,,,,,,,,,
236,3,2,2,3,2,2,2,2,2,2,2,,,
236,4,2,,,,,,,,,,,,
236,5,2,,,,,,,,,,,,
236,7,2,,,,,,,,,,,,
236,8,2,,,,,,,,,,,,
236,9,2,2,1,2,2,2,2,2,2,2,,,
237,1,2,,,,,,,,,,,,
237,2,2,,,,,,,,,,,,
237,4,2,,,,,,,,,,,,
237,5,2,,,,,,,,,,,,
237,6,2,2,1,2,2,2,2,2,2,2,,,
237,7,2,,,,,,,,,,,,
237,8,2,,,,,,,,,,,,
238,1,2,,,,,,,,,,,,
238,2,2,,,,,,,,,,,,
238,3,2,2,1,2,2,2,2,2,2,2,,,
238,4,2,,,,,,,,,,,,
238,5,2,,,,,,,,,,,,
238,7,2,,,,,,,,,,,,
238,8,2,,,,,,,,,,,,
238,9,2,2,1,2,2,2,2,2,2,2,,,
239,1,2,,,,,,,,,,,,
239,2,2,,,,,,,,,,,,
239,4,2,,,,,,,,,,,,
239,5,2,,,,,,,,,,,,
239,6,2,2,1,2,2,2,2,2,2,2,,,
239,7,2,,,,,,,,,,,,
240,3,2,2,1,2,2,2,2,2,2,2,,,
240,9,2,2,1,2,2,2,2,2,2,2,,,
241,1,2,,,,,,,,,,,,
241,2,2,,,,,,,,,,,,
241,4,2,,,,,,,,,,,,
241,5,2,,,,,,,,,,,,
241,6,2,2,1,2,2,2,98,98,2,2,,,
241,7,2,,,,,,,,,,,,
241,8,2,,,,,,,,,,,,
242,3,2,2,1,2,2,2,2,2,2,2,,,
242,9,2,2,1,2,2,2,2,2,2,2,,,
243,1,2,,,,,,,,,,,,
243,2,2,,,,,,,,,,,,
243,4,2,,,,,,,,,,,,
243,5,2,,,,,,,,,,,,
243,6,2,2,1,2,2,2,2,2,2,2,,,
243,7,2,,,,,,,,,,,,
243,8,2,,,,,,,,,,,,
244,1,2,,,,,,,,,,,,
244,2,2,,,,,,,,,,,,
244,3,2,2,1,2,2,98,98,2,2,2,,,
244,4,2,,,,,,,,,,,,
244,5,2,,,,,,,,,,,,
244,7,2,,,,,,,,,,,,
244,8,2,,,,,,,,,,,,
244,9,2,2,1,98,98,2,2,2,2,2,,,
245,1,2,,,,,,,,,,,,
245,2,2,,,,,,,,,,,,
245,4,2,,,,,,,,,,,,
245,5,2,,,,,,,,,,,,
245,6,2,2,2,2,2,2,2,2,2,2,,,
245,7,2,,,,,,,,,,,,
245,8,2,,,,,,,,,,,,
246,1,2,,,,,,,,,,,,
246,2,2,,,,,,,,,,,,
246,3,2,2,1,2,2,2,2,2,2,2,,,
246,4,2,,,,,,,,,,,,
246,5,2,,,,,,,,,,,,
246,7,2,,,,,,,,,,,,
246,8,2,,,,,,,,,,,,
246,9,2,2,1,2,2,2,2,2,2,2,,,
247,1,2,,,,,,,,,,,,
247,2,2,,,,,,,,,,,,
247,4,2,,,,,,,,,,,,
247,5,2,,,,,,,,,,,,
247,6,2,2,1,2,2,2,2,2,2,2,,,
247,7,2,,,,,,,,,,,,
247,8,2,,,,,,,,,,,,
248,1,2,,,,,,,,,,,,
248,2,2,,,,,,,,,,,,
248,3,2,2,1,2,2,2,2,2,2,2,,,
248,4,2,,,,,,,,,,,,
248,5,2,,,,,,,,,,,,
248,7,2,,,,,,,,,,,,
248,8,2,,,,,,,,,,,,
248,9,2,2,1,2,2,2,2,2,2,2,,,
249,1,2,,,,,,,,,,,,
249,2,2,,,,,,,,,,,,
249,4,2,,,,,,,,,,,,
249,5,2,,,,,,,,,,,,
249,6,2,2,1,2,2,2,2,2,2,2,,,
249,7,2,,,,,,,,,,,,
249,8,2,,,,,,,,,,,,
250,1,2,,,,,,,,,,,,
250,2,2,,,,,,,,,,,,
250,3,2,2,1,2,2,2,2,2,2,2,,,
250,4,2,,,,,,,,,,,,
250,5,2,,,,,,,,,,,,
250,7,2,,,,,,,,,,,,
250,8,2,,,,,,,,,,,,
250,9,2,2,1,2,2,2,2,2,2,2,,,
251,1,2,,,,,,,,,,,,
251,2,2,,,,,,,,,,,,
251,4,2,,,,,,,,,,,,
251,5,2,,,,,,,,,,,,
251,6,2,2,1,2,2,2,2,2,2,2,,,
251,7,2,,,,,,,,,,,,
251,8,2,,,,,,,,,,,,
252,1,2,,,,,,,,,,,,
252,2,2,,,,,,,,,,,,
252,3,2,2,1,2,2,2,2,2,2,2,,,
252,4,2,,,,,,,,,,,,
252,5,2,,,,,,,,,,,,
252,7,2,,,,,,,,,,,,
252,8,2,,,,,,,,,,,,
252,9,2,2,1,2,2,2,2,2,2,2,,,
253,1,2,,,,,,,,,,,,
253,2,2,,,,,,,,,,,,
253,4,2,,,,,,,,,,,,
253,5,2,,,,,,,,,,,,
253,6,2,2,1,2,2,2,2,2,2,2,,,
253,7,2,,,,,,,,,,,,
253,8,2,,,,,,,,,,,,
254,1,2,,,,,,,,,,,,
254,2,2,,,,,,,,,,,,
254,3,2,2,1,1,2,2,2,2,2,2,,,
254,4,2,,,,,,,,,,,,
254,5,2,,,,,,,,,,,,
254,7,2,,,,,,,,,,,,
254,8,2,,,,,,,,,,,,
254,9,2,2,1,2,2,2,2,2,2,2,,,
255,1,2,,,,,,,,,,,,
255,2,2,,,,,,,,,,,,
255,4,2,,,,,,,,,,,,
255,5,2,,,,,,,,,,,,
255,6,2,2,1,2,2,2,2,2,2,2,,,
255,7,2,,,,,,,,,,,,
255,8,2,,,,,,,,,,,,
256,3,2,2,1,2,2,2,2,2,2,2,,,
256,4,2,,,,,,,,,,,,
256,5,2,,,,,,,,,,,,
256,7,2,,,,,,,,,,,,
256,8,2,,,,,,,,,,,,
256,9,2,2,24,2,2,2,2,2,2,2,,,
257,1,2,,,,,,,,,,,,
257,2,2,,,,,,,,,,,,
257,4,2,,,,,,,,,,,,
257,5,2,,,,,,,,,,,,
257,6,2,2,1,2,2,2,2,2,2,2,,,
257,7,2,,,,,,,,,,,,
257,8,2,,,,,,,,,,,,
258,1,2,,,,,,,,,,,,
258,2,2,,,,,,,,,,,,
258,3,2,2,1,2,2,2,2,2,2,2,,,
258,4,2,,,,,,,,,,,,
258,5,2,,,,,,,,,,,,
258,7,2,,,,,,,,,,,,
258,8,2,,,,,,,,,,,,
258,9,2,2,1,2,2,2,2,2,2,2,,,
259,1,2,,,,,,,,,,,,
259,2,2,,,,,,,,,,,,
259,4,2,,,,,,,,,,,,
259,5,2,,,,,,,,,,,,
259,6,2,2,1,2,2,1,2,2,2,2,,,
259,7,2,,,,,,,,,,,,
259,8,2,,,,,,,,,,,,
260,1,2,,,,,,,,,,,,
260,2,2,,,,,,,,,,,,
260,3,2,2,1,1,98,98,98,2,2,2,,,
260,4,2,,,,,,,,,,,,
260,5,2,,,,,,,,,,,,
260,7,2,,,,,,,,,,,,
260,8,2,,,,,,,,,,,,
260,9,2,2,1,1,1,1,2,2,2,2,,,
261,1,2,,,,,,,,,,,,
261,2,2,,,,,,,,,,,,
261,4,2,,,,,,,,,,,,
261,5,2,,,,,,,,,,,,
261,6,2,2,1,2,2,2,2,2,2,2,,,
261,7,2,,,,,,,,,,,,
261,8,2,,,,,,,,,,,,
262,1,2,,,,,,,,,,,,
262,2,2,,,,,,,,,,,,
262,3,2,2,1,2,2,2,2,2,2,2,,,
262,4,2,,,,,,,,,,,,
262,5,2,,,,,,,,,,,,
262,7,2,,,,,,,,,,,,
262,8,2,,,,,,,,,,,,
262,9,2,2,16,2,2,2,2,2,2,2,,,
263,1,2,,,,,,,,,,,,
263,2,2,,,,,,,,,,,,
263,4,2,,,,,,,,,,,,
263,5,2,,,,,,,,,,,,
263,6,2,2,8,2,2,2,2,2,2,2,,,
263,7,2,,,,,,,,,,,,
263,8,2,,,,,,,,,,,,
264,1,2,,,,,,,,,,,,
264,2,2,,,,,,,,,,,,
264,3,2,2,4,2,2,2,2,2,2,2,,,
264,4,2,,,,,,,,,,,,
264,5,2,,,,,,,,,,,,
264,7,2,,,,,,,,,,,,
264,8,2,,,,,,,,,,,,
264,9,2,2,3,2,2,2,2,2,2,2,,,
265,1,2,,,,,,,,,,,,
265,2,2,,,,,,,,,,,,
265,4,2,,,,,,,,,,,,
265,5,2,,,,,,,,,,,,
265,6,2,2,1,2,2,2,2,2,2,2,,,
265,7,2,,,,,,,,,,,,
265,8,2,,,,,,,,,,,,
266,1,2,,,,,,,,,,,,
266,2,2,,,,,,,,,,,,
266,3,2,2,1,2,2,2,2,2,2,2,,,
266,4,2,,,,,,,,,,,,
266,5,2,,,,,,,,,,,,
266,7,2,,,,,,,,,,,,
266,8,2,,,,,,,,,,,,
266,9,2,2,1,2,2,2,2,2,2,2,,,
267,1,2,,,,,,,,,,,,
267,2,2,,,,,,,,,,,,
267,4,2,,,,,,,,,,,,
267,5,2,,,,,,,,,,,,
267,6,2,2,1,2,2,2,2,2,2,2,,,
267,7,2,,,,,,,,,,,,
267,8,2,,,,,,,,,,,,
268,1,2,,,,,,,,,,,,
268,2,2,,,,,,,,,,,,
268,3,2,2,1,1,2,2,2,2,2,2,,,
268,4,2,,,,,,,,,,,,
268,5,2,,,,,,,,,,,,
268,7,2,,,,,,,,,,,,
268,8,2,,,,,,,,,,,,
268,9,2,2,1,2,2,2,2,2,2,2,,,
269,1,2,,,,,,,,,,,,
269,2,2,,,,,,,,,,,,
269,4,2,,,,,,,,,,,,
269,5,2,,,,,,,,,,,,
269,6,2,2,1,2,2,2,2,2,2,2,,,
269,7,2,,,,,,,,,,,,
269,8,2,,,,,,,,,,,,
270,1,2,,,,,,,,,,,,
270,2,2,,,,,,,,,,,,
270,3,2,2,2,2,2,2,2,2,2,2,,,
270,4,2,,,,,,,,,,,,
270,5,2,,,,,,,,,,,,
270,7,2,,,,,,,,,,,,
270,8,2,,,,,,,,,,,,
270,9,2,2,2,2,2,2,2,2,2,2,,,
271,1,2,,,,,,,,,,,,
271,2,2,,,,,,,,,,,,
271,4,2,,,,,,,,,,,,
271,5,2,,,,,,,,,,,,
271,6,2,2,1,2,2,2,2,2,2,2,,,
271,7,2,,,,,,,,,,,,
271,8,2,,,,,,,,,,,,
272,1,2,,,,,,,,,,,,
272,2,2,,,,,,,,,,,,
272,3,2,2,2,2,2,2,2,2,2,2,,,
272,4,2,,,,,,,,,,,,
272,5,2,,,,,,,,,,,,
272,7,2,,,,,,,,,,,,
272,8,2,,,,,,,,,,,,
272,9,2,2,2,2,2,2,2,2,2,2,,,
273,1,2,,,,,,,,,,,,
273,2,2,,,,,,,,,,,,
273,4,2,,,,,,,,,,,,
273,5,2,,,,,,,,,,,,
273,6,2,2,1,1,2,2,2,2,2,2,,,
273,7,2,,,,,,,,,,,,
273,8,2,,,,,,,,,,,,
274,1,2,,,,,,,,,,,,
274,2,2,,,,,,,,,,,,
274,3,2,2,1,2,2,2,2,2,2,2,,,
274,4,2,,,,,,,,,,,,
274,5,2,,,,,,,,,,,,
274,7,2,,,,,,,,,,,,
274,8,2,,,,,,,,,,,,
274,9,2,2,1,2,2,2,2,2,2,2,,,
275,1,2,,,,,,,,,,,,
275,2,2,,,,,,,,,,,,
275,4,2,,,,,,,,,,,,
275,5,2,,,,,,,,,,,,
275,6,2,2,1,2,2,2,2,2,2,2,,,
275,7,2,,,,,,,,,,,,
275,8,2,,,,,,,,,,,,
276,1,2,,,,,,,,,,,,
276,2,2,,,,,,,,,,,,
276,3,2,2,1,2,2,2,2,2,2,2,,,
276,4,2,,,,,,,,,,,,
276,5,2,,,,,,,,,,,,
276,7,2,,,,,,,,,,,,
276,8,2,,,,,,,,,,,,
276,9,2,2,1,2,2,2,2,2,2,2,,,
277,1,2,,,,,,,,,,,,
277,2,2,,,,,,,,,,,,
277,4,2,,,,,,,,,,,,
277,5,2,,,,,,,,,,,,
277,6,2,2,1,2,2,2,2,2,2,2,,,
277,7,2,,,,,,,,,,,,
277,8,2,,,,,,,,,,,,
278,1,2,,,,,,,,,,,,
278,2,2,,,,,,,,,,,,
278,3,2,2,1,2,2,2,2,2,2,2,,,
278,4,2,,,,,,,,,,,,
278,5,2,,,,,,,,,,,,
278,7,2,,,,,,,,,,,,
278,8,2,,,,,,,,,,,,
278,9,2,2,1,2,2,2,2,2,2,2,,,
279,1,2,,,,,,,,,,,,
279,2,2,,,,,,,,,,,,
279,4,2,,,,,,,,,,,,
279,5,2,,,,,,,,,,,,
279,6,2,2,1,2,2,2,2,2,2,2,,,
279,7,2,,,,,,,,,,,,
280,1,2,2,2,2,2,2,2,2,2,2,,,
280,3,2,2,2,2,2,2,2,2,2,2,,,
280,5,2,2,9,2,2,2,2,2,2,2,,,
280,7,2,2,2,2,2,2,2,2,2,2,,,
280,9,2,2,2,2,2,2,2,2,2,2,,,
281,2,2,2,1,2,2,2,2,2,2,2,,,
281,4,2,2,1,2,2,2,2,2,2,2,,,
281,6,2,2,2,2,2,2,2,2,2,2,,,
281,8,2,2,1,2,2,2,2,2,2,2,,,
282,1,2,2,5,2,2,2,2,2,2,2,,,
282,3,2,2,1,2,2,2,2,2,2,2,,,
282,5,2,2,2,2,2,2,2,2,2,2,,,
282,7,2,2,2,2,2,2,2,2,2,2,,,
282,9,2,2,2,2,2,2,2,2,2,2,,,
283,2,2,2,2,2,2,2,2,2,2,2,,,
283,4,2,2,1,2,2,2,2,2,2,2,,,
283,6,2,2,1,2,2,2,2,2,2,2,,,
283,8,2,2,1,2,2,2,2,2,2,2,,,
284,1,2,2,2,2,2,2,2,2,2,2,,,
284,3,2,2,1,2,2,2,2,2,2,2,,,
284,5,2,2,2,2,2,2,2,2,2,2,,,
284,7,2,2,1,2,2,2,2,2,2,2,,,
284,9,2,2,1,2,2,2,2,2,2,2,,,
285,1,2,,,,,,,,,,,,
285,2,2,,,,,,,,,,,,
285,4,2,,,,,,,,,,,,
285,5,2,,,,,,,,,,,,
285,6,2,2,1,2,2,2,2,2,2,2,,,
285,7,2,,,,,,,,,,,,
285,8,2,,,,,,,,,,,,
286,1,2,,,,,,,,,,,,
286,2,2,,,,,,,,,,,,
286,3,2,2,1,2,2,2,2,2,2,2,,,
286,4,2,,,,,,,,,,,,
286,5,2,,,,,,,,,,,,
286,7,2,,,,,,,,,,,,
286,8,2,,,,,,,,,,,,
286,9,2,2,1,2,2,2,2,2,2,2,,,
287,1,2,,,,,,,,,,,,
287,2,2,,,,,,,,,,,,
287,4,2,,,,,,,,,,,,
287,5,2,,,,,,,,,,,,
287,6,2,2,1,2,2,2,2,2,2,2,,,
287,7,2,,,,,,,,,,,,
287,8,2,,,,,,,,,,,,
288,1,2,,,,,,,,,,,,
288,3,2,2,1,98,2,2,2,2,2,2,,,
288,4,2,,,,,,,,,,,,
288,5,2,,,,,,,,,,,,
288,8,2,,,,,,,,,,,,
288,9,2,2,1,2,2,2,2,2,2,2,,,
289,1,2,,,,,,,,,,,,
289,2,2,,,,,,,,,,,,
289,4,2,,,,,,,,,,,,
289,5,2,,,,,,,,,,,,
289,6,2,2,1,2,2,2,2,2,2,2,,,
289,7,2,,,,,,,,,,,,
289,8,2,,,,,,,,,,,,
290,1,2,,,,,,,,,,,,
290,2,2,,,,,,,,,,,,
290,3,2,2,4,2,2,2,2,2,2,2,,,
290,4,2,,,,,,,,,,,,
290,5,2,,,,,,,,,,,,
290,7,2,,,,,,,,,,,,
290,8,2,,,,,,,,,,,,
290,9,2,2,5,2,2,2,2,2,2,2,,,
291,1,2,,,,,,,,,,,,
291,2,2,,,,,,,,,,,,
291,4,2,,,,,,,,,,,,
291,5,2,,,,,,,,,,,,
291,6,2,2,1,2,2,2,2,2,2,2,,,
291,7,2,,,,,,,,,,,,
291,8,2,,,,,,,,,,,,
292,1,2,,,,,,,,,,,,
292,2,2,,,,,,,,,,,,
292,3,2,2,1,2,2,2,2,2,2,2,,,
292,4,2,,,,,,,,,,,,
292,7,2,,,,,,,,,,,,
292,8,2,,,,,,,,,,,,
292,9,2,2,1,2,2,2,2,2,2,2,,,
293,1,2,,,,,,,,,,,,
293,2,2,,,,,,,,,,,,
293,4,2,,,,,,,,,,,,
293,5,2,,,,,,,,,,,,
293,6,2,2,1,98,99,98,98,2,2,2,,,
293,7,2,,,,,,,,,,,,
293,8,2,,,,,,,,,,,,
294,1,2,,,,,,,,,,,,
294,2,2,,,,,,,,,,,,
294,3,2,2,1,98,2,2,2,2,2,2,,,
294,4,2,,,,,,,,,,,,
294,5,2,,,,,,,,,,,,
294,7,2,,,,,,,,,,,,
294,8,2,,,,,,,,,,,,
294,9,2,2,1,2,2,2,2,2,2,2,,,
295,1,2,,,,,,,,,,,,
295,2,2,,,,,,,,,,,,
295,4,2,,,,,,,,,,,,
295,5,2,,,,,,,,,,,,
295,6,2,2,1,2,2,2,2,2,2,2,,,
295,7,2,,,,,,,,,,,,
295,8,2,,,,,,,,,,,,
296,1,2,,,,,,,,,,,,
296,2,2,,,,,,,,,,,,
296,3,2,2,1,2,2,2,2,2,2,2,,,
296,4,2,,,,,,,,,,,,
296,5,2,,,,,,,,,,,,
296,7,2,,,,,,,,,,,,
296,8,2,,,,,,,,,,,,
296,9,2,2,1,2,2,2,2,2,2,2,,,
297,1,2,,,,,,,,,,,,
297,2,2,,,,,,,,,,,,
297,4,2,,,,,,,,,,,,
297,5,2,,,,,,,,,,,,
297,6,2,2,1,2,2,2,2,2,2,2,,,
297,7,2,,,,,,,,,,,,
297,8,2,,,,,,,,,,,,
298,1,2,,,,,,,,,,,,
298,2,2,,,,,,,,,,,,
298,3,2,2,1,2,2,2,2,2,2,2,,,
298,4,2,,,,,,,,,,,,
298,5,2,,,,,,,,,,,,
298,7,2,,,,,,,,,,,,
298,8,2,,,,,,,,,,,,
298,9,2,2,1,2,2,2,2,2,2,2,,,
299,1,2,,,,,,,,,,,,
299,2,2,,,,,,,,,,,,
299,4,2,,,,,,,,,,,,
299,5,2,,,,,,,,,,,,
299,6,2,2,1,2,2,2,2,2,2,2,,,
299,7,2,,,,,,,,,,,,
299,8,2,,,,,,,,,,,,
300,1,2,,,,,,,,,,,,
300,2,2,,,,,,,,,,,,
300,3,2,2,5,2,2,2,2,2,2,2,,,
300,4,2,,,,,,,,,,,,
300,5,2,,,,,,,,,,,,
300,7,2,,,,,,,,,,,,
300,8,2,,,,,,,,,,,,
300,9,2,2,4,2,2,2,2,2,2,2,,,
301,1,2,,,,,,,,,,,,
301,2,2,,,,,,,,,,,,
301,4,2,,,,,,,,,,,,
301,5,2,,,,,,,,,,,,
301,6,2,2,1,2,2,2,2,2,2,2,,,
301,7,2,,,,,,,,,,,,
301,8,2,,,,,,,,,,,,
302,1,2,,,,,,,,,,,,
302,2,2,,,,,,,,,,,,
302,3,2,2,1,2,2,2,2,2,2,2,,,
302,4,2,,,,,,,,,,,,
302,5,2,,,,,,,,,,,,
302,7,2,,,,,,,,,,,,
302,8,2,,,,,,,,,,,,
302,9,2,2,1,2,2,2,2,2,2,2,,,
303,1,2,,,,,,,,,,,,
303,2,2,,,,,,,,,,,,
303,4,2,,,,,,,,,,,,
303,5,2,,,,,,,,,,,,
303,6,2,2,3,2,2,2,2,2,2,2,,,
303,7,2,,,,,,,,,,,,
303,8,2,,,,,,,,,,,,
304,1,2,,,,,,,,,,,,
304,2,2,,,,,,,,,,,,
