"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
87,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,14,6,2,3,4,100,2,7
87,5,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,14,6,2,5,4,100,2,7
87,5,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,14,6,2,5,4,100,2,7
87,6,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,15,6,2,15,4,50,2,7
87,6,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,17,6,2,25,4,50,2,7
87,6,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,17,6,2,10,4,50,2,7
87,7,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,14,6,2,7,4,100,2,7
87,8,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,14,6,2,3,4,100,2,7
87,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,14,6,2,7,4,50,2,7
87,8,1,2,2,104,12,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,14,6,2,7,4,100,2,7
87,8,1,2,3,121,12,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,14,6,2,2,4,100,2,7
87,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,14,6,2,12,4,100,2,7
87,9,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,14,6,2,3,4,100,2,7
88,1,1,1,4,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,21,6,2,12,4,100,2,7
88,1,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,3.5,2,2,1.79769313486232e+308,14,6,2,3,4,100,2,7
88,1,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,14,6,2,2,4,100,2,7
88,1,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,2.5,2,2,1.79769313486232e+308,14,6,2,3,4,50,2,7
88,2,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,15,6,2,10,4,100,2,7
88,2,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,14,6,2,40,4,100,2,7
88,3,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,16,6,2,20,4,100,2,7
88,4,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,15,6,2,30,4,100,2,7
88,4,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,100,2,2,1.79769313486232e+308,10,6,2,90,4,100,2,7
88,4,1,3,1,121,2,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,15,6,2,11,4,100,2,7
88,4,1,2,2,121,2,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,15,6,2,15,4,100,2,7
88,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,14,6,2,8,4,100,2,7
88,5,1,1,3,121,4,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,14,6,2,3,4,50,2,7
88,5,1,2,2,104,4,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,14,6,2,26,4,100,2,7
88,5,1,2,1,102,4,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,14,6,2,14,4,100,2,7
88,6,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,15,6,2,40,4,100,3,7
88,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,14,6,2,5,4,100,2,5
88,7,1,1,3,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,14,6,2,15,4,100,2,5
88,7,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,14,6,2,3,4,100,2,5
88,8,1,1,2,121,3,1,100,2,1.79769313486232e+308,1,1.5,2,2,1.79769313486232e+308,14,6,2,2,4,100,2,7
88,8,1,1,3,121,10,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,14,6,2,2,4,50,2,7
88,9,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,14,6,2,6,4,100,2,7
88,9,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,1.5,2,2,1.79769313486232e+308,14,6,2,2,4,100,2,7
88,9,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,14,6,2,2,4,100,2,7
89,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,10,7,2,8,4,100,2,7
89,2,1,2,1,102,2,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,20,7,2,5,4,100,2,7
89,2,1,3,1,121,2,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,15,7,2,7,4,100,2,7
89,2,1,4,1,103,2,1,100,1,3,1,10,2,2,1.79769313486232e+308,10,7,2,3,4,100,2,4
89,2,1,3,2,107,2,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,25,6,2,4,4,100,2,7
89,3,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,15,7,2,7,4,100,2,7
89,4,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,4,7,2,12,4,100,2,7
89,5,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,1,7,2,10,4,100,2,4
89,5,1,2,2,103,2,1,100,1,3,1,35,2,2,1.79769313486232e+308,28,6,2,6,4,100,2,7
89,5,1,3,1,121,6,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,13,7,2,6,4,100,2,10
89,6,1,2,2,107,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,15,6,2,4,4,100,2,7
89,6,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,29,2,2,1.79769313486232e+308,15,7,2,15,4,100,2,7
89,8,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,9,7,2,20,4,100,2,7
89,8,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,15,7,2,12,4,100,2,7
89,9,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,32,2,2,1.79769313486232e+308,16,7,2,6,4,100,2,4
89,9,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,10,7,2,9,4,50,2,4
90,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,12,7,2,6,4,100,2,7
90,1,1,2,2,107,1,1,100,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,24,6,2,7,4,100,2,7
