"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q06","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q24","s0q25","s0q26","s0q27","s0q28","s9aq00","s9bq13","s11bq00"
1,1,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,6,9,2017,5,18,7,9,2017,0,33,6,9,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,2
1,2,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,7,9,2017,0,37,7,9,2017,4,51,7,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
1,3,1,2,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,7,9,2017,4,58,8,9,2017,6,59,7,9,2017,1,1,1,1,23,1,2,1
1,4,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,9,9,2017,3,35,11,9,2017,19,29,9,9,2017,1,1,1,1,49,1.79769313486232e+308,1.79769313486232e+308,1
1,5,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,10,9,2017,1,20,12,9,2017,1,19,10,9,2017,1,1,1,1,23,1.79769313486232e+308,1.79769313486232e+308,1
1,6,1,2,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,10,9,2017,20,53,12,9,2017,2,0,10,9,2017,1,1,1,1,23,2,2,1
1,7,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,11,9,2017,1,44,11,9,2017,6,15,11,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
1,8,1,1,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,12,9,2017,2,23,12,9,2017,6,50,12,9,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
1,9,1,2,1,11,1108,2,6,1,1.79769313486232e+308,21,26,26,12,9,2017,4,28,27,9,2017,23,23,12,9,2017,1,1,1,1,39,1,2,1
2,1,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,22,9,2017,9,10,22,9,2017,10,42,22,9,2017,1,1,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
2,2,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,22,9,2017,10,43,22,9,2017,12,12,22,9,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
2,3,1,2,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,10,42,25,9,2017,12,48,25,9,2017,1,1,1,1,17,2,2,1
2,4,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,22,9,2017,12,13,22,9,2017,15,57,22,9,2017,1,1,2,2,32,1.79769313486232e+308,1.79769313486232e+308,1
2,5,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,7,51,25,9,2017,8,49,25,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
2,6,1,2,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,12,48,25,9,2017,14,36,25,9,2017,1,1,1,1,8,2,2,1
2,7,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,8,49,25,9,2017,10,2,25,9,2017,1,1,1,1,20,1.79769313486232e+308,1.79769313486232e+308,1
2,8,1,1,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,10,2,25,9,2017,10,41,25,9,2017,1,1,1,1,4,1.79769313486232e+308,1.79769313486232e+308,1
2,9,1,2,1,11,1108,2,11,1,1.79769313486232e+308,21,23,23,25,9,2017,14,36,25,9,2017,17,57,25,9,2017,1,1,1,1,18,2,2,1
3,1,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,20,9,2017,10,55,20,9,2017,12,24,20,9,2017,1,1,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1
3,2,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,20,9,2017,12,24,20,9,2017,13,50,20,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
3,3,1,2,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,21,9,2017,10,55,21,9,2017,12,30,21,9,2017,1,1,1,1,6,2,2,1
3,4,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,20,9,2017,13,50,20,9,2017,16,33,20,9,2017,1,1,2,1,30,1.79769313486232e+308,1.79769313486232e+308,1
3,5,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,20,9,2017,16,34,21,9,2017,8,21,20,9,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
3,6,1,2,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,21,9,2017,12,32,21,9,2017,13,38,21,9,2017,1,1,1,1,4,2,2,1
3,7,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,21,9,2017,8,22,21,9,2017,9,25,21,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
3,8,1,1,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,21,9,2017,9,27,21,9,2017,10,54,21,9,2017,1,1,1,1,19,1.79769313486232e+308,1.79769313486232e+308,1
3,9,1,2,1,11,1102,2,14,1,1.79769313486232e+308,21,23,23,21,9,2017,13,38,21,9,2017,15,8,21,9,2017,1,1,1,1,3,2,2,1
4,1,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,31,8,2017,11,3,4,9,2017,10,43,31,8,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,2
4,2,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,3,9,2017,10,11,15,9,2017,20,59,3,9,2017,1,1,1,1,2,1.79769313486232e+308,1.79769313486232e+308,2
4,3,1,2,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,4,9,2017,12,24,4,9,2017,14,27,4,9,2017,1,1,1,11,6,1,1,2
4,4,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,4,9,2017,14,28,4,9,2017,15,23,4,9,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,2
4,5,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,4,9,2017,15,29,5,9,2017,17,7,4,9,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,2
4,6,1,2,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,5,9,2017,17,41,5,9,2017,18,43,5,9,2017,1,1,1,1,6,2,2,2
4,7,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,6,9,2017,10,51,6,9,2017,15,47,6,9,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
4,8,1,1,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,6,9,2017,15,47,7,9,2017,8,27,6,9,2017,1,1,1,1,3,1.79769313486232e+308,1.79769313486232e+308,2
4,9,1,2,1,11,1114,2,49,1,1.79769313486232e+308,11,12,12,7,9,2017,8,28,7,9,2017,10,5,7,9,2017,1,1,1,1,8,2,1,2
5,1,1,1,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,7,9,2017,18,42,8,9,2017,12,37,7,9,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
5,2,1,1,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,8,9,2017,22,20,11,9,2017,15,55,8,9,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
5,3,1,2,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,6,9,2017,21,45,11,9,2017,13,1,6,9,2017,1,1,1,1,27,2,1,1
5,4,1,1,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,7,9,2017,8,24,7,9,2017,9,57,7,9,2017,1,1,1,1,11,1.79769313486232e+308,1.79769313486232e+308,1
5,6,1,2,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,12,9,2017,11,2,12,9,2017,13,19,12,9,2017,1,1,1,1,4,2,1,2
5,7,1,1,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,7,9,2017,9,59,7,9,2017,12,11,7,9,2017,2,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
5,8,1,1,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,6,9,2017,21,53,12,9,2017,10,20,6,9,2017,1,1,1,1,4,1.79769313486232e+308,1.79769313486232e+308,2
5,9,1,2,1,11,1117,2,73,1,1.79769313486232e+308,21,25,25,9,9,2017,10,8,10,9,2017,11,53,9,9,2017,1,1,1,1,29,2,2,1
6,1,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,30,9,2017,9,44,30,9,2017,12,44,30,9,2017,1,1,2,1,19,1.79769313486232e+308,1.79769313486232e+308,1
6,2,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,30,9,2017,12,44,30,9,2017,18,28,30,9,2017,1,1,2,2,20,1.79769313486232e+308,1.79769313486232e+308,1
6,3,1,2,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,30,9,2017,18,29,1,10,2017,7,51,30,9,2017,1,1,1,3,10,2,2,2
6,4,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,1,10,2017,7,51,1,10,2017,9,22,1,10,2017,1,1,2,4,19,1.79769313486232e+308,1.79769313486232e+308,1
6,5,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,1,10,2017,9,22,1,10,2017,15,46,1,10,2017,1,1,1,5,18,1.79769313486232e+308,1.79769313486232e+308,1
6,6,1,2,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,1,10,2017,15,46,2,10,2017,10,53,1,10,2017,1,1,1,6,14,1,2,1
6,7,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,1,10,2017,18,4,1,10,2017,19,14,1,10,2017,1,1,2,7,19,1.79769313486232e+308,1.79769313486232e+308,1
6,8,1,1,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,1,10,2017,19,17,1,10,2017,23,36,1,10,2017,1,1,1,8,13,1.79769313486232e+308,1.79769313486232e+308,1
6,9,1,2,1,11,1127,2,52,1,1.79769313486232e+308,11,15,15,2,10,2017,10,55,2,10,2017,12,55,2,10,2017,1,1,1,9,15,1,2,1
7,1,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,2,10,2017,18,44,3,10,2017,9,21,2,10,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
7,2,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,9,25,3,10,2017,11,5,3,10,2017,1,1,2,2,7,1.79769313486232e+308,1.79769313486232e+308,1
7,3,1,2,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,11,5,3,10,2017,15,50,3,10,2017,1,1,1,3,14,1,2,1
7,4,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,15,53,3,10,2017,18,10,3,10,2017,1,1,1,1,5,1.79769313486232e+308,1.79769313486232e+308,1
7,5,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,18,11,3,10,2017,19,3,3,10,2017,1,1,1,5,5,1.79769313486232e+308,1.79769313486232e+308,1
7,6,1,2,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,19,58,4,10,2017,12,3,3,10,2017,1,1,1,6,11,2,2,1
7,7,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,3,10,2017,19,4,3,10,2017,19,55,3,10,2017,1,1,1,7,9,1.79769313486232e+308,1.79769313486232e+308,1
7,8,1,1,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,4,10,2017,12,4,4,10,2017,13,26,4,10,2017,1,1,2,8,27,1.79769313486232e+308,1.79769313486232e+308,1
7,9,1,2,1,11,1110,2,74,1,1.79769313486232e+308,11,15,15,4,10,2017,13,27,4,10,2017,14,23,4,10,2017,1,1,1,9,9,1,2,1
8,1,1,1,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,6,10,2017,17,1,6,10,2017,18,31,6,10,2017,1,1,1,1,20,1.79769313486232e+308,1.79769313486232e+308,1
8,2,1,1,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,8,10,2017,10,14,8,10,2017,10,44,8,10,2017,1,1,1,1,4,1.79769313486232e+308,1.79769313486232e+308,1
8,3,1,2,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,8,10,2017,10,44,8,10,2017,12,18,8,10,2017,1,1,1,1,9,2,2,1
8,4,1,1,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,8,10,2017,12,19,8,10,2017,13,11,8,10,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
8,6,1,2,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,9,10,2017,10,39,9,10,2017,11,32,9,10,2017,1,1,1,1,5,2,2,1
8,7,1,1,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,9,10,2017,11,33,9,10,2017,12,42,9,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
8,8,1,1,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,9,10,2017,12,43,9,10,2017,14,10,9,10,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
8,9,1,2,1,11,1110,2,86,1,1.79769313486232e+308,11,17,17,9,10,2017,14,10,9,10,2017,14,47,9,10,2017,1,1,1,1,4,2,1,1
9,1,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,3,10,2017,11,42,3,10,2017,13,13,3,10,2017,1,1,1,1,19,1.79769313486232e+308,1.79769313486232e+308,1
9,2,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,3,10,2017,13,14,3,10,2017,14,1,3,10,2017,1,1,1,1,11,1.79769313486232e+308,1.79769313486232e+308,1
9,3,1,2,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,3,10,2017,14,45,3,10,2017,15,54,3,10,2017,1,1,1,1,9,1,2,1
9,4,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,3,10,2017,15,55,3,10,2017,17,8,3,10,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
9,5,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,3,10,2017,17,9,4,10,2017,10,15,3,10,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
9,6,1,2,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,4,10,2017,10,16,4,10,2017,11,9,4,10,2017,1,1,1,1,6,1,2,1
9,7,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,4,10,2017,11,10,4,10,2017,12,17,4,10,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
9,8,1,1,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,12,9,2017,18,28,3,10,2017,11,42,12,9,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
9,9,1,2,1,11,1113,2,96,1,1.79769313486232e+308,11,17,17,4,10,2017,12,17,4,10,2017,13,21,4,10,2017,1,1,1,1,11,2,2,1
10,1,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,13,9,2017,15,3,17,9,2017,1,8,13,9,2017,1,1,1,1,40,1.79769313486232e+308,1.79769313486232e+308,1
10,2,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,14,9,2017,14,10,14,9,2017,16,13,14,9,2017,1,1,1,2,14,1.79769313486232e+308,1.79769313486232e+308,1
10,3,1,2,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,14,9,2017,19,29,14,9,2017,20,44,14,9,2017,1,1,1,1,3,2,2,1
10,4,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,15,9,2017,7,58,15,9,2017,17,4,15,9,2017,1,1,1,1,23,1.79769313486232e+308,1.79769313486232e+308,1
10,5,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,15,9,2017,17,9,15,9,2017,21,22,15,9,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
10,6,1,2,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,18,9,2017,16,10,18,9,2017,17,40,18,9,2017,1,1,1,1,5,1,2,1
10,7,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,16,9,2017,7,26,16,9,2017,14,32,16,9,2017,1,1,1,1,19,1.79769313486232e+308,1.79769313486232e+308,1
10,8,1,1,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,16,9,2017,15,11,16,9,2017,16,17,16,9,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
10,9,1,2,1,11,1112,2,17,1,1.79769313486232e+308,21,27,27,18,9,2017,20,4,18,9,2017,23,49,18,9,2017,1,1,1,1,14,2,2,1
11,1,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,20,9,2017,19,35,20,9,2017,20,40,20,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
11,2,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,20,9,2017,21,38,20,9,2017,22,52,20,9,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
11,3,1,2,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,21,9,2017,7,49,21,9,2017,15,13,21,9,2017,1,1,1,1,20,1,2,1
11,4,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,21,9,2017,17,11,21,9,2017,17,42,21,9,2017,1,1,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1
11,5,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,22,9,2017,8,17,22,9,2017,9,19,22,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
11,6,1,2,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,22,9,2017,15,0,22,9,2017,17,12,22,9,2017,1,1,1,1,24,1,2,1
11,7,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,22,9,2017,20,7,22,9,2017,21,0,22,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
11,8,1,1,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,23,9,2017,7,18,23,9,2017,8,47,23,9,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
11,9,1,2,1,11,1112,2,20,1,1.79769313486232e+308,21,27,27,23,9,2017,13,26,23,9,2017,14,28,23,9,2017,1,1,1,1,6,1,2,1
12,1,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,14,9,2017,7,56,14,9,2017,11,51,14,9,2017,1,1,2,1,29,1.79769313486232e+308,1.79769313486232e+308,1
12,2,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,14,9,2017,12,34,14,9,2017,13,47,14,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
12,3,1,2,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,12,8,2017,1,38,15,9,2017,12,32,12,8,2017,1,1,2,1,28,1,2,1
12,4,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,15,9,2017,15,47,16,9,2017,10,15,15,9,2017,1,1,1,1,38,1.79769313486232e+308,1.79769313486232e+308,1
12,5,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,16,9,2017,10,16,16,9,2017,13,17,16,9,2017,1,1,2,1,22,1.79769313486232e+308,1.79769313486232e+308,1
12,6,1,2,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,17,9,2017,10,38,19,9,2017,8,11,17,9,2017,1,1,1,1,19,1,2,1
12,7,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,17,9,2017,12,58,17,9,2017,14,7,17,9,2017,1,1,2,1,19,1.79769313486232e+308,1.79769313486232e+308,1
12,8,1,1,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,17,9,2017,14,37,17,9,2017,15,16,17,9,2017,1,1,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1
12,9,1,2,1,11,1105,2,29,1,1.79769313486232e+308,21,22,22,17,9,2017,20,19,18,9,2017,10,44,17,9,2017,1,1,2,1,29,1,2,1
13,1,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,21,9,2017,16,47,21,9,2017,17,33,21,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
13,2,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,22,9,2017,9,2,28,9,2017,11,5,22,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
13,3,1,2,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,22,9,2017,20,0,24,9,2017,21,17,22,9,2017,1,1,2,1,40,1,2,1
13,4,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,22,9,2017,14,30,22,9,2017,15,31,22,9,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
13,5,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,28,9,2017,11,0,28,9,2017,15,20,28,9,2017,1,1,2,1,26,1.79769313486232e+308,1.79769313486232e+308,1
13,6,1,2,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,29,9,2017,9,5,29,9,2017,12,56,29,9,2017,1,4,2,1,22,1,2,1
13,7,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,23,9,2017,9,0,23,9,2017,10,29,23,9,2017,1,1,2,1,17,1.79769313486232e+308,1.79769313486232e+308,1
13,8,1,1,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,23,9,2017,17,49,28,9,2017,11,9,23,9,2017,1,1,2,1,28,1.79769313486232e+308,1.79769313486232e+308,1
13,9,1,2,1,11,1105,2,30,1,1.79769313486232e+308,21,22,22,25,9,2017,7,14,25,9,2017,15,46,25,9,2017,1,1,1,1,7,1,2,1
14,1,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,3,10,2017,11,22,3,10,2017,12,2,3,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
14,2,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,3,10,2017,14,46,3,10,2017,15,14,3,10,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
14,3,1,2,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,3,10,2017,15,15,3,10,2017,15,46,3,10,2017,1,1,1,1,9,2,2,1
14,4,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,3,10,2017,15,47,3,10,2017,18,23,3,10,2017,1,1,2,1,16,1.79769313486232e+308,1.79769313486232e+308,1
14,5,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,3,10,2017,19,11,4,10,2017,19,44,3,10,2017,1,1,4,1,52,1.79769313486232e+308,1.79769313486232e+308,1
14,6,1,2,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,4,10,2017,19,49,4,10,2017,22,42,4,10,2017,1,1,2,1,28,2,2,1
14,7,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,5,10,2017,0,43,5,10,2017,15,49,5,10,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
14,8,1,1,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,5,10,2017,16,52,5,10,2017,19,56,5,10,2017,1,1,2,1,33,1.79769313486232e+308,1.79769313486232e+308,1
14,9,1,2,1,11,1125,2,18,1,1.79769313486232e+308,11,18,18,5,10,2017,19,57,5,10,2017,20,31,5,10,2017,1,1,1,1,8,2,2,1
15,1,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,22,9,2017,19,29,22,9,2017,21,23,22,9,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
15,2,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,22,9,2017,21,24,23,9,2017,2,13,22,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
15,3,1,2,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,23,9,2017,14,33,23,9,2017,17,25,23,9,2017,1,1,1,1,9,2,2,1
15,4,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,23,9,2017,23,1,24,9,2017,14,17,23,9,2017,1,1,2,1,20,1.79769313486232e+308,1.79769313486232e+308,1
15,5,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,24,9,2017,14,46,24,9,2017,22,36,24,9,2017,1,1,1,1,5,1.79769313486232e+308,1.79769313486232e+308,1
15,6,1,2,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,25,9,2017,10,53,25,9,2017,13,16,25,9,2017,1,1,1,1,12,2,2,1
15,7,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,27,9,2017,21,30,27,9,2017,22,34,27,9,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
15,8,1,1,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,27,9,2017,23,5,2,10,2017,21,47,27,9,2017,1,1,2,1,42,1.79769313486232e+308,1.79769313486232e+308,1
15,9,1,2,1,11,1104,2,14,1,1.79769313486232e+308,11,18,18,2,10,2017,21,47,2,10,2017,22,19,2,10,2017,1,1,1,1,3,2,2,1
16,1,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,29,9,2017,21,10,29,9,2017,21,45,29,9,2017,1,1,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1
16,2,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,29,9,2017,21,46,29,9,2017,22,19,29,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
16,3,1,2,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,11,19,1,10,2017,12,12,1,10,2017,1,1,1,1,9,2,2,1
16,4,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,12,12,1,10,2017,12,42,1,10,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
16,5,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,12,43,1,10,2017,14,19,1,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
16,6,1,2,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,14,45,1,10,2017,15,37,1,10,2017,1,1,1,1,6,2,2,1
16,7,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,15,38,1,10,2017,17,43,1,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
16,8,1,1,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,17,43,1,10,2017,18,11,1,10,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
16,9,1,2,1,11,1116,2,24,1,1.79769313486232e+308,11,18,18,1,10,2017,18,11,1,10,2017,19,23,1,10,2017,1,1,1,1,7,2,2,1
17,1,1,1,1,11,1121,2,20,1,1.79769313486232e+308,11,15,15,6,10,2017,13,7,11,10,2017,9,45,6,10,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
17,2,1,1,1,11,1121,2,20,1,1.79769313486232e+308,11,15,15,9,10,2017,10,45,9,10,2017,11,57,9,10,2017,1,1,1,2,15,1.79769313486232e+308,1.79769313486232e+308,1
17,3,1,2,1,11,1121,2,20,1,1.79769313486232e+308,11,15,15,9,10,2017,11,58,9,10,2017,14,15,9,10,2017,1,1,1,3,5,2,1,1
