"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q06","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q24","s0q25","s0q26","s0q27","s0q28","s9aq00","s9bq13","s11bq00"
515,6,1,2,4,42,4206,2,28,1,1.79769313486232e+308,321,322,322,24,9,2017,11,3,14,10,2017,21,3,24,9,2017,1,1,1,1,8,1,2,1
515,7,1,1,4,42,4206,2,28,1,1.79769313486232e+308,321,322,322,23,9,2017,15,2,16,10,2017,9,31,23,9,2017,1,1,2,1,24,1.79769313486232e+308,1.79769313486232e+308,1
515,8,1,1,4,42,4206,2,28,1,1.79769313486232e+308,321,322,322,23,9,2017,13,5,15,10,2017,22,9,23,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
515,9,1,2,4,42,4206,2,28,1,1.79769313486232e+308,321,322,322,23,9,2017,18,47,14,10,2017,22,21,23,9,2017,1,1,2,1,22,2,2,1
516,1,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,21,9,2017,8,39,30,9,2017,15,22,21,9,2017,1,1,2,1,25,1.79769313486232e+308,1.79769313486232e+308,1
516,2,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,20,9,2017,9,33,30,9,2017,16,14,20,9,2017,1,1,1,1,5,1.79769313486232e+308,1.79769313486232e+308,1
516,3,1,2,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,22,9,2017,12,34,1,10,2017,8,27,22,9,2017,1,1,1,1,7,2,2,1
516,4,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,22,9,2017,6,51,30,9,2017,22,12,22,9,2017,1,1,2,1,18,1.79769313486232e+308,1.79769313486232e+308,1
516,5,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,20,9,2017,10,29,1,10,2017,10,10,20,9,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
516,6,1,2,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,12,9,2017,22,14,1,10,2017,12,25,12,9,2017,1,1,1,1,13,1,2,1
516,7,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,21,9,2017,7,29,25,9,2017,21,34,21,9,2017,1,1,1,1,5,1.79769313486232e+308,1.79769313486232e+308,1
516,8,1,1,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,20,9,2017,13,26,30,9,2017,18,23,20,9,2017,1,1,2,1,17,1.79769313486232e+308,1.79769313486232e+308,1
516,9,1,2,4,42,4206,2,43,1,1.79769313486232e+308,321,322,322,15,9,2017,19,20,25,9,2017,23,5,15,9,2017,1,1,1,1,12,1,1,1
517,1,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,24,9,2017,17,13,2,10,2017,13,16,24,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
517,2,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,2,10,2017,9,2,2,10,2017,12,50,2,10,2017,1,1,1,1,17,1.79769313486232e+308,1.79769313486232e+308,1
517,3,1,2,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,2,10,2017,21,49,3,10,2017,0,17,2,10,2017,1,1,1,3,13,2,2,1
517,4,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,2,10,2017,23,7,3,10,2017,0,14,2,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
517,5,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,3,10,2017,7,28,3,10,2017,8,16,3,10,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
517,6,1,2,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,3,10,2017,8,17,3,10,2017,16,42,3,10,2017,1,1,1,1,14,1,2,1
517,7,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,3,10,2017,20,5,3,10,2017,21,4,3,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
517,8,1,1,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,3,10,2017,21,6,4,10,2017,12,38,3,10,2017,1,1,1,1,30,1.79769313486232e+308,1.79769313486232e+308,1
517,9,1,2,4,42,4208,2,1,1,1.79769313486232e+308,321,324,324,4,10,2017,12,40,4,10,2017,21,39,4,10,2017,1,1,1,1,15,2,2,1
518,1,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,4,10,2017,21,45,6,10,2017,0,51,4,10,2017,1,1,1,1,39,1.79769313486232e+308,1.79769313486232e+308,1
518,2,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,6,10,2017,11,31,6,10,2017,14,51,6,10,2017,1,1,1,1,40,1.79769313486232e+308,1.79769313486232e+308,1
518,3,1,2,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,6,10,2017,14,51,6,10,2017,16,2,6,10,2017,1,1,1,1,12,2,2,1
518,4,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,6,10,2017,21,43,6,10,2017,22,17,6,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
518,5,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,6,10,2017,22,18,6,10,2017,23,16,6,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
518,6,1,2,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,6,10,2017,23,18,7,10,2017,10,16,6,10,2017,1,1,1,1,11,2,2,1
518,7,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,7,10,2017,14,52,7,10,2017,22,8,7,10,2017,1,1,1,1,21,1.79769313486232e+308,1.79769313486232e+308,1
518,8,1,1,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,8,10,2017,10,18,8,10,2017,13,10,8,10,2017,1,1,1,1,26,1.79769313486232e+308,1.79769313486232e+308,1
518,9,1,2,4,42,4204,2,26,1,1.79769313486232e+308,321,324,324,7,10,2017,11,36,7,10,2017,12,54,7,10,2017,1,1,1,1,12,2,2,1
519,1,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,29,9,2017,18,47,29,9,2017,19,32,29,9,2017,1,1,1,1,5,1.79769313486232e+308,1.79769313486232e+308,1
519,2,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,27,9,2017,19,55,28,9,2017,21,29,27,9,2017,1,1,1,1,25,1.79769313486232e+308,1.79769313486232e+308,1
519,3,1,2,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,1,10,2017,9,51,1,10,2017,18,26,1,10,2017,1,1,1,1,17,2,2,1
519,4,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,29,9,2017,21,2,30,9,2017,7,3,29,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
519,5,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,29,9,2017,19,50,29,9,2017,21,0,29,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
519,6,1,2,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,25,9,2017,17,7,26,9,2017,21,53,25,9,2017,1,1,1,1,30,2,2,1
519,7,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,27,9,2017,13,1,29,9,2017,23,27,27,9,2017,1,1,1,1,26,1.79769313486232e+308,1.79769313486232e+308,1
519,8,1,1,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,27,9,2017,14,50,27,9,2017,19,54,27,9,2017,1,1,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
519,9,1,2,4,42,4208,2,29,1,1.79769313486232e+308,321,324,324,1,10,2017,20,57,1,10,2017,22,41,1,10,2017,1,1,1,1,6,2,2,1
520,1,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,11,2,26,9,2017,0,14,22,9,2017,1,1,1,1,29,1.79769313486232e+308,1.79769313486232e+308,1
520,2,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,12,36,27,9,2017,19,42,22,9,2017,2,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
520,3,1,2,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,10,22,27,9,2017,21,15,22,9,2017,1,1,1,1,6,2,2,1
520,4,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,17,5,2,10,2017,15,11,22,9,2017,2,1,1,1,30,1.79769313486232e+308,1.79769313486232e+308,1
520,5,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,18,37,2,10,2017,16,34,22,9,2017,2,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
520,6,1,2,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,19,1,3,10,2017,9,1,22,9,2017,2,1,1,1,26,1,1,1
520,7,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,22,32,2,10,2017,22,10,22,9,2017,2,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
520,8,1,1,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,22,54,2,10,2017,22,52,22,9,2017,2,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
520,9,1,2,4,42,4210,2,19,1,1.79769313486232e+308,321,325,325,22,9,2017,23,18,4,10,2017,15,8,22,9,2017,2,1,1,1,21,1,2,1
521,1,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,23,9,2017,9,54,5,10,2017,14,33,23,9,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
521,2,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,23,9,2017,10,25,5,10,2017,14,58,23,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
521,3,1,2,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,23,9,2017,10,38,7,10,2017,11,20,23,9,2017,1,1,1,1,20,2,2,1
521,4,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,12,10,5,10,2017,16,5,24,9,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
521,5,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,12,31,6,10,2017,13,26,24,9,2017,1,1,1,1,27,1.79769313486232e+308,1.79769313486232e+308,1
521,6,1,2,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,13,27,7,10,2017,14,0,24,9,2017,1,1,1,1,13,1,2,1
521,7,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,14,27,5,10,2017,23,18,24,9,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
521,8,1,1,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,14,40,5,10,2017,23,54,24,9,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
521,9,1,2,4,42,4210,2,26,1,1.79769313486232e+308,321,325,325,24,9,2017,15,59,9,10,2017,19,33,24,9,2017,1,1,1,1,56,2,2,1
522,1,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,20,10,2017,9,3,20,10,2017,10,16,20,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
522,2,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,20,10,2017,10,16,20,10,2017,11,24,20,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
522,3,1,2,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,16,46,21,10,2017,18,51,21,10,2017,1,1,1,1,10,2,2,1
522,4,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,20,10,2017,14,36,20,10,2017,17,46,20,10,2017,1,1,1,1,19,1.79769313486232e+308,1.79769313486232e+308,1
522,5,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,5,41,21,10,2017,7,3,21,10,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
522,6,1,2,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,18,51,21,10,2017,21,16,21,10,2017,1,1,1,1,4,1,2,1
522,7,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,13,31,21,10,2017,15,14,21,10,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
522,8,1,1,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,15,15,21,10,2017,16,46,21,10,2017,1,1,1,1,11,1.79769313486232e+308,1.79769313486232e+308,1
522,9,1,2,4,42,4209,2,28,1,1.79769313486232e+308,311,312,312,21,10,2017,21,27,21,10,2017,22,36,21,10,2017,1,1,1,1,7,2,2,1
523,1,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,18,10,2017,21,36,19,10,2017,6,15,18,10,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
523,2,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,6,16,19,10,2017,7,32,19,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
523,3,1,2,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,20,10,2017,7,29,20,10,2017,8,44,20,10,2017,1,1,1,2,5,2,2,1
523,4,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,7,33,19,10,2017,8,45,19,10,2017,1,1,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
523,5,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,9,0,19,10,2017,10,19,19,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
523,6,1,2,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,14,38,19,10,2017,16,50,19,10,2017,1,1,1,1,10,2,2,1
523,7,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,10,20,19,10,2017,11,40,19,10,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
523,8,1,1,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,11,43,19,10,2017,14,37,19,10,2017,1,1,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
523,9,1,2,4,42,4209,2,30,1,1.79769313486232e+308,311,312,312,19,10,2017,16,50,20,10,2017,6,55,19,10,2017,1,1,1,2,11,2,2,1
524,1,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,14,10,2017,8,21,14,10,2017,11,16,14,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
524,2,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,14,10,2017,11,27,14,10,2017,15,25,14,10,2017,1,1,1,1,28,1.79769313486232e+308,1.79769313486232e+308,1
524,3,1,2,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,14,10,2017,16,24,14,10,2017,21,58,14,10,2017,1,1,1,2,5,1,2,1
524,4,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,15,10,2017,6,14,15,10,2017,7,43,15,10,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
524,5,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,15,10,2017,8,56,15,10,2017,10,56,15,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
524,6,1,2,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,15,10,2017,10,58,15,10,2017,14,33,15,10,2017,1,1,1,2,6,2,2,1
524,7,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,18,10,2017,8,15,18,10,2017,9,29,18,10,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
524,8,1,1,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,15,10,2017,14,34,15,10,2017,22,3,15,10,2017,1,1,1,1,26,1.79769313486232e+308,1.79769313486232e+308,1
524,9,1,2,4,42,4209,2,32,1,1.79769313486232e+308,311,312,312,16,10,2017,10,11,16,10,2017,14,40,16,10,2017,1,1,1,1,11,1,2,1
525,1,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,18,10,2017,15,11,18,10,2017,17,47,18,10,2017,1,1,1,1,28,1.79769313486232e+308,1.79769313486232e+308,1
525,2,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,16,10,2017,14,45,16,10,2017,16,37,16,10,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
525,3,1,2,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,17,10,2017,9,24,17,10,2017,12,38,17,10,2017,1,1,1,1,11,2,2,1
525,4,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,16,10,2017,17,6,17,10,2017,0,11,16,10,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
525,5,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,17,10,2017,14,13,17,10,2017,15,58,17,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
525,6,1,2,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,17,10,2017,16,21,17,10,2017,19,54,17,10,2017,1,1,1,2,16,2,2,1
525,7,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,17,10,2017,20,39,17,10,2017,22,46,17,10,2017,1,1,1,1,11,1.79769313486232e+308,1.79769313486232e+308,1
525,8,1,1,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,18,10,2017,5,40,18,10,2017,6,48,18,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
525,9,1,2,4,42,4209,2,36,1,1.79769313486232e+308,311,312,312,18,10,2017,7,2,18,10,2017,15,11,18,10,2017,1,1,1,2,14,2,2,1
526,1,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,27,9,2017,7,55,27,9,2017,9,44,27,9,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
526,2,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,1,10,2017,6,55,3,10,2017,20,46,1,10,2017,1,1,3,1,42,1.79769313486232e+308,1.79769313486232e+308,1
526,3,1,2,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,27,9,2017,10,1,27,9,2017,12,14,27,9,2017,1,1,1,1,16,2,2,1
526,4,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,25,9,2017,11,53,25,9,2017,13,47,25,9,2017,1,1,1,1,24,1.79769313486232e+308,1.79769313486232e+308,1
526,5,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,29,9,2017,23,53,2,10,2017,21,48,29,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
526,6,1,2,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,27,9,2017,12,15,27,9,2017,13,26,27,9,2017,1,1,1,1,11,2,2,1
526,7,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,25,9,2017,10,44,25,9,2017,11,53,25,9,2017,1,1,1,1,19,1.79769313486232e+308,1.79769313486232e+308,1
526,8,1,1,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,29,9,2017,22,55,29,9,2017,23,52,29,9,2017,1,1,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1
526,9,1,2,4,42,4202,2,64,1,1.79769313486232e+308,321,326,326,27,9,2017,13,27,27,9,2017,14,50,27,9,2017,1,1,1,1,13,1,2,1
527,2,1,1,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,6,10,2017,14,6,6,10,2017,15,1,6,10,2017,1,1,1,1,6,1.79769313486232e+308,1.79769313486232e+308,1
527,3,1,2,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,6,10,2017,7,57,19,10,2017,7,48,6,10,2017,1,1,1,1,28,2,2,1
527,4,1,1,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,6,10,2017,12,40,6,10,2017,13,2,6,10,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
527,5,1,1,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,6,10,2017,11,55,6,10,2017,12,40,6,10,2017,1,1,1,1,25,1.79769313486232e+308,1.79769313486232e+308,1
527,6,1,2,4,42,4202,2,68,1,1.79769313486232e+308,321,321,326,5,10,2017,20,12,6,10,2017,11,54,5,10,2017,1,1,1,1,26,2,2,1
527,7,1,1,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,6,10,2017,15,3,6,10,2017,15,45,6,10,2017,1,1,1,1,4,1.79769313486232e+308,1.79769313486232e+308,1
527,8,1,1,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,7,10,2017,7,6,7,10,2017,7,50,7,10,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
527,9,1,2,4,42,4202,2,68,1,1.79769313486232e+308,321,326,326,4,10,2017,17,44,6,10,2017,7,56,4,10,2017,1,1,1,1,21,2,2,1
528,2,1,1,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,1,10,2017,6,47,7,10,2017,12,4,1,10,2017,1,1,1,1,21,1.79769313486232e+308,1.79769313486232e+308,1
528,3,1,2,4,42,4202,2,75,1,1.79769313486232e+308,321,321,326,9,10,2017,8,0,9,10,2017,15,53,9,10,2017,1,1,1,1,34,2,2,1
528,4,1,1,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,30,9,2017,16,20,30,9,2017,17,36,30,9,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
528,6,1,2,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,1,10,2017,18,38,8,10,2017,14,37,1,10,2017,1,1,1,1,10,2,2,1
528,7,1,1,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,1,10,2017,15,5,7,10,2017,13,55,1,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
528,8,1,1,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,30,9,2017,19,44,7,10,2017,14,23,30,9,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
528,9,1,2,4,42,4202,2,75,1,1.79769313486232e+308,321,326,326,7,10,2017,6,42,8,10,2017,11,20,7,10,2017,1,1,1,1,41,2,2,1
529,1,1,1,4,42,4202,2,78,1,1.79769313486232e+308,321,321,321,19,9,2017,23,47,20,9,2017,1,55,19,9,2017,1,2,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
529,2,1,1,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,22,9,2017,17,1,22,9,2017,17,40,22,9,2017,1,5,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1
529,3,1,2,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,23,9,2017,23,47,24,9,2017,23,36,23,9,2017,1,1,1,1,18,1,1,1
529,4,1,1,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,21,9,2017,18,3,22,9,2017,3,42,21,9,2017,1,1,2,1,38,1.79769313486232e+308,1.79769313486232e+308,1
529,5,1,1,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,22,9,2017,13,59,22,9,2017,15,41,22,9,2017,1,1,1,1,18,1.79769313486232e+308,1.79769313486232e+308,1
529,6,1,2,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,23,9,2017,22,53,29,9,2017,18,19,23,9,2017,1,1,1,1,13,2,2,1
529,7,1,1,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,22,9,2017,16,27,25,9,2017,18,49,22,9,2017,1,1,1,1,16,1.79769313486232e+308,1.79769313486232e+308,1
529,9,1,2,4,42,4202,2,78,1,1.79769313486232e+308,321,326,326,25,9,2017,9,7,8,10,2017,17,37,25,9,2017,1,1,2,1,28,1,2,1
530,1,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,20,9,2017,17,23,20,9,2017,19,36,20,9,2017,1,1,1,1,13,1.79769313486232e+308,1.79769313486232e+308,1
530,2,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,21,9,2017,19,11,22,9,2017,15,47,21,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
530,3,1,2,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,24,9,2017,5,45,24,9,2017,1.79769313486232e+308,1.79769313486232e+308,24,9,2017,1.79769313486232e+308,1,1,1,13,1,2,1
530,4,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,21,9,2017,17,3,21,9,2017,19,7,21,9,2017,2,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
530,5,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,21,9,2017,9,33,21,9,2017,12,10,21,9,2017,1,1,1,1,12,1.79769313486232e+308,1.79769313486232e+308,1
530,6,1,2,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,21,9,2017,14,7,21,9,2017,16,22,21,9,2017,1,1,1,1,13,2,2,1
530,7,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,22,9,2017,9,7,22,9,2017,11,10,22,9,2017,1,1,1,1,7,1.79769313486232e+308,1.79769313486232e+308,1
530,8,1,1,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,22,9,2017,15,59,23,9,2017,8,56,22,9,2017,1,1,1,1,11,1.79769313486232e+308,1.79769313486232e+308,1
530,9,1,2,4,43,4315,2,5,1,1.79769313486232e+308,331,332,332,23,9,2017,8,58,23,9,2017,13,25,23,9,2017,1,1,1,1,12,2,2,1
531,1,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,3,10,2017,19,50,3,10,2017,22,2,3,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
531,2,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,3,10,2017,22,3,4,10,2017,6,48,3,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
531,3,1,2,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,5,10,2017,11,54,6,10,2017,12,40,5,10,2017,1,1,1,1,17,2,2,1
531,4,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,331,332,4,10,2017,6,48,4,10,2017,8,42,4,10,2017,1,1,1,1,15,1.79769313486232e+308,1.79769313486232e+308,1
531,5,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,4,10,2017,8,43,4,10,2017,9,53,4,10,2017,1,1,1,1,8,1.79769313486232e+308,1.79769313486232e+308,1
531,6,1,2,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,5,10,2017,11,55,6,10,2017,6,59,5,10,2017,1,1,1,1,9,2,2,1
531,7,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,4,10,2017,9,54,4,10,2017,11,10,4,10,2017,1,1,1,1,10,1.79769313486232e+308,1.79769313486232e+308,1
531,8,1,1,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,4,10,2017,11,10,4,10,2017,12,49,4,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
531,9,1,2,4,43,4315,2,10,1,1.79769313486232e+308,331,332,332,4,10,2017,12,51,6,10,2017,9,7,4,10,2017,1,1,1,1,11,2,2,1
532,1,1,1,4,43,4301,2,49,1,1.79769313486232e+308,331,332,332,2,10,2017,11,58,2,10,2017,16,52,2,10,2017,1,1,1,1,14,1.79769313486232e+308,1.79769313486232e+308,1
