"strate","grappe","exploitation","poids_leger","poids_lourd"
7,157,1,52.1509056091309,1.79769313486232e+308
7,158,1,123.207389831543,1.79769313486232e+308
7,159,1,73.2351684570312,1.79769313486232e+308
7,160,1,19.3171043395996,1.79769313486232e+308
7,161,1,56.5578460693359,1.79769313486232e+308
7,162,1,60.1299285888672,1.79769313486232e+308
7,163,1,59.7369155883789,1.79769313486232e+308
7,164,1,25.7312755584717,1.79769313486232e+308
7,165,1,72.5376892089844,1.79769313486232e+308
8,166,1,47.3530883789062,1.79769313486232e+308
8,167,1,60.0523262023926,1.79769313486232e+308
8,168,1,100.887908935547,1.79769313486232e+308
8,169,1,65.4416275024414,1.79769313486232e+308
8,170,1,46.1940956115723,1.79769313486232e+308
8,171,1,95.9169082641602,1.79769313486232e+308
8,172,1,165.661575317383,1.79769313486232e+308
8,173,1,77.8456115722656,1.79769313486232e+308
8,174,1,51.1083641052246,1.79769313486232e+308
8,175,1,89.6303329467774,1.79769313486232e+308
8,176,1,173.620666503906,1.79769313486232e+308
8,177,1,86.151008605957,1.79769313486232e+308
8,178,1,64.2350692749024,1.79769313486232e+308
8,179,1,62.9119567871094,1.79769313486232e+308
8,180,1,139.595321655273,1.79769313486232e+308
8,181,1,38.5878410339356,1.79769313486232e+308
8,182,1,98.8515625,1.79769313486232e+308
8,183,1,94.3679351806641,1.79769313486232e+308
8,184,1,47.3530883789062,1.79769313486232e+308
8,185,1,46.7073631286621,1.79769313486232e+308
50,186,1,249.893753051758,267.411376953125
50,187,1,446.084411621094,477.355041503906
50,188,1,130.159790039062,139.284027099609
50,189,1,137.401519775391,147.033416748047
50,190,1,193.598999023438,207.170349121094
9,191,1,38.6470146179199,1.79769313486232e+308
9,192,1,67.5427856445312,1.79769313486232e+308
9,193,1,49.7833023071289,1.79769313486232e+308
9,194,1,54.5842742919922,1.79769313486232e+308
9,195,1,73.6498870849609,1.79769313486232e+308
9,196,1,345.745330810547,1.79769313486232e+308
9,197,1,82.1215972900391,1.79769313486232e+308
9,198,1,67.3206024169922,1.79769313486232e+308
9,199,1,79.0750045776367,1.79769313486232e+308
9,200,1,27.8709354400635,1.79769313486232e+308
9,201,1,85.680778503418,1.79769313486232e+308
9,202,1,46.9518051147461,1.79769313486232e+308
9,203,1,108.204811096191,1.79769313486232e+308
9,204,1,110.880996704102,1.79769313486232e+308
9,205,1,96.8206481933594,1.79769313486232e+308
9,206,1,96.6654815673828,1.79769313486232e+308
9,207,1,129.654495239258,1.79769313486232e+308
9,208,1,41.4280624389648,1.79769313486232e+308
9,209,1,66.5359878540039,1.79769313486232e+308
9,210,1,69.5330276489258,1.79769313486232e+308
9,211,1,82.9864120483398,1.79769313486232e+308
9,212,1,117.079322814941,1.79769313486232e+308
9,213,1,79.0457305908203,1.79769313486232e+308
9,214,1,81.2571563720703,1.79769313486232e+308
10,215,1,2143.37475585938,1.79769313486232e+308
10,216,1,510.327362060547,1.79769313486232e+308
10,217,1,283.951416015625,1.79769313486232e+308
10,218,1,166.153091430664,1.79769313486232e+308
10,219,1,223.26823425293,1.79769313486232e+308
10,220,1,158.768508911133,1.79769313486232e+308
10,221,1,215.471572875977,1.79769313486232e+308
10,222,1,168.959747314453,1.79769313486232e+308
10,223,1,427.453674316406,1.79769313486232e+308
10,224,1,330.340942382812,1.79769313486232e+308
10,225,1,382.606109619141,1.79769313486232e+308
10,226,1,107.962585449219,1.79769313486232e+308
10,227,1,187.740875244141,1.79769313486232e+308
10,228,1,126.476608276367,1.79769313486232e+308
10,229,1,48.5125999450684,1.79769313486232e+308
10,230,1,102.383445739746,1.79769313486232e+308
10,231,1,113.02165222168,1.79769313486232e+308
10,232,1,85.7350082397461,1.79769313486232e+308
10,233,1,269.795471191406,1.79769313486232e+308
10,234,1,181.748184204102,1.79769313486232e+308
10,235,1,360.447448730469,1.79769313486232e+308
10,236,1,623.616516113281,1.79769313486232e+308
10,237,1,346.404052734375,1.79769313486232e+308
10,238,1,281.895111083984,1.79769313486232e+308
11,239,1,31.0973949432373,1.79769313486232e+308
11,240,3,49.9307327270508,53.4308929443359
11,241,1,24.4898376464844,1.79769313486232e+308
11,242,3,79.7923431396484,85.3858108520508
11,243,1,22.0015659332275,1.79769313486232e+308
11,244,1,31.9051551818848,1.79769313486232e+308
11,245,1,50.5810813903809,1.79769313486232e+308
11,246,1,51.5515823364258,1.79769313486232e+308
11,247,1,48.4849281311035,1.79769313486232e+308
11,248,1,20.1089572906494,1.79769313486232e+308
11,249,1,50.0241355895996,1.79769313486232e+308
11,250,1,26.7611618041992,1.79769313486232e+308
11,251,1,21.4219131469727,1.79769313486232e+308
11,252,1,41.0116882324219,1.79769313486232e+308
11,253,1,40.1862983703613,1.79769313486232e+308
11,254,1,37.0412826538086,1.79769313486232e+308
11,255,1,48.6120223999023,1.79769313486232e+308
11,256,3,17.0012092590332,42.4503326416016
11,257,1,33.5762367248535,1.79769313486232e+308
11,258,1,54.7816734313965,1.79769313486232e+308
12,259,1,103.77082824707,1.79769313486232e+308
12,260,1,242.461349487305,1.79769313486232e+308
12,261,1,612.443603515625,1.79769313486232e+308
12,262,1,610.215270996094,1.79769313486232e+308
12,263,1,265.192138671875,1.79769313486232e+308
12,264,1,224.633331298828,1.79769313486232e+308
12,265,1,213.736923217773,1.79769313486232e+308
12,266,1,470.981170654297,1.79769313486232e+308
12,267,1,284.376220703125,1.79769313486232e+308
12,268,1,227.608596801758,1.79769313486232e+308
12,269,1,639.846435546875,1.79769313486232e+308
12,270,1,1372.36926269531,1.79769313486232e+308
12,271,1,1415.57702636719,1.79769313486232e+308
12,272,1,400.354553222656,1.79769313486232e+308
12,273,1,623.584655761719,1.79769313486232e+308
12,274,1,700.107238769531,1.79769313486232e+308
12,275,1,272.035797119141,1.79769313486232e+308
12,276,1,212.153686523438,1.79769313486232e+308
12,277,1,358.009368896484,1.79769313486232e+308
12,278,1,206.849853515625,1.79769313486232e+308
12,279,1,613.730285644531,1.79769313486232e+308
50,280,1,205.332260131836,219.726119995117
50,281,1,546.499755859375,584.8095703125
50,282,1,273.024261474609,292.163330078125
50,283,1,251.78450012207,269.434661865234
50,284,1,334.280944824219,357.714141845703
13,285,1,52.7054214477539,1.79769313486232e+308
13,286,1,107.121231079102,1.79769313486232e+308
13,287,1,150.738174438477,1.79769313486232e+308
13,288,1,160.148010253906,1.79769313486232e+308
13,289,1,212.909927368164,1.79769313486232e+308
13,290,1,155.531127929688,1.79769313486232e+308
13,291,1,88.0300750732422,1.79769313486232e+308
13,292,1,77.4399795532226,1.79769313486232e+308
13,293,1,137.219711303711,1.79769313486232e+308
13,294,1,55.3331832885742,1.79769313486232e+308
13,295,1,51.6032485961914,1.79769313486232e+308
13,296,1,98.8881378173828,1.79769313486232e+308
13,297,1,110.971252441406,1.79769313486232e+308
13,298,1,57.5794143676758,1.79769313486232e+308
13,299,1,64.2977828979492,1.79769313486232e+308
13,300,1,145.319473266602,1.79769313486232e+308
13,301,1,66.7851257324219,1.79769313486232e+308
13,302,1,34.4177703857422,1.79769313486232e+308
13,303,1,95.4653625488281,1.79769313486232e+308
14,304,1,110.246910095215,1.79769313486232e+308
14,305,1,260.865936279297,1.79769313486232e+308
14,306,1,165.885543823242,1.79769313486232e+308
14,309,1,381.270599365234,1.79769313486232e+308
14,310,1,144.699066162109,1.79769313486232e+308
14,311,1,143.143173217773,1.79769313486232e+308
14,312,1,225.087448120117,1.79769313486232e+308
14,313,1,394.922027587891,1.79769313486232e+308
14,316,1,54.712085723877,1.79769313486232e+308
14,317,1,99.4495391845703,1.79769313486232e+308
14,318,1,147.408798217773,1.79769313486232e+308
14,319,1,89.0455856323242,1.79769313486232e+308
14,320,1,158.633056640625,1.79769313486232e+308
14,321,1,70.1571273803711,1.79769313486232e+308
14,322,1,122.774971008301,1.79769313486232e+308
15,323,1,96.3474349975586,1.79769313486232e+308
15,324,1,300.603973388672,1.79769313486232e+308
15,325,1,353.273956298828,1.79769313486232e+308
15,326,1,160.579055786133,1.79769313486232e+308
15,327,1,245.993438720703,1.79769313486232e+308
15,328,1,27.6475238800049,1.79769313486232e+308
15,329,1,231.233840942383,1.79769313486232e+308
15,330,1,219.063629150391,1.79769313486232e+308
15,331,1,271.448394775391,1.79769313486232e+308
15,332,1,114.69197845459,1.79769313486232e+308
15,333,1,123.629974365234,1.79769313486232e+308
15,334,1,155.451324462891,1.79769313486232e+308
15,335,1,88.257194519043,1.79769313486232e+308
15,336,1,226.870910644531,1.79769313486232e+308
15,337,1,140.553894042969,1.79769313486232e+308
15,338,1,88.2892913818359,1.79769313486232e+308
15,339,1,89.7995529174805,1.79769313486232e+308
15,340,1,95.4771957397461,1.79769313486232e+308
15,341,1,168.607986450195,1.79769313486232e+308
15,342,1,434.719604492188,1.79769313486232e+308
15,343,1,237.4833984375,1.79769313486232e+308
15,344,1,155.887985229492,1.79769313486232e+308
50,345,1,330.916748046875,350.462951660156
50,346,1,436.026916503906,461.781616210938
50,347,1,165.153930664062,174.909042358398
50,348,1,218.209533691406,231.098480224609
50,349,1,149.487503051758,158.317245483398
50,350,1,306.435668945312,324.535858154297
50,351,1,293.773040771484,311.125274658203
50,352,1,253.818572998047,268.810821533203
50,353,1,148.605834960938,157.383514404297
50,354,1,458.617492675781,485.706573486328
50,355,1,327.170715332031,346.495666503906
50,356,1,185.343399047852,196.291046142578
16,357,1,371.241394042969,1.79769313486232e+308
16,358,1,528.585083007812,1.79769313486232e+308
16,359,1,185.993301391602,1.79769313486232e+308
16,360,1,135.623794555664,1.79769313486232e+308
16,361,1,269.670562744141,1.79769313486232e+308
16,362,1,252.632553100586,1.79769313486232e+308
16,363,1,181.334045410156,1.79769313486232e+308
16,364,1,284.257110595703,1.79769313486232e+308
16,365,1,154.611129760742,1.79769313486232e+308
16,366,2,338.484832763672,1.79769313486232e+308
16,367,3,184.39860534668,325.484069824219
16,368,1,135.854461669922,1.79769313486232e+308
16,369,1,162.616897583008,1.79769313486232e+308
16,370,1,214.737686157227,1.79769313486232e+308
16,371,1,88.9904022216797,1.79769313486232e+308
16,372,1,88.5067443847656,1.79769313486232e+308
16,373,1,132.455017089844,1.79769313486232e+308
16,374,1,257.685241699219,1.79769313486232e+308
16,375,1,280.810791015625,1.79769313486232e+308
17,376,1,208.828125,1.79769313486232e+308
17,377,1,131.124099731445,1.79769313486232e+308
17,378,1,106.568962097168,1.79769313486232e+308
17,379,1,294.235870361328,1.79769313486232e+308
17,380,1,120.859596252441,1.79769313486232e+308
17,381,4,130.283020019531,1.79769313486232e+308
17,382,1,259.685821533203,1.79769313486232e+308
17,383,1,102.554130554199,1.79769313486232e+308
17,384,1,186.69514465332,1.79769313486232e+308
17,385,1,88.797607421875,1.79769313486232e+308
17,386,1,132.530502319336,1.79769313486232e+308
17,387,1,176.570129394531,1.79769313486232e+308
17,388,1,181.266815185547,1.79769313486232e+308
17,389,1,144.25358581543,1.79769313486232e+308
17,390,1,138.419799804688,1.79769313486232e+308
17,391,1,212.196334838867,1.79769313486232e+308
17,392,1,211.903381347656,1.79769313486232e+308
17,394,1,22.7047710418701,1.79769313486232e+308
17,395,1,238.554901123047,1.79769313486232e+308
17,396,1,99.6582107543945,1.79769313486232e+308
18,397,1,79.3688201904297,1.79769313486232e+308
18,398,1,145.055969238281,1.79769313486232e+308
18,399,1,127.621925354004,1.79769313486232e+308
18,400,1,110.026985168457,1.79769313486232e+308
18,401,1,113.640350341797,1.79769313486232e+308
18,402,1,182.741302490234,1.79769313486232e+308
18,403,1,158.880661010742,1.79769313486232e+308
18,404,1,126.041687011719,1.79769313486232e+308
18,405,1,76.5597152709961,1.79769313486232e+308
18,406,1,108.236312866211,1.79769313486232e+308
18,407,1,137.421447753906,1.79769313486232e+308
18,408,1,124.061042785645,1.79769313486232e+308
18,409,1,184.281661987305,1.79769313486232e+308
18,410,1,212.396423339844,1.79769313486232e+308
18,411,1,165.593933105469,1.79769313486232e+308
19,412,1,186.409927368164,1.79769313486232e+308
19,413,1,245.422821044922,1.79769313486232e+308
19,414,1,345.243133544922,1.79769313486232e+308
19,415,1,164.498199462891,1.79769313486232e+308
19,416,1,273.593231201172,1.79769313486232e+308
19,417,1,139.283813476562,1.79769313486232e+308
19,418,1,143.790557861328,1.79769313486232e+308
19,419,1,343.492401123047,1.79769313486232e+308
19,420,2,382.513153076172,1.79769313486232e+308
19,421,1,318.935729980469,1.79769313486232e+308
19,422,1,159.217178344727,1.79769313486232e+308
19,423,1,456.416015625,1.79769313486232e+308
19,424,1,243.94970703125,1.79769313486232e+308
19,425,1,106.774505615234,1.79769313486232e+308
19,426,1,252.984893798828,1.79769313486232e+308
19,427,1,158.11555480957,1.79769313486232e+308
19,428,1,201.237976074219,1.79769313486232e+308
19,429,1,136.9248046875,1.79769313486232e+308
19,430,1,96.8457794189453,1.79769313486232e+308
50,431,1,1717.052734375,1818.47351074219
50,432,1,220.506454467773,233.531066894531
50,433,1,600.512634277344,635.982971191406
50,434,1,210.961898803711,223.422744750977
50,435,1,534.795471191406,566.384155273438
20,436,1,172.094100952148,1.79769313486232e+308
20,437,1,110.125434875488,1.79769313486232e+308
20,438,3,138.5810546875,342.455383300781
20,439,1,151.050399780273,1.79769313486232e+308
20,440,1,147.284210205078,1.79769313486232e+308
20,441,1,113.160369873047,1.79769313486232e+308
20,442,1,61.2113800048828,1.79769313486232e+308
20,443,1,96.7303619384766,1.79769313486232e+308
20,444,1,177.931228637695,1.79769313486232e+308
20,445,1,133.926727294922,1.79769313486232e+308
20,446,1,142.4189453125,1.79769313486232e+308
20,447,1,114.165061950684,1.79769313486232e+308
20,448,1,45.9690170288086,1.79769313486232e+308
20,449,1,133.370651245117,1.79769313486232e+308
20,450,1,64.9029541015625,1.79769313486232e+308
20,451,1,83.7595062255859,1.79769313486232e+308
20,452,1,31.4524898529053,1.79769313486232e+308
20,453,1,39.2967109680176,1.79769313486232e+308
21,454,1,85.6638793945312,1.79769313486232e+308
21,455,1,41.0372428894043,1.79769313486232e+308
21,456,1,404.306030273438,1.79769313486232e+308
21,457,1,108.380416870117,1.79769313486232e+308
21,458,1,158.506362915039,1.79769313486232e+308
21,459,1,76.1036224365234,1.79769313486232e+308
21,460,1,122.6611328125,1.79769313486232e+308
21,461,1,131.677139282227,1.79769313486232e+308
21,462,1,193.59553527832,1.79769313486232e+308
21,463,1,75.1437606811524,1.79769313486232e+308
21,464,1,195.299346923828,1.79769313486232e+308
21,465,1,165.495162963867,1.79769313486232e+308
21,466,1,468.821594238281,1.79769313486232e+308
21,467,1,342.172393798828,1.79769313486232e+308
21,468,1,57.2053031921387,1.79769313486232e+308
21,469,1,178.347503662109,1.79769313486232e+308
22,470,1,452.178619384766,1.79769313486232e+308
22,471,1,69.305778503418,1.79769313486232e+308
22,472,1,185.105529785156,1.79769313486232e+308
22,473,1,259.013885498047,1.79769313486232e+308
22,474,1,2991.6103515625,1.79769313486232e+308
22,475,1,202.250823974609,1.79769313486232e+308
22,476,1,226.181686401367,1.79769313486232e+308
22,477,1,334.555511474609,1.79769313486232e+308
22,478,1,170.598831176758,1.79769313486232e+308
22,479,1,315.044525146484,1.79769313486232e+308
22,480,1,76.5663757324219,1.79769313486232e+308
22,481,1,268.607025146484,1.79769313486232e+308
22,482,1,197.28352355957,1.79769313486232e+308
22,483,1,227.282852172852,1.79769313486232e+308
22,484,1,286.610321044922,1.79769313486232e+308
22,485,1,328.297454833984,1.79769313486232e+308
22,486,1,222.151138305664,1.79769313486232e+308
22,487,1,314.9365234375,1.79769313486232e+308
22,488,1,480.326812744141,1.79769313486232e+308
22,489,1,545.665344238281,1.79769313486232e+308
22,490,1,327.399230957031,1.79769313486232e+308
22,491,1,593.928894042969,1.79769313486232e+308
22,492,1,150.03108215332,1.79769313486232e+308
22,493,1,237.429412841797,1.79769313486232e+308
22,494,1,400.154632568359,1.79769313486232e+308
22,495,1,185.526229858398,1.79769313486232e+308
50,496,1,341.183227539062,357.209777832031
50,497,1,265.722106933594,278.203979492188
50,498,1,453.992004394531,475.317596435547
50,499,1,418.868591308594,438.544311523438
50,500,1,276.342956542969,289.323760986328
50,501,1,203.513656616211,213.07341003418
50,502,1,191.027542114258,200.000778198242
50,503,1,284.238494873047,297.590179443359
50,504,1,466.016845703125,487.907287597656
50,505,1,181.015350341797,189.518280029297
50,506,1,266.733306884766,279.2626953125
50,507,1,246.087615966797,257.647216796875
23,508,1,66.6310272216797,1.79769313486232e+308
23,509,1,54.2238693237305,1.79769313486232e+308
23,510,1,47.3702926635742,1.79769313486232e+308
23,511,1,137.645202636719,1.79769313486232e+308
23,512,1,253.514221191406,1.79769313486232e+308
23,513,1,182.710876464844,1.79769313486232e+308
23,514,1,123.630424499512,1.79769313486232e+308
23,515,1,100.916648864746,1.79769313486232e+308
23,516,1,101.340728759766,1.79769313486232e+308
23,517,1,111.930000305176,1.79769313486232e+308
23,518,1,44.978328704834,1.79769313486232e+308
23,519,1,65.8432693481445,1.79769313486232e+308
23,520,1,87.1454925537109,1.79769313486232e+308
23,521,1,156.963821411133,1.79769313486232e+308
23,522,1,98.8455810546875,1.79769313486232e+308
23,523,1,66.0711059570312,1.79769313486232e+308
23,524,1,101.66975402832,1.79769313486232e+308
23,525,1,76.1571197509766,1.79769313486232e+308
23,526,1,80.5499572753906,1.79769313486232e+308
23,527,2,106.398582458496,1.79769313486232e+308
23,528,2,62.8590545654297,1.79769313486232e+308
23,529,1,91.2420959472656,1.79769313486232e+308
24,530,1,187.196990966797,1.79769313486232e+308
24,531,1,214.206832885742,1.79769313486232e+308
24,532,1,203.884841918945,1.79769313486232e+308
24,533,1,141.457336425781,1.79769313486232e+308
24,534,1,165.464202880859,1.79769313486232e+308
24,535,1,141.45735168457,1.79769313486232e+308
24,536,1,167.383850097656,1.79769313486232e+308
24,537,1,214.764663696289,1.79769313486232e+308
24,538,1,155.415405273438,1.79769313486232e+308
24,539,1,72.9971771240234,1.79769313486232e+308
24,540,1,360.444213867188,1.79769313486232e+308
24,541,1,277.675506591797,1.79769313486232e+308
24,542,1,121.167503356934,1.79769313486232e+308
24,543,1,104.682189941406,1.79769313486232e+308
24,544,1,171.72038269043,1.79769313486232e+308
24,545,1,229.507339477539,1.79769313486232e+308
24,546,1,107.382331848145,1.79769313486232e+308
24,547,1,53.9369735717773,1.79769313486232e+308
25,548,1,83.7974243164062,1.79769313486232e+308
25,549,1,29.8722324371338,1.79769313486232e+308
25,550,1,67.9200210571289,1.79769313486232e+308
25,551,1,215.479110717773,1.79769313486232e+308
25,552,2,166.732238769531,1.79769313486232e+308
25,554,1,102.923599243164,1.79769313486232e+308
25,555,1,75.8659820556641,1.79769313486232e+308
25,556,1,116.808540344238,1.79769313486232e+308
25,557,1,126.676223754883,1.79769313486232e+308
25,558,1,72.0938720703125,1.79769313486232e+308
25,559,1,88.4528427124024,1.79769313486232e+308
25,560,1,244.409149169922,1.79769313486232e+308
25,561,1,96.0178833007812,1.79769313486232e+308
25,562,1,97.763671875,1.79769313486232e+308
25,563,1,113.926834106445,1.79769313486232e+308
25,564,1,130.672622680664,1.79769313486232e+308
25,565,1,73.7417373657226,1.79769313486232e+308
25,566,1,55.407039642334,1.79769313486232e+308
25,567,1,124.144355773926,1.79769313486232e+308
25,568,1,89.8582534790039,1.79769313486232e+308
25,569,1,86.5093307495117,1.79769313486232e+308
25,570,1,211.554153442383,1.79769313486232e+308
25,571,1,246.481094360352,1.79769313486232e+308
26,572,1,225.451522827148,1.79769313486232e+308
26,573,1,273.672088623047,1.79769313486232e+308
26,574,1,96.2945556640625,1.79769313486232e+308
26,575,1,191.980682373047,1.79769313486232e+308
26,576,1,973.950744628906,1.79769313486232e+308
26,577,1,98.3788604736328,1.79769313486232e+308
26,578,1,188.506576538086,1.79769313486232e+308
26,579,1,110.330360412598,1.79769313486232e+308
26,580,1,402.283966064453,1.79769313486232e+308
26,581,1,269.575622558594,1.79769313486232e+308
26,582,1,279.559936523438,1.79769313486232e+308
26,583,1,149.074081420898,1.79769313486232e+308
26,584,1,293.519378662109,1.79769313486232e+308
26,585,1,445.706268310547,1.79769313486232e+308
26,586,1,232.901275634766,1.79769313486232e+308
26,588,1,187.888137817383,1.79769313486232e+308
26,589,1,439.076110839844,1.79769313486232e+308
26,590,1,224.163269042969,1.79769313486232e+308
26,591,1,99.9750747680664,1.79769313486232e+308
26,592,1,114.582443237305,1.79769313486232e+308
26,593,1,266.835815429688,1.79769313486232e+308
27,594,1,162.679901123047,1.79769313486232e+308
27,595,1,144.810592651367,1.79769313486232e+308
27,596,1,207.798797607422,1.79769313486232e+308
27,597,1,114.370628356934,1.79769313486232e+308
