"grappe","exploitation","passage","s11a1q01","s11a1q02","s11a1q03a","s11a1q03d","s11a1q04","s11a1q05","s11a1q06"
693,2,1,2,3,1,1,1,2,1
693,3,1,2,1,1,1,1,2,1
693,4,1,2,1,1,1,1,2,1
693,5,1,2,1,1,1,1,2,1
693,6,1,2,1,1,1,1,2,1
693,7,1,1,1,1,1,1,2,1
693,8,1,5,1,1,1,1,2,1
693,9,1,1,1,1,1,1,2,1
694,1,1,1,1,1,1,1,2,1
694,2,1,1,1,1,1,1,2,1
694,3,1,1,1,1,1,1,2,1
694,4,1,4,1,1,1,1,2,1
694,5,1,1,1,1,2,1,2,1
694,6,1,4,9,1,1,1,2,1
694,7,1,2,1,1,1,1,2,1
694,8,1,3,1,1,1,1,2,1
694,9,1,1,1,1,1,1,2,1
695,1,1,1,1,1,1,1,2,1
695,2,1,1,4,1,1,1,2,1
695,3,1,1,1,1,1,1,2,1
695,4,1,2,1,1,1,1,2,1
695,5,1,1,1,1,1,1,2,1
695,6,1,1,1,1,1,1,2,1
695,7,1,1,1,1,1,1,2,1
695,8,1,1,1,1,1,1,2,1
695,9,1,1,1,1,1,1,2,1
696,1,1,2,1,1,1,1,2,2
696,2,1,1,1,1,1,1,2,1
696,3,1,2,1,1,1,1,2,2
696,4,1,2,1,1,1,1,2,2
696,5,1,2,3,3,1,1,2,1
696,6,1,4,1,1,1,1,2,1
696,7,1,2,1,1,1,1,2,1
696,8,1,3,3,3,1,1,2,2
696,9,1,1,1,1,1,1,2,2
697,1,1,1,1,1,1,1,2,1
697,2,1,1,1,4,2,1,1,1
697,3,1,2,1,1,1,1,2,2
697,4,1,1,1,1,1,1,2,1
697,5,1,1,1,1,1,1,2,1
697,6,1,1,1,1,1,1,2,1
697,7,1,1,4,4,1,1,2,1
697,8,1,1,10,1,1,1,2,1
697,9,1,2,1,1,1,1,2,2
698,1,1,2,3,1,1,1,2,1
698,2,1,3,14,14,1,1,2,1
698,3,1,1,1,1,1,1,2,1
698,4,1,3,1,1,1,1,2,1
698,5,1,2,1,1,1,1,2,1
698,6,1,1,1,1,1,1,2,1
698,7,1,3,1,1,1,1,2,1
698,8,1,3,1,1,1,1,2,1
698,9,1,1,1,1,1,1,2,1
699,1,1,1,1,1,1,1,1,1
699,2,1,1,1,1,1,1,1,1
699,3,1,1,1,1,1,1,1,1
699,4,1,2,1,1,1,1,1,1
699,5,1,2,1,1,1,1,1,1
699,6,1,1,1,3,1,1,1,1
699,7,1,1,1,1,1,1,1,1
699,8,1,1,1,1,1,1,1,1
699,9,1,2,1,1,1,1,1,1
700,1,1,2,1,1,1,2,2,1
700,2,1,1,1,1,1,1,2,1
700,3,1,1,4,4,1,1,2,1
700,4,1,1,1,1,1,1,2,1
700,5,1,2,1,1,1,1,2,1
700,6,1,1,1,16,1,1,2,1
700,7,1,1,1,1,1,1,2,1
700,8,1,2,1,1,1,1,2,1
700,9,1,3,1,1,1,1,2,1
701,1,1,2,1,1,1,1,2,1
701,2,1,1,1,1,1,1,2,1
701,3,1,2,1,1,1,1,2,1
701,4,1,2,1,1,1,1,2,1
701,5,1,1,1,1,1,1,2,1
701,6,1,1,1,1,1,1,2,1
701,7,1,1,1,1,1,1,2,1
701,8,1,2,1,1,1,1,2,1
701,9,1,2,1,1,1,1,2,1
702,1,1,2,6,1,1,1,1,1
702,2,1,6,1,1,1,1,1,1
702,3,1,1,2,1,1,1,1,1
702,4,1,2,1,1,1,1,1,1
702,5,1,1,1,1,1,1,1,1
702,6,1,1,1,1,1,2,1,1
702,7,1,3,1,1,1,2,1,1
702,8,1,2,1,1,1,2,1,1
702,9,1,2,1,1,1,2,1,1
703,1,1,2,1,1,1,1,1,1
703,2,1,3,1,1,1,1,1,1
703,3,1,2,1,1,1,2,1,1
703,4,1,1,1,1,1,2,1,1
703,8,1,2,1,1,1,2,1,1
703,9,1,2,1,1,1,1,1,1
704,1,1,2,1,1,1,1,2,1
704,2,1,1,1,1,1,1,2,1
704,5,1,1,1,1,2,1,2,1
704,6,1,1,1,1,1,1,2,1
704,9,1,1,1,1,2,1,2,1
705,1,1,1,1,1,1,1,2,1
705,2,1,1,1,1,1,1,2,1
705,3,1,1,1,1,1,1,2,1
705,4,1,1,1,1,1,1,2,1
705,5,1,1,1,1,1,1,2,1
705,6,1,1,1,1,1,1,2,1
705,7,1,1,2,1,1,1,2,1
705,8,1,2,1,1,1,1,2,1
706,1,1,4,1,1,1,1,2,1
706,2,1,1,1,1,1,1,2,1
706,3,1,1,1,1,1,1,2,1
706,4,1,2,1,1,1,1,2,1
706,5,1,3,1,1,1,1,2,2
706,6,1,2,1,1,1,1,2,1
706,7,1,1,1,1,1,1,2,1
706,8,1,1,1,1,1,1,2,1
706,9,1,1,1,1,1,1,2,1
707,1,1,2,1,1,1,1,2,1
707,2,1,1,1,1,1,1,2,1
707,3,1,1,1,1,1,1,2,1
707,4,1,2,1,1,1,1,2,1
707,5,1,1,1,1,1,1,2,1
707,6,1,3,1,1,1,1,2,1
707,7,1,2,1,2,2,1,2,1
707,8,1,1,1,1,1,1,2,1
707,9,1,1,2,1,1,1,2,1
708,1,1,2,1,1,1,1,2,1
708,3,1,3,1,1,1,1,2,1
708,4,1,7,1,10,2,2,2,1
708,5,1,1,1,1,1,1,2,1
708,6,1,3,31,1,1,1,2,1
708,7,1,3,1,1,1,1,2,1
708,8,1,1,1,1,1,1,2,1
708,9,1,2,1,1,1,1,2,2
709,1,1,1,1,1,1,1,2,1
709,2,1,4,1,3,2,2,2,1
709,3,1,5,8,9,2,2,2,1
709,4,1,1,3,1,1,1,2,1
709,5,1,5,3,2,2,2,2,1
709,6,1,2,1,1,1,1,2,1
709,7,1,1,1,1,1,1,2,1
709,8,1,1,1,1,1,1,2,1
710,1,1,5,1,1,1,1,1,2
710,2,1,2,1,1,1,1,2,2
710,3,1,2,3,1,1,1,2,1
710,4,1,3,1,1,1,1,2,2
710,5,1,1,1,1,1,1,2,1
710,6,1,1,1,1,1,1,2,1
710,7,1,1,1,1,1,1,2,1
710,8,1,2,1,1,1,1,2,1
710,9,1,2,1,1,1,1,2,1
711,1,1,2,1,2,2,2,2,1
711,2,1,1,1,1,1,1,2,1
711,3,1,1,1,1,1,1,2,1
711,4,1,1,1,1,1,1,2,1
711,5,1,1,1,1,1,1,2,1
711,6,1,5,1,1,1,1,2,2
711,7,1,3,1,1,1,1,2,2
711,8,1,2,1,1,1,1,2,1
711,9,1,3,1,1,1,1,2,1
712,1,1,1,1,1,1,1,2,1
712,2,1,1,1,1,1,1,2,1
712,3,1,2,1,1,1,1,2,1
712,4,1,1,1,1,1,1,2,1
712,5,1,2,1,1,1,1,2,1
712,6,1,2,1,1,1,1,2,1
712,7,1,2,1,1,1,1,2,1
712,8,1,4,1,1,1,1,2,1
712,9,1,1,1,1,1,1,2,1
713,1,1,1,1,1,1,1,1,1
713,2,1,1,1,1,1,2,2,1
713,3,1,1,1,1,1,1,1,1
713,4,1,1,1,1,1,1,1,1
713,5,1,1,1,1,1,1,2,1
713,6,1,1,1,1,1,1,1,1
713,7,1,1,1,1,1,1,2,1
713,8,1,1,1,1,1,1,2,1
713,9,1,1,1,1,1,1,2,1
714,1,1,1,1,1,1,1,1,1
714,2,1,1,1,1,1,1,1,1
714,3,1,1,1,1,1,1,1,1
714,4,1,1,1,1,1,1,1,1
714,5,1,1,1,1,1,1,1,1
714,6,1,2,1,1,1,1,1,2
714,7,1,1,1,1,1,1,1,2
714,8,1,1,1,1,1,1,2,1
715,1,1,1,1,1,1,1,2,1
715,2,1,1,1,1,1,1,2,1
715,3,1,1,1,1,1,1,2,1
715,4,1,2,1,1,1,1,2,1
715,5,1,1,1,1,1,1,2,1
715,6,1,1,1,1,1,1,2,1
715,7,1,2,1,1,1,1,2,1
715,8,1,1,1,1,1,1,2,1
715,9,1,1,1,1,1,1,2,1
716,1,1,1,1,1,1,1,2,1
716,2,1,1,1,1,1,1,2,1
716,3,1,1,1,1,1,1,1,1
716,4,1,1,1,1,1,1,2,1
716,5,1,2,1,1,1,1,2,1
716,6,1,1,8,1,1,1,2,1
716,7,1,1,1,1,1,1,2,1
716,8,1,1,1,1,1,1,2,1
716,9,1,1,1,1,1,1,2,1
717,1,1,1,1,1,1,1,2,1
717,2,1,1,1,1,1,1,2,1
717,3,1,1,1,1,1,1,1,1
717,4,1,1,1,1,1,1,1,1
717,5,1,1,1,1,1,1,1,1
717,6,1,2,1,1,1,1,2,1
717,7,1,1,1,1,1,1,2,1
717,8,1,1,1,1,1,1,2,1
717,9,1,1,1,1,1,1,1,1
718,1,1,1,1,1,2,1,2,1
718,2,1,1,1,1,2,1,2,1
718,3,1,1,1,1,2,1,2,1
718,4,1,1,1,1,2,1,2,1
718,5,1,1,1,1,2,1,2,1
718,6,1,1,1,1,1,1,2,1
718,7,1,1,1,1,1,1,2,1
718,8,1,1,1,1,2,1,2,1
718,9,1,1,1,1,2,1,2,1
719,1,1,1,1,1,1,1,2,1
719,2,1,1,1,1,1,1,2,1
719,3,1,1,1,1,1,1,2,1
719,4,1,1,1,1,1,1,2,1
719,5,1,1,1,1,1,1,2,1
719,6,1,1,1,1,1,1,2,1
719,7,1,1,1,1,1,1,2,1
719,8,1,1,1,1,1,1,2,1
719,9,1,1,1,1,1,1,2,1
720,1,1,3,1,1,1,1,2,1
720,2,1,1,1,1,1,2,2,1
720,3,1,1,1,1,1,2,2,1
720,4,1,2,1,1,1,1,2,1
720,5,1,1,1,1,1,1,2,1
720,6,1,2,1,1,1,2,2,1
720,7,1,1,1,1,1,1,2,1
720,8,1,1,1,1,1,1,2,1
720,9,1,2,1,1,1,1,2,1
726,1,1,1,1,1,2,1,2,1
726,2,1,1,1,1,1,1,2,1
726,3,1,1,1,1,1,1,2,1
726,4,1,1,1,1,1,1,2,1
726,5,1,1,1,1,1,1,2,1
726,6,1,1,1,1,1,1,2,1
726,7,1,1,1,1,1,1,2,1
726,8,1,1,1,1,1,1,2,1
726,9,1,1,1,1,2,1,2,1
727,1,1,1,1,1,1,1,2,1
727,2,1,1,1,1,1,1,2,1
727,3,1,1,1,1,1,1,2,1
727,4,1,1,1,1,1,1,2,1
727,5,1,1,1,1,1,1,2,1
727,6,1,1,1,1,1,1,2,1
727,7,1,1,1,1,1,1,2,1
727,8,1,1,1,1,2,1,2,1
727,9,1,1,1,1,1,1,2,1
732,1,1,1,1,1,1,1,2,1
732,2,1,1,1,1,1,1,2,1
732,3,1,3,1,1,1,1,2,1
732,4,1,3,1,1,1,1,2,1
732,5,1,1,3,3,1,1,2,1
732,6,1,1,1,1,1,1,2,1
732,7,1,1,1,1,1,1,2,1
732,8,1,2,1,1,1,1,2,1
732,9,1,1,3,3,1,1,2,1
733,1,1,1,1,1,1,1,2,1
733,2,1,1,1,1,1,1,2,1
733,3,1,2,1,1,1,1,2,1
733,5,1,2,1,1,1,1,2,1
733,6,1,2,1,1,1,1,2,1
733,7,1,1,1,1,1,1,2,1
733,8,1,1,1,1,1,1,2,1
733,9,1,1,1,1,1,1,2,1
734,1,1,1,1,1,1,1,2,1
734,2,1,2,14,14,1,1,2,1
734,3,1,1,1,1,1,1,2,1
734,4,1,1,1,1,1,1,2,1
734,5,1,2,1,1,1,1,2,1
734,6,1,1,1,1,1,1,2,1
734,7,1,1,1,1,1,1,2,1
734,8,1,2,1,1,1,1,2,1
734,9,1,1,1,1,1,1,2,1
735,1,1,2,1,1,1,1,2,1
735,2,1,2,1,1,1,1,2,1
735,3,1,1,1,1,1,1,2,1
735,4,1,1,1,1,1,1,2,1
735,5,1,2,5,5,1,1,2,1
735,6,1,2,1,1,1,1,2,1
735,7,1,3,1,1,1,1,2,1
735,8,1,3,1,1,1,1,2,1
735,9,1,3,1,1,1,1,2,1
738,1,1,1,1,1,2,1,2,1
738,2,1,2,3,1,1,1,2,2
738,3,1,2,1,1,1,1,2,1
738,4,1,1,1,1,1,1,2,1
738,5,1,1,1,1,1,1,2,1
738,6,1,1,1,1,1,1,2,1
738,7,1,2,1,1,1,1,1,1
738,8,1,1,10,1,1,1,2,1
738,9,1,1,1,7,1,1,2,1
739,1,1,1,1,1,1,1,2,2
739,2,1,1,1,1,1,1,2,1
739,3,1,2,1,2,2,2,2,1
739,5,1,1,1,1,1,1,2,1
739,6,1,1,1,1,1,1,2,1
739,7,1,1,1,1,1,2,2,1
739,8,1,2,1,1,1,2,2,1
739,9,1,1,1,1,1,1,2,1
740,1,1,1,1,1,1,1,2,1
740,2,1,1,1,1,1,1,2,1
740,3,1,1,1,1,1,1,2,1
740,5,1,1,1,1,1,1,2,1
740,6,1,2,1,1,1,2,2,1
740,7,1,1,1,1,1,1,2,1
740,9,1,1,1,1,1,2,2,1
741,1,1,2,1,1,1,1,2,1
741,2,1,1,1,1,1,1,2,1
741,3,1,1,7,1,2,1,2,1
741,4,1,1,1,1,1,1,2,1
741,5,1,3,1,1,1,1,2,1
741,6,1,1,7,1,1,1,2,1
741,7,1,1,1,1,1,1,2,1
741,8,1,2,1,1,1,1,2,1
741,9,1,3,6,1,1,1,2,1
742,1,1,1,1,1,1,1,2,1
742,2,1,2,1,1,1,1,2,1
742,3,1,1,1,1,1,1,2,1
742,4,1,1,1,1,1,1,2,1
742,5,1,1,1,1,1,1,2,1
742,6,1,1,1,1,1,1,2,1
742,7,1,2,1,1,1,1,2,1
742,8,1,1,1,1,1,1,2,1
742,9,1,1,1,1,1,1,2,1
743,1,1,1,1,1,1,1,1,1
743,2,1,1,1,1,1,1,2,1
743,3,1,2,1,1,1,1,2,1
743,4,1,1,1,1,1,1,2,1
743,5,1,1,1,1,1,1,2,1
743,6,1,1,1,1,1,1,2,1
743,7,1,2,1,1,1,1,2,1
743,8,1,1,1,1,1,1,2,1
743,9,1,2,1,1,1,1,2,1
744,1,1,1,1,1,1,1,2,1
744,2,1,1,1,1,1,1,2,1
744,3,1,1,1,1,1,1,2,1
744,4,1,1,1,1,1,1,1,1
744,5,1,1,1,1,1,1,2,1
744,6,1,2,1,1,1,1,2,1
744,7,1,1,1,1,1,1,2,1
744,8,1,1,1,1,1,1,2,1
744,9,1,1,1,1,1,1,2,1
745,1,1,3,1,1,1,1,2,2
745,2,1,1,2,1,1,1,2,1
745,3,1,1,1,1,1,1,2,1
745,4,1,1,1,1,1,1,2,1
745,5,1,1,1,1,1,1,2,1
745,6,1,1,1,1,1,1,2,1
745,7,1,1,1,1,1,1,2,1
745,8,1,1,1,1,1,1,2,1
745,9,1,1,1,1,1,1,2,1
747,1,1,1,1,1,1,1,1,1
747,2,1,1,1,1,1,1,2,1
747,3,1,1,1,1,1,1,2,1
747,4,1,1,1,1,1,1,2,1
747,5,1,1,1,1,1,1,2,1
747,6,1,1,1,1,1,1,2,1
747,7,1,1,1,1,1,1,1,1
747,8,1,1,1,1,1,1,2,1
747,9,1,1,1,1,1,1,2,1
748,1,1,1,1,1,1,1,2,1
748,2,1,1,1,1,1,1,2,1
748,3,1,2,1,1,1,1,2,1
748,4,1,2,1,1,1,2,2,1
748,5,1,1,1,1,1,1,2,1
748,6,1,2,1,1,1,2,2,1
748,7,1,2,1,1,1,2,2,1
748,8,1,1,1,1,1,1,2,1
748,9,1,1,1,1,1,1,2,1
749,1,1,2,1,1,1,2,2,1
749,2,1,1,1,1,1,1,2,1
749,3,1,3,1,1,1,2,2,1
749,6,1,1,1,1,1,1,2,1
749,7,1,2,1,1,1,1,2,1
749,9,1,3,1,1,1,2,2,1
750,1,1,1,1,1,1,1,2,1
750,2,1,1,1,1,1,1,2,1
750,3,1,1,1,1,1,1,2,1
750,4,1,1,1,1,2,1,2,1
750,5,1,1,1,1,1,1,2,1
750,6,1,2,1,1,1,1,2,1
750,7,1,1,1,1,1,1,2,1
750,8,1,2,1,1,1,1,2,1
750,9,1,1,1,1,1,1,2,1
759,1,1,1,5,1,1,1,2,1
759,2,1,1,1,1,1,1,2,1
759,3,1,2,4,1,1,1,2,1
759,4,1,1,2,1,1,1,2,1
759,5,1,1,1,1,1,1,2,1
759,6,1,1,1,1,1,1,2,1
759,7,1,1,1,1,1,1,2,1
759,8,1,2,2,1,1,1,2,1
759,9,1,1,2,1,1,1,2,1
760,1,1,2,1,1,1,1,2,1
760,2,1,2,1,1,1,1,2,1
760,3,1,1,1,6,1,1,2,1
760,4,1,3,1,1,1,1,2,1
760,5,1,2,1,1,1,1,2,1
760,6,1,2,1,2,1,1,2,1
760,8,1,1,1,1,1,1,2,1
760,9,1,2,1,9,1,2,2,2
761,1,1,2,1,1,1,1,2,2
761,2,1,3,1,1,1,1,2,2
761,3,1,2,2,1,1,1,2,1
761,4,1,2,1,3,1,1,2,1
761,5,1,1,1,1,1,1,2,1
761,6,1,1,8,1,1,1,1,1
761,7,1,1,1,1,1,1,2,1
761,8,1,3,1,1,1,1,2,1
761,9,1,2,1,1,1,1,2,1
762,1,1,1,1,1,1,1,2,1
762,2,1,3,1,1,1,2,2,1
762,3,1,1,6,1,1,1,2,1
762,4,1,1,1,1,1,1,2,1
762,5,1,1,1,1,1,1,2,1
762,6,1,1,1,1,1,1,2,1
762,7,1,1,1,1,1,1,2,1
762,8,1,1,1,1,1,1,2,1
762,9,1,1,1,1,1,1,2,1
763,1,1,1,1,1,1,1,2,1
763,2,1,1,1,1,1,1,2,1
763,3,1,1,1,1,1,1,2,1
763,4,1,2,1,1,1,1,2,2
763,5,1,1,1,1,1,1,2,1
763,6,1,1,1,1,1,1,2,1
763,7,1,2,1,1,1,1,2,1
763,8,1,2,1,1,1,1,2,1
763,9,1,1,1,1,1,1,2,1
770,1,1,2,1,1,1,1,2,2
770,2,1,2,1,1,1,1,2,1
770,3,1,3,1,1,1,1,2,2
770,4,1,1,1,1,1,1,2,1
770,5,1,2,1,1,1,1,2,1
770,6,1,1,1,1,1,1,2,1
770,7,1,1,1,1,1,1,2,1
770,8,1,1,1,1,1,1,2,1
770,9,1,1,1,1,1,1,2,1
771,1,1,1,1,1,1,1,2,1
771,2,1,2,17,1,1,1,2,1
771,3,1,2,8,1,1,1,2,2
771,4,1,2,1,1,1,1,2,1
771,5,1,1,3,3,1,1,2,1
771,6,1,6,16,1,1,1,2,2
771,7,1,4,23,1,1,1,2,2
771,8,1,2,1,1,1,1,2,1
771,9,1,3,5,1,1,1,2,2
772,1,1,2,1,1,1,1,2,2
772,2,1,2,3,1,1,1,2,1
772,3,1,2,1,1,1,1,2,2
772,4,1,1,1,1,1,1,2,1
772,5,1,1,1,1,1,1,1,1
772,6,1,8,5,27,1,1,2,2
772,7,1,2,1,11,1,1,2,1
772,9,1,2,1,22,1,2,2,1
773,1,1,2,1,1,1,1,2,1
773,2,1,1,1,1,1,1,2,1
773,3,1,1,5,1,1,1,2,1
773,4,1,1,4,1,1,1,2,1
773,5,1,1,1,1,1,1,2,1
773,6,1,1,1,1,1,1,2,1
773,7,1,1,4,1,1,1,2,1
773,8,1,1,5,1,1,1,3,1
773,9,1,1,5,5,1,1,2,1
774,1,1,2,1,1,1,1,2,1
774,2,1,1,3,1,1,1,2,1
774,3,1,2,3,1,1,1,2,1
774,4,1,1,1,1,1,1,2,1
774,5,1,1,1,1,1,1,2,1
774,6,1,1,1,8,1,1,2,1
774,7,1,1,1,1,1,1,2,1
774,8,1,3,15,1,1,1,2,1
774,9,1,2,4,1,1,1,2,1
775,1,1,1,1,1,1,1,2,1
775,2,1,1,1,1,1,1,2,1
775,3,1,2,1,1,1,1,2,1
775,4,1,1,1,1,1,1,2,1
775,5,1,2,1,1,1,1,2,1
775,6,1,2,1,1,1,1,2,1
775,7,1,2,1,1,1,1,2,1
775,8,1,3,1,1,1,1,2,1
775,9,1,1,1,1,1,1,2,1
777,1,1,1,1,1,1,1,2,1
777,2,1,1,1,1,1,1,2,1
777,3,1,1,1,1,1,1,2,1
777,4,1,1,1,1,1,1,2,1
777,5,1,1,1,1,1,1,2,1
777,6,1,1,3,1,1,1,2,1
777,7,1,1,1,1,1,1,1,1
777,8,1,1,1,1,1,1,2,1
777,9,1,1,1,1,1,1,2,1
778,1,1,1,1,1,1,2,2,1
778,2,1,3,1,1,1,1,2,1
778,3,1,1,1,1,1,1,2,1
778,4,1,1,1,1,1,1,2,1
778,5,1,1,1,1,1,1,2,1
778,6,1,2,1,1,1,1,2,1
778,7,1,1,1,1,1,1,2,1
778,8,1,1,1,1,1,1,2,1
778,9,1,2,1,1,1,1,2,1
780,2,1,1,1,1,1,1,2,1
780,4,1,1,1,1,1,1,1,1
780,5,1,1,1,1,1,1,2,1
780,6,1,1,1,1,1,1,2,1
780,7,1,1,1,1,1,1,2,1
780,9,1,1,1,1,1,1,2,1
781,1,1,1,1,1,1,1,2,1
781,4,1,1,1,1,1,1,2,1
781,6,1,1,1,1,1,1,2,1
781,7,1,1,1,1,1,1,2,1
781,8,1,1,1,1,1,1,2,1
782,2,1,1,1,1,1,1,2,1
782,3,1,1,1,1,1,1,2,1
782,5,1,1,1,1,1,1,2,1
782,8,1,1,1,1,1,1,2,1
783,3,1,1,1,1,1,1,1,1
783,4,1,1,1,1,1,1,1,1
783,5,1,1,2,1,1,1,1,1
783,6,1,1,1,1,1,1,1,1
783,8,1,1,1,1,1,1,1,1
783,9,1,1,1,1,1,1,1,1
785,1,1,1,1,1,1,1,2,1
785,2,1,1,1,1,1,1,1,1
785,3,1,1,1,1,1,1,1,1
785,4,1,1,1,1,1,1,1,1
785,6,1,1,1,1,1,1,2,1
785,7,1,1,1,1,1,1,2,1
785,8,1,2,1,1,1,1,1,1
785,9,1,1,1,1,1,1,1,1
787,2,1,1,1,1,1,1,1,1
787,4,1,1,1,1,1,1,2,1
787,5,1,1,1,1,1,1,2,1
787,7,1,1,1,1,1,1,2,1
787,8,1,1,2,1,1,1,2,1
787,9,1,1,1,1,1,1,2,1
789,1,1,1,1,1,1,1,2,1
789,2,1,1,1,1,1,1,2,1
789,3,1,1,1,1,1,1,2,1
789,4,1,1,1,1,1,1,2,1
789,5,1,1,1,1,1,1,2,1
789,6,1,1,1,1,1,1,2,1
794,1,1,1,1,1,1,1,2,1
794,5,1,1,1,1,1,1,2,1
794,7,1,1,1,1,1,1,2,1
794,8,1,1,1,1,1,2,2,1
794,9,1,1,1,1,2,1,2,1
797,3,1,1,1,1,1,1,1,1
797,5,1,1,1,1,2,1,1,1
797,6,1,1,1,1,1,1,1,1
797,7,1,1,1,1,1,1,2,1
797,8,1,1,1,1,1,1,2,1
798,1,1,1,1,1,1,1,2,1
798,2,1,1,1,1,1,1,2,1
798,3,1,1,1,1,1,1,2,1
798,8,1,1,1,1,1,1,2,1
799,4,1,1,1,1,1,2,2,1
799,7,1,1,1,1,1,2,2,1
799,9,1,1,1,1,1,1,2,1
800,3,1,1,1,1,1,1,2,1
800,4,1,1,1,1,1,1,1,1
800,5,1,1,1,1,1,1,2,1
800,6,1,1,1,1,1,2,2,1
800,7,1,1,1,1,1,2,1,1
802,1,1,1,1,2,2,1,2,1
802,3,1,1,1,2,2,1,2,1
802,4,1,1,6,2,2,1,1,1
802,5,1,1,1,2,2,1,2,1
802,6,1,1,2,2,2,1,2,1
802,7,1,1,1,1,1,1,2,1
802,8,1,1,1,2,2,1,1,1
802,9,1,1,2,7,2,1,2,1
803,1,1,1,1,1,1,1,2,2
803,2,1,1,1,1,1,1,2,1
803,3,1,2,1,1,1,1,2,1
803,4,1,2,1,1,1,1,2,1
803,5,1,1,1,1,1,1,2,1
803,7,1,2,1,1,1,1,2,1
803,9,1,2,1,1,1,1,2,1
804,1,1,1,1,1,1,1,2,1
804,2,1,3,1,1,1,1,2,1
804,3,1,2,1,1,1,2,2,1
804,4,1,1,1,1,1,1,2,1
804,5,1,2,1,1,1,1,2,1
804,6,1,2,1,1,1,1,2,1
804,7,1,1,1,1,1,1,2,1
804,9,1,1,1,1,1,1,1,1
807,1,1,1,1,1,1,2,2,1
807,2,1,1,1,1,1,2,2,1
807,3,1,1,1,1,1,2,2,1
807,4,1,1,1,1,1,2,2,1
807,5,1,1,1,1,1,2,2,1
807,6,1,1,1,1,1,2,2,1
807,7,1,1,1,1,1,2,2,1
807,8,1,1,1,1,1,2,2,1
807,9,1,1,1,2,2,2,2,1
808,1,1,2,1,1,1,1,2,1
808,2,1,1,1,1,1,1,2,1
808,3,1,1,1,1,1,1,2,1
808,4,1,1,1,1,1,1,2,1
808,5,1,1,1,1,1,1,2,1
808,6,1,1,1,1,1,1,2,1
808,8,1,2,1,1,1,1,2,1
808,9,1,1,1,1,1,1,2,2
812,1,1,1,1,1,1,2,2,1
812,8,1,1,1,1,1,1,2,2
812,9,1,1,1,1,1,2,1,2
815,1,1,1,1,1,1,2,2,1
815,2,1,1,1,1,1,1,2,1
815,3,1,1,1,1,1,1,2,1
815,4,1,1,1,1,1,2,2,1
815,5,1,1,1,1,1,1,2,1
815,6,1,1,1,1,1,1,2,1
815,7,1,1,1,1,1,1,2,1
815,8,1,1,1,1,1,1,2,1
815,9,1,1,1,1,1,1,2,1
817,1,1,1,1,1,1,1,2,1
817,2,1,1,1,1,1,1,2,1
817,3,1,1,1,1,1,1,2,1
817,4,1,1,1,1,1,1,2,1
817,5,1,1,1,1,1,2,2,1
817,6,1,1,1,1,1,1,2,1
817,7,1,1,1,1,1,2,2,1
817,8,1,1,1,1,1,2,2,1
817,9,1,1,1,1,1,2,2,1
818,1,1,1,1,1,1,1,1,1
818,2,1,1,1,1,1,1,1,1
818,3,1,1,1,1,1,1,2,1
818,4,1,1,1,1,1,1,2,1
818,7,1,1,1,1,1,1,1,1
818,8,1,1,1,1,1,1,2,1
819,2,1,1,1,1,1,1,2,1
819,3,1,1,1,1,1,1,2,1
819,4,1,1,1,1,1,1,2,1
819,6,1,1,1,1,1,1,2,1
819,7,1,1,1,1,1,1,2,1
819,9,1,1,1,1,2,1,2,1
820,1,1,1,1,1,1,1,2,1
820,2,1,1,1,1,1,1,2,1
820,4,1,1,1,1,2,1,2,1
820,5,1,1,1,1,1,1,2,1
820,6,1,1,2,1,1,1,2,1
820,7,1,1,1,1,1,1,2,1
820,8,1,1,1,1,1,1,2,1
820,9,1,1,1,1,1,1,2,1
821,1,1,1,1,1,1,2,2,1
821,5,1,1,2,1,2,1,2,1
821,7,1,1,1,1,1,1,2,1
821,8,1,3,1,1,1,1,2,1
821,9,1,1,1,2,1,1,2,1
828,1,1,1,1,1,1,1,2,1
828,2,1,1,1,1,1,1,2,1
828,3,1,1,1,1,1,1,2,1
828,4,1,2,1,1,1,1,2,1
828,5,1,1,1,1,1,1,2,1
828,7,1,1,1,1,1,1,2,1
828,8,1,2,1,1,1,1,2,1
828,9,1,1,1,1,1,1,2,1
829,1,1,1,1,1,1,1,2,1
829,2,1,1,1,1,1,1,2,1
829,3,1,1,1,1,1,1,2,1
829,4,1,1,1,1,1,1,2,1
829,5,1,1,1,1,1,1,2,1
829,6,1,1,1,1,1,1,2,1
829,7,1,1,1,1,1,1,2,1
829,8,1,1,1,1,1,1,2,1
829,9,1,2,1,1,1,1,2,1
830,1,1,1,1,1,1,1,2,1
830,2,1,1,1,1,1,1,2,1
830,3,1,1,1,1,1,1,2,2
830,4,1,1,1,1,1,1,2,1
830,5,1,1,1,1,1,1,2,1
830,6,1,1,1,1,1,1,2,1
830,7,1,1,1,1,1,1,2,1
830,9,1,1,1,1,2,1,2,2
831,1,1,1,5,5,1,1,2,1
831,2,1,1,1,1,1,1,2,1
831,3,1,1,1,1,1,1,2,1
831,4,1,1,1,1,1,1,2,1
831,7,1,1,1,1,1,1,2,1
831,8,1,1,6,1,1,1,2,1
831,9,1,1,1,1,1,1,2,1
832,1,1,2,1,1,1,1,2,1
832,2,1,1,1,1,1,1,2,1
832,3,1,2,1,1,1,1,2,1
832,5,1,1,1,1,1,1,2,1
832,6,1,1,1,1,1,1,2,1
