"grappe","exploitation","passage","s11a1q01","s11a1q02","s11a1q03a","s11a1q03d","s11a1q04","s11a1q05","s11a1q06"
1,2,1,1,1,1,1,1,2,1
1,3,1,1,1,1,1,1,2,1
1,4,1,1,1,1,1,1,2,1
1,5,1,1,1,1,1,1,2,1
1,6,1,1,1,1,1,1,2,1
1,7,1,1,1,1,1,1,2,1
1,8,1,1,1,1,1,1,2,1
1,9,1,1,1,1,1,1,2,1
2,1,1,1,1,1,1,1,2,1
2,2,1,1,1,1,1,1,2,1
2,3,1,1,1,1,1,1,2,1
2,4,1,1,1,1,1,1,2,1
2,5,1,1,1,1,1,1,1,1
2,6,1,1,1,1,1,1,2,1
2,7,1,1,1,1,1,1,2,1
2,8,1,1,1,1,1,1,2,1
2,9,1,1,1,1,1,1,2,1
3,1,1,1,1,1,1,2,1,1
3,2,1,1,1,1,1,1,1,1
3,3,1,1,1,1,1,1,1,1
3,4,1,1,4,4,1,1,1,1
3,5,1,1,1,1,1,1,1,1
3,6,1,1,1,1,1,1,1,1
3,7,1,1,1,1,1,1,1,1
3,8,1,1,1,1,1,1,1,1
3,9,1,1,1,1,1,2,1,1
4,7,1,1,1,1,1,1,2,1
6,1,1,1,1,1,1,1,2,1
6,2,1,1,1,1,1,1,2,1
6,4,1,1,1,1,1,1,2,1
6,5,1,1,1,1,1,1,2,1
6,6,1,1,1,1,1,1,2,1
6,7,1,1,1,1,1,1,2,1
6,8,1,1,1,1,1,1,2,1
6,9,1,1,1,1,1,1,2,1
7,1,1,1,1,1,1,1,2,1
7,2,1,1,1,1,1,1,2,1
7,3,1,1,1,1,1,1,2,1
7,4,1,1,1,1,2,1,2,1
7,5,1,1,1,1,1,1,2,1
7,6,1,1,1,1,1,1,2,1
7,7,1,1,1,1,1,1,2,1
7,8,1,1,1,1,1,1,2,1
7,9,1,1,1,1,1,1,2,1
8,1,1,1,1,1,1,1,2,1
8,2,1,1,1,1,1,1,2,1
8,3,1,1,1,1,1,1,2,1
8,4,1,1,1,1,1,1,2,1
8,6,1,1,1,1,1,1,2,1
8,7,1,1,1,1,1,1,2,1
8,8,1,1,1,1,1,1,2,1
8,9,1,1,1,1,1,1,2,1
9,1,1,1,1,1,1,1,2,1
9,2,1,1,1,1,1,1,2,1
9,3,1,1,1,1,1,1,2,1
9,4,1,1,1,1,1,1,2,1
9,5,1,1,1,1,1,1,2,1
9,6,1,1,1,1,1,1,2,1
9,7,1,1,1,1,1,1,2,1
9,8,1,1,1,1,1,1,2,1
9,9,1,1,1,1,1,1,2,1
10,1,1,1,1,1,1,1,2,1
10,2,1,1,5,1,1,1,2,1
10,3,1,1,1,1,1,2,2,1
10,4,1,2,1,1,1,2,2,1
10,5,1,1,1,1,1,1,2,1
10,6,1,1,1,1,1,2,2,1
10,7,1,2,1,1,1,1,2,2
10,8,1,1,1,1,1,2,2,1
10,9,1,2,1,1,1,1,1,1
11,1,1,1,1,1,1,2,2,1
11,2,1,1,1,1,1,2,2,1
11,3,1,1,1,1,1,1,2,1
11,4,1,1,1,1,1,2,2,1
11,5,1,1,1,1,2,2,2,1
11,6,1,1,1,1,1,1,2,1
11,7,1,2,1,1,1,1,2,2
11,8,1,1,15,1,1,1,2,1
11,9,1,1,1,1,1,2,2,1
12,1,1,1,1,1,1,1,2,1
12,2,1,1,1,1,1,1,2,1
12,3,1,1,2,2,2,1,2,1
12,4,1,1,1,1,1,1,2,1
12,5,1,1,16,16,1,1,2,1
12,6,1,1,1,1,1,1,2,1
12,7,1,1,1,1,1,1,2,1
12,8,1,1,1,1,1,1,2,1
12,9,1,1,19,19,1,1,2,1
13,1,1,1,1,1,1,1,2,1
13,2,1,1,1,1,1,1,2,1
13,3,1,1,1,1,1,1,2,1
13,4,1,1,1,1,1,1,2,1
13,5,1,1,1,1,1,1,2,1
13,6,1,1,1,1,1,1,2,1
13,7,1,1,1,1,1,1,2,1
13,8,1,1,10,10,1,1,2,1
13,9,1,1,1,1,1,1,2,1
14,1,1,1,1,1,1,1,2,1
14,2,1,1,1,1,1,1,2,1
14,3,1,1,1,1,1,1,2,1
14,4,1,1,1,1,1,1,2,1
14,5,1,2,8,1,1,1,2,2
14,6,1,1,4,1,1,1,2,1
14,7,1,1,1,9,2,1,2,1
14,8,1,1,1,1,1,1,2,1
14,9,1,1,1,1,1,1,2,1
15,1,1,1,11,1,1,1,2,1
15,2,1,1,1,1,1,1,2,1
15,3,1,1,2,1,1,1,2,1
15,4,1,1,1,1,1,1,2,1
15,5,1,1,1,1,1,1,1,1
15,6,1,1,2,2,1,1,2,1
15,7,1,1,3,9,2,1,1,1
15,8,1,1,1,1,1,1,2,1
15,9,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,2,1
16,2,1,1,1,1,1,1,2,1
16,3,1,1,1,1,1,1,2,1
16,4,1,1,1,1,1,1,2,1
16,5,1,1,1,1,1,1,1,1
16,6,1,2,1,6,2,1,2,1
16,7,1,1,1,1,1,1,2,1
16,8,1,1,1,1,1,1,2,1
16,9,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,2,1
17,2,1,1,1,1,1,1,2,1
17,3,1,1,1,1,2,1,2,1
17,4,1,1,1,1,1,1,2,1
17,5,1,1,1,1,1,1,2,1
17,6,1,1,1,1,1,1,2,1
17,7,1,1,1,1,1,1,2,1
17,8,1,1,1,1,1,1,2,1
17,9,1,1,1,1,1,1,2,1
18,1,1,1,1,1,1,1,2,1
18,2,1,1,1,1,1,1,2,1
18,3,1,1,1,1,1,1,2,1
18,4,1,1,1,1,1,1,2,1
18,5,1,1,1,1,1,1,2,1
18,6,1,1,1,1,1,1,2,1
18,7,1,1,1,1,1,1,2,1
18,8,1,1,1,1,1,1,2,1
18,9,1,1,1,1,1,1,2,1
19,1,1,1,1,1,1,1,1,1
19,2,1,1,1,1,1,1,1,1
19,3,1,1,1,1,1,1,1,1
19,4,1,1,1,1,1,1,1,1
19,5,1,1,1,1,1,1,1,1
19,6,1,1,1,1,1,1,1,1
19,7,1,1,1,1,1,1,1,1
19,8,1,1,1,1,1,1,1,1
19,9,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,2,2,2
20,3,1,1,1,1,1,1,2,1
20,4,1,1,1,1,1,2,1,1
20,5,1,2,1,1,1,2,1,2
20,6,1,2,1,1,1,1,2,1
20,7,1,1,1,1,1,2,2,1
20,8,1,2,1,6,1,1,2,1
20,9,1,1,1,1,1,2,2,1
21,1,1,1,1,1,1,1,1,1
21,2,1,1,1,1,1,1,1,1
21,3,1,1,1,1,1,1,1,1
21,4,1,1,1,1,1,1,2,1
21,5,1,1,1,1,1,1,1,1
21,6,1,1,1,1,1,1,1,1
21,7,1,1,1,1,1,1,1,1
21,8,1,1,8,8,1,1,2,1
22,1,1,1,1,1,1,1,2,1
22,3,1,1,1,1,1,1,1,1
22,4,1,1,1,1,1,1,1,1
22,5,1,1,1,1,1,1,1,1
22,6,1,1,1,1,1,1,1,1
22,7,1,1,1,1,1,1,1,1
22,8,1,1,1,1,1,1,1,1
22,9,1,1,1,1,1,1,1,1
23,1,1,2,1,1,1,1,1,1
23,2,1,2,1,1,1,2,2,1
23,3,1,1,1,1,1,2,1,1
23,5,1,1,1,1,1,2,2,1
23,6,1,1,1,1,1,2,2,1
23,7,1,3,1,1,1,1,2,2
23,9,1,2,1,1,1,1,2,1
30,7,1,2,1,1,1,1,2,1
35,1,1,1,1,1,1,1,2,1
35,2,1,1,1,1,1,1,2,1
35,3,1,1,4,4,2,1,2,1
35,4,1,1,2,1,2,1,2,1
35,5,1,1,1,1,1,1,2,1
35,6,1,1,1,1,1,1,2,1
35,7,1,1,1,1,1,1,2,1
35,8,1,1,1,1,1,1,2,1
35,9,1,2,9,9,1,1,1,1
36,1,1,1,5,5,1,1,2,1
36,2,1,2,8,1,1,1,2,1
36,3,1,1,2,1,1,1,2,1
36,4,1,1,1,1,1,1,2,1
36,5,1,1,1,1,1,1,2,1
36,6,1,1,1,1,1,1,2,1
36,7,1,1,2,2,2,1,2,1
36,8,1,1,2,1,1,1,1,1
36,9,1,1,2,2,2,1,2,1
37,1,1,1,1,1,1,1,2,1
37,2,1,1,1,1,1,1,2,1
37,3,1,1,1,1,1,1,2,1
37,4,1,1,1,1,1,1,2,1
37,5,1,1,1,1,1,1,2,1
37,6,1,1,1,1,1,1,2,1
37,7,1,1,1,1,1,1,2,1
37,8,1,1,1,1,1,1,2,1
37,9,1,1,1,1,1,1,2,1
38,1,1,1,1,1,1,1,2,1
38,2,1,1,1,1,1,1,2,1
38,3,1,1,1,1,1,1,2,1
38,4,1,1,1,1,1,1,2,1
38,5,1,1,1,1,1,1,2,1
38,6,1,1,1,1,1,1,2,1
38,7,1,1,1,1,1,1,2,1
38,8,1,1,1,1,1,1,2,1
38,9,1,1,1,1,1,1,2,1
39,1,1,2,1,1,1,1,2,1
39,2,1,1,1,1,1,1,2,1
39,3,1,1,1,1,1,1,2,1
39,4,1,1,1,1,1,1,2,1
39,5,1,1,1,1,1,1,2,1
39,6,1,1,1,1,1,1,2,1
39,7,1,1,1,1,1,1,2,1
39,8,1,1,1,1,1,1,2,1
39,9,1,1,1,1,1,1,2,1
40,1,1,1,1,1,1,1,2,1
40,2,1,1,1,1,1,1,2,1
40,3,1,1,1,1,1,1,2,1
40,4,1,1,1,1,1,1,2,1
40,6,1,1,1,1,1,1,2,1
40,7,1,1,1,1,1,1,2,1
40,8,1,1,1,1,1,1,2,1
40,9,1,1,1,1,1,1,2,1
41,1,1,2,12,2,2,3,1,2
41,2,1,1,1,1,1,1,2,1
41,3,1,1,1,1,1,1,2,1
41,4,1,1,1,1,1,1,1,1
41,5,1,3,1,7,2,3,1,2
41,6,1,1,17,1,1,1,1,1
41,7,1,1,22,3,1,1,2,1
41,8,1,2,1,10,2,2,1,2
41,9,1,1,1,1,1,1,2,1
42,1,1,2,1,2,2,2,1,1
42,2,1,1,1,1,1,1,2,1
42,3,1,1,1,1,1,1,1,1
42,4,1,2,1,8,2,1,1,1
42,5,1,1,1,1,1,1,1,1
42,6,1,1,1,1,1,1,1,1
42,7,1,1,1,24,2,1,1,1
42,8,1,1,1,1,1,1,1,1
42,9,1,1,1,1,1,1,1,1
43,1,1,1,1,1,1,1,2,1
43,2,1,1,1,1,1,1,2,1
43,3,1,1,1,1,1,1,2,1
43,4,1,1,1,1,1,1,2,1
43,5,1,1,1,1,1,1,2,1
43,6,1,1,1,1,1,1,2,1
43,7,1,1,1,1,1,1,2,1
43,8,1,1,1,1,1,1,2,1
43,9,1,1,12,12,1,1,2,1
44,1,1,1,1,1,1,1,2,1
44,2,1,1,1,1,1,1,2,1
44,3,1,1,1,1,1,1,2,1
44,4,1,1,1,1,1,1,2,1
44,5,1,1,1,1,1,1,2,1
44,6,1,1,1,1,1,1,2,1
44,7,1,1,1,1,1,1,2,1
44,8,1,1,1,1,1,1,2,1
44,9,1,1,1,1,1,1,2,1
45,3,1,1,1,1,1,1,2,1
45,6,1,1,8,1,1,1,2,1
45,9,1,1,1,2,2,1,1,1
46,3,1,2,2,2,2,1,1,1
46,6,1,2,1,1,1,2,1,1
46,9,1,1,1,1,1,1,1,1
47,1,1,2,1,13,2,1,1,1
47,2,1,1,1,1,2,1,1,1
47,3,1,1,1,1,1,1,2,1
47,4,1,2,1,2,2,1,1,2
47,5,1,1,2,1,1,1,2,1
47,6,1,1,1,13,2,1,1,1
47,7,1,1,1,1,1,1,2,1
47,8,1,3,1,9,2,1,1,2
47,9,1,1,2,3,2,1,1,1
48,1,1,1,5,2,2,1,1,1
48,2,1,1,1,1,1,1,1,1
48,3,1,1,1,1,1,1,1,1
48,4,1,2,1,2,2,3,1,2
48,5,1,1,3,4,2,1,1,1
48,6,1,1,1,1,1,1,1,1
48,7,1,2,1,2,2,3,1,2
48,8,1,1,1,1,1,1,1,1
48,9,1,2,1,2,2,2,1,2
49,7,1,1,2,2,2,1,2,1
49,8,1,1,2,2,2,1,2,1
50,1,1,1,1,1,1,1,2,1
50,2,1,1,1,1,1,1,2,1
50,3,1,1,1,1,1,1,2,1
50,4,1,1,2,2,2,1,2,1
50,6,1,1,8,2,2,1,2,1
51,1,1,1,1,1,2,1,2,1
51,2,1,1,1,1,1,1,2,1
51,3,1,1,1,1,1,1,2,1
51,4,1,1,1,1,1,1,2,1
51,5,1,1,1,1,1,1,2,1
51,6,1,1,1,1,1,1,2,1
51,7,1,1,1,1,1,1,2,1
51,8,1,1,1,1,1,1,2,1
51,9,1,1,1,1,1,1,2,1
52,3,1,2,2,1,1,1,1,1
52,6,1,1,1,1,1,1,1,1
52,9,1,2,1,1,2,1,1,1
53,3,1,2,2,2,2,2,1,1
53,9,1,2,1,2,2,2,1,1
54,1,1,1,1,1,1,1,2,1
54,2,1,1,1,1,1,1,2,1
54,3,1,1,1,1,1,1,2,1
54,4,1,1,1,1,1,1,2,1
54,5,1,1,1,1,1,1,2,1
54,6,1,1,1,1,1,1,2,1
54,7,1,1,1,1,1,1,2,1
54,8,1,1,1,1,1,1,2,1
54,9,1,1,1,1,1,1,2,1
55,1,1,1,1,1,1,1,2,1
55,2,1,1,1,1,1,1,2,1
55,3,1,1,1,1,1,1,2,1
55,4,1,1,1,1,1,1,2,1
55,5,1,1,1,1,1,1,1,1
55,6,1,1,1,1,1,1,2,1
55,7,1,1,1,1,1,1,2,1
55,8,1,1,1,1,1,1,2,1
55,9,1,1,1,1,1,1,2,1
56,1,1,1,1,1,1,1,2,1
56,2,1,1,1,1,1,1,2,1
56,3,1,1,1,1,1,1,2,1
56,4,1,1,1,1,1,1,2,1
56,5,1,1,1,1,1,1,2,1
56,6,1,1,1,1,1,1,2,1
56,7,1,1,1,1,1,1,2,1
56,8,1,1,1,1,1,1,2,1
56,9,1,1,1,1,1,1,2,1
57,1,1,1,1,1,1,1,1,1
57,2,1,1,1,1,1,1,1,1
57,3,1,1,1,2,2,3,2,1
57,4,1,1,1,1,1,1,1,1
57,5,1,1,1,1,1,1,1,1
57,6,1,2,1,1,1,3,2,1
57,7,1,1,1,1,1,1,1,1
57,8,1,1,1,1,1,1,1,1
57,9,1,1,1,1,1,1,1,1
58,1,1,1,1,1,1,1,2,1
58,2,1,2,1,1,1,1,2,1
58,3,1,1,1,1,1,1,2,1
58,4,1,1,1,1,1,1,2,1
58,5,1,1,1,1,1,1,2,1
58,6,1,1,1,1,1,1,2,1
58,7,1,2,1,1,1,1,2,1
58,8,1,2,1,1,1,1,2,1
58,9,1,1,3,3,1,1,2,1
59,1,1,1,1,1,1,1,2,1
59,2,1,2,1,1,1,1,2,1
59,3,1,1,1,1,1,1,2,1
59,4,1,2,1,1,1,1,2,1
59,5,1,1,1,1,1,1,2,1
59,6,1,1,1,1,1,1,2,1
59,7,1,2,1,1,1,1,2,1
59,8,1,1,1,1,1,1,2,1
59,9,1,1,1,1,1,1,2,1
60,1,1,2,1,1,1,3,2,1
60,2,1,2,1,1,1,1,2,1
60,3,1,2,1,11,2,3,2,1
60,4,1,1,1,10,1,1,2,1
60,5,1,1,1,1,1,1,1,1
60,6,1,1,1,1,1,1,1,1
60,7,1,2,1,1,1,1,2,1
60,8,1,1,1,9,1,1,1,1
60,9,1,1,1,1,1,1,1,1
61,1,1,2,1,2,2,3,2,1
61,2,1,1,1,1,1,1,1,1
61,3,1,2,1,1,1,1,2,2
61,4,1,2,1,1,1,3,2,2
61,5,1,2,1,1,1,1,2,1
61,6,1,1,1,1,1,1,2,1
61,7,1,1,1,1,1,1,1,1
61,8,1,1,1,1,1,1,1,1
61,9,1,1,1,1,1,1,2,1
62,1,1,2,8,8,1,1,2,1
62,2,1,1,1,1,1,1,2,1
62,3,1,1,1,1,1,1,2,1
62,4,1,1,1,1,1,1,1,1
62,5,1,2,1,1,1,1,2,2
62,6,1,1,1,1,1,1,1,1
62,7,1,1,1,1,1,1,1,1
62,8,1,2,1,1,1,3,2,1
62,9,1,1,1,1,1,1,1,1
63,1,1,1,1,1,1,1,2,1
63,2,1,1,1,1,1,1,2,1
63,3,1,1,1,1,1,1,2,1
63,4,1,1,1,1,1,1,2,1
63,5,1,1,1,1,1,1,2,1
63,6,1,1,1,1,1,1,2,1
63,7,1,1,1,1,1,1,2,1
63,8,1,1,1,1,1,1,2,1
63,9,1,1,1,1,1,1,2,1
64,1,1,2,1,1,1,1,2,1
64,2,1,1,1,1,1,1,2,1
64,3,1,1,1,1,1,1,2,1
64,4,1,1,1,1,1,1,2,1
64,5,1,2,1,1,1,1,2,1
64,6,1,1,1,1,1,1,2,1
64,7,1,1,1,1,1,1,2,1
64,8,1,2,1,1,1,1,2,1
64,9,1,2,1,1,2,1,2,1
65,1,1,1,1,1,1,1,2,1
65,2,1,1,1,1,1,1,2,1
65,3,1,1,1,1,1,1,2,1
65,4,1,1,1,1,1,1,2,1
65,5,1,1,1,1,1,1,2,1
65,6,1,1,1,1,1,1,2,1
65,7,1,1,1,1,1,1,2,1
65,8,1,1,1,1,1,1,2,1
65,9,1,1,1,1,1,1,2,1
66,2,1,3,1,1,1,1,2,2
66,3,1,1,1,1,1,1,1,2
66,4,1,1,1,1,1,1,2,2
66,5,1,1,1,1,1,1,2,2
66,6,1,1,1,1,1,1,2,2
66,7,1,1,9,1,1,1,2,2
66,8,1,1,1,1,1,1,2,1
66,9,1,1,1,1,1,1,2,2
67,1,1,1,2,1,1,1,2,1
67,2,1,2,1,1,1,1,2,1
67,3,1,1,13,1,1,1,2,1
67,4,1,1,12,1,1,1,2,1
67,5,1,2,1,1,1,1,2,1
67,6,1,1,1,1,1,1,2,1
67,7,1,2,4,1,1,1,2,1
67,8,1,2,1,1,1,1,2,1
67,9,1,1,1,1,1,1,2,1
68,1,1,1,2,1,1,1,2,1
68,3,1,1,1,1,1,1,2,1
68,4,1,2,1,1,1,1,2,1
68,5,1,2,1,1,1,1,2,1
68,6,1,1,1,1,1,1,2,1
68,7,1,1,1,1,1,1,2,1
68,8,1,1,2,2,1,2,2,1
68,9,1,2,1,1,1,1,2,1
69,1,1,1,1,1,1,1,2,1
69,2,1,2,1,1,1,1,2,1
69,3,1,1,1,1,1,1,2,1
69,4,1,2,1,1,1,1,2,1
69,5,1,2,1,1,1,1,2,1
69,6,1,1,1,1,1,1,2,1
69,7,1,1,4,1,1,1,2,1
69,8,1,1,1,1,1,1,2,1
69,9,1,1,1,1,1,1,2,1
70,1,1,1,1,1,1,1,2,1
70,2,1,1,1,1,1,1,2,1
70,3,1,1,1,1,1,1,2,1
70,4,1,1,1,1,1,1,2,1
70,5,1,1,1,1,1,1,2,1
70,6,1,1,1,1,1,1,2,1
70,7,1,1,1,1,1,1,2,1
70,8,1,1,1,1,1,1,2,1
70,9,1,1,1,1,1,1,2,1
71,1,1,2,1,5,1,1,2,2
71,2,1,1,1,1,1,1,2,1
71,3,1,2,1,2,2,2,1,1
71,4,1,1,1,1,1,1,2,1
71,5,1,1,1,1,1,1,2,1
71,6,1,1,1,1,1,1,2,1
71,7,1,2,1,1,1,1,2,1
71,8,1,1,1,1,1,1,2,1
71,9,1,1,1,1,1,1,2,1
72,1,1,1,1,1,1,1,2,1
72,2,1,1,1,1,1,1,2,1
72,3,1,1,1,1,1,1,2,1
72,8,1,1,1,1,1,1,2,1
73,1,1,1,1,1,1,1,2,1
73,2,1,1,1,1,1,1,2,1
73,3,1,1,1,1,1,1,2,1
73,4,1,1,1,1,1,1,2,1
73,5,1,1,1,1,1,1,2,1
73,6,1,1,1,1,1,1,2,1
73,7,1,1,1,1,1,1,2,1
73,8,1,1,1,1,1,1,2,1
73,9,1,1,1,1,1,1,2,1
74,6,1,1,1,1,1,1,1,1
74,8,1,2,1,14,1,2,2,2
74,9,1,1,1,1,1,1,2,1
75,1,1,1,1,1,1,1,2,1
75,3,1,1,1,1,2,1,2,1
75,4,1,1,1,1,1,1,2,1
75,5,1,1,1,1,1,1,1,1
75,6,1,1,1,1,1,1,1,1
75,7,1,1,1,1,1,1,2,1
75,8,1,1,1,1,1,1,2,1
75,9,1,1,1,1,1,1,2,1
76,1,1,1,1,1,1,1,2,1
76,2,1,1,1,1,1,1,2,1
76,3,1,1,1,1,1,1,2,1
76,4,1,1,1,1,1,1,2,1
76,5,1,1,1,1,1,1,2,1
76,6,1,1,1,1,1,1,2,1
76,7,1,1,1,1,1,1,2,1
76,8,1,1,1,1,1,1,2,1
76,9,1,1,1,1,1,1,2,1
77,1,1,1,1,1,1,1,2,1
77,2,1,1,1,1,1,1,2,1
77,3,1,1,1,1,1,1,2,1
77,4,1,1,1,1,1,1,2,1
77,5,1,1,1,1,1,1,2,1
77,6,1,1,1,1,1,1,2,1
77,7,1,1,1,1,1,1,2,1
77,8,1,1,1,1,1,1,2,1
77,9,1,1,1,1,1,1,2,1
78,1,1,1,1,1,2,1,2,1
78,2,1,1,1,1,2,1,2,1
78,3,1,1,1,1,1,1,2,1
78,4,1,1,1,1,1,1,2,1
78,5,1,1,1,1,1,1,2,1
78,6,1,1,1,1,1,1,2,1
78,7,1,1,1,1,1,1,2,1
78,8,1,1,1,1,1,1,2,1
78,9,1,1,1,1,1,1,2,1
79,1,1,1,1,1,1,1,1,1
79,2,1,2,1,2,2,2,2,2
79,3,1,1,1,1,1,1,2,1
79,4,1,1,1,1,1,1,2,1
79,5,1,1,1,1,1,1,2,1
79,6,1,1,1,1,1,1,2,1
79,7,1,1,1,1,1,1,2,1
79,8,1,1,1,1,1,1,2,1
79,9,1,1,1,1,1,1,1,1
80,1,1,1,1,1,1,1,2,1
80,2,1,1,1,1,1,1,2,1
80,3,1,1,1,1,1,1,2,1
80,4,1,1,1,1,1,1,2,1
80,5,1,1,1,1,1,1,2,1
80,6,1,1,1,1,1,1,2,1
80,7,1,1,1,1,2,1,2,1
80,8,1,1,1,1,1,1,2,1
80,9,1,1,1,1,1,1,2,1
81,1,1,1,1,1,1,1,2,1
81,2,1,1,1,1,1,1,2,1
81,3,1,1,1,1,1,1,2,1
81,4,1,1,1,1,1,1,2,1
81,5,1,1,1,1,1,1,2,1
81,6,1,1,9,9,1,1,2,1
81,7,1,1,1,1,1,1,2,1
81,8,1,1,1,1,1,1,2,1
81,9,1,1,1,1,1,1,2,1
82,1,1,1,1,1,1,1,1,1
82,2,1,1,1,1,1,1,1,1
82,3,1,1,1,1,1,1,1,1
82,4,1,1,1,1,1,1,1,1
82,5,1,1,1,1,1,1,1,1
82,6,1,1,1,1,1,1,1,1
82,7,1,1,1,1,1,1,1,1
82,8,1,1,1,1,1,1,1,1
82,9,1,1,1,1,1,1,1,1
83,1,1,1,1,1,1,1,1,1
83,2,1,1,1,1,1,1,2,1
83,3,1,1,1,1,1,1,2,1
83,4,1,1,1,1,1,1,2,1
83,5,1,2,1,1,1,1,2,2
83,6,1,1,1,1,1,1,2,1
83,7,1,2,1,2,2,2,2,2
83,8,1,2,1,1,1,1,2,2
83,9,1,2,1,1,1,1,2,2
84,1,1,1,3,3,1,1,2,1
84,2,1,1,1,1,1,1,2,1
84,3,1,1,1,1,1,1,2,1
84,4,1,1,1,1,1,1,2,1
84,5,1,1,1,1,1,1,2,1
84,6,1,1,1,1,1,1,2,1
84,7,1,1,1,1,1,1,2,1
84,8,1,1,1,1,1,1,2,1
84,9,1,1,1,1,1,1,2,1
86,1,1,1,1,1,1,1,2,1
86,2,1,2,1,1,1,1,2,2
86,3,1,1,1,1,1,1,2,1
86,4,1,1,1,1,1,1,2,1
86,5,1,1,1,1,1,1,2,2
86,6,1,1,1,1,1,1,2,1
86,7,1,1,1,1,1,1,2,1
86,8,1,1,1,1,1,1,2,1
86,9,1,2,1,1,1,1,2,2
87,1,1,1,1,1,1,1,2,1
87,2,1,1,1,1,1,2,2,1
87,3,1,1,1,1,1,1,1,1
87,4,1,1,1,1,1,1,2,1
87,5,1,1,1,1,1,1,1,1
87,6,1,2,1,6,2,1,1,2
87,7,1,1,1,1,1,1,1,1
87,8,1,2,1,12,1,1,1,1
87,9,1,1,1,1,1,1,2,1
88,1,1,2,1,1,1,1,2,1
88,2,1,1,1,1,1,1,2,1
88,3,1,1,1,1,1,1,2,1
88,4,1,1,1,1,1,1,2,1
88,5,1,1,1,1,1,1,2,1
88,6,1,1,1,1,1,1,1,1
88,7,1,1,1,1,1,1,2,1
88,8,1,1,1,1,1,1,2,1
88,9,1,1,1,1,1,1,2,1
89,1,1,1,1,1,2,1,2,1
89,2,1,1,2,2,2,1,2,1
89,3,1,1,1,1,1,1,2,1
89,4,1,1,1,1,1,1,2,1
89,5,1,1,1,1,1,1,2,1
89,6,1,1,1,1,1,1,2,1
89,7,1,2,1,1,1,1,2,2
89,8,1,1,1,1,1,1,2,1
89,9,1,1,1,1,1,1,2,1
90,1,1,1,1,1,1,1,2,1
90,2,1,1,3,3,1,1,2,1
90,3,1,1,7,7,1,1,2,1
90,4,1,2,1,1,1,1,2,1
90,5,1,1,1,1,1,1,2,1
90,6,1,1,1,1,1,1,2,1
90,7,1,1,1,1,1,1,2,1
90,8,1,1,1,1,1,1,2,1
90,9,1,1,1,1,1,1,2,1
91,3,1,1,1,1,1,1,2,1
91,6,1,1,1,1,1,1,2,1
91,9,1,1,1,1,1,1,2,1
92,1,1,1,1,1,1,1,2,1
92,2,1,1,1,1,1,1,2,1
92,3,1,1,1,1,1,1,2,1
92,4,1,1,1,1,1,1,2,1
92,5,1,1,1,1,1,1,2,1
92,6,1,1,1,1,1,1,2,1
92,7,1,1,1,1,1,1,2,2
92,8,1,1,1,1,1,1,2,1
92,9,1,1,1,1,1,1,2,2
93,1,1,1,1,1,1,1,2,1
93,2,1,1,1,1,1,1,2,1
93,3,1,1,1,1,1,1,2,1
93,4,1,1,1,1,1,1,2,1
93,5,1,2,1,1,1,1,2,1
93,6,1,2,1,1,1,1,2,1
93,7,1,2,1,1,1,1,2,1
93,8,1,1,1,1,1,1,2,1
93,9,1,1,1,1,1,1,2,1
95,1,1,1,1,1,1,1,2,1
95,2,1,1,1,1,1,1,2,2
95,3,1,1,1,1,1,1,2,1
95,4,1,1,1,1,1,1,2,1
95,5,1,1,1,1,1,1,2,1
95,7,1,1,1,1,1,1,2,2
95,8,1,1,1,1,1,1,2,1
95,9,1,1,1,1,1,1,2,1
96,1,1,1,1,1,1,1,2,1
96,2,1,1,1,1,1,1,2,1
96,3,1,1,1,1,2,1,2,1
96,4,1,1,1,1,2,1,2,1
96,5,1,2,1,1,1,1,2,1
96,6,1,1,1,1,1,1,2,1
96,7,1,2,1,1,1,1,2,1
96,8,1,1,1,1,1,1,2,1
96,9,1,1,1,1,1,1,2,1
97,1,1,2,1,2,2,3,2,2
97,2,1,1,1,1,1,1,2,1
97,3,1,2,1,2,2,3,2,2
97,4,1,1,1,1,1,1,2,1
97,5,1,1,1,1,1,1,2,1
97,6,1,1,1,1,1,1,2,1
97,7,1,1,1,1,1,1,2,1
97,8,1,2,1,2,2,3,2,1
97,9,1,1,1,1,1,1,2,1
98,1,1,2,1,2,2,2,2,2
98,2,1,3,1,6,2,2,2,2
98,3,1,1,1,1,1,1,2,1
98,4,1,1,1,1,1,1,2,1
98,5,1,1,1,1,1,1,2,1
98,6,1,1,1,1,1,1,2,1
98,7,1,2,1,8,2,3,2,2
98,8,1,1,1,1,1,1,2,1
98,9,1,1,1,1,1,1,2,1
99,1,1,1,1,1,1,1,2,1
99,2,1,3,1,8,2,2,2,2
99,3,1,1,1,1,1,1,2,1
99,4,1,1,1,1,1,1,2,1
99,5,1,2,1,15,2,3,2,2
99,6,1,2,1,2,2,2,2,2
99,7,1,3,1,6,2,2,2,2
99,8,1,2,1,2,2,2,2,2
99,9,1,1,1,2,2,2,2,2
100,1,1,2,1,1,1,1,1,1
100,2,1,2,1,1,1,1,2,1
100,3,1,3,1,1,1,1,2,2
100,4,1,1,1,1,1,1,2,1
