"grappe","exploitation","passage","s9q00","s9q01","s9q02a","s9q02d","s9q02e","s9q02f","s9q03","s9q04","s9q05","s9q06","s9q07","s9q08","s9q09","s9q10","s9q11","s9q12a","s9q12b"
407,6,1,1,4,1,1,70,1.79769313486232e+308,3,1,40,1,1,4,1,1,4,500000,4
410,9,1,2,1,25,2,30,1.79769313486232e+308,1,1,998,1,1,2,6,1,3,15000,5
411,9,1,1,1,1,1,43,1.79769313486232e+308,4,1,40,1,1,10,6,1,3,30000,5
414,3,1,1,1,2,2,50,1.79769313486232e+308,3,1,26,5,1,1,2,1,2,50000,5
415,9,1,1,7,1,1,60,1.79769313486232e+308,3,1,17,1,1,10,1,1,3,35000,5
419,9,1,1,1,1,1,43,1.79769313486232e+308,4,1,48,1,1,10,4,1,3,250000,5
422,6,1,1,1,1,1,61,1.79769313486232e+308,2,1,30,4,1,20,1,1,3,100000,5
423,9,1,1,1,1,1,51,1.79769313486232e+308,2,1,22,1,1,0,3,1,4,15000,5
425,3,1,1,1,1,1,34,1.79769313486232e+308,4,2,30,1,1,8,3,1,4,30000,5
425,9,1,1,1,1,1,37,1.79769313486232e+308,6,1,30,1,2,1.79769313486232e+308,3,1,4,54000,5
426,9,1,1,9,9,1,29,1.79769313486232e+308,3,1,55,1,1,10,1,3,4,100000,5
427,3,1,1,1,1,1,65,1.79769313486232e+308,2,1,24,1,1,0,4,1,4,50000,5
428,6,1,1,1,5,2,19,1.79769313486232e+308,2,2,19,2,1,2,2,1,3,10000,4
431,1,1,2,1,11,2,52,1.79769313486232e+308,2,1,34,1,2,1.79769313486232e+308,2,1,2,100000,5
431,3,1,1,1,1,2,43,1.79769313486232e+308,1,1,998,2,1,2,3,1,7,150000,1
431,8,1,2,2,2,2,54,1.79769313486232e+308,2,1,98,1,1,6,4,1,3,204000,5
432,1,1,1,1,1,1,54,1.79769313486232e+308,2,1,998,6,1,5,2,1,3,100000,5
432,5,1,1,1,1,2,64,1.79769313486232e+308,2,1,32,1,1,6,4,1,3,75000,5
432,7,1,1,5,2,2,47,1.79769313486232e+308,2,2,30,5,1,7,2,1,6,40000,5
432,9,1,1,1,1,1,70,1.79769313486232e+308,2,2,38,1,1,11,3,1,2,35000,5
433,1,1,1,2,2,2,47,1.79769313486232e+308,2,2,26,3,2,1.79769313486232e+308,4,1,1,200000,3
433,2,1,1,1,1,1,62,1.79769313486232e+308,4,1,49,1,1,5,5,1,5,1000000,4
433,4,1,1,2,2,2,55,1.79769313486232e+308,2,1,28,1,1,6,2,1,6,250000,4
433,5,1,1,1,1,1,41,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,2,1,1,100000,4
433,9,1,1,1,1,1,40,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,2,1,7,70000,2
435,4,1,1,2,2,2,45,1.79769313486232e+308,1,1,52,1,1,0,4,1,3,10000,1
435,7,1,1,1,1,1,57,1.79769313486232e+308,4,1,998,4,2,1.79769313486232e+308,2,1,3,35000,5
435,9,1,1,1,1,2,58,1.79769313486232e+308,5,1,998,6,1,10,2,1,3,75000,5
437,3,1,1,1,1,1,57,1.79769313486232e+308,5,1,998,1,2,1.79769313486232e+308,6,1,6,25000,5
439,9,1,1,1,1,1,69,1.79769313486232e+308,3,2,35,5,1,0,3,1,2,100000,5
440,3,1,1,1,1,1,45,1.79769313486232e+308,4,2,52,2,1,0,5,1,6,500000,5
440,6,1,1,12,12,1,33,1.79769313486232e+308,6,1,26,1,2,1.79769313486232e+308,1,1,5,40000,5
441,6,1,1,1,1,1,69,1.79769313486232e+308,2,2,27,6,1,15,2,2,3,25000,5
441,9,1,1,1,1,2,63,1.79769313486232e+308,2,1,50,1,1,3,2,1,3,10000,5
442,3,1,1,24,12,1,46,1.79769313486232e+308,4,1,50,1,1,5,4,1,6,100000,5
442,6,1,1,1,1,1,39,1.79769313486232e+308,3,1,39,1,1,10,4,1,2,15000,5
444,9,1,1,1,1,1,51,1.79769313486232e+308,4,1,20,5,1,11,1,1,3,60000,5
448,6,1,1,5,1,1,73,1.79769313486232e+308,2,1,28,1,1,2,1,3,3,500000,5
449,3,1,1,8,1,1,34,1.79769313486232e+308,1,1,30,2,1,0,1,1,7,30000,5
449,6,1,1,2,2,2,43,1.79769313486232e+308,4,1,48,2,2,1.79769313486232e+308,4,1,6,15000,5
450,3,1,1,1,1,1,51,1.79769313486232e+308,2,1,30,3,1,5,2,1,3,15000,5
450,9,1,1,9,9,1,21,1.79769313486232e+308,4,1,26,1,1,0,1,1,3,10000,5
452,9,1,1,1,1,1,53,1.79769313486232e+308,4,1,40,1,1,20,2,1,4,100000,5
453,6,1,1,1,1,1,61,1.79769313486232e+308,2,1,37,1,1,20,2,1,3,100000,2
453,9,1,1,18,1,1,83,1.79769313486232e+308,2,1,45,1,1,20,2,1,3,150000,4
454,9,1,1,1,1,1,60,1.79769313486232e+308,2,1,998,5,1,1,2,1,3,10000,2
456,3,1,1,1,1,1,58,1.79769313486232e+308,2,2,35,1,1,6,2,1,3,50000,4
469,3,1,2,10,16,1,26,1.79769313486232e+308,4,1,34,6,1,14,2,1,3,30000,2
469,6,1,1,1,1,1,30,1.79769313486232e+308,4,2,27,1,1,7,2,1,6,10000,5
471,3,1,1,1,1,1,56,1.79769313486232e+308,6,1,30,5,2,1.79769313486232e+308,2,1,3,150000,1
473,6,1,1,1,1,1,69,1.79769313486232e+308,1,1,39,1,1,10,2,1,3,35000,4
475,3,1,1,1,1,1,51,1.79769313486232e+308,2,1,20,1,1,2,3,1,3,50000,3
476,3,1,1,1,1,1,55,1.79769313486232e+308,2,2,30,1,1,1,2,1,3,75000,4
479,3,1,1,1,1,1,60,1.79769313486232e+308,3,1,25,1,1,2,2,1,3,5000,3
480,3,1,1,1,1,1,34,1.79769313486232e+308,4,1,36,1,1,5,2,1,3,10000,2
480,9,1,1,1,1,1,40,1.79769313486232e+308,1,2,47,1,1,14,4,1,3,50000,4
486,6,1,1,1,1,1,57,1.79769313486232e+308,4,1,25,1,1,3,2,1,6,10000,4
487,3,1,1,1,1,1,30,1.79769313486232e+308,4,1,26,1,1,0,2,1,3,10000,4
488,6,1,1,6,1,1,68,1.79769313486232e+308,4,1,28,1,1,0,2,1,3,50000,4
490,3,1,1,1,3,2,60,1.79769313486232e+308,1,1,20,1,2,1.79769313486232e+308,2,1,4,40000,1
490,9,1,1,2,2,2,60,1.79769313486232e+308,2,1,30,3,1,0,2,1,3,100000,4
495,3,1,1,1,2,2,59,1.79769313486232e+308,2,1,46,1,1,20,3,1,6,35000,3
498,1,1,1,2,2,2,26,1.79769313486232e+308,4,1,30,4,2,1.79769313486232e+308,2,1,3,50000,5
498,2,1,1,1,1,2,63,1.79769313486232e+308,2,1,40,1,2,1.79769313486232e+308,6,1,3,50000,5
498,4,1,1,2,2,2,25,1.79769313486232e+308,4,1,23,2,2,1.79769313486232e+308,2,1,3,100000,5
498,5,1,1,1,1,1,44,1.79769313486232e+308,4,1,50,6,2,1.79769313486232e+308,2,1,3,50000,5
498,6,1,1,2,2,2,49,1.79769313486232e+308,2,2,20,3,1,0,4,1,3,30000,5
499,1,1,1,1,1,2,52,1.79769313486232e+308,4,2,40,5,2,1.79769313486232e+308,2,1,3,45000,5
499,2,1,2,1,2,2,60,1.79769313486232e+308,2,1,30,2,2,1.79769313486232e+308,2,1,3,50000,4
499,5,1,1,1,1,1,60,1.79769313486232e+308,2,1,30,1,2,1.79769313486232e+308,3,1,3,50000,5
499,9,1,1,1,1,1,49,1.79769313486232e+308,4,1,40,2,2,1.79769313486232e+308,1,1,3,20000,4
500,1,1,1,1,1,1,62,1.79769313486232e+308,4,1,40,2,2,1.79769313486232e+308,4,1,3,50000,4
500,2,1,1,1,1,1,34,1.79769313486232e+308,4,1,30,1,2,1.79769313486232e+308,1,1,5,200000,5
500,3,1,1,1,1,1,60,1.79769313486232e+308,4,1,45,5,2,1.79769313486232e+308,5,1,3,50000,5
500,4,1,1,2,2,2,28,1.79769313486232e+308,4,1,40,1,2,1.79769313486232e+308,2,1,3,3000,5
500,5,1,1,1,1,1,59,1.79769313486232e+308,5,2,70,1,2,1.79769313486232e+308,1,1,3,10000,5
500,6,1,1,1,1,1,42,1.79769313486232e+308,4,1,30,2,2,1.79769313486232e+308,2,1,3,4000,2
500,8,1,1,1,1,1,48,1.79769313486232e+308,4,1,50,2,2,1.79769313486232e+308,1,1,6,10000,5
500,9,1,1,1,1,1,53,1.79769313486232e+308,6,1,45,5,2,1.79769313486232e+308,2,1,3,5000,5
501,2,1,1,1,1,1,42,1.79769313486232e+308,6,1,19,1,1,0,2,1,3,10000,2
501,5,1,1,1,1,1,77,1.79769313486232e+308,4,1,30,4,1,5,2,1,3,20000,1
501,7,1,1,2,2,2,46,1.79769313486232e+308,5,1,40,6,2,1.79769313486232e+308,2,1,3,20000,2
501,9,1,1,1,1,1,45,1.79769313486232e+308,6,1,42,1,1,7,6,1,3,50000,2
504,1,1,2,1,1,2,54,1.79769313486232e+308,1,1,998,4,1,0,1,2,3,25000,1
504,2,1,1,1,1,1,53,1.79769313486232e+308,6,2,45,6,2,1.79769313486232e+308,6,1,3,50000,2
504,4,1,1,1,1,1,50,1.79769313486232e+308,2,1,32,1,1,0,4,2,6,25000,4
504,8,1,1,1,1,1,52,1.79769313486232e+308,4,1,39,4,1,0,1,1,3,100000,1
504,9,1,1,1,1,1,57,1.79769313486232e+308,6,1,50,4,2,1.79769313486232e+308,3,1,3,25000,4
505,1,1,1,1,1,1,33,1.79769313486232e+308,3,2,60,4,1,1,1,2,3,15000,4
505,2,1,1,1,1,1,82,1.79769313486232e+308,2,1,36,1,1,0,4,1,3,20000,1
505,6,1,1,1,1,1,38,1.79769313486232e+308,6,1,30,6,1,3,5,1,3,150000,4
505,7,1,3,1,1,1,35,1.79769313486232e+308,4,1,37,2,1,0,1,3,3,20000,2
505,8,1,1,3,1,2,60,1.79769313486232e+308,2,2,40,2,1,0,2,1,3,15000,1
505,9,1,1,1,1,2,39,1.79769313486232e+308,4,2,30,6,1,0,2,1,3,20000,4
506,3,1,1,2,1,2,75,1.79769313486232e+308,2,1,36,6,1,0,2,1,3,10000,1
506,4,1,1,1,1,1,67,1.79769313486232e+308,2,1,35,2,1,0,1,2,6,20000,4
506,5,1,1,1,1,1,44,1.79769313486232e+308,4,1,50,1,1,0,2,1,3,30000,4
507,1,1,1,2,2,2,26,1.79769313486232e+308,4,1,32,2,1,0,1,1,3,15000,1
507,4,1,1,1,1,2,78,1.79769313486232e+308,4,1,52,2,1,6,2,1,3,25000,4
507,5,1,1,2,1,1,34,1.79769313486232e+308,4,2,50,1,2,1.79769313486232e+308,3,2,3,25000,4
507,7,1,1,1,1,1,51,1.79769313486232e+308,6,1,56,6,1,1,4,1,3,100000,4
507,9,1,2,1,1,1,65,1.79769313486232e+308,5,1,46,4,1,1,1,1,3,10000,4
508,9,1,1,6,2,2,34,1.79769313486232e+308,1,1,45,1,1,98,2,1,3,30000,2
509,9,1,1,1,1,1,45,1.79769313486232e+308,3,1,24,1,1,1,3,1,3,300000,4
510,9,1,2,1,1,1,41,1.79769313486232e+308,3,1,22,1,1,1,2,2,3,400000,4
511,3,1,1,1,1,1,63,1.79769313486232e+308,3,1,22,1,1,1,3,1,3,150000,2
512,9,1,1,1,1,1,55,1.79769313486232e+308,4,1,26,1,1,1,2,1,3,250000,2
513,6,1,2,5,1,1,70,1.79769313486232e+308,3,1,35,3,2,1.79769313486232e+308,5,1,3,25000,3
515,6,1,1,1,7,1,23,1.79769313486232e+308,2,1,54,1,1,0,1,1,1,25000,5
516,6,1,1,13,12,1,26,1.79769313486232e+308,4,1,28,1,1,0,3,1,7,60000,5
516,9,1,1,6,6,1,26,1.79769313486232e+308,4,1,18,3,1,0,3,1,7,10000,5
517,6,1,1,1,1,1,62,1.79769313486232e+308,2,1,28,5,1,3,1,1,3,75000,3
520,6,1,1,11,11,1,40,1.79769313486232e+308,5,1,45,1,1,2,2,1,3,90000,4
520,9,1,1,1,1,1,46,1.79769313486232e+308,4,1,50,1,1,1,3,1,3,25000,3
521,6,1,1,1,1,1,65,1.79769313486232e+308,4,1,56,1,1,2,4,1,3,600000,4
522,6,1,1,1,1,1,78,1.79769313486232e+308,6,1,35,6,2,1.79769313486232e+308,3,1,3,30000,2
524,3,1,1,2,5,2,80,1.79769313486232e+308,2,1,40,1,1,5,4,1,3,100000,5
524,9,1,1,1,2,2,41,1.79769313486232e+308,4,2,17,1,1,10,2,1,1,5000,4
526,9,1,1,1,4,2,32,1.79769313486232e+308,1,1,45,1,1,20,1,3,1,60000,1
529,3,1,1,1,1,1,61,1.79769313486232e+308,2,1,40,1,1,0,4,1,3,60000,4
529,9,1,1,1,1,1,75,1.79769313486232e+308,2,2,25,1,1,4,1,1,3,30000,4
530,3,1,1,1,1,1,40,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,25000,1.79769313486232e+308
535,3,1,1,1,1,1,43,1.79769313486232e+308,5,1,998,2,2,1.79769313486232e+308,2,1,4,75000,4
537,6,1,1,1,1,1,52,1.79769313486232e+308,2,1,19,1,1,0,3,1,3,200000,4
538,3,1,1,1,1,1,62,1.79769313486232e+308,2,1,26,1,1,2,3,1,4,130000,4
538,6,1,1,1,1,1,31,1.79769313486232e+308,4,1,33,1,1,2,2,1,4,150000,4
538,9,1,2,1,1,1,74,1.79769313486232e+308,2,1,24,3,1,2,2,1,4,100000,4
539,6,1,1,1,1,1,49,1.79769313486232e+308,4,1,23,1,1,3,2,1,3,25000,2
540,6,1,1,1,1,1,39,1.79769313486232e+308,4,1,27,1,1,3,2,1,3,12000,2
541,3,1,1,1,1,1,30,1.79769313486232e+308,4,1,30,1,1,5,2,1,4,30000,2
541,6,1,1,1,1,1,32,1.79769313486232e+308,4,1,28,1,1,3,2,1,4,25000,2
541,9,1,1,1,1,1,65,1.79769313486232e+308,4,2,25,1,1,3,2,1,4,25000,2
542,3,1,1,1,1,1,30,1.79769313486232e+308,4,1,998,4,1,1,2,2,4,30000,4
546,6,1,1,1,4,1,21,1.79769313486232e+308,4,1,35,1,1,35,2,1,3,10000,2
547,6,1,1,1,1,1,50,1.79769313486232e+308,1,1,20,1,1,0,2,1,3,100000,4
548,3,1,1,1,1,1,65,1.79769313486232e+308,2,1,40,1,1,3,4,1,5,100000,2
548,6,1,1,1,1,1,60,1.79769313486232e+308,2,1,31,1,1,4,4,1,3,50000,2
549,9,1,1,1,1,1,52,1.79769313486232e+308,6,1,50,2,2,1.79769313486232e+308,6,1,3,100000,4
550,3,1,1,1,1,1,58,1.79769313486232e+308,6,1,40,1,2,1.79769313486232e+308,1,2,3,50000,3
551,6,1,1,1,1,1,55,1.79769313486232e+308,4,1,35,2,1,5,2,1,4,100000,4
551,9,1,1,1,1,1,52,1.79769313486232e+308,4,1,40,1,1,5,2,1,3,100000,4
552,3,1,1,1,1,1,47,1.79769313486232e+308,4,1,38,1,1,10,2,1,3,50000,5
552,9,1,1,1,1,1,74,1.79769313486232e+308,2,1,30,1,1,0,1,1,3,40000,5
554,3,1,1,1,2,2,36,1.79769313486232e+308,4,1,998,1,1,13,4,1,3,100000,5
556,3,1,1,1,10,1,30,1.79769313486232e+308,5,1,33,6,1,0,2,1,3,40000,4
556,9,1,1,1,1,1,62,1.79769313486232e+308,2,1,25,3,1,3,4,1,6,40000,4
559,6,1,1,1,1,1,52,1.79769313486232e+308,2,1,32,3,1,16,1,1,4,10000,5
560,3,1,1,5,1,1,65,1.79769313486232e+308,3,1,46,2,1,10,2,1,3,90000,4
561,6,1,1,1,1,1,56,1.79769313486232e+308,2,1,20,2,1,0,6,1,3,125000,4
562,6,1,1,3,1,1,82,1.79769313486232e+308,2,1,42,1,1,12,1,2,3,100000,5
565,9,1,1,1,1,1,74,1.79769313486232e+308,2,1,29,1,1,5,3,1,6,100000,4
567,3,1,1,1,1,1,57,1.79769313486232e+308,2,1,22,1,1,4,6,2,6,25000,4
568,9,1,1,1,1,1,56,1.79769313486232e+308,2,1,36,6,1,13,2,2,6,45000,4
569,3,1,1,1,1,1,32,1.79769313486232e+308,4,1,40,1,1,3,2,1,3,3000,5
570,3,1,1,2,2,2,34,1.79769313486232e+308,1,1,40,1,1,0,2,1,3,70000,5
571,3,1,1,1,1,1,35,1.79769313486232e+308,6,1,24,1,2,1.79769313486232e+308,3,1,7,40000,5
572,3,1,1,1,1,2,57,1.79769313486232e+308,2,1,35,1,1,3,2,1,3,10000,4
572,6,1,1,1,1,1,51,1.79769313486232e+308,2,1,50,4,2,1.79769313486232e+308,2,1,3,25000,1
576,3,1,1,1,1,1,40,1.79769313486232e+308,4,1,35,1,1,2,3,1,6,25000,4
576,6,1,1,1,1,1,70,1.79769313486232e+308,2,1,30,1,1,5,2,1,6,15000,1
576,9,1,1,1,1,1,62,1.79769313486232e+308,4,1,54,1,1,2,2,1,2,15000,1
577,9,1,1,1,1,1,42,1.79769313486232e+308,2,1,20,2,1,5,3,1,3,50000,3
578,3,1,1,1,2,2,54,1.79769313486232e+308,2,1,23,2,1,3,6,1,3,100000,4
579,3,1,1,1,1,1,67,1.79769313486232e+308,2,1,28,2,1,7,3,1,3,70000,5
581,3,1,1,1,1,1,35,1.79769313486232e+308,4,1,30,1,2,1.79769313486232e+308,5,1,4,75000,2
585,6,1,1,1,1,1,56,1.79769313486232e+308,4,1,45,6,1,0,3,1,3,7500,3
585,9,1,1,1,1,1,53,1.79769313486232e+308,2,2,23,4,1,0,3,1,3,15000,5
586,9,1,1,1,1,1,68,1.79769313486232e+308,3,1,18,3,1,0,3,1,7,150000,5
588,3,1,1,1,1,1,47,1.79769313486232e+308,2,1,27,2,2,1.79769313486232e+308,4,1,6,500000,4
588,9,1,1,2,1,1,60,1.79769313486232e+308,2,1,20,3,2,1.79769313486232e+308,6,1,2,300000,4
592,3,1,1,1,1,1,40,1.79769313486232e+308,2,1,19,1,1,2,4,1,3,50000,3
592,6,1,1,1,1,1,70,1.79769313486232e+308,2,1,45,1,1,5,4,1,3,100000,5
592,9,1,1,1,1,1,66,1.79769313486232e+308,2,1,19,1,1,2,4,1,6,50000,5
594,3,1,2,1,1,1,63,1.79769313486232e+308,2,1,37,1,1,15,2,1,3,20000,2
594,9,1,1,1,1,1,66,1.79769313486232e+308,2,1,40,1,1,20,3,1,3,5000,2
595,3,1,1,1,1,1,67,1.79769313486232e+308,2,1,27,3,1,5,4,1,3,50000,4
595,6,1,1,1,1,1,45,1.79769313486232e+308,4,1,45,1,1,15,4,1,3,10000,5
595,9,1,1,1,1,1,60,1.79769313486232e+308,2,1,36,1,1,3,4,1,3,50000,4
599,3,1,1,1,1,1,43,1.79769313486232e+308,4,1,40,4,1,20,2,1,4,12500,1
600,3,1,1,1,1,1,42,1.79769313486232e+308,5,1,30,1,1,5,2,1,6,15000,2
600,6,1,1,4,1,1,55,1.79769313486232e+308,2,2,20,1,1,2,3,1,2,20000,4
600,9,1,1,1,1,1,48,1.79769313486232e+308,4,1,32,1,1,9,2,1,3,10000,2
602,9,1,1,1,10,2,53,1.79769313486232e+308,2,1,30,3,1,20,2,1,3,50000,4
603,3,1,1,3,1,1,94,1.79769313486232e+308,2,1,70,6,1,10,6,1,3,1000000,3
603,6,1,1,1,1,1,60,1.79769313486232e+308,2,1,32,5,1,7,2,1,3,20000,4
605,6,1,1,1,1,1,77,1.79769313486232e+308,2,1,29,1,1,7,6,1,6,30000,4
606,9,1,1,1,10,1,61,1.79769313486232e+308,4,1,40,2,1,10,2,1,6,25000,4
607,3,1,1,1,1,1,54,1.79769313486232e+308,2,1,25,1,2,1.79769313486232e+308,2,1,4,50000,1
607,6,1,1,1,1,1,35,1.79769313486232e+308,4,1,21,1,2,1.79769313486232e+308,2,1,3,20000,2
607,9,1,1,1,1,1,58,1.79769313486232e+308,2,1,18,1,2,1.79769313486232e+308,2,1,3,10000,5
610,3,1,1,3,1,1,79,1.79769313486232e+308,2,2,37,1,1,22,4,1,2,100000,3
610,6,1,2,1,1,1,55,1.79769313486232e+308,4,1,35,1,1,4,2,1,3,1000000,3
610,9,1,1,1,1,1,27,1.79769313486232e+308,4,1,25,2,1,8,4,1,3,2500000,3
611,6,1,1,1,1,1,43,1.79769313486232e+308,6,1,41,4,2,1.79769313486232e+308,4,1,7,400000,1
612,9,1,1,1,4,2,37,1.79769313486232e+308,4,1,62,1,1,35,2,1,3,75000,4
614,1,1,1,1,2,2,26,1.79769313486232e+308,4,1,44,4,2,1.79769313486232e+308,2,1,3,10000,1
614,2,1,2,1,1,1,60,1.79769313486232e+308,5,1,50,6,1,12,2,1,3,50000,2
614,4,1,2,2,2,2,52,1.79769313486232e+308,2,2,28,5,1,2,2,1,3,15000,1
614,5,1,1,6,6,2,30,1.79769313486232e+308,4,1,51,6,1,2,2,1,3,50000,2
614,6,1,1,1,1,1,42,1.79769313486232e+308,4,1,48,6,1,5,2,1,3,20000,1
614,9,1,1,2,2,2,53,1.79769313486232e+308,2,1,28,5,1,3,2,1,3,10000,2
615,1,1,1,1,1,1,42,1.79769313486232e+308,4,1,36,6,1,5,2,1,3,20000,2
615,2,1,1,1,1,1,68,1.79769313486232e+308,2,2,46,6,1,7,2,1,3,35000,2
615,4,1,1,2,2,2,37,1.79769313486232e+308,4,1,998,4,1,6,2,1,3,10000,1
615,5,1,1,2,1,1,36,1.79769313486232e+308,4,1,46,5,2,1.79769313486232e+308,4,1,3,100000,2
615,6,1,1,2,1,1,57,1.79769313486232e+308,2,2,33,4,1,7,2,1,3,20000,1
615,7,1,1,2,2,2,35,1.79769313486232e+308,5,2,36,5,1,5,2,1,3,15000,2
615,8,1,1,8,8,1,26,1.79769313486232e+308,4,2,22,5,2,1.79769313486232e+308,2,1,3,10000,1
615,9,1,1,1,1,2,42,1.79769313486232e+308,4,1,40,6,1,8,2,1,3,50000,2
616,1,1,1,1,1,1,65,1.79769313486232e+308,2,1,40,4,1,10,4,1,3,50000,2
616,2,1,1,2,2,2,39,1.79769313486232e+308,4,1,56,6,2,1.79769313486232e+308,4,1,3,50000,2
616,3,1,1,1,1,1,48,1.79769313486232e+308,4,1,56,4,1,6,2,1,3,30000,1
616,4,1,1,1,1,1,50,1.79769313486232e+308,4,2,36,4,1,5,2,1,3,20000,2
616,6,1,1,2,2,2,32,1.79769313486232e+308,4,1,42,6,1,2,2,1,3,25000,2
616,7,1,2,1,2,2,24,1.79769313486232e+308,4,1,28,1,2,1.79769313486232e+308,3,1,3,15000,1
616,8,1,1,12,12,2,48,1.79769313486232e+308,4,1,32,6,1,8,1,2,3,25000,1
616,9,1,2,1,2,2,54,1.79769313486232e+308,2,1,45,5,1,10,2,1,3,25000,1
619,9,1,1,1,1,1,75,1.79769313486232e+308,3,1,40,5,1,15,2,1,3,100000,4
622,3,1,1,1,1,1,57,1.79769313486232e+308,2,1,30,1,1,4,2,1,4,100000,4
627,9,1,4,1,1,1,58,1.79769313486232e+308,2,1,25,4,1,2,2,1,3,30000,3
628,6,1,1,1,1,1,54,1.79769313486232e+308,4,1,60,3,2,1.79769313486232e+308,2,1,3,100000,3
632,3,1,1,1,1,1,25,1.79769313486232e+308,4,1,29,1,1,5,2,1,3,10000,1
633,3,1,1,2,2,1,25,1.79769313486232e+308,4,1,26,1,1,0,2,1,3,3000,1
633,9,1,1,1,1,1,64,1.79769313486232e+308,2,1,35,1,1,0,2,1,3,25000,1
642,9,1,1,13,13,2,27,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,2,1,6,25000,4
649,6,1,1,1,1,1,60,1.79769313486232e+308,5,1,35,1,1,4,2,1,6,25000,4
657,9,1,1,1,1,1,62,1.79769313486232e+308,1,1,43,1,2,1.79769313486232e+308,2,1,3,75000,5
660,2,1,1,1,1,1,45,1.79769313486232e+308,5,1,41,1,2,1.79769313486232e+308,2,1,6,60000,5
660,7,1,1,1,1,2,59,1.79769313486232e+308,1,1,72,1,2,1.79769313486232e+308,2,1,3,80000,5
660,8,1,1,1,1,1,33,1.79769313486232e+308,6,1,36,1,2,1.79769313486232e+308,2,1,7,65000,5
660,9,1,1,1,1,1,51,1.79769313486232e+308,6,1,49,1,2,1.79769313486232e+308,2,1,7,148000,5
661,1,1,1,1,1,1,31,1.79769313486232e+308,4,1,29,1,2,1.79769313486232e+308,1,1,5,80000,5
661,9,1,1,1,1,1,44,1.79769313486232e+308,4,1,51,6,1,21,2,1,3,100000,1
662,1,1,1,1,1,1,53,1.79769313486232e+308,4,1,28,4,1,3,4,1,3,100000,5
662,7,1,1,1,1,2,40,1.79769313486232e+308,5,1,29,4,2,1.79769313486232e+308,2,1,3,25000,5
663,1,1,1,1,1,1,66,1.79769313486232e+308,2,1,27,4,1,3,4,1,3,50000,1
663,3,1,1,1,1,1,40,1.79769313486232e+308,6,1,37,6,2,1.79769313486232e+308,2,1,3,40000,4
663,5,1,1,1,2,2,25,1.79769313486232e+308,5,1,40,1,2,1.79769313486232e+308,3,1,6,5000,4
663,8,1,1,1,7,1,6,1.79769313486232e+308,4,1,26,4,1,1,4,3,3,15000,4
664,1,1,1,1,1,1,63,1.79769313486232e+308,2,1,35,4,1,10,2,1,3,15000,2
664,3,1,1,1,1,1,37,1.79769313486232e+308,6,1,35,5,2,1.79769313486232e+308,3,1,6,50000,4
664,6,1,2,1,1,1,47,1.79769313486232e+308,4,1,44,4,2,1.79769313486232e+308,6,1,2,50000,4
664,8,1,1,1,13,2,60,1.79769313486232e+308,2,1,25,3,1,8,4,1,3,750000,4
665,3,1,1,1,1,1,38,1.79769313486232e+308,5,1,50,1,2,1.79769313486232e+308,4,1,3,15000,4
665,4,1,1,1,10,2,5,1.79769313486232e+308,3,1,38,5,1,15,2,1,3,50000,3
665,5,1,1,1,1,2,38,1.79769313486232e+308,1,1,50,3,1,0,2,1,3,40000,1
665,8,1,1,1,9,2,72,1.79769313486232e+308,3,1,48,6,1,26,2,1,3,50000,1
665,9,1,2,1,1,1,61,1.79769313486232e+308,3,2,40,5,1,18,2,1,6,30000,3
666,1,1,1,9,10,2,66,1.79769313486232e+308,2,1,42,1,1,0,4,1,2,20000,3
666,2,1,1,1,2,2,37,1.79769313486232e+308,4,1,45,2,2,1.79769313486232e+308,2,1,3,50000,1
666,3,1,1,2,2,2,65,1.79769313486232e+308,2,1,24,2,1,0,3,1,3,100000,2
666,6,1,1,1,1,1,90,1.79769313486232e+308,2,1,50,1,1,15,2,1,3,15000,2
666,7,1,1,2,2,2,19,1.79769313486232e+308,4,1,40,1,2,1.79769313486232e+308,1,1,3,15000,4
666,9,1,1,2,2,2,23,1.79769313486232e+308,4,1,30,2,2,1.79769313486232e+308,3,1,6,5000,4
669,9,1,1,1,1,1,55,1.79769313486232e+308,2,1,28,1,1,4,4,1,3,50000,5
670,6,1,1,1,1,1,67,1.79769313486232e+308,6,1,45,1,2,1.79769313486232e+308,2,2,4,50000,4
673,9,1,1,1,1,1,37,1.79769313486232e+308,4,1,35,2,1,3,5,1,7,50000,5
674,3,1,1,1,1,1,73,1.79769313486232e+308,2,1,998,1,1,8,2,1,4,150000,4
677,3,1,1,4,4,1,33,1.79769313486232e+308,4,1,30,1,1,6,2,1,3,75000,5
677,6,1,1,4,1,1,85,1.79769313486232e+308,2,1,998,1,2,1.79769313486232e+308,2,1,3,35000,5
678,3,1,1,1,1,1,49,1.79769313486232e+308,2,1,18,2,1,6,1,1,3,25000,5
695,6,1,1,1,1,1,59,1.79769313486232e+308,5,1,998,4,2,1.79769313486232e+308,2,1,3,50000,4
697,3,1,1,1,13,1,23,1.79769313486232e+308,6,1,98,1,2,1.79769313486232e+308,4,1,6,50000,5
