"grappe","passage","exploitation","s6q00","s6q01","s6q02","s6q03","s6q04","s6q05","s6q06","s6q07a","s6q07b","s6q08","s6q09a","s6q09b","s6q09c","s6q10","s6q11a","s6q11b","s6q11c","s6q12","s6q13","s6q14","s6q15","s6q16a","s6q16b"
197,1,1,1,4,12,2,3,5,3,34,34,300,5,0,10,300,5,0,5,4,2,2,6,1,3
197,1,2,1,4,10,2,3,5,3,34,34,60,3,0,14,60,3,0,6,4,2,2,6,1,3
197,1,3,1,4,4,2,3,5,3,22,34,610,2,0,4,610,3,0,3,4,2,2,6,1,3
197,1,4,8,4,8,2,3,3,2,34,34,200,4,0,16,200,16,0,10,4,2,2,6,1,3
197,1,5,1,4,11,2,3,3,4,34,34,800,11,0,20,800,11,0,13,4,2,2,6,1,3
197,1,6,1,4,7,2,3,5,3,34,34,872,12,0,10,872,12,0,9,4,2,2,6,1,3
197,1,7,1,4,7,2,3,5,3,34,34,730,8,0,15,730,8,0,8,4,2,2,6,1,3
197,1,8,7,4,8,2,3,5,3,34,34,900,12,0,17,900,12,0,9,4,2,2,6,1,3
197,1,9,1,4,14,2,3,3,3,34,34,240,2,0,13,240,2,0,9,4,2,2,6,1,3
198,1,1,1,4,13,2,3,5,3,34,34,200,1,0,10,200,1,0,6,4,2,2,6,1,3
198,1,2,1,4,11,2,3,5,3,34,34,630,3,0,15,630,3,0,10,4,2,2,6,1,3
198,1,3,1,4,9,2,3,5,3,34,34,520,3,0,15,520,4,1,9,4,2,2,6,1,3
198,1,4,1,4,13,2,3,5,3,34,34,753,7,0,16,753,8,0,12,4,2,2,6,1,3
198,1,5,1,4,6,2,3,5,3,34,34,943,6,0,17,944,7,0,13,4,2,2,6,1,3
198,1,6,9,4,10,2,3,5,3,34,34,327,2,0,14,327,3,0,6,3,2,2,6,1,3
198,1,7,1,4,15,2,3,5,3,34,34,738,10,0,18,738,11,0,6,4,2,2,6,1,3
198,1,8,1,4,7,2,3,5,3,34,34,930,9,0,15,930,9,0,10,4,2,2,6,1,3
198,1,9,1,4,6,2,3,5,3,34,34,810,12,0,16,811,13,1,12,4,2,2,6,1,3
199,1,1,1,3,8,7,3,5,4,22,22,900,10,0,10,900,10,0,15,4,2,2,4,1,3
199,1,2,1,3,6,7,3,5,4,22,22,1000,20,0,30,900,20,0,30,4,2,2,6,1,3
199,1,3,1,4,6,7,3,5,4,22,22,900,15,0,15,900,20,0,20,3,2,2,6,1,3
199,1,4,1,4,8,7,3,5,4,22,22,2,20,0,20,1000,20,0,20,3,2,2,6,1,3
199,1,5,1,4,16,7,3,5,4,22,22,900,20,0,20,900,20,0,20,3,2,2,6,1,3
199,1,6,1,4,6,7,3,5,4,22,22,1000,20,0,20,1000,20,0,20,3,2,2,6,1,3
199,1,7,1,4,6,7,3,5,4,22,22,1000,30,0,30,1000,30,0,30,3,2,2,6,1,3
199,1,8,1,4,8,7,3,5,4,22,22,1000,22,0,22,1000,22,0,22,3,2,2,6,1,3
199,1,9,1,3,5,7,3,5,4,22,22,910,18,0,20,910,20,0,20,3,2,2,6,1,3
200,1,1,1,3,4,2,3,3,3,34,32,300,5,0,15,50,2,0,2,4,2,2,6,1,3
200,1,2,1,4,4,2,3,3,3,22,22,50,2,0,30,50,2,0,2,4,3,2,6,1,3
200,1,3,1,4,5,2,3,3,2,34,21,750,5,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,3
200,1,4,1,3,4,2,3,3,3,34,21,200,2,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,3,1,3
200,1,5,1,4,3,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
200,1,6,1,3,3,2,3,2,3,22,22,300,5,0,15,1000,20,1,0,4,2,2,6,1,3
200,1,7,1,4,8,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
200,1,8,1,4,7,2,2,3,2,21,34,700,5,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
200,1,9,30,4,7,2,3,5,3,34,34,30,2,0,10,30,2,0,5,4,2,2,6,1,3
201,1,1,20,4,6,2,1,3,2,33,33,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
201,1,2,8,4,12,2,3,3,2,34,34,100,1,0,2,100,1,0,2,4,2,2,6,1,3
201,1,3,1,4,4,2,3,3,2,34,34,900,5,0,10,900,5,0,5,4,2,2,6,1,3
201,1,4,1,4,3,2,1,3,2,34,21,150,2,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
201,1,5,1,4,8,2,1,3,2,34,21,300,4,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
201,1,6,17,4,9,2,1,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,3
201,1,7,1,3,3,2,3,5,3,34,34,100,2,0,2,100,2,0,2,4,2,2,6,1,3
201,1,8,1,3,3,2,3,3,2,34,21,300,5,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
201,1,9,1,3,6,2,1,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
202,1,1,1,4,4,2,3,5,3,34,21,300,5,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,7,1,3
202,1,2,3,4,5,2,3,5,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
202,1,3,9,4,5,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
202,1,4,6,4,4,2,3,5,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,7,1,3
202,1,5,1,4,4,2,3,5,3,34,34,200,5,0,5,200,5,0,2,4,2,2,7,1,3
202,1,6,1,4,2,2,3,5,3,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,7,1,3
202,1,7,1,3,4,2,3,5,3,33,33,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,7,1,3
202,1,8,11,3,5,2,3,5,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
202,1,9,1,4,7,2,3,5,3,34,31,200,2,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
203,1,1,1,4,4,2,3,5,3,34,34,900,13,0,16,900,14,0,12,4,2,2,6,1,3
203,1,2,4,4,10,2,3,4,3,34,34,730,14,0,20,735,15,0,13,4,2,2,6,1,3
203,1,3,1,4,6,2,3,5,3,34,34,230,2,0,15,230,2,0,10,4,2,2,6,1,3
203,1,4,1,4,4,2,3,5,3,34,34,740,15,0,17,750,15,0,12,4,2,2,6,1,3
203,1,5,1,4,8,2,3,5,3,34,34,600,14,0,17,600,14,1,10,3,2,2,6,1,3
203,1,6,1,2,12,2,3,5,3,34,34,340,2,1,14,340,2,0,10,4,2,2,6,1,3
203,1,7,1,4,2,2,3,5,3,34,34,530,8,1,16,532,9,0,10,4,2,2,6,1,3
203,1,8,1,4,14,2,3,5,3,34,34,430,4,0,16,430,4,0,10,4,2,2,6,1,3
203,1,9,1,4,4,2,3,5,3,34,34,200,1,0,14,200,1,0,10,4,2,2,6,1,3
204,1,1,1,3,5,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,3,2,6,1,3
204,1,2,1,3,2,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
204,1,3,1,3,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,1,3,1
204,1,4,1,3,5,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,3,1,3
204,1,5,1,3,3,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
204,1,6,1,3,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
204,1,9,1,3,33,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
205,1,1,1,3,2,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
205,1,2,1,3,3,2,2,2,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,4,1,3
205,1,3,1,3,2,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
205,1,4,1,3,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,1,1,3
205,1,5,1,3,5,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
205,1,6,1,3,7,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,4,1,3
205,1,7,1,2,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1,6,1,3
205,1,8,1,2,5,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
205,1,9,1,3,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
206,1,1,1,3,10,2,3,3,3,14,14,500,5,0,3,500,5,0,3,4,2,2,6,1,3
206,1,2,1,4,4,2,3,5,3,14,34,300,5,0,3,200,5,0,4,2,2,2,6,1,3
206,1,3,1,4,7,2,3,3,3,22,22,100,4,0,4,100,4,0,4,4,2,2,6,1,3
206,1,4,1,4,6,2,5,5,4,34,34,400,12,0,4,200,5,0,2,4,2,2,6,1,3
206,1,5,1,4,5,2,3,5,4,34,22,1000,15,0,4,70,4,0,4,4,2,2,1,1,3
206,1,6,1,4,6,2,3,3,4,34,32,1000,15,0,5,100,2,0,2,4,2,2,6,1,3
206,1,7,1,3,5,2,3,6,3,14,32,500,15,0,5,500,15,0,5,4,2,2,6,1,3
206,1,8,1,3,5,2,3,5,4,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
206,1,9,1,4,6,2,3,5,3,34,34,200,10,0,5,200,10,0,5,2,2,2,6,1,3
207,1,1,1,3,12,1,3,3,3,12,12,1,1,0,1,6,2,0,2,3,2,2,1,3,1
207,1,2,1,4,11,2,3,5,4,13,13,200,5,0,2,200,5,0,2,4,2,2,2,1,3
207,1,3,1,4,8,2,3,5,4,34,34,100,2,0,15,100,2,1,5,2,2,2,6,1,3
207,1,4,1,4,12,2,3,5,3,13,13,10,2,0,3,10,3,0,3,4,2,2,6,1,3
207,1,5,1,3,11,2,3,3,2,14,21,300,5,0,3,300,5,0,3,4,2,2,6,1,3
207,1,6,1,3,5,2,2,3,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,6,1,3
207,1,7,1,4,4,2,3,3,2,34,34,60,1,0,3,60,1,0,3,4,2,2,6,1,2
207,1,8,1,4,6,2,3,3,4,22,34,60,2,0,6,60,2,0,6,2,2,2,6,1,3
207,1,9,1,4,4,2,3,3,4,13,13,10,1,0,1,10,1,0,4,4,2,2,6,1,3
208,1,1,1,4,6,2,3,3,4,14,14,300,3,0,3,300,3,0,3,4,2,2,6,1,3
208,1,2,1,1,12,2,3,2,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,0,0,2,3,2,2,1,1,3
208,1,3,1,4,10,2,3,3,2,34,34,1000,10,0,3,1000,10,0,3,4,2,2,2,1,3
208,1,4,1,3,15,2,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,1,1,3
208,1,5,1,3,12,2,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
208,1,6,1,3,6,2,1,3,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,6,1,3
208,1,7,1,4,3,2,3,5,4,13,13,60,2,0,2,60,2,0,2,4,2,2,6,1,3
208,1,8,1,4,9,2,3,3,3,13,13,60,2,0,4,60,2,0,4,4,1,2,6,1,3
208,1,9,1,4,8,2,3,5,3,21,34,5,1,0,4,20,2,0,4,2,2,2,6,2,1
209,1,1,1,4,5,2,3,5,3,34,34,100,4,0,4,100,4,0,4,4,2,2,6,1,3
209,1,2,1,4,8,2,3,5,4,34,34,300,5,0,3,300,5,0,3,4,2,2,6,1,3
209,1,3,1,4,7,2,3,5,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
209,1,4,1,3,4,2,3,3,3,14,32,500,8,0,8,500,10,0,10,4,2,2,6,1,3
209,1,5,1,3,4,2,3,3,3,14,32,400,5,0,5,400,6,0,6,4,2,2,6,1,3
209,1,6,1,4,8,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
209,1,7,1,4,10,2,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
209,1,8,1,2,5,2,1,1,3,14,14,400,6,0,3,400,4,0,3,4,2,2,6,1,3
209,1,9,1,4,12,2,3,5,3,21,34,100,2,0,2,100,3,0,3,2,2,2,6,1,3
210,1,1,1,4,5,2,3,4,4,21,22,10,3,0,6,10,3,0,5,2,2,2,6,1,3
210,1,2,1,4,3,2,3,5,3,22,22,200,7,0,7,200,7,0,3,2,2,2,6,1,3
210,1,3,1,4,7,2,3,5,3,22,22,100,4,0,6,100,4,0,6,2,2,2,6,1,3
210,1,4,1,4,3,2,3,5,3,22,22,50,3,0,5,50,3,0,3,2,2,2,6,1,3
210,1,5,1,4,8,2,3,3,3,22,22,150,10,0,15,150,10,0,15,2,2,2,6,1,3
210,1,6,1,4,6,2,3,5,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
210,1,7,4,4,12,2,3,5,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
210,1,8,1,4,10,2,3,5,3,22,22,100,6,0,5,100,5,0,6,2,2,2,6,1,3
210,1,9,1,4,3,2,3,5,3,14,32,200,6,0,5,200,6,0,6,2,2,2,6,1,3
211,1,1,1,4,4,2,3,3,2,11,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
211,1,2,1,4,12,2,3,3,2,22,34,100,10,0,8,100,6,0,10,2,2,2,6,1,2
211,1,3,1,4,20,2,3,3,2,22,32,200,10,0,8,200,10,0,8,2,2,2,6,1,3
211,1,4,1,4,14,2,1,3,2,22,34,100,5,0,15,150,5,0,10,2,2,2,6,1,3
211,1,5,1,4,6,2,3,5,2,22,34,200,6,0,10,200,8,0,9,2,2,2,6,1,3
211,1,6,1,4,7,2,3,3,3,22,34,100,4,0,15,100,4,0,15,2,2,2,6,1,3
211,1,7,1,4,15,2,3,3,3,22,34,10,3,0,10,10,3,0,15,2,2,2,6,1,3
211,1,8,1,3,7,2,3,3,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
211,1,9,1,4,5,2,3,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
212,1,1,1,4,10,2,3,5,2,34,21,100,5,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
212,1,2,1,4,8,2,3,3,3,11,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
212,1,3,1,3,12,2,3,3,3,11,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
212,1,4,1,4,8,2,3,3,2,13,22,100,5,0,3,100,5,0,5,2,2,2,6,1,3
212,1,5,1,4,7,2,3,3,2,12,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
212,1,6,1,4,6,2,3,3,2,12,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
212,1,7,1,4,4,2,3,3,2,12,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
212,1,8,1,4,10,2,3,3,3,12,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
212,1,9,1,3,10,2,3,3,2,14,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,0
213,1,1,1,3,5,2,3,3,3,21,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
213,1,3,1,3,3,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
213,1,4,1,3,3,2,3,3,3,21,34,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10,10,1,30,2,2,2,6,1,3
213,1,5,1,3,3,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,4,1,3
213,1,7,1,3,3,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
213,1,8,1,3,2,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
213,1,9,1,3,2,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
214,1,1,1,4,13,2,3,5,4,22,22,100,20,1,20,100,15,1,20,4,2,2,6,1,3
214,1,2,1,4,5,2,3,5,3,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
214,1,3,1,4,7,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
214,1,4,1,3,7,2,3,5,3,21,21,1,10,1,10,1,30,0,30,2,2,2,6,1,3
214,1,5,1,4,10,2,3,5,3,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,3,1
214,1,6,1,4,5,2,3,3,4,21,34,100,15,1,30,100,30,1,30,2,2,2,6,1,3
214,1,7,1,3,3,3,3,5,4,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,6,1,3
214,1,8,1,3,7,3,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,6,1,3
214,1,9,1,3,3,2,3,5,4,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
215,1,1,1,2,2,2,3,3,3,22,42,70,2,0,10,70,2,0,6,5,1.79769313486232e+308,1.79769313486232e+308,3,1,3
215,1,2,1,4,6,2,3,3,3,21,42,10,1,0,4,10,1,0,4,1,2,2,3,1,3
215,1,3,1,3,12,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,3,2,4,1,2
215,1,4,1,4,6,2,3,3,3,22,22,15,2,0,10,15,5,0,10,2,2,2,3,2,3
215,1,5,1,3,8,2,3,3,2,22,41,10,1,0,5,10,1,0,5,2,2,2,3,1,0
215,1,6,5,3,12,2,3,3,3,32,32,20,1,0,5,20,1,0,5,3,3,2,4,1,2
215,1,7,5,4,40,2,3,3,2,12,12,5,1,0,5,5,1,5,5,1,2,2,3,1,2
215,1,8,1,3,20,2,3,3,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,2,2,1
215,1,9,1,4,6,2,2,3,3,21,21,10,1,0,5,10,1,0,5,2,2,2,2,3,1
216,1,1,1,4,6,2,3,3,3,52,52,20,5,0,10,20,5,0,12,4,2,2,6,1,0
216,1,2,12,4,30,2,3,3,3,52,52,90,1,0,10,90,1,0,5,4,2,2,6,1,0
216,1,3,8,4,16,2,3,3,2,22,22,200,1,0,5,200,2,0,6,4,2,2,6,1,0
216,1,4,1,4,4,2,3,3,3,52,52,10,1,0,5,10,1,0,5,4,2,2,6,1,0
216,1,5,1,4,7,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
216,1,6,7,4,12,2,3,3,2,52,52,100,10,0,5,100,10,0,5,3,2,2,6,1,0
216,1,7,7,4,4,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,0
216,1,8,1,4,13,2,3,3,3,52,52,100,2,1,0,100,3,0,20,4,2,1,6,1,0
216,1,9,1,4,10,2,3,3,3,52,52,60,6,0,30,60,6,0,30,4,2,2,6,1,0
217,1,1,1,4,4,2,3,3,3,34,34,70,4,4,10,70,2,6,6,1,2,2,3,1,3
217,1,2,5,4,7,2,3,3,3,22,22,15,2,0,10,15,2,0,10,2,2,2,3,2,3
217,1,3,5,3,28,2,3,3,3,22,22,10,3,0,7,10,3,0,7,2,2,2,3,1,3
217,1,4,1,3,11,2,3,5,3,21,31,5,1,0,10,5,1,0,5,1,2,2,3,1,3
217,1,5,21,3,34,2,3,3,3,22,32,10,5,0,10,10,5,0,10,2,2,2,2,1,3
217,1,6,1,3,6,2,3,5,3,22,32,6,3,0,6,6,3,0,6,1,2,2,3,1,3
217,1,7,5,3,11,2,3,3,2,22,32,10,2,0,6,10,2,0,6,2,2,2,2,3,1
217,1,8,6,3,6,2,3,3,2,22,32,5,1,0,5,5,1,0,5,2,2,2,3,1,3
217,1,9,4,3,9,2,3,5,3,22,32,100,5,0,10,100,5,0,10,2,2,2,3,1,3
218,1,1,1,4,3,2,3,5,3,22,22,50,3,0,4,50,3,0,4,3,2,2,6,1,0
218,1,2,1,4,6,2,3,5,3,22,22,10,2,0,3,10,2,0,3,3,2,2,6,1,0
218,1,3,1,4,3,2,3,5,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
218,1,4,1,4,10,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
218,1,5,1,4,7,2,4,5,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
218,1,6,1,4,3,2,3,5,3,14,14,600,8,0,10,600,8,0,10,3,2,2,6,1,0
