"grappe","passage","exploitation","s6q00","s6q01","s6q02","s6q03","s6q04","s6q05","s6q06","s6q07a","s6q07b","s6q08","s6q09a","s6q09b","s6q09c","s6q10","s6q11a","s6q11b","s6q11c","s6q12","s6q13","s6q14","s6q15","s6q16a","s6q16b"
1,1,1,2,3,2,1,1,3,2,34,34,30,40,1,0,30,40,1,0,2,2,2,6,2,3
1,1,2,1,3,6,1,3,3,4,34,34,100,40,45,0,100,45,1,0,2,2,2,6,1,3
1,1,3,1,3,10,1,1,1,2,34,34,100,45,1,0,100,45,1,0,2,2,2,6,1,3
1,1,4,1,3,20,1,1,1,2,34,34,100,45,1,0,100,45,1,0,2,1,2,6,1,3
1,1,5,1,3,10,1,1,1,2,34,34,100,40,1,0,100,40,1,0,2,1,2,6,1,3
1,1,6,1,3,14,1,1,1,2,34,34,100,40,1,0,100,40,1,0,2,1,2,6,1,3
1,1,7,1,1,4,1,3,1,2,34,34,100,40,1,0,100,40,1,0,2,2,2,6,1,3
1,1,8,1,3,10,1,1,1,2,34,34,100,40,1,0,100,40,1,0,2,2,2,6,1,3
1,1,9,1,3,20,1,3,5,3,14,14,100,30,45,0,100,30,45,0,4,2,2,6,1,3
2,1,1,2,4,5,2,3,3,3,14,14,50,30,1,30,30,30,0,45,3,4,2,7,1,3
2,1,2,1,4,5,2,3,3,3,14,14,100,45,1,45,30,30,0,45,3,4,2,7,1,3
2,1,3,1,4,6,2,3,3,2,14,14,200,30,1,30,200,30,0,30,3,4,2,7,1,3
2,1,4,1,4,10,2,3,3,3,14,14,200,30,1,30,200,30,0,40,3,4,2,7,1,3
2,1,5,1,4,4,2,3,3,2,14,14,200,30,1,10,30,30,0,45,3,4,2,7,1,3
2,1,6,1,4,4,2,3,3,3,14,14,300,20,1,30,300,20,0,30,3,4,2,7,1,3
2,1,7,1,4,10,2,3,3,2,14,14,200,30,1,30,200,30,0,30,3,4,2,7,1,3
2,1,8,1,4,4,2,3,3,2,14,14,200,30,1,30,200,30,0,30,3,4,2,7,1,3
2,1,9,1,4,10,2,3,3,2,14,14,200,30,1,30,200,30,0,30,3,4,2,7,1,2
3,1,1,2,4,4,3,3,3,4,32,32,50,30,1,30,30,30,0,30,4,2,2,7,1,3
3,1,2,1,4,4,2,3,4,4,22,22,20,3,1,15,20,20,0,20,4,2,2,7,1,3
3,1,3,1,5,3,2,3,7,3,14,14,800,45,1,15,800,45,1,15,3,4,2,7,1,3
3,1,4,1,4,15,2,3,3,3,22,22,50,20,1,20,50,50,0,50,3,4,2,7,1,3
3,1,5,1,4,2,2,3,4,4,22,22,50,40,1,30,40,40,0,40,3,4,2,7,1,3
3,1,6,1,4,2,2,3,7,4,14,14,800,40,1,30,800,40,0,40,3,4,2,7,1,3
3,1,7,1,4,3,2,3,7,4,22,22,1,30,1,30,50,5,0,5,3,4,2,7,1,3
3,1,8,1,4,9,2,3,3,3,22,22,200,40,1,40,200,40,0,40,3,4,2,7,1,3
3,1,9,2,4,2,2,3,3,4,14,14,200,25,1,0,200,20,0,45,3,4,2,7,1,3
4,1,1,1,5,6,1,1,3,2,14,14,1000,40,1,15,1000,40,1,20,2,1,2,1,2,3
4,1,2,1,3,1,5,1,1,2,14,14,1000,40,1,20,1000,40,1,20,2,1,2,1,2,3
4,1,3,1,2,20,1,1,1,2,14,14,1000,40,1,20,1000,40,1,20,2,1,2,1,2,3
4,1,4,1,2,10,1,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,3
4,1,5,2,3,6,1,1,1,2,14,14,1000,40,1,20,1000,40,1,20,2,1,2,6,2,3
4,1,6,2,3,2,1,1,1,2,14,14,1000,40,1,20,1000,40,1,20,2,1,2,6,2,3
4,1,7,1,1,11,1,1,1,2,14,14,1000,35,1,1,1000,35,1,0,2,1,2,1,1,3
4,1,8,1,2,15,1,1,1,2,14,14,1000,40,1,20,1000,14,1,20,2,1,2,1,2,3
4,1,9,1,3,3,5,1,1,2,14,14,1000,40,1,20,1000,40,1,20,2,1,2,1,2,3
5,1,1,2,3,8,2,1,1,2,14,14,2000,60,1,0,2000,60,0,20,2,1,2,6,3,2
5,1,2,1,4,5,2,3,3,2,14,14,1500,30,0,30,1500,30,0,30,2,1,2,6,1,3
5,1,3,7,4,5,2,3,3,2,14,14,1500,30,2,0,1500,30,1,0,2,2,2,6,2,0
5,1,4,1,3,5,2,1,3,2,14,14,3000,60,1,0,3000,60,1,0,2,2,2,6,2,3
5,1,6,2,3,3,5,1,3,2,14,14,1000,30,2,30,1000,30,2,30,2,1,1,7,3,0
5,1,7,1,3,2,2,1,3,3,22,22,20,3,0,3,20,3,0,3,4,2,2,6,2,3
5,1,8,3,4,3,5,3,3,3,14,14,2000,45,0,45,2000,45,0,45,2,2,1,7,2,0
5,1,9,1,1,8,2,3,3,2,14,14,1000,30,2,30,1000,30,2,30,2,2,2,6,2,0
6,1,1,1,3,6,2,1,1,1,43,32,15,5,0,10,20,17,0,10,2,2,2,3,1,3
6,1,2,1,3,6,2,1,2,3,43,43,10,2,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,3,1,3
6,1,3,1,4,2,2,3,4,4,43,43,10,2,0,2,10,2,0,2,4,2,2,3,1,3
6,1,4,1,3,5,2,1,3,2,43,43,7,2,0,2,7,2,0,2,2,2,2,6,1,3
6,1,5,1,3,5,2,3,5,4,43,43,5,1,0,1,5,1,0,1,2,2,2,6,1,3
6,1,6,1,4,2,2,3,3,4,43,43,5,2,0,2,5,2,0,2,2,2,2,7,1,3
6,1,7,1,3,10,2,1,2,1,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,3,1,3
6,1,8,1,3,3,2,1,2,2,43,43,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,6,1,3
6,1,9,1,3,3,2,1,1,2,43,43,10,3,0,3,10,3,0,3,2,2,2,6,1,3
7,1,1,1,3,5,2,1,3,2,43,43,5,2,0,2,5,2,0,2,2,2,2,6,1,3
7,1,2,1,4,1,2,3,5,4,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,7,1,3
7,1,3,1,3,4,2,1,1,2,43,43,7,1,0,2,7,1,0,2,3,2,2,2,1,3
7,1,4,1,4,2,2,3,3,4,43,43,10,4,0,4,10,4,0,4,2,2,2,7,1,3
7,1,5,1,4,2,2,3,3,4,43,43,12,4,0,4,12,4,0,4,2,2,2,5,1,3
7,1,6,1,3,3,2,3,5,4,43,32,8,3,0,3,12,5,0,5,4,2,2,4,1,3
7,1,7,1,4,4,2,3,3,4,43,43,5,2,0,2,5,2,0,2,2,2,2,6,1,3
7,1,8,1,3,6,2,3,3,4,43,43,8,2,0,2,8,2,0,2,2,2,2,6,1,3
7,1,9,1,3,4,2,1,1,2,43,43,10,2,0,2,10,2,0,2,2,2,2,6,1,3
8,1,1,1,3,6,2,1,1,2,43,32,800,5,0,2,90,3,0,5,3,2,2,2,1,3
8,1,2,1,3,2,3,5,4,4,43,43,50,2,0,1,50,2,0,1,3,2,2,7,1,3
8,1,3,1,3,4,2,3,5,4,43,43,40,2,0,3,40,2,0,3,3,2,2,6,1,3
8,1,4,1,3,7,2,3,5,4,43,32,30,3,0,2,60,2,0,3,3,2,2,6,1,3
8,1,6,1,3,2,2,3,3,4,43,43,80,4,0,2,80,4,0,2,3,2,2,2,1,3
8,1,7,1,3,4,2,3,4,4,43,22,30,2,0,2,80,5,0,7,4,2,2,7,1,3
8,1,8,1,3,8,2,1,1,2,43,32,80,4,0,2,50,3,0,5,3,2,2,2,1,3
8,1,9,1,3,3,2,3,3,4,43,32,80,6,0,2,60,5,99,7,3,2,2,2,1,3
9,1,1,1,3,3,2,3,5,4,43,21,35,5,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
9,1,2,1,3,3,2,3,5,4,43,43,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,40,3,0,15,4,2,2,6,1,3
9,1,3,1,3,3,2,3,6,3,43,43,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
9,1,4,1,3,4,2,3,3,3,43,22,800,5,0,2,80,19,0,7,3,2,2,6,1,3
9,1,5,1,3,4,2,3,5,3,43,22,30,2,0,4,90,7,0,11,3,2,2,6,1,3
9,1,6,1,3,2,2,3,5,3,43,32,40,1,0,2,70,4,0,11,4,2,2,7,1,3
9,1,7,1,3,6,1,1,1,2,21,31,800,4,0,2,27,7,0,5,3,2,2,7,1,3
9,1,8,1,4,5,2,3,3,4,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
9,1,9,1,3,3,2,1,3,2,43,43,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,2
10,1,1,1,3,11,2,1,1,2,14,14,5,7,0,10,5,7,1,10,3,4,2,6,1,3
10,1,2,5,3,6,2,3,3,4,14,14,10,2,8,8,15,4,10,10,3,4,2,7,1,3
10,1,3,1,3,3,2,3,4,4,34,34,15,5,10,5,15,5,5,5,3,4,2,7,1,3
10,1,4,1,3,6,2,1,1,2,14,14,10,6,10,5,10,8,10,10,3,4,2,6,1,3
10,1,5,1,3,6,2,1,1,2,14,14,25,4,0,8,25,4,0,8,3,4,2,6,1,2
10,1,6,1,3,4,2,1,1,2,14,14,10,5,0,10,5,5,0,10,3,4,2,6,1,3
10,1,7,1,3,4,2,3,4,4,14,14,10,5,0,10,10,5,0,10,3,4,2,7,1,3
10,1,8,1,3,2,2,3,4,4,14,14,20,7,0,10,20,7,0,10,3,4,2,7,1,3
10,1,9,1,3,4,2,3,4,4,14,14,50,7,0,12,50,7,0,12,3,4,2,7,1,3
11,1,1,1,3,2,2,3,4,4,14,14,50,10,0,15,50,10,0,15,3,4,2,7,1,3
11,1,2,1,3,4,2,3,4,4,14,14,30,10,0,15,30,10,0,15,3,4,2,7,1,3
11,1,3,1,3,7,2,3,4,4,14,14,500,20,0,25,500,0,0,25,3,4,2,7,1,3
11,1,4,1,3,3,2,3,4,4,14,14,40,7,0,10,40,7,0,10,3,4,2,7,1,3
11,1,5,1,3,4,2,1,1,2,14,14,15,4,0,10,15,4,0,10,3,4,2,6,1,3
11,1,6,1,3,6,2,1,1,1,14,14,50,5,0,10,50,5,0,10,3,4,2,6,1,3
11,1,7,1,3,6,2,3,5,4,14,14,12,6,0,14,12,6,0,12,3,4,2,7,1,3
11,1,8,15,3,5,3,3,5,4,14,14,50,8,0,16,50,8,0,16,3,4,2,7,1,3
11,1,9,1,3,6,2,1,1,2,14,14,15,5,0,10,15,5,0,10,3,4,2,6,1,3
12,1,1,1,4,9,2,3,3,3,14,14,30,5,0,15,30,5,0,15,3,4,2,6,1,2
12,1,2,1,3,5,2,3,5,4,42,14,50,5,0,10,50,5,0,15,3,2,2,7,1,2
12,1,3,2,3,12,2,1,1,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,2
12,1,4,1,3,12,2,3,3,4,14,14,50,5,0,10,80,15,0,5,3,4,2,7,1,2
12,1,5,16,3,10,2,3,3,4,22,14,45,10,0,15,50,5,0,10,3,4,2,6,1,2
12,1,6,1,3,6,2,3,3,4,14,42,20,5,0,10,60,15,0,15,3,4,2,6,1,2
12,1,7,1,3,4,2,3,5,4,14,14,45,5,0,10,45,5,0,10,3,4,2,7,1,2
12,1,8,1,3,2,7,3,5,4,14,14,50,5,0,10,50,5,0,10,3,4,2,7,1,2
12,1,9,3,3,14,2,3,3,2,14,14,80,10,0,15,80,10,0,10,3,4,2,7,1,2
13,1,1,1,3,3,2,3,5,4,14,14,7,1,0,5,7,1,0,5,3,4,2,6,1,2
13,1,2,1,3,4,2,3,3,4,14,14,70,3,0,15,70,3,0,15,3,4,2,7,1,2
13,1,3,1,3,17,2,3,3,4,14,14,22,2,0,15,22,3,0,10,3,4,2,6,1,2
13,1,4,1,3,10,2,3,3,2,14,14,60,6,0,20,60,6,0,10,3,4,2,6,1,2
13,1,5,1,3,8,2,3,3,2,14,14,100,10,0,15,100,15,0,10,3,4,2,7,1,2
13,1,6,1,3,8,2,1,3,2,21,14,50,5,0,15,50,5,0,10,3,4,2,6,1,2
13,1,7,1,3,14,2,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,2
13,1,8,10,3,12,2,3,5,4,14,14,30,3,0,10,30,3,0,5,3,4,2,6,1,2
13,1,9,1,3,4,2,3,3,4,31,31,4,1,0,5,31,1,0,5,3,4,2,7,1,2
14,1,1,1,1,15,2,1,1,1,32,32,100,10,0,20,100,10,0,20,3,1,2,6,2,3
14,1,2,1,4,8,2,1,1,1,32,32,200,20,0,40,200,20,0,40,3,1,2,7,2,1
14,1,3,1,5,6,2,3,6,3,34,34,100,10,0,20,100,10,0,20,4,2,2,7,1,3
14,1,4,1,2,6,2,1,1,1,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,6,1,2
14,1,5,8,1,20,2,1,1,1,32,32,300,20,0,40,300,20,0,40,3,1,2,6,1,2
14,1,6,4,4,12,2,1,3,2,32,32,20,5,0,15,20,5,0,15,4,1,2,6,1,2
14,1,7,1,4,4,2,1,3,1,32,32,300,25,0,50,300,25,0,50,4,2,2,7,1,2
14,1,8,1,4,16,2,1,3,2,32,32,50,5,0,10,50,5,0,10,4,2,2,6,1,3
14,1,9,1,4,6,2,3,3,2,34,34,200,15,0,30,200,15,0,30,4,2,2,7,1,2
15,1,1,1,4,10,2,1,1,1,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,6,1,3
15,1,2,1,2,13,2,1,1,2,13,13,50,2,0,1,50,2,0,1,3,1,2,6,2,3
15,1,3,2,4,5,2,1,3,2,22,22,150,20,0,4,150,20,0,4,3,2,2,7,1,3
15,1,4,1,4,7,1,1,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,2
15,1,5,1,4,3,2,3,3,2,22,22,500,30,0,1,500,30,0,1,4,2,2,4,2,3
15,1,6,2,4,6,2,1,3,2,22,22,50,5,0,10,50,10,0,10,4,2,2,7,1,2
15,1,7,3,4,6,2,3,3,3,32,32,300,30,1,0,300,30,1,0,4,2,2,4,1,3
15,1,8,1,4,11,2,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,6,2,3
15,1,9,1,4,2,2,1,3,2,22,22,100,15,0,30,100,15,0,30,4,2,2,6,1,2
16,1,1,1,5,1,2,3,4,3,32,32,400,35,0,30,400,35,0,45,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,2,1,4,3,2,3,3,3,34,34,800,40,0,30,800,40,0,30,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,3,1,4,2,2,3,3,3,34,34,200,20,0,40,200,20,0,40,2,2,2,7,1,3
16,1,4,1,4,3,2,3,3,3,32,32,600,40,0,20,600,40,0,20,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,5,1,4,2,2,3,3,3,34,34,900,50,0,40,900,50,0,40,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,6,1,4,3,2,3,3,3,34,34,500,20,0,25,500,20,0,30,5,1.79769313486232e+308,1.79769313486232e+308,7,1,7
16,1,7,1,4,2,2,3,3,3,34,34,400,30,0,45,400,30,0,45,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,8,1,4,2,2,1,3,2,32,32,800,45,0,50,800,45,0,50,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
16,1,9,1,4,2,2,3,3,3,34,34,30,2,0,25,30,2,0,25,5,1.79769313486232e+308,1.79769313486232e+308,7,1,3
17,1,1,1,3,4,2,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,1,1,3
17,1,2,1,3,4,2,4,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,1,3
17,1,3,1,3,2,2,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,1,3
17,1,4,1,3,2,2,2,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,1,3
17,1,5,1,3,6,2,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,1,3
17,1,6,1,4,2,2,3,2,4,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,3,1,3
17,1,7,1,3,6,2,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,1,3
17,1,8,1,4,2,2,4,5,4,13,13,30,5,0,5,30,5,0,5,4,3,2,7,1,3
17,1,9,1,4,3,2,3,3,4,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,3
18,1,1,1,4,5,2,3,3,4,32,32,100,4,0,7,100,4,0,7,4,2,2,6,1,3
18,1,2,1,4,6,2,1,1,2,32,32,110,5,0,7,110,5,0,7,3,2,2,6,1,3
18,1,3,1,4,3,2,3,3,4,32,32,200,4,0,5,200,7,0,6,4,2,2,7,1,3
18,1,4,1,3,3,2,3,5,4,32,32,200,4,0,5,200,4,0,7,4,2,2,7,1,3
18,1,5,1,4,4,2,3,5,4,32,32,150,3,0,5,5,4,0,7,4,2,2,7,1,3
18,1,6,1,3,3,2,3,5,4,32,32,160,4,0,7,160,4,0,7,4,2,2,6,1,3
18,1,7,1,4,4,2,3,5,4,32,32,150,4,0,5,150,4,0,7,4,2,2,7,1,3
18,1,8,1,4,2,2,3,5,4,32,32,180,5,0,5,180,5,0,7,4,2,2,6,1,3
18,1,9,1,4,3,2,3,3,4,32,32,100,3,0,5,100,3,0,7,3,2,2,6,1,3
19,1,1,1,4,4,2,3,3,3,22,22,50,3,0,5,55,2,0,7,3,2,2,7,1,0
19,1,2,1,4,4,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,3,1,4,4,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,4,1,4,5,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,5,1,4,6,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,6,1,4,5,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,7,1,3,5,2,3,3,3,22,22,10,5,0,3,12,8,0,2,3,2,2,6,1,0
19,1,8,1,3,4,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,7,1,0
19,1,9,1,4,5,2,3,3,3,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,4,1,0
20,1,1,1,3,6,2,3,3,3,13,13,50,1,0,1,50,1,0,1,3,1,2,2,1,3
20,1,3,1,3,7,2,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,6,1,3
20,1,4,1,3,4,2,3,3,3,14,14,60,1,0,3,60,1,0,3,3,1,2,4,1,3
20,1,5,1,4,7,2,3,3,3,14,14,30,1,0,1,30,1,0,1,3,1,2,4,1,3
20,1,6,1,4,6,2,3,3,3,13,13,15,1,0,1,15,1,0,1,3,1,2,4,1,3
20,1,7,1,3,3,2,3,3,3,13,13,20,1,0,1,20,1,0,1,3,1,1,4,1,3
20,1,8,1,3,7,2,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,6,1,3
20,1,9,1,3,3,2,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,6,1,3
21,1,1,1,3,5,2,3,3,3,12,12,50,5,0,4,55,3,0,2,3,4,2,4,1,0
21,1,2,1,4,3,2,5,3,3,34,34,100,10,0,5,105,15,0,3,3,2,2,4,1,0
21,1,3,1,4,10,2,3,3,3,34,34,300,15,0,5,305,20,0,10,3,2,2,7,1,0
21,1,4,1,3,6,2,5,1,2,33,33,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
21,1,5,1,4,4,2,5,3,3,34,34,100,10,0,5,105,15,0,3,3,2,2,7,1,0
21,1,6,1,4,4,2,3,3,3,34,34,200,15,0,10,205,17,0,14,3,2,2,7,1,0
21,1,7,1,3,6,2,3,3,3,34,34,250,15,0,20,300,20,0,10,3,2,2,4,1,0
21,1,8,1,3,13,2,1,1,2,34,34,100,8,0,10,105,10,0,15,3,2,2,6,1,0
22,1,1,1,3,5,2,5,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
22,1,2,1,4,4,2,3,3,3,13,13,50,4,0,5,55,5,0,6,3,2,2,6,1,0
22,1,3,1,4,3,2,3,3,3,11,11,5,4,0,4,5,5,0,5,3,2,2,6,1,0
22,1,4,1,3,7,2,3,2,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
22,1,5,1,3,12,2,5,3,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
22,1,6,2,3,6,2,5,1,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
22,1,7,1,3,4,2,5,1,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
22,1,8,1,3,5,2,3,3,3,14,14,100,5,0,4,104,7,0,6,3,2,2,6,1,0
22,1,9,1,3,8,2,1,1,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,6,1,0
23,1,1,1,3,6,2,3,3,3,22,22,400,10,0,1,10,15,0,1,3,4,2,6,1,3
23,1,2,1,3,3,2,3,3,3,22,22,400,10,0,1,400,15,0,1,3,4,2,6,1,3
23,1,3,1,3,4,2,3,3,3,22,22,800,10,0,5,800,15,0,5,3,4,2,4,1,3
23,1,4,1,3,2,2,3,3,3,22,22,400,10,0,1,400,15,0,1,3,4,2,6,1,3
23,1,5,1,3,3,2,3,3,3,22,22,100,3,0,1,100,5,0,1,3,4,2,6,1,3
23,1,6,1,3,4,2,3,3,3,22,22,300,8,0,3,300,10,0,2,3,4,2,6,1,3
23,1,7,1,3,5,2,3,3,3,22,22,400,10,0,1,400,15,0,1,3,4,2,6,1,3
23,1,9,1,3,5,2,3,3,3,22,22,300,10,0,1,300,15,0,1,3,4,2,6,1,3
25,1,1,1,3,6,3,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
25,1,2,1,2,6,1,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
25,1,3,1,2,13,1,1,1,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,3
25,1,4,1,3,7,1,1,3,3,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
25,1,5,1,3,10,1,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,3
25,1,6,1,3,6,1,1,1,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
25,1,7,1,3,7,1,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,3
25,1,8,1,3,5,1,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,3
25,1,9,1,3,27,1,1,1,2,12,12,30,10,0,10,10,10,0,10,2,1,2,1,2,3
26,1,1,1,3,4,1,1,3,2,14,14,15,10,0,10,15,10,0,10,2,1,2,6,2,3
26,1,2,2,3,6,1,1,1,2,14,14,20,5,0,10,20,5,0,10,2,1,2,7,2,3
