"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q25","s0q26","s0q27","s0q28","s8aq00"
1,1,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,4,1,2018,23,2,5,1,2018,23,58,4,1,2018,1,1,1,9,1
1,2,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,6,1,2018,3,41,6,1,2018,4,20,6,1,2018,1,1,1,12,1
1,3,2,2,1,11,1108,2,1,1.79769313486232e+308,21,26,26,7,1,2018,21,13,10,1,2018,0,43,7,1,2018,1,1,1,23,1
1,4,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,7,1,2018,23,36,9,1,2018,1,3,7,1,2018,1,1,1,49,1
1,5,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,7,1,2018,21,33,9,1,2018,6,39,7,1,2018,1,1,1,23,1
1,6,2,2,1,11,1108,2,1,1.79769313486232e+308,21,26,26,7,1,2018,22,44,12,1,2018,8,54,7,1,2018,1,1,1,23,1
1,7,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,9,1,2018,10,21,9,1,2018,11,59,9,1,2018,1,1,1,12,1
1,8,2,1,1,11,1108,2,1,1.79769313486232e+308,21,26,26,10,1,2018,22,16,10,1,2018,23,7,10,1,2018,1,1,1,14,2
1,9,2,2,1,11,1108,2,1,1.79769313486232e+308,21,26,26,10,1,2018,23,15,12,1,2018,8,0,10,1,2018,1,1,1,39,1
2,1,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,19,12,2017,10,31,7,1,2018,14,25,19,12,2017,1,1,1,16,1
2,2,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,7,1,2018,14,33,7,1,2018,15,34,7,1,2018,1,1,1,13,1
2,3,2,2,1,11,1108,2,1,1.79769313486232e+308,21,23,23,9,1,2018,11,59,9,1,2018,14,38,9,1,2018,1,1,1,17,1
2,4,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,7,1,2018,15,35,8,1,2018,9,29,7,1,2018,1,2,2,32,1
2,5,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,8,1,2018,9,29,8,1,2018,10,47,8,1,2018,1,1,1,8,1
2,6,2,2,1,11,1108,2,1,1.79769313486232e+308,21,23,23,9,1,2018,14,38,10,1,2018,9,0,9,1,2018,1,1,1,8,1
2,7,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,8,1,2018,10,47,8,1,2018,11,29,8,1,2018,1,1,1,20,1
2,8,2,1,1,11,1108,2,1,1.79769313486232e+308,21,23,23,8,1,2018,11,29,8,1,2018,12,11,8,1,2018,1,1,1,4,1
2,9,2,2,1,11,1108,2,1,1.79769313486232e+308,21,23,23,10,1,2018,9,2,10,1,2018,10,21,10,1,2018,1,1,1,18,1
3,1,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,10,35,6,1,2018,11,4,6,1,2018,1,1,1,3,1
3,2,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,11,5,6,1,2018,11,35,6,1,2018,1,1,1,7,1
3,3,2,2,1,11,1102,2,1,1.79769313486232e+308,21,23,23,10,1,2018,10,41,10,1,2018,12,31,10,1,2018,1,1,1,6,1
3,4,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,11,35,6,1,2018,12,24,6,1,2018,1,2,1,30,1
3,5,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,12,24,6,1,2018,12,49,6,1,2018,1,1,1,6,1
3,6,2,2,1,11,1102,2,1,1.79769313486232e+308,21,23,23,10,1,2018,12,31,10,1,2018,14,45,10,1,2018,1,1,1,4,1
3,7,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,12,50,6,1,2018,13,3,6,1,2018,1,1,1,8,2
3,8,2,1,1,11,1102,2,1,1.79769313486232e+308,21,23,23,6,1,2018,13,3,6,1,2018,13,58,6,1,2018,1,1,1,19,1
3,9,2,2,1,11,1102,2,1,1.79769313486232e+308,21,23,23,10,1,2018,14,45,10,1,2018,16,0,10,1,2018,1,1,1,3,1
4,1,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,22,12,2017,0,29,11,1,2018,23,25,22,12,2017,1,1,1,10,2
4,2,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,11,1,2018,23,25,11,1,2018,23,29,11,1,2018,1,1,1,2,2
4,3,2,2,1,11,1114,2,1,1.79769313486232e+308,11,12,12,11,1,2018,23,30,11,1,2018,23,45,11,1,2018,1,1,11,6,2
4,4,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,11,1,2018,23,41,11,1,2018,23,51,11,1,2018,1,1,1,14,2
4,5,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,5,2,2018,1,0,5,2,2018,1,6,5,2,2018,1,1,1,10,2
4,6,2,2,1,11,1114,2,1,1.79769313486232e+308,11,12,12,11,1,2018,23,53,12,1,2018,0,6,11,1,2018,1,1,1,6,2
4,7,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,8,1,2018,1,20,17,1,2018,23,49,8,1,2018,1,1,1,18,1
4,8,2,1,1,11,1114,2,1,1.79769313486232e+308,11,12,12,13,1,2018,10,46,13,1,2018,10,49,13,1,2018,1,1,1,3,2
4,9,2,2,1,11,1114,2,1,1.79769313486232e+308,11,12,12,13,1,2018,10,50,13,1,2018,11,0,13,1,2018,1,1,1,8,2
5,1,2,1,1,11,1117,2,1,1.79769313486232e+308,21,25,25,28,12,2017,9,15,28,12,2017,12,38,28,12,2017,1,1,1,14,1
5,2,2,1,1,11,1117,2,1,1.79769313486232e+308,21,25,25,4,1,2018,13,24,11,1,2018,10,51,4,1,2018,1,1,1,17,1
5,3,2,2,1,11,1117,2,1,1.79769313486232e+308,21,25,25,11,1,2018,10,58,12,1,2018,11,22,11,1,2018,1,1,1,28,1
5,4,2,1,1,11,1117,2,1,1.79769313486232e+308,21,25,25,3,1,2018,6,57,4,1,2018,13,14,3,1,2018,1,1,1,11,1
5,6,2,2,1,11,1117,2,1,1.79769313486232e+308,21,25,25,22,12,2017,9,29,6,1,2018,13,4,22,12,2017,1,1,1,4,1
5,7,2,1,1,11,1117,2,1,1.79769313486232e+308,21,25,25,3,1,2018,21,13,4,1,2018,9,17,3,1,2018,1,1,1,7,2
5,8,2,1,1,11,1117,2,1,1.79769313486232e+308,21,25,25,4,1,2018,9,18,4,1,2018,9,29,4,1,2018,1,1,1,4,2
5,9,2,2,1,11,1117,2,1,1.79769313486232e+308,21,25,25,6,1,2018,6,45,12,1,2018,16,28,6,1,2018,1,1,1,29,1
6,1,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,22,12,2017,9,20,24,1,2018,9,54,22,12,2017,1,2,1,19,1
6,2,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,24,1,2018,9,54,24,1,2018,10,54,24,1,2018,1,2,2,20,1
6,3,2,2,1,11,1127,2,1,1.79769313486232e+308,11,15,15,18,1,2018,8,21,27,1,2018,13,49,18,1,2018,1,1,3,10,2
6,4,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,24,1,2018,10,55,24,1,2018,11,28,24,1,2018,1,2,4,19,1
6,5,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,24,1,2018,11,28,24,1,2018,12,15,24,1,2018,1,1,5,18,1
6,6,2,2,1,11,1127,2,1,1.79769313486232e+308,11,15,15,27,1,2018,10,2,27,1,2018,11,32,27,1,2018,1,1,6,14,1
6,7,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,24,1,2018,12,15,24,1,2018,13,0,24,1,2018,1,2,7,19,1
6,8,2,1,1,11,1127,2,1,1.79769313486232e+308,11,15,15,24,1,2018,13,1,24,1,2018,13,43,24,1,2018,1,1,8,13,1
6,9,2,2,1,11,1127,2,1,1.79769313486232e+308,11,15,15,27,1,2018,11,32,27,1,2018,16,42,27,1,2018,1,1,9,15,1
7,1,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,19,1,2018,12,28,20,1,2018,9,36,19,1,2018,1,1,1,17,1
7,2,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,9,36,20,1,2018,10,36,20,1,2018,1,2,2,7,1
7,3,2,2,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,17,9,22,1,2018,11,57,20,1,2018,1,1,3,14,1
7,4,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,10,37,20,1,2018,11,27,20,1,2018,1,1,1,5,1
7,5,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,11,28,20,1,2018,12,53,20,1,2018,1,1,5,5,1
7,6,2,2,1,11,1110,2,1,1.79769313486232e+308,11,15,15,22,1,2018,16,6,27,1,2018,17,49,22,1,2018,1,1,6,11,1
7,7,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,12,54,20,1,2018,13,41,20,1,2018,1,1,7,9,1
7,8,2,1,1,11,1110,2,1,1.79769313486232e+308,11,15,15,20,1,2018,13,42,20,1,2018,17,8,20,1,2018,1,2,8,27,1
7,9,2,2,1,11,1110,2,1,1.79769313486232e+308,11,15,15,22,1,2018,17,48,23,1,2018,10,54,22,1,2018,1,1,9,9,1
8,1,2,1,1,11,1110,2,1,1.79769313486232e+308,11,17,17,22,12,2017,10,16,10,1,2018,11,27,22,12,2017,1,1,1,20,1
8,2,2,1,1,11,1110,2,1,1.79769313486232e+308,11,17,17,10,1,2018,11,28,10,1,2018,11,58,10,1,2018,1,1,1,4,1
8,3,2,2,1,11,1110,2,1,1.79769313486232e+308,11,17,17,10,1,2018,11,58,10,1,2018,14,4,10,1,2018,1,1,1,9,1
8,4,2,1,1,11,1110,2,1,1.79769313486232e+308,11,17,17,10,1,2018,14,35,10,1,2018,15,21,10,1,2018,1,1,1,15,1
8,6,2,2,1,11,1110,2,1,1.79769313486232e+308,11,17,17,10,1,2018,16,42,10,1,2018,17,50,10,1,2018,1,1,1,5,1
8,7,2,1,1,11,1110,2,1,1.79769313486232e+308,11,17,17,13,1,2018,6,44,13,1,2018,7,35,13,1,2018,1,1,1,14,1
8,8,2,1,1,11,1110,2,1,1.79769313486232e+308,11,17,17,13,1,2018,7,36,13,1,2018,20,43,13,1,2018,1,1,1,17,1
8,9,2,2,1,11,1110,2,1,1.79769313486232e+308,11,17,17,13,1,2018,20,43,13,1,2018,21,36,13,1,2018,1,1,1,4,1
9,1,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,14,1,2018,21,2,14,1,2018,21,34,14,1,2018,1,1,1,19,1
9,2,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,14,1,2018,21,34,14,1,2018,22,8,14,1,2018,1,1,1,11,1
9,3,2,2,1,11,1113,2,1,1.79769313486232e+308,11,17,17,16,1,2018,14,54,16,1,2018,17,32,16,1,2018,1,1,1,9,1
9,4,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,16,1,2018,18,6,16,1,2018,18,38,16,1,2018,1,1,1,17,1
9,5,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,16,1,2018,19,59,16,1,2018,20,51,16,1,2018,1,1,1,13,1
9,6,2,2,1,11,1113,2,1,1.79769313486232e+308,11,17,17,17,1,2018,6,46,17,1,2018,7,39,17,1,2018,1,1,1,6,1
9,7,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,17,1,2018,16,42,18,1,2018,15,14,17,1,2018,1,1,1,18,1
9,8,2,1,1,11,1113,2,1,1.79769313486232e+308,11,17,17,17,1,2018,16,45,17,1,2018,17,19,17,1,2018,1,1,1,14,1
9,9,2,2,1,11,1113,2,1,1.79769313486232e+308,11,17,17,17,1,2018,17,20,17,1,2018,18,6,17,1,2018,1,1,1,11,1
10,1,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,14,1,2018,20,8,15,1,2018,12,21,14,1,2018,1,1,1,40,1
10,2,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,15,1,2018,12,21,15,1,2018,20,23,15,1,2018,1,1,2,14,1
10,3,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,23,12,2017,9,57,18,1,2018,22,3,23,12,2017,1,1,1,3,1
10,4,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,16,1,2018,8,25,16,1,2018,20,21,16,1,2018,1,1,1,23,1
10,5,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,16,1,2018,20,22,16,1,2018,21,48,16,1,2018,1,1,1,18,1
10,6,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,18,1,2018,22,11,20,1,2018,9,33,18,1,2018,1,1,1,5,1
10,7,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,16,1,2018,21,48,21,1,2018,20,29,16,1,2018,1,1,1,19,1
10,8,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,18,1,2018,19,28,18,1,2018,20,30,18,1,2018,1,1,1,6,2
10,9,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,20,1,2018,9,34,20,1,2018,21,10,20,1,2018,1,1,1,14,1
11,1,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,9,1,2018,14,29,9,1,2018,20,30,9,1,2018,1,1,1,12,1
11,2,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,10,1,2018,17,10,10,1,2018,17,41,10,1,2018,1,1,1,10,1
11,3,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,11,1,2018,20,5,11,1,2018,22,49,11,1,2018,1,1,1,20,1
11,4,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,10,1,2018,20,2,10,1,2018,20,25,10,1,2018,1,1,1,3,1
11,5,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,11,1,2018,9,27,11,1,2018,11,53,11,1,2018,1,1,1,7,1
11,6,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,12,1,2018,9,29,13,1,2018,8,53,12,1,2018,1,1,1,24,1
11,7,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,11,1,2018,13,34,11,1,2018,14,36,11,1,2018,1,1,1,12,1
11,8,2,1,1,11,1112,2,1,1.79769313486232e+308,21,27,27,11,1,2018,14,37,11,1,2018,15,30,11,1,2018,1,1,1,17,1
11,9,2,2,1,11,1112,2,1,1.79769313486232e+308,21,27,27,13,1,2018,8,53,13,1,2018,21,28,13,1,2018,1,1,1,6,1
12,1,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,22,12,2017,10,18,27,12,2017,10,12,22,12,2017,1,2,1,20,1
12,2,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,27,12,2017,15,34,27,12,2017,16,18,27,12,2017,1,1,1,7,1
12,3,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,1,1,2018,19,52,2,1,2018,10,45,1,1,2018,1,2,1,28,1
12,4,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,28,12,2017,13,24,28,12,2017,15,21,28,12,2017,1,1,1,38,1
12,5,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,28,12,2017,8,38,28,12,2017,9,51,28,12,2017,1,2,1,22,1
12,6,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,29,12,2017,19,43,29,12,2017,22,10,29,12,2017,1,1,1,19,1
12,7,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,27,12,2017,19,49,27,12,2017,20,57,27,12,2017,1,2,1,19,1
12,8,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,27,12,2017,11,35,27,12,2017,12,7,27,12,2017,1,1,1,4,1
12,9,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,30,12,2017,20,0,31,12,2017,23,31,30,12,2017,1,2,1,29,1
13,1,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,22,12,2017,10,38,4,1,2018,20,17,22,12,2017,1,1,1,7,2
13,2,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,2,1,2018,21,21,2,1,2018,21,51,2,1,2018,1,1,1,12,2
13,3,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,8,1,2018,20,6,9,1,2018,9,11,8,1,2018,1,2,1,40,1
13,4,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,2,1,2018,20,12,2,1,2018,21,11,2,1,2018,1,1,1,15,1
13,5,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,3,1,2018,9,2,3,1,2018,20,20,3,1,2018,1,2,1,26,2
13,6,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,8,1,2018,11,56,8,1,2018,17,19,8,1,2018,4,2,1,19,2
13,7,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,5,1,2018,20,47,7,1,2018,9,42,5,1,2018,1,2,1,17,1
13,8,2,1,1,11,1105,2,1,1.79769313486232e+308,21,22,22,5,1,2018,14,15,5,1,2018,20,24,5,1,2018,1,2,1,31,1
13,9,2,2,1,11,1105,2,1,1.79769313486232e+308,21,22,22,7,1,2018,19,35,8,1,2018,8,27,7,1,2018,1,1,1,7,1
14,1,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,9,1,2018,10,53,15,1,2018,14,52,9,1,2018,1,1,1,14,1
14,2,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,15,1,2018,22,37,16,1,2018,0,18,15,1,2018,1,1,1,12,1
14,3,2,2,1,11,1125,2,1,1.79769313486232e+308,11,18,18,16,1,2018,21,16,17,1,2018,1,2,16,1,2018,1,1,1,9,1
14,4,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,16,1,2018,9,22,16,1,2018,10,59,16,1,2018,1,2,1,16,1
14,5,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,16,1,2018,11,33,16,1,2018,13,28,16,1,2018,1,4,1,52,1
14,6,2,2,1,11,1125,2,1,1.79769313486232e+308,11,18,18,17,1,2018,13,37,18,1,2018,9,44,17,1,2018,1,2,1,28,1
14,7,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,16,1,2018,14,53,16,1,2018,15,37,16,1,2018,1,1,1,9,1
14,8,2,1,1,11,1125,2,1,1.79769313486232e+308,11,18,18,16,1,2018,15,42,16,1,2018,17,31,16,1,2018,1,2,1,33,1
14,9,2,2,1,11,1125,2,1,1.79769313486232e+308,11,18,18,17,1,2018,14,8,17,1,2018,16,8,17,1,2018,1,1,1,8,1
15,1,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,18,1,2018,10,31,18,1,2018,15,40,18,1,2018,1,1,1,13,1
15,2,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,18,1,2018,15,43,18,1,2018,16,23,18,1,2018,1,1,1,12,1
15,3,2,2,1,11,1104,2,1,1.79769313486232e+308,11,18,18,19,1,2018,16,38,19,1,2018,17,55,19,1,2018,1,1,1,9,1
15,4,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,18,1,2018,21,21,18,1,2018,22,6,18,1,2018,1,2,1,20,1
15,5,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,19,1,2018,9,23,19,1,2018,10,1,19,1,2018,1,1,1,5,1
15,6,2,2,1,11,1104,2,1,1.79769313486232e+308,11,18,18,19,1,2018,20,7,19,1,2018,22,5,19,1,2018,1,1,1,12,1
15,7,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,19,1,2018,12,33,19,1,2018,13,9,19,1,2018,1,1,1,9,1
15,8,2,1,1,11,1104,2,1,1.79769313486232e+308,11,18,18,22,1,2018,17,49,23,1,2018,16,27,22,1,2018,1,2,1,42,1
15,9,2,2,1,11,1104,2,1,1.79769313486232e+308,11,18,18,20,1,2018,10,59,20,1,2018,12,37,20,1,2018,1,1,1,3,1
16,1,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,20,1,2018,12,50,20,1,2018,13,25,20,1,2018,1,1,1,3,1
16,2,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,20,1,2018,14,15,20,1,2018,14,50,20,1,2018,1,1,1,8,1
16,3,2,2,1,11,1116,2,1,1.79769313486232e+308,11,18,18,22,1,2018,9,29,22,1,2018,10,59,22,1,2018,1,1,1,9,1
16,4,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,20,1,2018,14,52,20,1,2018,15,47,20,1,2018,1,1,1,9,1
16,5,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,21,1,2018,7,26,21,1,2018,7,55,21,1,2018,1,1,1,8,1
16,6,2,2,1,11,1116,2,1,1.79769313486232e+308,11,18,18,22,1,2018,11,0,22,1,2018,13,23,22,1,2018,1,1,1,6,1
16,7,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,21,1,2018,11,48,21,1,2018,12,37,21,1,2018,1,1,1,8,1
16,8,2,1,1,11,1116,2,1,1.79769313486232e+308,11,18,18,21,1,2018,12,51,21,1,2018,13,33,21,1,2018,1,1,1,9,1
16,9,2,2,1,11,1116,2,1,1.79769313486232e+308,11,18,18,22,1,2018,14,46,22,1,2018,15,59,22,1,2018,1,1,1,7,1
17,1,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,26,1,2018,14,5,26,1,2018,15,5,26,1,2018,1,1,1,18,1
17,2,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,26,1,2018,16,42,26,1,2018,17,22,26,1,2018,1,1,2,15,1
17,3,2,2,1,11,1121,2,1,1.79769313486232e+308,11,15,15,27,1,2018,9,58,27,1,2018,10,54,27,1,2018,1,1,3,5,1
17,4,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,27,1,2018,20,50,27,1,2018,21,12,27,1,2018,1,1,4,5,1
17,5,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,28,1,2018,20,46,28,1,2018,21,34,28,1,2018,1,2,5,21,1
17,6,2,2,1,11,1121,2,1,1.79769313486232e+308,11,15,15,29,1,2018,11,18,29,1,2018,12,24,29,1,2018,1,1,6,5,1
17,7,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,29,1,2018,10,38,29,1,2018,11,17,29,1,2018,1,2,7,22,1
17,8,2,1,1,11,1121,2,1,1.79769313486232e+308,11,15,15,29,1,2018,14,52,29,1,2018,15,10,29,1,2018,1,1,8,6,1
17,9,2,2,1,11,1121,2,1,1.79769313486232e+308,11,15,15,29,1,2018,15,10,29,1,2018,15,52,29,1,2018,1,1,9,5,1
18,1,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,6,1,2018,10,50,6,1,2018,13,2,6,1,2018,1,1,1,15,1
18,2,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,6,1,2018,15,2,6,1,2018,16,31,6,1,2018,1,1,1,14,1
18,3,2,2,1,11,1123,2,1,1.79769313486232e+308,11,17,17,6,1,2018,17,42,6,1,2018,21,59,6,1,2018,1,1,1,5,1
18,4,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,7,1,2018,15,46,7,1,2018,16,49,7,1,2018,1,1,1,6,1
18,5,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,7,1,2018,16,49,7,1,2018,17,45,7,1,2018,1,1,1,11,1
18,6,2,2,1,11,1123,2,1,1.79769313486232e+308,11,17,17,8,1,2018,10,36,8,1,2018,12,7,8,1,2018,1,1,1,6,1
18,7,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,8,1,2018,12,42,8,1,2018,13,27,8,1,2018,1,1,1,12,1
18,8,2,1,1,11,1123,2,1,1.79769313486232e+308,11,17,17,8,1,2018,13,28,8,1,2018,14,0,8,1,2018,1,1,1,8,1
18,9,2,2,1,11,1123,2,1,1.79769313486232e+308,11,17,17,8,1,2018,14,18,8,1,2018,15,52,8,1,2018,1,1,1,5,1
19,1,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,2,1,2018,19,47,29,1,2018,15,3,2,1,2018,1,1,1,9,2
19,2,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,2,1,2018,19,53,20,1,2018,17,36,2,1,2018,1,1,1,8,2
19,3,2,2,1,11,1119,2,1,1.79769313486232e+308,21,24,24,2,1,2018,19,49,21,1,2018,10,44,2,1,2018,1,1,1,10,1
19,4,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,2,1,2018,19,44,21,1,2018,21,28,2,1,2018,1,1,1,13,1
19,5,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,12,1,2018,13,34,22,1,2018,16,55,12,1,2018,1,2,1,23,1
19,6,2,2,1,11,1119,2,1,1.79769313486232e+308,21,24,24,10,1,2018,18,12,22,1,2018,21,34,10,1,2018,1,2,1,22,2
19,7,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,23,1,2018,7,22,24,1,2018,11,48,23,1,2018,1,2,1,20,1
19,8,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,11,1,2018,15,46,23,1,2018,16,22,11,1,2018,1,1,1,15,1
19,9,2,2,1,11,1119,2,1,1.79769313486232e+308,21,24,24,3,1,2018,20,23,26,1,2018,11,45,3,1,2018,1,2,1,12,1
20,1,2,1,1,11,1124,2,1,1.79769313486232e+308,21,24,24,1,2,2018,22,8,2,2,2018,1,4,1,2,2018,1,1,1,4,2
20,3,2,2,1,11,1124,2,1,1.79769313486232e+308,21,24,24,31,1,2018,20,21,1,2,2018,15,28,31,1,2018,1,1,1,23,2
20,4,2,1,1,11,1124,2,1,1.79769313486232e+308,21,24,24,2,2,2018,7,33,2,2,2018,8,2,2,2,2018,1,1,1,7,2
20,5,2,1,1,11,1124,2,1,1.79769313486232e+308,21,24,24,2,2,2018,8,2,2,2,2018,10,22,2,2,2018,1,1,1,15,2
20,6,2,2,1,11,1124,2,1,1.79769313486232e+308,21,24,24,1,2,2018,15,28,1,2,2018,20,21,1,2,2018,1,1,1,12,2
20,7,2,1,1,11,1124,2,1,1.79769313486232e+308,21,24,24,2,2,2018,10,26,2,2,2018,11,3,2,2,2018,1,1,1,4,2
20,8,2,1,1,11,1124,2,1,1.79769313486232e+308,21,24,24,2,2,2018,11,4,2,2,2018,11,58,2,2,2018,1,1,1,10,2
20,9,2,2,1,11,1124,2,1,1.79769313486232e+308,21,24,24,1,2,2018,20,22,1,2,2018,22,7,1,2,2018,1,1,1,3,2
21,1,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,2,1,2018,18,23,16,1,2018,17,48,2,1,2018,1,1,1,14,1
21,2,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,6,1,2018,21,41,17,1,2018,9,1,6,1,2018,1,1,1,7,2
21,3,2,2,1,11,1119,2,1,1.79769313486232e+308,21,24,24,25,12,2017,18,20,18,1,2018,11,24,25,12,2017,1,2,1,32,1
21,4,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,25,12,2017,19,11,18,1,2018,12,24,25,12,2017,1,2,1,17,1
21,5,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,7,1,2018,19,45,29,1,2018,11,41,7,1,2018,1,2,1,6,2
21,6,2,2,1,11,1119,2,1,1.79769313486232e+308,21,24,24,7,1,2018,20,16,20,1,2018,12,22,7,1,2018,1,1,1,6,1
21,7,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,25,12,2017,19,14,19,1,2018,14,57,25,12,2017,1,2,1,18,2
