"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q25","s0q26","s0q27","s0q28","s8aq00"
742,5,2,1,5,55,5512,2,1,1.79769313486232e+308,491,496,496,6,1,2018,18,38,6,1,2018,19,26,6,1,2018,1,1,1,8,1
742,6,2,2,5,55,5512,2,1,1.79769313486232e+308,491,496,496,7,1,2018,8,47,7,1,2018,9,34,7,1,2018,1,1,1,7,1
742,7,2,1,5,55,5512,2,1,1.79769313486232e+308,491,496,496,7,1,2018,15,33,7,1,2018,16,38,7,1,2018,1,1,1,10,1
742,8,2,1,5,55,5512,2,1,1.79769313486232e+308,491,496,496,7,1,2018,16,39,7,1,2018,17,40,7,1,2018,1,1,1,9,1
742,9,2,2,5,55,5512,2,1,1.79769313486232e+308,491,496,496,8,1,2018,10,29,8,1,2018,13,32,8,1,2018,1,1,1,13,1
743,1,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,7,1,2018,22,6,7,1,2018,22,47,7,1,2018,1,1,1,6,1
743,2,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,7,1,2018,22,47,7,1,2018,23,7,7,1,2018,1,1,1,5,1
743,3,2,2,5,55,5512,2,1,1.79769313486232e+308,491,493,493,7,1,2018,23,10,7,1,2018,23,53,7,1,2018,1,1,1,9,1
743,4,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,6,35,8,1,2018,7,2,8,1,2018,1,1,1,13,1
743,5,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,7,5,8,1,2018,7,38,8,1,2018,1,1,1,8,1
743,6,2,2,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,7,40,8,1,2018,8,40,8,1,2018,1,1,1,15,1
743,7,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,11,3,8,1,2018,11,35,8,1,2018,1,1,1,8,1
743,8,2,1,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,11,40,8,1,2018,12,15,8,1,2018,1,1,1,11,1
743,9,2,2,5,55,5512,2,1,1.79769313486232e+308,491,493,493,8,1,2018,12,48,8,1,2018,13,25,8,1,2018,1,1,1,6,1
744,1,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,28,12,2017,14,35,28,12,2017,15,56,28,12,2017,1,1,1,5,1
744,2,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,3,1,2018,10,18,3,1,2018,11,37,3,1,2018,1,1,1,11,1
744,3,2,2,5,55,5504,2,1,1.79769313486232e+308,491,493,493,3,1,2018,11,38,3,1,2018,13,15,3,1,2018,1,1,1,6,1
744,4,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,3,1,2018,13,16,3,1,2018,13,44,3,1,2018,1,1,1,4,1
744,5,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,3,1,2018,14,57,3,1,2018,15,32,3,1,2018,1,1,1,8,1
744,6,2,2,5,55,5504,2,1,1.79769313486232e+308,491,493,493,3,1,2018,15,43,3,1,2018,18,18,3,1,2018,1,1,1,12,1
744,7,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,4,1,2018,6,48,4,1,2018,7,21,4,1,2018,1,1,1,13,1
744,8,2,1,5,55,5504,2,1,1.79769313486232e+308,491,493,493,4,1,2018,7,24,4,1,2018,8,9,4,1,2018,1,1,1,12,1
744,9,2,2,5,55,5504,2,1,1.79769313486232e+308,491,493,493,4,1,2018,8,35,4,1,2018,12,32,4,1,2018,1,1,1,5,1
745,1,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,28,12,2017,20,16,29,12,2017,10,37,28,12,2017,1,1,1,15,1
745,2,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,29,12,2017,10,58,29,12,2017,17,14,29,12,2017,1,1,1,13,1
745,3,2,2,5,55,5511,2,1,1.79769313486232e+308,491,495,495,29,12,2017,17,45,30,12,2017,21,19,29,12,2017,1,1,1,7,1
745,4,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,29,12,2017,21,9,30,12,2017,9,52,29,12,2017,1,1,1,11,1
745,5,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,30,12,2017,9,56,30,12,2017,10,50,30,12,2017,1,1,1,11,1
745,6,2,2,5,55,5511,2,1,1.79769313486232e+308,491,495,495,30,12,2017,11,1,30,12,2017,13,29,30,12,2017,1,1,1,9,1
745,7,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,30,12,2017,13,31,30,12,2017,16,6,30,12,2017,1,1,1,11,1
745,8,2,1,5,55,5511,2,1,1.79769313486232e+308,491,495,495,30,12,2017,16,8,30,12,2017,16,35,30,12,2017,1,1,1,8,1
745,9,2,2,5,55,5511,2,1,1.79769313486232e+308,491,495,495,30,12,2017,16,48,30,12,2017,19,22,30,12,2017,1,1,1,9,1
747,1,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,0,1,11,1,2018,10,59,11,1,2018,1,1,1,6,1
747,2,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,11,0,11,1,2018,11,30,11,1,2018,1,1,1,10,1
747,3,2,2,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,14,51,11,1,2018,15,47,11,1,2018,1,1,1,6,1
747,4,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,11,30,11,1,2018,12,11,11,1,2018,1,1,1,10,1
747,5,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,13,10,11,1,2018,14,40,11,1,2018,1,1,1,5,1
747,6,2,2,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,15,47,11,1,2018,17,50,11,1,2018,1,1,1,7,1
747,7,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,12,11,11,1,2018,12,36,11,1,2018,1,1,1,7,1
747,8,2,1,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,12,36,11,1,2018,13,10,11,1,2018,1,1,1,12,1
747,9,2,2,5,55,5502,2,1,1.79769313486232e+308,491,492,492,11,1,2018,17,51,11,1,2018,18,48,11,1,2018,1,1,1,9,1
748,1,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,8,1,2018,15,15,8,1,2018,16,18,8,1,2018,1,1,1,11,1
748,2,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,8,1,2018,16,18,8,1,2018,20,32,8,1,2018,1,1,1,8,1
748,3,2,2,5,55,5514,2,1,1.79769313486232e+308,491,492,492,9,1,2018,23,46,10,1,2018,1,20,9,1,2018,1,1,1,15,1
748,4,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,8,1,2018,23,59,9,1,2018,0,52,8,1,2018,1,1,1,12,1
748,5,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,9,1,2018,0,52,9,1,2018,1,49,9,1,2018,1,1,1,10,1
748,6,2,2,5,55,5514,2,1,1.79769313486232e+308,491,492,492,10,1,2018,1,21,10,1,2018,12,37,10,1,2018,1,1,1,7,1
748,7,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,9,1,2018,7,56,9,1,2018,18,51,9,1,2018,1,1,1,10,1
748,8,2,1,5,55,5514,2,1,1.79769313486232e+308,491,492,492,9,1,2018,7,31,9,1,2018,7,56,9,1,2018,1,1,1,5,1
748,9,2,2,5,55,5514,2,1,1.79769313486232e+308,491,492,492,10,1,2018,12,38,10,1,2018,23,58,10,1,2018,1,1,1,5,1
749,1,2,1,5,55,5505,2,1,1.79769313486232e+308,491,494,494,10,1,2018,13,55,10,1,2018,14,36,10,1,2018,1,1,1,5,1
749,2,2,1,5,55,5505,2,1,1.79769313486232e+308,491,494,494,10,1,2018,14,37,10,1,2018,15,12,10,1,2018,1,1,1,3,1
749,3,2,2,5,55,5505,2,1,1.79769313486232e+308,491,494,494,15,1,2018,10,56,15,1,2018,12,14,15,1,2018,1,1,1,11,1
749,6,2,2,5,55,5505,2,1,1.79769313486232e+308,491,494,494,15,1,2018,13,14,15,1,2018,13,50,15,1,2018,1,1,1,10,2
749,7,2,1,5,55,5505,2,1,1.79769313486232e+308,491,494,494,10,1,2018,15,37,10,1,2018,16,6,10,1,2018,1,1,1,4,2
749,9,2,2,5,55,5505,2,1,1.79769313486232e+308,491,494,494,15,1,2018,12,16,15,1,2018,13,13,15,1,2018,1,1,1,10,2
750,1,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,6,1,2018,10,38,6,1,2018,10,55,6,1,2018,1,1,1,4,1
750,2,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,6,1,2018,10,59,6,1,2018,12,42,6,1,2018,1,1,1,6,1
750,3,2,2,5,55,5503,2,1,1.79769313486232e+308,491,493,493,6,1,2018,13,0,6,1,2018,15,0,6,1,2018,1,1,1,5,1
750,4,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,6,1,2018,16,45,6,1,2018,17,22,6,1,2018,1,1,1,5,1
750,5,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,7,1,2018,6,8,7,1,2018,6,31,7,1,2018,1,1,1,6,1
750,6,2,2,5,55,5503,2,1,1.79769313486232e+308,491,493,493,7,1,2018,6,36,7,1,2018,8,1,7,1,2018,1,1,1,15,1
750,7,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,7,1,2018,9,44,7,1,2018,10,32,7,1,2018,1,1,1,9,1
750,8,2,1,5,55,5503,2,1,1.79769313486232e+308,491,493,493,7,1,2018,12,56,7,1,2018,13,21,7,1,2018,1,1,1,7,1
750,9,2,2,5,55,5503,2,1,1.79769313486232e+308,491,493,493,7,1,2018,13,26,7,1,2018,14,2,7,1,2018,1,1,1,11,1
759,1,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,8,1,2018,11,38,8,1,2018,13,9,8,1,2018,1,1,1,11,1
759,2,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,8,1,2018,13,46,8,1,2018,16,23,8,1,2018,1,1,1,29,1
759,3,2,2,5,56,5601,2,1,1.79769313486232e+308,501,501,504,22,12,2017,13,20,7,1,2018,8,38,22,12,2017,1,1,1,19,1
759,4,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,8,1,2018,16,23,8,1,2018,17,47,8,1,2018,1,1,1,16,1
759,5,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,8,1,2018,20,18,8,1,2018,21,49,8,1,2018,1,1,1,16,1
759,6,2,2,5,56,5601,2,1,1.79769313486232e+308,501,504,504,7,1,2018,13,34,7,1,2018,17,35,7,1,2018,1,1,1,51,1
759,7,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,8,1,2018,21,50,8,1,2018,23,4,8,1,2018,1,1,1,17,1
759,8,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,9,1,2018,6,8,9,1,2018,14,31,9,1,2018,1,1,1,44,1
759,9,2,2,5,56,5601,2,1,1.79769313486232e+308,501,504,504,7,1,2018,20,48,7,1,2018,23,13,7,1,2018,1,1,1,21,1
760,1,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,4,50,5,1,2018,9,28,5,1,2018,1,1,1,68,2
760,2,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,9,28,5,1,2018,18,4,5,1,2018,1,1,1,3,1
760,3,2,2,5,56,5601,2,1,1.79769313486232e+308,501,504,504,1,1,2018,21,14,3,1,2018,9,59,1,1,2018,1,1,1,14,1
760,4,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,9,31,5,1,2018,11,52,5,1,2018,1,1,1,45,1
760,5,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,11,54,5,1,2018,12,58,5,1,2018,1,1,1,12,1
760,6,2,2,5,56,5601,2,1,1.79769313486232e+308,501,504,504,3,1,2018,20,21,4,1,2018,16,23,3,1,2018,1,1,1,12,1
760,7,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,15,4,5,1,2018,15,24,5,1,2018,7,1,1,1,1
760,8,2,1,5,56,5601,2,1,1.79769313486232e+308,501,504,504,5,1,2018,15,24,5,1,2018,16,29,5,1,2018,1,1,8,4,1
760,9,2,2,5,56,5601,2,1,1.79769313486232e+308,501,504,504,4,1,2018,16,23,5,1,2018,4,49,4,1,2018,1,1,1,17,1
761,1,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,28,12,2017,20,36,29,12,2017,0,23,28,12,2017,1,1,1,13,1
761,2,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,0,52,29,12,2017,1,32,29,12,2017,3,1,1,12,1
761,3,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,27,12,2017,9,51,27,12,2017,17,45,27,12,2017,1,1,1,8,1
761,4,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,1,32,29,12,2017,2,6,29,12,2017,3,1,1,4,1
761,5,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,2,7,29,12,2017,10,10,29,12,2017,3,1,1,7,1
761,6,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,27,12,2017,17,45,28,12,2017,13,15,27,12,2017,1,1,1,22,1
761,7,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,10,59,29,12,2017,11,24,29,12,2017,3,1,1,9,1
761,8,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,12,17,29,12,2017,12,54,29,12,2017,3,1,1,15,1
761,9,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,28,12,2017,13,15,28,12,2017,17,35,28,12,2017,1,1,1,14,1
762,1,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,22,30,29,12,2017,23,16,29,12,2017,1,1,1,17,1
762,2,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,21,46,29,12,2017,22,30,29,12,2017,1,1,1,22,1
762,3,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,30,12,2017,10,2,30,12,2017,12,38,30,12,2017,1,1,1,12,1
762,4,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,20,39,29,12,2017,21,46,29,12,2017,1,1,1,15,1
762,5,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,19,22,29,12,2017,20,39,29,12,2017,1,1,1,18,1
762,6,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,30,12,2017,12,38,30,12,2017,18,11,30,12,2017,1,1,1,6,1
762,7,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,18,0,29,12,2017,18,41,29,12,2017,1,1,1,12,1
762,8,2,1,5,56,5610,2,1,1.79769313486232e+308,501,506,506,29,12,2017,17,13,29,12,2017,18,0,29,12,2017,1,1,1,11,1
762,9,2,2,5,56,5610,2,1,1.79769313486232e+308,501,506,506,30,12,2017,18,11,30,12,2017,21,36,30,12,2017,1,1,1,10,1
763,1,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,26,12,2017,15,32,26,12,2017,15,39,26,12,2017,1,1,1,2,2
763,2,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,26,12,2017,19,3,26,12,2017,20,9,26,12,2017,1,1,2,13,1
763,3,2,2,5,56,5602,2,1,1.79769313486232e+308,501,503,503,26,12,2017,7,45,26,12,2017,10,6,26,12,2017,1,1,1,7,1
763,4,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,27,12,2017,7,39,27,12,2017,8,46,27,12,2017,1,1,4,6,1
763,5,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,27,12,2017,8,47,27,12,2017,10,48,27,12,2017,1,1,5,11,1
763,6,2,2,5,56,5602,2,1,1.79769313486232e+308,501,503,503,26,12,2017,10,15,26,12,2017,14,39,26,12,2017,1,1,1,10,1
763,7,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,27,12,2017,14,16,27,12,2017,14,53,27,12,2017,1,1,7,13,1
763,8,2,1,5,56,5602,2,1,1.79769313486232e+308,501,503,503,27,12,2017,19,29,27,12,2017,22,21,27,12,2017,1,1,8,7,1
763,9,2,2,5,56,5602,2,1,1.79769313486232e+308,501,503,503,26,12,2017,14,39,26,12,2017,15,32,26,12,2017,1,1,9,7,2
770,1,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,8,46,29,12,2017,10,18,29,12,2017,1,1,1,12,1
770,2,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,10,24,29,12,2017,11,47,29,12,2017,1,1,2,10,1
770,3,2,2,5,56,5613,2,1,1.79769313486232e+308,501,503,503,28,12,2017,10,52,28,12,2017,14,32,28,12,2017,1,1,3,10,1
770,4,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,12,20,29,12,2017,13,5,29,12,2017,1,1,4,7,1
770,5,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,14,40,29,12,2017,18,25,29,12,2017,1,1,5,6,1
770,6,2,2,5,56,5613,2,1,1.79769313486232e+308,501,503,503,28,12,2017,14,34,28,12,2017,19,41,28,12,2017,1,1,6,3,1
770,7,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,18,25,29,12,2017,20,2,29,12,2017,1,1,7,8,1
770,8,2,1,5,56,5613,2,1,1.79769313486232e+308,501,503,503,29,12,2017,20,3,29,12,2017,20,51,29,12,2017,1,1,8,5,1
770,9,2,2,5,56,5613,2,1,1.79769313486232e+308,501,503,503,28,12,2017,19,44,29,12,2017,8,8,28,12,2017,1,1,9,6,1
771,1,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,7,55,29,12,2017,8,41,29,12,2017,1,1,1,13,1
771,2,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,12,53,29,12,2017,14,18,29,12,2017,1,1,1,31,1
771,3,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,26,12,2017,17,44,27,12,2017,20,54,26,12,2017,1,1,1,8,1
771,4,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,16,7,29,12,2017,17,15,29,12,2017,1,1,1,9,1
771,5,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,17,16,29,12,2017,18,18,29,12,2017,1,1,1,24,1
771,6,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,28,12,2017,7,40,28,12,2017,20,4,28,12,2017,1,1,1,28,1
771,7,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,18,18,29,12,2017,19,5,29,12,2017,1,1,1,25,1
771,8,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,19,24,29,12,2017,20,42,29,12,2017,1,1,1,24,1
771,9,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,28,12,2017,22,59,29,12,2017,0,34,28,12,2017,1,1,1,11,1
772,1,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,19,12,2017,19,54,30,12,2017,12,51,19,12,2017,1,1,1,16,1
772,2,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,21,1,30,12,2017,1,9,29,12,2017,1,1,1,26,1
772,3,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,30,12,2017,12,54,30,12,2017,14,33,30,12,2017,1,1,1,22,1
772,4,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,21,26,29,12,2017,21,53,29,12,2017,1,1,1,14,1
772,5,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,22,11,29,12,2017,22,53,29,12,2017,1,1,1,21,1
772,6,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,30,12,2017,14,34,30,12,2017,16,11,30,12,2017,1,1,1,53,1
772,7,2,1,5,56,5609,2,1,1.79769313486232e+308,501,505,505,29,12,2017,23,40,30,12,2017,0,19,29,12,2017,1,1,1,22,1
772,9,2,2,5,56,5609,2,1,1.79769313486232e+308,501,505,505,30,12,2017,16,11,30,12,2017,16,43,30,12,2017,1,1,1,52,1
773,1,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,29,12,2017,16,33,9,1,2018,10,2,29,12,2017,3,1,1,8,1
773,2,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,9,1,2018,10,2,9,1,2018,10,28,9,1,2018,3,1,1,10,1
773,3,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,9,1,2018,10,30,9,1,2018,11,45,9,1,2018,3,1,1,5,1
773,4,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,9,1,2018,19,14,10,1,2018,7,1,9,1,2018,3,1,1,6,1
773,5,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,10,1,2018,7,2,10,1,2018,7,38,10,1,2018,3,1,1,9,1
773,6,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,10,1,2018,7,38,10,1,2018,19,30,10,1,2018,3,1,1,9,1
773,7,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,10,1,2018,19,31,10,1,2018,20,2,10,1,2018,3,1,1,12,1
773,8,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,10,1,2018,20,3,10,1,2018,20,42,10,1,2018,3,1,1,8,1
773,9,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,10,1,2018,20,43,11,1,2018,8,33,10,1,2018,3,1,1,5,1
774,1,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,3,1,2018,22,35,7,1,2018,8,20,3,1,2018,3,1,1,13,1
774,2,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,7,1,2018,8,35,7,1,2018,9,54,7,1,2018,3,1,1,25,1
774,3,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,7,1,2018,9,54,8,1,2018,7,7,7,1,2018,3,1,1,16,1
774,4,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,7,24,8,1,2018,8,22,8,1,2018,3,1,1,9,1
774,5,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,8,39,8,1,2018,9,35,8,1,2018,3,1,1,8,1
774,6,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,9,35,8,1,2018,12,12,8,1,2018,3,1,1,9,1
774,7,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,16,22,8,1,2018,17,15,8,1,2018,3,1,1,12,1
774,8,2,1,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,17,17,8,1,2018,18,26,8,1,2018,3,1,1,22,1
774,9,2,2,5,56,5609,2,1,1.79769313486232e+308,461,465,465,8,1,2018,18,35,9,1,2018,7,52,8,1,2018,3,1,1,11,1
775,1,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,2,1,2018,21,14,2,1,2018,22,36,2,1,2018,1,1,1,7,1
775,2,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,2,1,2018,18,17,2,1,2018,21,13,2,1,2018,1,1,1,7,1
775,3,2,2,5,56,5609,2,1,1.79769313486232e+308,461,466,466,3,1,2018,11,35,3,1,2018,16,29,3,1,2018,1,1,1,14,1
775,4,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,3,1,2018,21,26,4,1,2018,8,3,3,1,2018,1,1,1,13,1
775,5,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,4,1,2018,9,13,4,1,2018,10,28,4,1,2018,1,1,1,10,1
775,6,2,2,5,56,5609,2,1,1.79769313486232e+308,461,466,466,4,1,2018,13,19,5,1,2018,0,55,4,1,2018,1,1,1,13,1
775,7,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,3,1,2018,18,28,3,1,2018,21,24,3,1,2018,1,1,1,8,1
775,8,2,1,5,56,5609,2,1,1.79769313486232e+308,461,466,466,4,1,2018,10,28,4,1,2018,14,29,4,1,2018,1,1,1,13,1
775,9,2,2,5,56,5609,2,1,1.79769313486232e+308,461,466,466,5,1,2018,0,55,5,1,2018,8,19,5,1,2018,1,1,1,18,1
777,1,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,10,8,29,12,2017,10,46,29,12,2017,1,1,1,8,1
777,2,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,10,48,29,12,2017,11,27,29,12,2017,1,1,1,10,1
777,3,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,28,12,2017,12,37,28,12,2017,14,11,28,12,2017,1,1,1,3,1
777,4,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,14,37,29,12,2017,15,23,29,12,2017,1,1,1,7,1
777,5,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,11,29,29,12,2017,12,14,29,12,2017,1,1,1,11,1
777,6,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,28,12,2017,17,41,28,12,2017,18,55,28,12,2017,1,1,1,10,1
777,7,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,15,24,29,12,2017,15,52,29,12,2017,1,1,1,9,1
777,8,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,29,12,2017,15,53,29,12,2017,16,36,29,12,2017,1,1,1,9,1
777,9,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,28,12,2017,14,24,28,12,2017,15,38,28,12,2017,1,1,1,10,1
778,1,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,27,12,2017,13,38,27,12,2017,16,58,27,12,2017,1,1,1,10,1
778,2,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,27,12,2017,16,59,27,12,2017,18,10,27,12,2017,1,1,1,9,1
778,3,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,25,12,2017,14,50,26,12,2017,16,11,25,12,2017,1,1,1,12,1
778,4,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,27,12,2017,22,21,27,12,2017,23,13,27,12,2017,1,1,1,12,1
778,5,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,27,12,2017,23,14,27,12,2017,23,58,27,12,2017,1,1,1,15,1
778,6,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,26,12,2017,16,12,26,12,2017,23,19,26,12,2017,1,1,1,10,1
778,7,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,28,12,2017,10,5,28,12,2017,10,44,28,12,2017,1,1,1,12,1
778,8,2,1,5,56,5608,2,1,1.79769313486232e+308,501,502,502,28,12,2017,10,46,28,12,2017,11,29,28,12,2017,1,1,1,14,1
778,9,2,2,5,56,5608,2,1,1.79769313486232e+308,501,502,502,26,12,2017,23,20,27,12,2017,13,29,26,12,2017,1,1,1,13,1
780,1,2,1,5,57,5708,2,1,1.79769313486232e+308,511,513,513,7,1,2018,8,40,7,1,2018,9,33,7,1,2018,2,1,1,5,1
780,2,2,1,5,57,5708,2,1,1.79769313486232e+308,511,513,513,7,1,2018,9,42,7,1,2018,14,31,7,1,2018,2,1,1,9,1
780,3,2,2,5,57,5708,2,1,1.79769313486232e+308,511,513,513,13,1,2018,10,30,13,1,2018,10,45,13,1,2018,1,1,1,15,2
