"grappe","exploitation","passage","s11a2q01","s11a2q02","s11a2q03","s11a2q04a","s11a2q04b","s11a2q04c","s11a2q05a","s11a2q05b","s11a2q05c"
631,2,1,1,101,1.79769313486232e+308,1,2,200,1,4,100
631,3,1,4,0,6,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
631,4,1,3,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
631,5,1,1,102,1.79769313486232e+308,100,1,1,1,2,200
631,6,1,1,101,5,1,2,200,0,1.79769313486232e+308,1.79769313486232e+308
631,7,1,1,101,1.79769313486232e+308,50,1,1,1,2,200
631,8,1,1,101,1.79769313486232e+308,50,1,1,0,1.79769313486232e+308,1.79769313486232e+308
631,9,1,1,101,1,1,2,200,2,2,200
632,1,1,1,101,1.79769313486232e+308,2,4,100,4,4,100
632,2,1,1,101,1.79769313486232e+308,4,4,100,18,4,100
632,3,1,1,101,1,1,4,100,8,1,100
632,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
632,5,1,1,101,1.79769313486232e+308,3,4,100,10,4,100
632,6,1,2,102,1,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
632,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,2,100
632,8,1,1,101,1.79769313486232e+308,2,4,100,10,4,100
632,9,1,1,102,1,5,4,100,20,4,100
633,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
633,2,1,1,101,1.79769313486232e+308,2,4,100,10,4,100
633,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,12,1,100
633,4,1,1,101,1.79769313486232e+308,1,4,100,15,4,100
633,5,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
633,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,20,4,100
633,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
633,8,1,1,101,1.79769313486232e+308,4,4,100,20,4,100
633,9,1,1,103,1,1,1,20,5,4,100
634,1,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
634,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
634,3,1,1,101,1,3,1,100,20,4,100
634,4,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,12,4,100
634,5,1,3,101,1.79769313486232e+308,1,4,100,8,4,100
634,6,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
634,7,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,100
634,8,1,1,101,1.79769313486232e+308,1,1,50,4,4,100
634,9,1,1,101,1,1,4,100,10,4,100
635,1,1,2,102,1.79769313486232e+308,1,4,100,5,1,100
635,2,1,1,101,1.79769313486232e+308,10,4,100,10,4,100
635,3,1,2,101,1,6,4,100,15,4,100
635,4,1,3,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
635,6,1,1,101,1,6,4,100,6,4,100
635,7,1,2,101,1.79769313486232e+308,6,1,1,6,1,1
635,8,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
635,9,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
636,1,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
636,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,9,4,100
636,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
636,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
636,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
637,1,1,1,101,1.79769313486232e+308,10,1,100,10,4,100
637,2,1,1,101,1.79769313486232e+308,10,1,100,15,4,100
637,3,1,3,101,1,0,1.79769313486232e+308,1.79769313486232e+308,9,4,100
637,5,1,3,102,1.79769313486232e+308,8,1,100,8,4,100
637,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
637,7,1,3,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
637,8,1,2,102,1.79769313486232e+308,10,1,100,10,4,100
637,9,1,1,101,1,10,1,100,10,4,100
642,1,1,2,103,1.79769313486232e+308,2,4,25,1,4,50
642,5,1,2,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,25,4,50
642,9,1,1,101,2,0,1.79769313486232e+308,1.79769313486232e+308,1,4,100
643,1,1,1,101,1.79769313486232e+308,1,4,25,1,4,50
643,2,1,2,103,1.79769313486232e+308,1,4,50,2,4,100
643,3,1,2,103,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,70
643,4,1,1,103,1.79769313486232e+308,4,4,70,10,4,70
643,5,1,1,101,1.79769313486232e+308,3,4,100,10,4,100
643,6,1,2,103,1,3,4,70,6,4,70
643,7,1,2,103,1.79769313486232e+308,6,4,100,12,4,100
643,8,1,2,103,1.79769313486232e+308,3,4,70,7,4,70
643,9,1,2,103,1,0,1.79769313486232e+308,1.79769313486232e+308,3,4,70
644,1,1,2,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
644,2,1,2,103,1.79769313486232e+308,1,4,70,0,1.79769313486232e+308,1.79769313486232e+308
644,3,1,2,103,1,1,4,70,0,1.79769313486232e+308,1.79769313486232e+308
644,4,1,1,101,1.79769313486232e+308,5,9,18,8,9,18
644,5,1,2,103,1.79769313486232e+308,5,4,70,5,4,70
644,6,1,1,101,1,5,9,18,3,9,18
644,7,1,1,101,1.79769313486232e+308,10,9,25,0,1.79769313486232e+308,1.79769313486232e+308
644,8,1,1,101,1.79769313486232e+308,7,9,25,4,9,25
644,9,1,1,101,1,5,9,20,3,9,20
645,1,1,1,103,1.79769313486232e+308,2,4,70,0,1.79769313486232e+308,1.79769313486232e+308
645,2,1,1,103,1.79769313486232e+308,3,4,70,1,4,70
645,3,1,1,103,1,6,4,70,1,4,70
645,4,1,2,103,1.79769313486232e+308,3,4,70,5,4,70
645,5,1,1,101,1.79769313486232e+308,2,9,25,0,1.79769313486232e+308,1.79769313486232e+308
645,6,1,2,103,1,3,4,70,1,4,70
645,7,1,1,103,1.79769313486232e+308,4,4,70,1,4,70
645,8,1,1,103,1.79769313486232e+308,5,4,70,3,4,70
645,9,1,2,103,1,5,4,70,1,4,70
646,1,1,1,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,0.7
646,2,1,1,103,1.79769313486232e+308,5,4,0.7,5,4,0.7
646,3,1,1,103,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
646,4,1,1,103,1.79769313486232e+308,2,4,0.7,2,4,0.7
646,5,1,1,103,1.79769313486232e+308,3,4,0.7,2,4,0.7
646,6,1,1,103,1,4,4,70,9,4,70
646,7,1,1,103,1.79769313486232e+308,2,4,0.7,2,4,0.7
646,8,1,1,103,1.79769313486232e+308,5,4,0.7,6,4,0.7
646,9,1,1,103,1,4,4,100,0,1.79769313486232e+308,1.79769313486232e+308
649,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
649,2,1,1,103,1.79769313486232e+308,2,4,70,5,4,7
649,3,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
649,4,1,2,103,1.79769313486232e+308,5,4,70,3,4,70
649,5,1,1,103,1.79769313486232e+308,1,4,70,0,1.79769313486232e+308,1.79769313486232e+308
649,6,1,1,103,4,6,4,70,3,4,70
649,7,1,1,101,1.79769313486232e+308,5,9,15,6,9,15
649,8,1,1,101,1.79769313486232e+308,12,9,25,9,9,25
649,9,1,2,103,1,8,4,70,10,9,70
651,2,1,1,101,1.79769313486232e+308,5,9,25,3,9,25
651,3,1,1,101,1,4,9,25,6,9,25
651,5,1,1,101,1.79769313486232e+308,15,9,25,17,9,25
651,6,1,1,101,1,5,9,25,7,9,25
651,7,1,1,101,1.79769313486232e+308,4,9,25,6,9,25
651,8,1,1,101,1.79769313486232e+308,20,9,25,24,9,25
651,9,1,1,101,3,10,9,25,15,9,25
653,1,1,1,103,1.79769313486232e+308,2,4,70,1,4,70
653,2,1,1,103,1.79769313486232e+308,4,4,70,7,4,70
653,3,1,1,103,1,9,4,70,11,4,70
653,4,1,1,101,1.79769313486232e+308,3,9,25,1,9,25
653,5,1,1,103,1.79769313486232e+308,8,4,70,11,4,70
653,6,1,1,101,1,11,9,25,14,9,25
653,7,1,1,101,1.79769313486232e+308,4,9,25,7,9,25
653,9,1,1,103,1,2,4,70,2,4,70
654,1,1,1,103,1.79769313486232e+308,8,4,70,10,4,70
654,2,1,1,101,1.79769313486232e+308,20,9,25,23,9,25
654,3,1,1,101,1,19,9,25,14,9,25
654,4,1,1,103,1.79769313486232e+308,5,4,70,2,4,70
654,5,1,1,101,1.79769313486232e+308,6,9,25,9,9,25
654,6,1,1,101,1,10,9,25,13,9,25
654,7,1,1,101,1.79769313486232e+308,4,9,25,7,9,25
654,8,1,1,103,1.79769313486232e+308,8,4,70,11,4,70
654,9,1,1,103,1,9,4,70,12,4,70
655,1,1,1,103,1.79769313486232e+308,2,4,70,0,1.79769313486232e+308,1.79769313486232e+308
655,2,1,1,101,1.79769313486232e+308,20,9,20,15,9,20
655,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
655,4,1,1,101,1.79769313486232e+308,17,9,20,20,9,20
655,5,1,2,103,1.79769313486232e+308,15,4,70,0,1.79769313486232e+308,1.79769313486232e+308
655,6,1,1,101,1,100,9,20,100,9,20
655,7,1,1,103,1.79769313486232e+308,10,4,70,4,4,70
655,8,1,1,101,1.79769313486232e+308,25,9,20,14,9,20
655,9,1,2,103,1,5,4,70,15,4,70
656,1,1,1,103,1.79769313486232e+308,9,4,20,7,4,20
656,2,1,1,101,1.79769313486232e+308,10,9,20,8,9,20
656,3,1,1,101,1,9,9,20,5,9,20
656,5,1,1,103,1.79769313486232e+308,4,4,70,4,4,70
656,6,1,2,103,1,9,4,70,5,4,70
656,7,1,1,101,1.79769313486232e+308,10,9,20,5,9,20
656,8,1,1,103,1.79769313486232e+308,5,4,70,4,4,70
656,9,1,1,101,1,20,9,20,15,9,20
657,1,1,2,103,1.79769313486232e+308,5,4,70,95,4,70
657,2,1,2,103,1.79769313486232e+308,7,4,70,48,4,70
657,3,1,1,101,3,17,9,25,350,9,25
657,4,1,1,102,1.79769313486232e+308,8,9,25,121,9,25
657,5,1,1,101,1.79769313486232e+308,8,9,25,167,9,25
657,6,1,1,101,1,21,9,25,250,9,25
657,7,1,2,103,1.79769313486232e+308,13,4,70,196,4,70
657,8,1,1,101,1.79769313486232e+308,14,9,25,389,9,25
657,9,1,1,101,1,31,9,25,769,9,25
662,3,1,1,103,1,3,4,70,1,4,70
662,4,1,1,103,1,23,4,70,35,4,70
663,1,1,1,103,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
663,8,1,1,103,1,18,4,75,7,4,75
663,9,1,1,103,1,4,4,100,1,4,100
664,5,1,1,102,1,1,4,10,1,4,50
664,8,1,1,103,1,30,4,70,25,4,70
664,9,1,1,103,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
665,8,1,1,103,1,20,4,70,40,4,70
666,5,1,2,101,1,6,9,20,8,9,20
668,1,1,1,101,1,2,4,100,1,4,100
668,7,1,1,103,1,10,4,100,5,4,100
668,8,1,1,103,6,50,1,50,1,4,100
670,1,1,2,101,1.79769313486232e+308,5,6,20,10,6,20
670,2,1,1,101,1.79769313486232e+308,15,6,20,10,6,20
670,3,1,3,107,1,0,1.79769313486232e+308,1.79769313486232e+308,1,4,50
670,4,1,3,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,6,6
670,5,1,3,101,1.79769313486232e+308,20,6,20,30,6,20
670,6,1,2,101,21,0,1.79769313486232e+308,1.79769313486232e+308,20,6,20
670,7,1,1,101,1.79769313486232e+308,3,6,20,20,6,20
670,8,1,1,101,1.79769313486232e+308,11,6,20,35,6,20
670,9,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
671,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
671,2,1,3,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,50,1,1
671,3,1,2,101,1,10,6,6,0,1.79769313486232e+308,1.79769313486232e+308
671,4,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
671,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
671,6,1,2,101,1,5,6,6,20,6,6
671,7,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,6,6
671,8,1,1,101,1.79769313486232e+308,3,6,6,20,6,6
671,9,1,1,101,1,3,4,100,6,4,100
672,1,1,3,101,1.79769313486232e+308,2,5,8,0,1.79769313486232e+308,1.79769313486232e+308
672,2,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
672,3,1,2,101,1,3,5,8,0,1.79769313486232e+308,1.79769313486232e+308
672,4,1,2,101,1.79769313486232e+308,3,5,8,0,1.79769313486232e+308,1.79769313486232e+308
672,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
672,6,1,2,101,1,4,5,8,0,1.79769313486232e+308,1.79769313486232e+308
672,7,1,2,101,1.79769313486232e+308,3,5,8,5,5,8
672,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
672,9,1,2,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
673,1,1,1,101,1.79769313486232e+308,15,9,25,17,9,25
673,2,1,1,101,1.79769313486232e+308,13,9,25,0,1.79769313486232e+308,1.79769313486232e+308
673,3,1,1,101,4,21,9,25,12,9,25
673,4,1,1,101,1.79769313486232e+308,9,9,25,23,9,25
673,5,1,1,101,1.79769313486232e+308,7,9,25,7,9,25
673,6,1,1,101,1,14,9,25,0,1.79769313486232e+308,1.79769313486232e+308
673,7,1,1,101,1.79769313486232e+308,13,9,25,0,1.79769313486232e+308,1.79769313486232e+308
673,8,1,1,101,1.79769313486232e+308,10,9,25,5,9,25
673,9,1,1,101,1,14,9,25,0,1.79769313486232e+308,1.79769313486232e+308
674,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,2,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,3,1,2,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,4,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,6,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,7,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
674,9,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
675,1,1,1,101,1.79769313486232e+308,16,9,25,4,9,25
675,2,1,1,101,1.79769313486232e+308,5,9,25,0,1.79769313486232e+308,1.79769313486232e+308
675,3,1,1,101,1,3,4,100,2,4,100
675,4,1,1,101,1.79769313486232e+308,13,9,25,20,9,25
675,5,1,1,101,1.79769313486232e+308,23,9,25,13,9,25
675,6,1,2,102,1,13,9,25,2,9,25
675,7,1,1,101,1.79769313486232e+308,2,4,100,3,9,25
675,8,1,1,101,1.79769313486232e+308,5,9,25,0,1.79769313486232e+308,1.79769313486232e+308
675,9,1,1,101,1,15,9,25,3,9,25
676,1,1,1,101,1.79769313486232e+308,5,9,25,13,9,25
676,2,1,1,101,1.79769313486232e+308,6,9,25,0,1.79769313486232e+308,1.79769313486232e+308
676,3,1,1,101,1,6,4,100,3,4,100
676,4,1,1,101,1.79769313486232e+308,5,9,25,0,1.79769313486232e+308,1.79769313486232e+308
676,5,1,1,101,1.79769313486232e+308,12,9,25,0,1.79769313486232e+308,1.79769313486232e+308
676,6,1,1,101,1,2,4,100,4,9,25
676,7,1,1,101,1.79769313486232e+308,14,9,25,0,1.79769313486232e+308,1.79769313486232e+308
676,8,1,1,101,1.79769313486232e+308,7,9,25,0,1.79769313486232e+308,1.79769313486232e+308
676,9,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,12,9,25
677,1,1,1,101,1.79769313486232e+308,5,6,15,50,6,15
677,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
677,3,1,1,101,4,3,6,15,2,6,15
677,4,1,1,101,1.79769313486232e+308,6,6,15,3,6,15
677,5,1,1,101,1.79769313486232e+308,3,6,15,8,6,15
677,6,1,2,101,1,20,6,15,20,6,15
677,7,1,1,101,1.79769313486232e+308,1,6,15,20,6,15
677,8,1,1,101,1.79769313486232e+308,20,6,15,15,6,15
677,9,1,2,101,5,5,6,15,10,6,15
678,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,18,9,20
678,2,1,1,101,1.79769313486232e+308,2,9,20,22,9,20
678,3,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,18,9,20
678,4,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,18,9,20
678,5,1,1,101,1.79769313486232e+308,8,9,20,25,9,20
678,6,1,2,101,1,9,9,20,20,9,20
678,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,12,9,20
678,8,1,1,101,1.79769313486232e+308,3,9,20,35,9,20
678,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,22,9,20
679,1,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,75,6,20
679,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,50,9,15
679,3,1,1,101,1,3,6,20,80,6,20
679,4,1,1,101,1.79769313486232e+308,5,6,20,25,6,20
679,5,1,1,101,1.79769313486232e+308,40,6,20,90,6,20
679,6,1,1,101,1,9,6,20,70,6,20
679,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,30,6,20
679,8,1,1,101,1.79769313486232e+308,3,9,15,40,9,15
679,9,1,3,101,1,0,1.79769313486232e+308,1.79769313486232e+308,10,6,20
680,1,1,1,101,1.79769313486232e+308,3,6,20,50,6,20
680,2,1,1,101,1.79769313486232e+308,1,6,20,6,6,20
680,3,1,2,101,1,6,6,20,40,6,20
680,4,1,1,101,1.79769313486232e+308,3,6,15,80,6,20
680,5,1,1,101,1.79769313486232e+308,5,6,20,80,6,20
680,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
680,7,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,21,6,20
680,8,1,1,101,1.79769313486232e+308,15,6,20,23,6,20
680,9,1,1,101,1,5,6,20,7,6,20
681,1,1,1,101,1.79769313486232e+308,10,6,20,65,6,20
681,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,15,6,20
681,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,15,6,20
681,4,1,1,101,1.79769313486232e+308,10,6,20,12,6,20
681,5,1,1,101,1.79769313486232e+308,16,6,20,10,6,20
681,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,20,6,20
681,7,1,1,101,1.79769313486232e+308,5,6,20,10,6,20
681,8,1,1,101,1.79769313486232e+308,6,6,20,8,6,20
681,9,1,1,101,1,5,6,20,10,6,20
682,2,1,1,101,1.79769313486232e+308,14,9,20,10,9,20
683,1,1,2,101,1.79769313486232e+308,12,6,15,8,6,15
683,2,1,3,101,1.79769313486232e+308,10,6,15,0,1.79769313486232e+308,1.79769313486232e+308
683,3,1,2,101,1,8,6,15,6,6,15
683,4,1,1,101,1.79769313486232e+308,10,6,15,8,6,15
683,5,1,2,101,1.79769313486232e+308,12,6,15,10,6,15
683,6,1,2,101,1,10,6,15,6,6,15
683,7,1,3,101,1.79769313486232e+308,10,6,15,6,6,15
683,8,1,2,101,1.79769313486232e+308,10,6,15,8,6,15
683,9,1,1,101,1,5,6,15,5,6,15
684,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
684,2,1,1,101,1.79769313486232e+308,5,9,20,4,9,20
684,4,1,1,101,1.79769313486232e+308,8,9,20,6,9,20
684,5,1,2,101,1.79769313486232e+308,12,9,20,10,9,20
684,6,1,1,101,1,8,9,20,6,9,20
684,8,1,2,102,1.79769313486232e+308,8,9,20,8,9,20
684,9,1,2,101,1,10,9,20,8,9,20
685,1,1,1,101,1.79769313486232e+308,7,6,15,7,6,15
685,2,1,1,101,1.79769313486232e+308,6,6,15,6,6,15
685,3,1,1,101,1,10,6,15,10,6,15
685,4,1,1,101,1.79769313486232e+308,12,6,15,10,6,15
685,5,1,1,101,1.79769313486232e+308,3,6,15,3,6,15
685,6,1,2,101,3,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
685,7,1,1,101,1.79769313486232e+308,2,6,15,2,6,15
685,8,1,1,101,1.79769313486232e+308,10,6,15,10,6,15
685,9,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
686,1,1,1,101,1.79769313486232e+308,20,6,15,10,6,15
686,2,1,1,101,1.79769313486232e+308,10,9,15,10,9,15
686,3,1,1,101,1,5,9,15,5,9,15
686,4,1,1,101,1.79769313486232e+308,12,6,15,8,6,15
686,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
686,6,1,1,101,1,10,9,15,10,9,15
686,7,1,1,101,1.79769313486232e+308,30,9,15,10,9,15
686,8,1,2,101,1.79769313486232e+308,15,6,15,10,6,15
686,9,1,1,101,1,11,6,15,10,6,15
687,1,1,2,101,1.79769313486232e+308,6,6,15,5,6,15
687,2,1,1,101,1.79769313486232e+308,10,6,15,10,6,15
687,3,1,1,101,1,10,6,15,6,6,15
687,4,1,1,101,1.79769313486232e+308,5,6,15,6,6,15
687,5,1,1,101,1.79769313486232e+308,10,6,15,10,6,15
687,6,1,2,101,1,5,6,15,6,6,15
687,7,1,1,101,1.79769313486232e+308,7,6,15,6,6,15
687,8,1,1,101,1.79769313486232e+308,3,6,15,3,6,15
687,9,1,1,101,1,6,6,15,5,6,15
693,1,1,2,101,1.79769313486232e+308,30,6,20,30,6,20
693,2,1,2,101,1.79769313486232e+308,20,6,20,20,6,20
693,3,1,1,101,1,40,6,20,30,6,20
693,4,1,1,101,1.79769313486232e+308,60,6,20,10,6,20
693,5,1,3,101,1.79769313486232e+308,20,6,20,10,6,20
693,6,1,3,101,1,24,6,20,10,6,20
693,7,1,1,101,1.79769313486232e+308,40,6,20,20,6,20
693,8,1,4,101,1.79769313486232e+308,30,6,20,15,6,20
693,9,1,1,101,1,20,6,20,30,6,20
694,1,1,1,101,1.79769313486232e+308,40,6,20,60,6,20
694,2,1,1,101,1.79769313486232e+308,20,6,20,30,6,20
694,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
694,4,1,2,101,1.79769313486232e+308,20,6,20,40,6,20
694,5,1,4,101,1.79769313486232e+308,30,6,20,15,6,20
694,6,1,2,101,9,30,6,20,30,6,20
694,7,1,2,101,1.79769313486232e+308,40,6,20,50,6,20
694,8,1,6,101,1.79769313486232e+308,20,6,20,10,6,20
694,9,1,1,101,1,40,6,20,30,6,20
695,1,1,2,101,1.79769313486232e+308,20,6,20,15,6,20
695,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
695,3,1,1,101,1,20,6,20,30,6,20
695,4,1,2,101,1.79769313486232e+308,20,6,20,20,6,20
695,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
695,6,1,1,101,1,40,6,20,40,6,20
695,7,1,1,101,1.79769313486232e+308,20,6,20,30,6,20
695,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
695,9,1,1,101,1,30,6,20,40,6,20
696,1,1,1,101,1.79769313486232e+308,4,2,250,3,2,250
696,2,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
696,3,1,1,101,1,5,2,250,5,2,250
696,4,1,1,101,1.79769313486232e+308,5,2,250,6,2,250
696,5,1,1,101,1.79769313486232e+308,10,2,250,10,2,250
696,6,1,1,101,1,11,2,250,11,2,250
696,7,1,1,101,1.79769313486232e+308,6,2,250,2,2,250
696,8,1,1,101,1.79769313486232e+308,10,2,250,10,2,250
697,1,1,1,101,1.79769313486232e+308,3,2,250,3,2,250
697,2,1,1,101,1.79769313486232e+308,1,2,250,2,2,250
697,3,1,1,101,1,8,2,250,8,2,250
697,4,1,1,101,1.79769313486232e+308,2,2,250,2,2,250
697,5,1,1,101,1.79769313486232e+308,4,2,250,5,2,250
697,6,1,1,101,1,4,2,250,3,2,250
697,7,1,1,101,1.79769313486232e+308,3,2,250,4,2,250
697,8,1,1,101,1.79769313486232e+308,5,2,250,6,2,250
697,9,1,1,101,1,2,2,250,2,2,250
698,1,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
698,2,1,2,101,1.79769313486232e+308,6,2,250,0,1.79769313486232e+308,1.79769313486232e+308
698,3,1,1,101,1,8,2,250,6,2,250
698,4,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
698,5,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
698,6,1,2,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
698,7,1,1,101,1.79769313486232e+308,9,2,250,7,2,250
