"grappe","exploitation","passage","s11a2q01","s11a2q02","s11a2q03","s11a2q04a","s11a2q04b","s11a2q04c","s11a2q05a","s11a2q05b","s11a2q05c"
1,2,1,1,104,1.79769313486232e+308,1,4,5,1,4,50
1,3,1,1,102,1,2,4,50,2,3,50
1,4,1,1,104,1.79769313486232e+308,10,4,50,10,4,50
1,5,1,1,104,1.79769313486232e+308,2,4,100,2,4,100
1,6,1,1,102,1,3,4,50,3,4,50
1,7,1,1,104,1.79769313486232e+308,1,4,5,1,4,5
1,8,1,1,103,1.79769313486232e+308,3,4,50,5,4,50
1,9,1,1,102,1,8,4,100,10,4,100
2,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
2,2,1,1,102,1.79769313486232e+308,150,2,100,2,4,100
2,3,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,50
2,4,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
2,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
2,6,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,150,4,50
2,7,1,1,102,1.79769313486232e+308,150,4,100,2,4,100
2,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,100
2,9,1,1,102,1,1,4,100,2,4,100
3,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
3,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,0
3,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
3,4,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,0
3,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,0
3,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
3,7,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,0
3,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,0
3,9,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
4,7,1,1,104,1.79769313486232e+308,2,4,50,2,4,50
6,1,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
6,2,1,1,102,1.79769313486232e+308,9,4,100,6,4,100
6,4,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
6,5,1,1,104,1.79769313486232e+308,3,4,100,8,4,100
6,6,1,1,103,1,10,4,50,4,4,50
6,7,1,1,103,1.79769313486232e+308,5,4,50,2,4,50
6,8,1,1,103,1.79769313486232e+308,4,4,50,6,4,50
6,9,1,1,102,1,2,4,100,2,4,100
7,1,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
7,2,1,1,103,1.79769313486232e+308,3,4,50,5,4,50
7,3,1,1,104,1,3,4,100,1,4,100
7,4,1,1,104,1.79769313486232e+308,3,4,100,2,4,100
7,5,1,1,104,1.79769313486232e+308,4,4,100,5,4,100
7,6,1,1,103,1,1,4,50,1,4,50
7,7,1,1,103,1.79769313486232e+308,1,4,50,5,4,50
7,8,1,1,103,1.79769313486232e+308,3,4,50,6,4,50
7,9,1,1,103,1,2,4,50,6,4,50
8,1,1,1,104,1.79769313486232e+308,2,4,100,1,4,100
8,2,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
8,3,1,1,102,1,1,4,100,2,4,100
8,4,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
8,6,1,1,104,1,2,4,100,1,4,100
8,7,1,1,104,1.79769313486232e+308,1,4,100,5,4,100
8,8,1,1,103,1.79769313486232e+308,8,4,100,20,4,100
8,9,1,1,103,1,1,4,50,1,4,50
9,1,1,1,102,1.79769313486232e+308,1,4,100,10,4,100
9,2,1,1,104,1.79769313486232e+308,2,4,100,3,4,100
9,3,1,1,103,1,1,4,100,1,4,50
9,4,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
9,5,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
9,6,1,1,102,1,2,4,100,1,4,100
9,7,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
9,8,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
9,9,1,1,103,1,1,4,100,2,4,100
10,1,1,1,103,1.79769313486232e+308,6,4,100,3,4,100
10,2,1,1,102,1.79769313486232e+308,5,4,100,10,4,100
10,3,1,1,103,1,1,4,50,2,4,50
10,4,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
10,5,1,1,103,1.79769313486232e+308,4,4,50,3,4,50
10,6,1,1,102,1,4,4,100,1,4,100
10,7,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
10,8,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
10,9,1,1,102,1,1,4,50,1,4,100
11,1,1,1,102,1.79769313486232e+308,1,4,100,3,4,100
11,2,1,1,103,1.79769313486232e+308,3,4,50,1,4,100
11,3,1,1,102,1,5,4,100,7,4,100
11,4,1,1,103,1.79769313486232e+308,3,4,50,4,4,50
11,5,1,1,103,1.79769313486232e+308,10,4,50,5,4,50
11,6,1,1,104,1,5,4,100,7,4,100
11,7,1,1,102,1.79769313486232e+308,10,4,100,5,4,100
11,8,1,1,102,1.79769313486232e+308,4,4,100,6,4,100
11,9,1,1,102,1,7,4,100,10,4,100
12,1,1,1,102,1.79769313486232e+308,4,1,100,6,1,100
12,2,1,1,102,1.79769313486232e+308,5,1,100,6,1,100
12,3,1,1,103,2,4,1,50,12,1,50
12,4,1,1,103,1.79769313486232e+308,10,1,50,4,1,50
12,5,1,1,102,1.79769313486232e+308,4,1,100,8,1,100
12,6,1,1,103,1,3,1,50,6,1,50
12,7,1,1,103,1.79769313486232e+308,1,1,50,3,1,50
12,8,1,1,103,1.79769313486232e+308,1,1,50,1,1,50
12,9,1,1,102,19,8,1,100,4,1,100
13,1,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
13,2,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
13,3,1,1,102,1,3,4,100,4,4,100
13,4,1,1,102,1.79769313486232e+308,4,4,100,6,4,100
13,5,1,1,103,1.79769313486232e+308,1,4,100,10,4,50
13,6,1,1,103,1,3,4,50,4,4,50
13,7,1,1,101,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
13,8,1,1,102,1.79769313486232e+308,3,4,100,6,4,100
13,9,1,1,102,1,2,4,100,1,4,100
14,1,1,1,102,1.79769313486232e+308,10,4,100,30,3,100
14,2,1,1,102,1.79769313486232e+308,1,4,100,10,4,100
14,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
14,4,1,1,102,1.79769313486232e+308,1,4,50,10,4,100
14,5,1,1,102,1.79769313486232e+308,8,4,100,28,4,100
14,6,1,1,102,4,4,4,100,20,4,100
14,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
14,8,1,1,102,1.79769313486232e+308,4,4,100,30,4,100
14,9,1,1,102,1,3,4,100,10,4,100
15,1,1,1,102,1.79769313486232e+308,1,4,50,8,4,100
15,2,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
15,3,1,1,104,2,2,4,100,10,4,100
15,4,1,1,102,1.79769313486232e+308,1,4,50,6,4,100
15,5,1,1,104,1.79769313486232e+308,3,4,50,10,4,50
15,6,1,1,102,2,4,4,50,16,4,50
15,7,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,50
15,8,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,20,4,100
15,9,1,1,104,1,1,4,100,4,4,100
16,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,50
16,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
16,3,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
16,4,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,100
16,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
16,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
16,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,50
16,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
16,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
17,1,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
17,2,1,1,101,1.79769313486232e+308,1,4,100,3,4,100
17,3,1,1,104,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
17,4,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
17,5,1,1,104,1.79769313486232e+308,10,4,50,7,4,50
17,6,1,1,103,1,1,4,50,1,4,50
17,7,1,1,103,1.79769313486232e+308,4,4,50,2,4,50
17,8,1,1,104,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
17,9,1,1,103,1,1,4,50,1,4,50
18,1,1,1,101,1.79769313486232e+308,2,4,50,1,4,50
18,2,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
18,3,1,1,103,1,1,4,50,1,4,50
18,4,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
18,5,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
18,6,1,1,103,1,1,4,50,1,4,50
18,7,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
18,8,1,1,104,1.79769313486232e+308,2,4,100,8,4,50
18,9,1,1,104,1,3,4,100,4,4,100
19,1,1,1,104,1.79769313486232e+308,4,8,10,5,8,13
19,2,1,1,104,1.79769313486232e+308,1,4,20,4,8,10
19,3,1,1,104,1,3,4,7,2,4,5
19,4,1,1,104,1.79769313486232e+308,3,8,7,4,8,10
19,5,1,1,104,1.79769313486232e+308,4,8,10,5,8,13
19,6,1,1,104,1,3,8,8,4,8,10
19,7,1,1,104,1.79769313486232e+308,5,8,12,4,8,10
19,8,1,1,104,1.79769313486232e+308,1,4,100,1,4,100
19,9,1,1,104,1,4,8,10,4,8,10
20,3,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,900,1,900
20,4,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,400
20,5,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,400
20,6,1,2,103,1,20,1,20,6,4,300
20,7,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,200
20,8,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,45,1,45
20,9,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,300
21,1,1,1,104,1.79769313486232e+308,4,8,10,10,8,25
21,2,1,1,104,1.79769313486232e+308,1,4,50,1,4,100
21,3,1,1,104,1,1,4,50,1,4,100
21,4,1,1,104,1.79769313486232e+308,1,4,100,3,4,50
21,5,1,1,104,1.79769313486232e+308,3,8,7,2,8,5
21,6,1,1,104,1,1,4,50,4,8,10
21,7,1,1,104,1.79769313486232e+308,1,4,50,4,4,10
21,8,1,1,104,1.79769313486232e+308,1,4,100,3,4,50
22,1,1,1,104,1.79769313486232e+308,1,4,100,1,4,50
22,3,1,1,104,1,4,8,10,5,8,12
22,4,1,1,104,1.79769313486232e+308,4,8,12,5,8,15
22,5,1,1,104,1.79769313486232e+308,1,4,50,1,4,100
22,6,1,1,104,1,1,4,100,1,4,50
22,7,1,1,104,1.79769313486232e+308,1,4,50,1,4,100
22,8,1,1,104,1.79769313486232e+308,3,8,12,4,8,15
22,9,1,1,104,1,1,4,100,1,4,50
23,1,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,24,4,0
23,2,1,2,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,50
23,3,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,300,1,1
23,5,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,17,4,850
23,6,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,150,1,150
23,7,1,2,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,35,1,35
23,9,1,1,104,1,2,4,100,21,4,0
30,7,1,2,103,1,3,4,150,4,4,200
35,1,1,1,103,1.79769313486232e+308,35,1,35,35,1,35
35,2,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
35,3,1,1,103,4,45,1,45,50,1,50
35,4,1,1,104,1.79769313486232e+308,40,1,40,40,1,40
35,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
35,6,1,1,103,1,40,1,1,25,1,1
35,7,1,1,103,1.79769313486232e+308,10,1,10,10,1,10
35,8,1,1,103,1.79769313486232e+308,50,1,50,50,1,50
35,9,1,2,103,9,50,1,50,50,1,50
36,1,1,1,103,1.79769313486232e+308,50,1,50,50,1,50
36,2,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,4,50
36,3,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,25,1,25
36,4,1,1,103,1.79769313486232e+308,100,4,50,150,1,100
36,5,1,1,102,1.79769313486232e+308,50,1,50,50,1,50
36,6,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
36,7,1,1,104,1.79769313486232e+308,5,1,5,20,1,5
36,8,1,1,103,1.79769313486232e+308,37,1,37,50,1,50
36,9,1,1,103,2,10,1,10,10,1,10
37,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,45,4,100
37,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,12,4,100
37,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
37,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
37,5,1,1,102,1.79769313486232e+308,2,4,100,27,4,100
37,6,1,2,104,1,0,1.79769313486232e+308,1.79769313486232e+308,2,4,50
37,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
37,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
37,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,11,4,100
38,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,15,4,100
38,2,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,50
38,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
38,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,50
38,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,9,4,100
38,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
38,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
38,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
38,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,11,4,100
39,1,1,2,103,1.79769313486232e+308,3,4,50,3,4,50
39,2,1,1,102,1.79769313486232e+308,2,4,100,2,4,100
39,3,1,1,102,1,1,4,100,1,4,100
39,4,1,1,104,1.79769313486232e+308,1,4,100,1,4,100
39,5,1,1,103,1.79769313486232e+308,5,4,50,5,4,50
39,6,1,1,102,1,1,4,100,1,4,100
39,7,1,1,104,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
39,8,1,1,104,1.79769313486232e+308,1,4,100,1,4,100
39,9,1,1,102,1,2,4,100,1,4,100
40,1,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
40,2,1,1,104,1.79769313486232e+308,1,4,50,1,4,50
40,3,1,1,102,1,1,4,50,1,4,50
40,4,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
40,6,1,1,104,1,1,4,100,1,4,100
40,7,1,1,104,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
40,8,1,1,102,1.79769313486232e+308,5,4,50,3,4,50
40,9,1,1,103,1,1,4,50,1,4,50
41,1,1,1,104,1.79769313486232e+308,1,4,50,2,4,50
41,2,1,1,104,1.79769313486232e+308,4,4,50,1,4,50
41,3,1,1,103,1,4,4,50,2,4,50
41,4,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
41,5,1,1,103,1.79769313486232e+308,2,4,50,0,1.79769313486232e+308,1.79769313486232e+308
41,6,1,1,104,17,3,4,50,2,4,50
41,7,1,1,103,1.79769313486232e+308,6,4,50,8,4,50
41,8,1,1,104,1.79769313486232e+308,4,4,50,0,1.79769313486232e+308,1.79769313486232e+308
41,9,1,1,104,1,2,4,50,1,4,50
42,1,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
42,2,1,2,103,1.79769313486232e+308,2,4,50,5,4,50
42,3,1,1,102,1,3,4,50,2,4,50
42,4,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,4,50
42,5,1,1,103,1.79769313486232e+308,3,4,50,6,4,50
42,6,1,1,102,1,3,4,50,1,4,50
42,7,1,1,102,1.79769313486232e+308,5,4,50,2,4,50
42,8,1,1,104,1.79769313486232e+308,2,4,50,1,4,50
42,9,1,1,102,1,3,4,50,1,4,50
43,1,1,1,104,1.79769313486232e+308,1,4,50,1,4,50
43,2,1,1,104,1.79769313486232e+308,2,4,50,2,4,50
43,3,1,1,103,1,1,1,20,2,4,50
43,4,1,1,104,1.79769313486232e+308,1,4,50,2,4,50
43,5,1,1,103,1.79769313486232e+308,10,1,10,0,1.79769313486232e+308,1.79769313486232e+308
43,6,1,1,104,1,100,8,2.5,70,8,2.5
43,7,1,1,104,1.79769313486232e+308,90,8,2.5,100,8,2.5
43,8,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
43,9,1,1,103,12,30,1,30,0,1.79769313486232e+308,1.79769313486232e+308
44,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
44,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
44,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
44,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
44,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
44,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
44,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
44,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
44,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
45,3,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
45,6,1,1,104,8,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
45,9,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
46,3,1,2,104,2,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
46,6,1,1,102,1,300,1,300,200,1,200
46,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
47,1,1,1,104,1.79769313486232e+308,2,4,50,0,1.79769313486232e+308,1.79769313486232e+308
47,2,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
47,3,1,1,103,1,2,4,50,1,4,50
47,4,1,1,104,1.79769313486232e+308,3,4,50,1,4,50
47,5,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
47,6,1,1,102,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
47,7,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
47,8,1,1,102,1.79769313486232e+308,4,4,50,1,4,50
47,9,1,1,102,2,2,4,50,3,4,50
48,1,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
48,2,1,1,104,1.79769313486232e+308,1,4,50,2,4,50
48,3,1,1,104,1,2,4,50,0,1.79769313486232e+308,1.79769313486232e+308
48,4,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
48,5,1,2,104,1.79769313486232e+308,2,4,50,0,1.79769313486232e+308,1.79769313486232e+308
48,6,1,1,102,1,3,4,50,1,4,50
48,7,1,1,103,1.79769313486232e+308,4,4,50,2,4,50
48,8,1,1,102,1.79769313486232e+308,3,4,50,1,4,50
48,9,1,1,104,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
49,7,1,1,103,1.79769313486232e+308,48,1,48,50,1,50
49,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
50,1,1,1,103,1.79769313486232e+308,50,1,50,50,1,50
50,2,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
50,3,1,1,103,1,60,1,60,50,1,50
50,4,1,1,103,1.79769313486232e+308,100,1,100,200,1,200
50,6,1,1,103,2,50,1,50,100,1,100
51,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
51,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,50
51,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
51,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,50
51,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,22,4,100
51,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,50
51,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,50
51,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,7,4,50
51,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
52,3,1,1,102,2,2,4,100,2,4,100
52,6,1,1,102,1,100,1,100,200,1,200
52,9,1,2,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
53,3,1,1,104,2,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
53,9,1,6,104,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
54,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,12,4,100
54,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
54,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
54,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
54,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,11,4,100
54,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
54,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,100
54,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
54,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
55,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
55,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
55,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
55,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
55,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
55,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,7,4,100
55,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,400
55,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,13,4,100
55,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
56,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
56,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,100
56,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
56,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
56,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
56,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,4,4,100
56,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
56,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,100
56,9,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
57,1,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
57,2,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
57,3,1,2,102,1,2,4,100,1,4,100
57,4,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
57,5,1,2,101,1.79769313486232e+308,1,4,100,2,4,50
57,6,1,1,102,1,1,4,100,3,4,50
57,7,1,2,101,1.79769313486232e+308,2,4,100,1,4,100
57,8,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
57,9,1,1,101,1,2,4,100,1,4,100
58,1,1,1,101,1.79769313486232e+308,95,8,237.5,3,2,900
58,2,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,375,8,938
58,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,4,2,800
58,4,1,2,101,1.79769313486232e+308,2,4,200,25,4,625
58,5,1,1,101,1.79769313486232e+308,4,4,400,9,4,900
58,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,150,6,340
58,7,1,1,101,1.79769313486232e+308,4,4,400,220,8,550
58,8,1,1,101,1.79769313486232e+308,90,8,225,0,1.79769313486232e+308,1.79769313486232e+308
58,9,1,2,101,3,0,1.79769313486232e+308,1.79769313486232e+308,5,4,500
59,1,1,2,102,1.79769313486232e+308,40,8,2.5,350,8,2.5
59,2,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,120,8,2.5
59,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,80,8,2.5
59,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,50,8,2.5
