"grappe","exploitation","passage","s5q01","s5q02","s5q03","s5q04","s5q05","s5q06","s5q07","s5q08","s5q09","s5q10","s5q11"
139,9,1,1,2,2,2,2,2,2,2,2,2,2
140,1,1,1,2,2,2,2,2,2,2,2,2,2
140,2,1,1,2,2,2,2,2,2,2,2,2,2
140,3,1,1,2,2,2,2,2,2,2,2,2,2
140,4,1,1,2,2,2,2,2,2,2,2,2,2
140,5,1,1,2,2,2,2,2,2,2,2,2,2
140,6,1,1,2,2,2,2,2,2,2,2,2,2
140,7,1,1,2,2,2,2,2,2,2,2,2,2
140,8,1,1,2,2,2,2,2,2,2,2,2,2
140,9,1,1,2,2,2,2,2,2,2,2,2,2
141,3,1,1,2,2,2,2,2,2,2,2,2,2
141,6,1,1,2,2,2,2,2,2,2,2,2,2
141,9,1,1,2,2,2,1,2,2,2,2,2,1
142,3,1,1,2,2,2,2,2,2,2,2,2,2
142,6,1,1,2,2,2,2,2,2,2,2,2,2
142,9,1,1,2,2,2,2,2,2,2,2,2,2
143,3,1,1,1,2,2,2,2,2,2,2,2,1
143,6,1,1,2,2,2,2,2,2,2,2,2,2
143,9,1,1,1,2,2,1,2,2,2,2,2,1
144,3,1,1,2,2,2,2,2,2,2,2,2,2
144,6,1,1,2,2,2,2,2,2,2,2,2,2
144,9,1,1,2,2,2,2,2,2,2,2,2,2
145,3,1,1,2,2,2,2,2,2,2,2,2,2
145,6,1,1,2,2,2,2,2,2,2,2,2,2
145,9,1,1,2,2,2,2,2,2,2,2,2,2
146,3,1,1,2,2,2,2,2,2,2,2,2,2
146,6,1,1,2,2,2,2,2,2,2,2,2,2
146,9,1,1,2,2,2,2,2,2,2,2,2,2
147,3,1,1,2,2,2,2,2,2,2,2,2,2
147,6,1,1,2,2,2,2,2,2,2,2,2,2
147,9,1,1,2,2,2,2,2,2,2,2,2,2
148,3,1,1,2,2,2,2,2,2,2,2,2,2
148,6,1,1,2,2,2,2,2,2,2,2,2,2
148,9,1,1,2,2,2,2,2,1,2,2,2,1
149,3,1,1,2,2,2,2,2,2,2,2,2,2
149,6,1,1,2,2,2,2,2,2,2,2,2,2
149,9,1,1,2,2,2,2,2,2,2,2,2,2
150,3,1,1,2,2,2,2,2,2,2,2,2,2
150,6,1,1,2,2,2,2,2,2,2,2,2,2
150,9,1,1,2,2,2,2,2,2,2,2,2,2
151,3,1,1,2,2,2,2,2,2,2,2,1,1
151,6,1,1,2,2,2,2,2,2,2,2,2,2
151,9,1,1,2,2,2,2,2,2,2,2,2,2
152,3,1,1,2,2,2,2,2,2,2,2,2,2
152,6,1,1,2,2,2,2,2,2,2,2,1,1
152,9,1,2,2,2,2,2,2,2,2,2,2,2
153,3,1,5,2,2,2,2,2,2,2,2,2,2
153,6,1,1,2,2,2,2,2,2,2,2,1,1
153,9,1,6,2,2,2,2,2,2,2,2,2,2
155,3,1,1,2,2,2,2,2,2,2,2,2,2
155,6,1,1,2,2,2,2,2,2,2,2,2,2
155,9,1,1,2,2,2,2,2,2,2,2,2,2
156,3,1,1,2,2,2,2,2,2,2,2,2,2
156,6,1,1,2,2,2,2,2,2,2,2,2,2
156,9,1,1,2,2,2,2,2,2,2,2,2,2
157,3,1,1,2,2,2,2,2,2,2,2,2,2
157,6,1,1,2,2,2,2,2,2,2,2,2,2
157,9,1,1,2,2,2,2,2,2,2,2,2,2
158,3,1,1,2,2,2,2,2,2,2,2,2,2
158,6,1,1,2,2,2,2,2,2,2,2,2,2
158,9,1,1,2,2,2,2,2,2,2,2,2,2
159,3,1,1,2,2,2,2,2,2,2,2,2,2
159,6,1,1,2,2,2,2,2,2,2,2,2,2
159,9,1,1,2,2,2,2,2,2,2,2,2,2
160,3,1,1,2,2,2,2,2,2,2,2,2,2
160,6,1,1,2,2,2,2,2,2,2,2,2,2
160,9,1,1,2,2,2,2,2,2,2,2,2,2
161,3,1,1,2,2,2,2,2,2,2,2,2,2
161,6,1,1,2,2,2,2,2,2,2,2,2,2
161,9,1,1,2,2,2,2,2,2,2,2,2,2
162,3,1,1,2,2,2,2,2,2,2,2,2,2
162,6,1,1,2,2,2,2,2,2,2,2,2,2
162,9,1,1,2,2,2,2,2,2,2,2,2,2
163,3,1,1,2,2,2,2,2,2,2,2,2,2
163,6,1,1,2,2,2,2,2,2,2,2,2,2
163,9,1,1,2,2,2,2,2,2,2,2,2,2
164,3,1,1,2,2,2,2,2,2,2,2,2,2
164,6,1,1,2,2,2,2,2,2,2,2,2,2
164,9,1,1,2,2,2,2,2,2,2,2,2,2
165,3,1,1,1,2,2,2,2,2,2,2,2,2
165,6,1,1,2,2,2,2,2,2,2,2,2,2
165,9,1,1,2,2,2,2,2,2,2,2,2,2
166,3,1,1,2,2,2,2,2,2,2,2,2,2
166,6,1,1,2,2,2,2,2,2,2,2,2,2
166,9,1,1,2,2,2,2,2,2,2,2,2,2
167,3,1,1,2,2,2,2,2,2,2,2,2,2
167,6,1,1,2,2,2,2,2,2,2,2,2,2
167,9,1,1,2,2,2,2,2,2,2,2,2,2
168,3,1,2,2,2,2,2,2,2,2,2,1,2
168,6,1,1,2,2,2,2,2,2,2,2,2,2
168,9,1,2,2,2,2,1,2,2,2,2,1,1
169,3,1,1,2,2,2,2,2,2,2,2,2,2
169,6,1,1,2,2,2,2,2,2,2,2,2,2
169,9,1,1,2,2,2,1,2,2,2,2,2,1
170,3,1,1,2,2,2,2,2,2,2,2,2,2
170,6,1,1,2,2,2,2,2,2,2,2,2,2
170,9,1,1,2,2,2,2,2,2,2,2,2,2
171,3,1,1,2,2,2,2,2,2,2,2,2,2
171,6,1,1,2,2,2,2,2,2,2,2,2,2
171,9,1,1,2,2,2,2,2,2,2,2,2,2
172,3,1,1,2,2,2,2,2,2,2,2,2,2
172,6,1,1,2,2,2,2,2,2,2,2,2,2
172,9,1,1,2,2,2,2,2,2,2,2,2,2
173,3,1,1,2,2,2,2,2,2,2,2,2,2
173,6,1,9,2,2,2,2,2,2,2,2,2,2
173,9,1,9,2,2,2,2,2,2,2,2,2,2
174,3,1,1,2,2,2,2,2,2,2,2,2,2
174,6,1,1,2,2,2,2,2,2,2,2,2,2
174,9,1,1,2,2,2,2,2,2,2,2,2,2
175,3,1,1,2,2,2,2,2,2,2,2,2,2
175,6,1,1,2,2,2,2,2,2,2,2,2,2
175,9,1,1,2,2,2,2,2,2,2,2,2,2
176,3,1,1,2,2,2,2,2,2,2,2,2,2
176,6,1,1,2,2,2,2,2,2,2,2,2,2
176,9,1,1,2,2,2,2,2,2,2,2,2,2
177,3,1,1,2,2,2,2,2,2,2,2,2,2
177,6,1,1,2,2,2,2,2,2,2,2,2,2
177,9,1,1,2,2,2,2,2,2,2,2,2,2
178,3,1,1,2,2,2,2,2,2,2,2,2,2
178,6,1,4,2,2,2,2,2,2,2,2,2,2
178,9,1,1,2,2,2,2,2,2,2,2,2,2
179,3,1,1,2,2,2,2,2,2,2,2,2,2
179,6,1,1,2,2,2,2,2,2,2,2,2,2
179,9,1,1,2,2,2,2,2,2,2,2,2,2
180,3,1,6,2,2,2,2,2,2,2,2,2,2
180,6,1,1,1,2,2,2,2,2,2,2,2,1
180,9,1,1,2,2,2,2,2,2,2,2,2,2
181,3,1,1,2,2,2,2,2,2,2,2,2,2
181,6,1,1,2,2,2,2,2,2,2,2,2,2
181,9,1,1,2,2,2,2,2,2,2,2,2,2
182,3,1,1,2,2,2,2,2,2,2,2,2,2
182,6,1,2,2,2,2,2,2,2,2,2,1,1
182,9,1,1,2,2,2,2,2,2,2,2,2,2
183,3,1,1,2,2,2,2,2,2,2,2,2,2
183,6,1,1,2,2,2,2,2,2,2,2,2,2
183,9,1,1,2,2,2,2,2,2,2,2,2,2
184,3,1,1,2,2,2,2,2,2,2,2,2,2
184,6,1,1,2,2,2,2,2,2,2,2,2,2
184,9,1,1,2,2,2,2,2,2,2,2,2,2
185,3,1,1,2,2,2,2,2,2,2,2,2,2
185,6,1,1,2,2,2,2,2,2,2,2,2,2
185,9,1,1,2,2,2,2,2,2,2,2,2,2
186,1,1,1,2,2,2,2,2,2,2,2,2,2
186,2,1,2,2,2,2,2,2,2,1,2,2,2
186,3,1,2,2,2,1,1,2,2,2,2,2,2
186,4,1,2,2,2,2,2,2,2,1,2,2,2
186,5,1,2,2,2,2,2,2,2,2,2,1,2
186,6,1,2,2,2,2,2,2,2,2,2,2,2
186,7,1,2,2,2,2,2,2,2,2,2,2,2
186,8,1,1,2,2,2,1,2,2,2,2,2,2
186,9,1,2,2,2,2,2,2,2,2,2,2,2
187,1,1,1,2,2,2,2,2,2,2,2,2,2
187,2,1,9,2,2,2,2,2,2,2,2,2,2
187,3,1,1,2,2,2,2,2,2,2,2,2,2
187,4,1,2,2,2,2,2,2,2,2,2,2,2
187,5,1,5,2,2,2,2,2,1,2,2,2,2
187,6,1,1,2,2,2,2,2,2,2,2,2,2
187,7,1,1,2,2,2,2,2,2,2,2,2,2
187,8,1,1,2,2,2,2,2,2,2,2,2,2
187,9,1,1,2,2,2,2,2,2,2,2,2,2
188,1,1,1,2,2,2,2,2,2,2,2,2,2
188,2,1,1,2,2,2,2,2,2,2,2,2,2
188,3,1,1,2,2,2,2,2,2,2,2,2,2
188,4,1,2,2,2,2,2,2,2,2,2,2,2
188,5,1,2,2,2,2,2,2,2,1,2,2,2
188,6,1,1,2,2,2,2,2,2,2,2,2,2
188,7,1,1,2,2,2,2,2,2,1,2,2,2
188,8,1,1,2,2,2,1,2,2,2,2,2,2
188,9,1,1,2,2,2,2,2,2,1,2,2,2
189,1,1,1,2,2,2,2,2,2,2,2,2,2
189,2,1,2,2,1,2,2,2,2,2,2,2,2
189,3,1,2,2,2,2,2,2,2,2,2,2,2
189,4,1,2,2,2,2,2,2,2,2,2,2,2
189,5,1,1,2,2,2,2,2,2,2,2,2,2
189,6,1,1,2,2,2,1,2,2,2,2,2,2
189,7,1,2,2,2,2,2,2,2,2,2,2,2
189,8,1,1,1,2,1,2,2,2,2,2,2,2
189,9,1,2,2,2,1,2,2,2,2,2,2,2
190,1,1,1,2,2,2,2,2,2,2,2,2,2
190,2,1,1,2,2,2,2,2,2,2,2,2,2
190,3,1,2,2,2,2,2,2,2,2,2,2,2
190,4,1,1,2,2,2,2,2,2,2,2,2,2
190,5,1,1,2,2,2,2,2,2,2,2,2,2
190,6,1,2,2,2,2,2,2,2,2,2,2,2
190,7,1,2,2,2,2,2,2,2,2,2,2,2
190,8,1,1,2,2,2,2,2,2,2,2,2,2
190,9,1,2,2,2,2,2,2,2,2,2,2,2
191,3,1,1,2,2,2,2,2,2,2,2,2,2
191,6,1,1,2,2,2,2,2,2,2,2,2,2
191,9,1,1,2,2,2,2,2,2,2,2,2,2
192,3,1,1,2,2,2,2,2,2,2,2,2,2
192,6,1,1,2,2,2,2,2,2,2,2,2,2
192,9,1,1,2,2,2,2,2,2,2,2,2,2
193,3,1,1,2,2,2,2,2,2,2,2,2,2
193,6,1,1,2,2,2,2,2,2,2,2,2,2
193,9,1,1,2,2,2,2,2,2,2,2,2,2
194,3,1,1,2,2,1,2,2,2,2,2,2,1
194,6,1,1,2,2,2,2,2,2,2,2,2,2
194,9,1,1,2,2,2,2,2,2,2,2,2,2
195,3,1,1,2,2,2,2,2,2,2,2,2,2
195,6,1,1,2,2,2,2,2,2,2,2,2,2
195,9,1,1,2,2,2,2,2,2,2,2,2,2
196,3,1,1,2,2,2,2,2,2,2,2,2,2
196,6,1,1,2,2,2,2,2,2,2,2,2,2
196,9,1,1,2,2,2,2,2,2,2,2,2,2
197,3,1,1,2,2,2,2,2,2,2,2,2,2
197,6,1,1,2,2,2,2,2,2,2,2,2,2
197,9,1,1,2,2,2,2,2,2,2,2,2,2
198,3,1,1,2,2,2,2,2,2,2,2,2,2
198,6,1,9,2,2,2,2,2,2,2,2,2,2
198,9,1,1,2,2,2,2,2,2,2,2,2,2
199,3,1,1,1,1,2,2,2,2,2,2,2,1
199,6,1,1,2,2,2,2,2,2,2,2,2,2
199,9,1,1,2,2,2,2,2,2,2,2,2,2
200,3,1,1,1,2,2,2,2,2,2,2,2,2
200,6,1,1,2,2,2,1,2,2,2,2,2,1
200,9,1,30,2,2,2,2,2,2,2,2,2,2
201,3,1,1,2,2,2,2,2,2,2,2,2,2
201,6,1,17,2,2,2,2,2,2,2,2,2,2
201,9,1,1,2,2,2,2,2,2,2,2,2,2
202,3,1,9,2,2,2,2,2,2,2,2,2,2
202,6,1,1,2,2,2,2,2,2,2,2,2,2
202,9,1,1,2,2,2,2,2,2,2,2,2,2
203,3,1,1,2,2,2,2,2,2,2,2,2,2
203,6,1,1,2,2,2,2,2,2,2,2,2,2
203,9,1,1,2,2,2,2,2,2,2,2,2,2
204,3,1,1,2,2,2,2,2,2,2,2,2,2
204,6,1,1,2,2,2,2,2,2,2,2,2,2
204,9,1,1,2,2,2,2,2,2,2,2,2,2
205,3,1,1,2,2,2,2,2,2,2,2,2,2
205,6,1,1,2,2,2,2,2,2,2,2,2,2
205,9,1,1,2,2,2,2,2,2,2,2,2,2
206,3,1,1,2,2,2,2,2,2,2,2,2,2
206,6,1,1,2,2,2,2,2,2,2,2,2,2
206,9,1,1,2,2,2,2,2,2,2,2,2,2
207,3,1,1,1,2,2,2,2,2,2,2,2,1
207,6,1,1,2,2,2,2,2,2,2,2,2,2
207,9,1,1,2,2,2,2,2,2,2,2,2,2
208,3,1,1,1,2,2,2,2,2,2,2,2,1
208,6,1,1,2,2,2,2,2,2,2,2,2,2
208,9,1,1,2,2,2,2,2,2,2,2,2,2
209,3,1,1,2,2,2,2,2,2,2,2,2,2
209,6,1,1,2,2,2,2,2,2,2,2,2,2
209,9,1,2,2,2,2,2,2,2,2,2,2,2
210,3,1,1,2,2,2,2,2,2,2,2,2,2
210,6,1,1,2,2,2,2,2,2,2,2,2,2
210,9,1,1,2,2,2,2,2,2,2,2,2,2
211,3,1,1,2,2,2,2,2,2,2,2,2,2
211,6,1,1,2,2,2,2,2,2,2,2,2,2
211,9,1,1,2,2,2,2,2,2,2,2,2,2
212,3,1,1,2,2,2,2,2,2,2,2,2,2
212,6,1,1,2,2,2,2,2,2,2,2,2,2
212,9,1,1,2,2,2,2,2,2,2,2,2,2
213,3,1,1,2,2,2,2,2,2,2,2,2,2
213,9,1,1,2,2,2,2,2,2,2,2,2,2
214,3,1,1,2,2,2,2,2,2,2,2,2,2
214,6,1,1,2,2,2,2,2,2,2,2,2,2
214,9,1,1,2,2,2,2,2,2,2,2,2,2
215,3,1,1,2,2,2,2,2,2,2,2,2,2
215,6,1,5,2,2,2,2,2,2,2,2,2,2
215,9,1,1,2,2,2,2,2,2,2,2,2,2
216,3,1,8,2,2,2,2,2,2,2,2,2,2
216,6,1,7,2,2,2,2,2,2,2,2,2,2
216,9,1,1,2,2,2,2,2,2,2,2,2,2
217,3,1,5,2,2,2,2,2,2,2,2,2,2
217,6,1,1,2,2,2,2,2,2,2,2,2,2
217,9,1,4,2,2,2,2,2,2,2,2,2,2
218,3,1,1,2,2,2,2,2,2,2,2,2,2
218,6,1,1,2,2,2,2,2,2,2,2,2,2
218,9,1,1,2,2,2,2,2,2,2,2,2,2
219,3,1,1,2,2,2,2,2,2,2,2,2,2
219,6,1,1,2,2,2,2,2,2,2,2,2,2
219,9,1,1,2,2,2,2,2,2,2,2,2,2
220,3,1,1,2,2,2,2,2,2,2,2,2,2
220,6,1,1,2,2,2,2,2,2,2,2,2,2
220,9,1,1,2,2,2,2,2,2,2,2,2,2
221,3,1,1,1,2,2,2,1,2,2,2,2,2
221,6,1,1,2,2,2,2,2,2,2,2,2,2
221,9,1,1,2,2,2,2,2,2,2,2,2,2
222,3,1,1,2,2,2,2,2,2,2,2,2,2
222,6,1,1,2,2,2,1,2,2,2,2,2,2
223,3,1,1,2,2,2,2,2,2,2,2,2,2
223,6,1,1,2,2,2,2,2,2,2,2,2,2
223,9,1,1,2,2,2,2,2,2,2,2,2,2
224,3,1,1,2,2,2,2,2,2,2,2,2,2
224,6,1,1,2,2,2,2,2,2,2,2,2,2
224,9,1,1,2,2,2,2,2,2,2,2,2,2
225,3,1,1,2,2,2,2,2,2,2,2,2,2
225,6,1,1,2,2,2,2,2,2,2,2,2,2
225,9,1,1,2,2,2,2,2,2,2,2,2,2
226,3,1,1,2,2,2,2,2,2,2,2,2,2
226,6,1,1,2,2,2,2,2,2,2,2,2,2
226,9,1,1,2,2,2,2,2,2,2,2,2,2
227,3,1,1,1,2,2,2,2,2,2,2,2,2
227,6,1,1,1,2,2,2,2,2,2,2,2,2
227,9,1,1,2,2,2,2,1,2,2,2,2,2
228,3,1,1,2,2,2,2,2,2,2,2,1,2
228,6,1,1,2,2,2,2,2,2,2,2,2,2
228,9,1,1,1,2,2,2,2,2,2,2,2,2
229,3,1,1,2,2,2,2,2,2,2,2,2,2
229,6,1,1,2,2,2,2,2,2,2,2,2,2
229,9,1,1,2,2,2,2,2,2,2,2,2,2
230,3,1,19,2,2,2,1,2,2,2,2,2,1
230,6,1,2,2,2,2,2,2,2,2,2,2,2
230,9,1,1,1,2,2,2,2,2,2,2,2,1
231,3,1,1,2,2,2,2,2,2,2,2,2,2
231,6,1,1,2,2,2,2,2,2,2,2,2,2
231,9,1,1,2,2,2,2,2,2,2,2,2,2
232,3,1,1,2,2,2,2,2,2,2,2,2,2
232,6,1,1,2,2,2,2,2,2,2,2,2,2
232,9,1,1,2,2,2,2,2,2,2,2,2,2
233,3,1,1,2,2,2,2,2,2,2,2,2,2
233,6,1,3,2,2,2,2,2,2,2,2,2,2
233,9,1,1,2,2,2,2,2,2,2,2,1,1
234,3,1,1,2,2,2,2,2,2,2,2,2,2
234,6,1,1,2,2,2,2,2,2,2,2,2,2
234,9,1,1,2,2,2,2,2,2,2,2,2,2
235,3,1,1,2,2,2,2,2,2,2,2,2,2
235,6,1,1,2,2,2,2,2,2,2,2,2,2
235,9,1,1,2,2,2,2,2,2,2,2,2,2
236,3,1,3,2,2,2,2,2,2,2,2,2,2
236,6,1,4,2,2,2,2,2,2,2,2,2,2
236,9,1,1,2,2,2,2,2,2,2,2,2,2
237,3,1,13,2,2,2,2,2,2,2,2,2,2
237,6,1,1,2,2,2,2,2,2,2,2,2,2
237,9,1,1,2,2,2,2,2,2,2,2,2,2
238,3,1,1,2,2,2,2,2,2,2,2,2,2
238,6,1,1,2,2,2,2,2,2,2,2,2,2
238,9,1,1,2,2,2,2,2,2,2,2,2,2
239,3,1,1,2,2,2,2,2,2,2,2,2,2
239,6,1,1,2,2,2,2,2,2,2,2,2,2
239,9,1,1,2,2,2,2,2,2,2,2,2,2
240,3,1,1,2,2,2,2,2,2,2,2,2,2
240,6,1,1,2,2,2,2,2,2,2,2,2,2
240,9,1,1,2,2,2,2,2,2,2,2,2,2
241,3,1,1,2,2,2,2,2,2,2,2,2,2
241,6,1,1,2,2,2,2,2,2,2,2,2,2
241,9,1,1,2,2,2,2,2,2,2,2,2,2
242,3,1,1,2,2,2,2,2,2,2,2,2,2
242,6,1,1,2,2,2,2,2,2,2,2,2,2
242,9,1,1,2,2,2,2,2,2,2,2,2,2
243,3,1,1,2,2,2,2,2,2,2,2,2,2
243,6,1,1,2,2,1,2,2,2,2,2,2,1
243,9,1,1,2,2,1,2,2,2,2,2,2,1
244,3,1,1,2,2,2,2,2,2,2,2,2,2
244,6,1,1,2,2,2,2,2,2,2,2,2,2
244,9,1,1,1,2,2,2,2,2,2,2,2,1
245,3,1,1,2,2,2,2,2,2,2,2,2,2
245,6,1,1,2,2,2,2,2,2,2,2,2,2
245,9,1,1,2,2,2,2,2,2,2,2,2,2
246,3,1,1,2,2,2,2,2,2,2,2,2,2
246,6,1,1,2,2,2,2,2,2,2,2,2,2
246,9,1,1,2,2,2,2,2,2,2,2,2,2
247,3,1,1,2,2,2,2,2,2,2,2,2,2
247,6,1,1,2,2,2,2,2,2,2,2,2,2
247,9,1,1,2,2,2,2,2,2,2,2,2,2
248,3,1,1,2,2,2,2,2,2,2,2,2,2
248,6,1,1,2,2,2,2,2,2,2,2,2,2
248,9,1,1,2,2,2,2,2,2,2,2,2,2
249,3,1,7,2,2,2,2,2,2,2,2,2,2
249,6,1,1,2,2,2,2,2,2,2,2,2,2
249,9,1,1,2,2,2,2,2,2,2,2,2,2
250,3,1,1,2,2,2,2,2,2,2,2,2,2
250,6,1,1,2,2,2,2,2,2,2,2,2,2
250,9,1,1,2,2,2,2,2,2,1,2,2,1
251,3,1,1,2,2,2,2,2,2,2,2,2,2
251,6,1,1,2,2,2,2,2,2,2,2,2,2
251,9,1,1,2,2,2,1,2,2,2,2,2,1
252,3,1,1,2,2,2,2,2,2,2,2,2,2
252,6,1,1,2,2,2,2,2,2,2,2,2,2
252,9,1,1,2,2,2,2,2,2,2,2,2,2
253,3,1,1,2,2,2,2,2,2,2,2,2,2
253,6,1,1,2,2,2,2,2,2,2,2,2,2
253,9,1,1,2,2,2,2,2,2,2,2,2,2
254,3,1,1,2,2,2,2,1,2,2,2,2,1
254,6,1,1,2,2,2,2,2,2,2,2,2,2
254,9,1,1,2,2,2,2,2,2,2,2,2,2
255,3,1,1,2,2,2,2,2,2,2,2,2,2
255,6,1,13,2,2,2,2,2,2,2,2,2,2
255,9,1,1,2,2,2,2,2,2,2,2,2,2
256,3,1,2,2,2,2,1,2,2,2,2,2,1
256,6,1,17,2,2,2,2,2,2,2,2,2,2
256,9,1,11,2,2,2,2,2,2,2,2,2,2
257,3,1,1,2,2,2,2,2,2,2,2,2,2
257,6,1,1,2,2,2,2,2,2,2,2,2,2
257,9,1,1,2,2,2,2,2,2,2,2,2,2
258,3,1,14,2,2,2,2,2,2,2,2,2,2
258,6,1,1,2,2,2,2,2,2,2,2,2,2
258,9,1,1,2,2,2,2,2,2,2,2,2,2
259,3,1,1,2,2,2,2,2,2,2,2,2,2
259,6,1,1,2,2,2,2,2,2,2,2,2,2
259,9,1,1,2,2,2,2,2,2,2,2,2,2
260,3,1,1,1,2,2,2,2,2,2,2,2,1
260,6,1,1,1,2,2,2,2,2,2,2,2,1
260,9,1,1,2,2,2,2,2,2,2,2,2,2
261,3,1,1,2,2,2,2,2,2,2,2,2,2
261,6,1,1,2,2,2,2,2,2,2,2,2,2
261,9,1,2,2,2,2,2,2,2,2,2,2,2
262,3,1,1,2,2,2,2,2,2,2,2,2,2
262,6,1,9,2,2,2,2,2,2,2,2,2,2
262,9,1,2,1,2,2,2,2,2,2,2,2,1
263,3,1,1,2,2,1,2,2,2,2,2,2,1
263,6,1,8,1,2,2,2,2,2,2,2,1,1
263,9,1,5,2,2,2,2,2,2,2,2,2,2
264,3,1,4,2,2,2,2,2,2,2,2,1,1
264,6,1,1,1,2,2,2,2,2,2,2,2,1
264,9,1,3,2,2,2,2,2,2,2,2,2,2
265,3,1,1,2,2,2,1,2,2,2,2,2,1
265,6,1,1,2,2,2,1,2,2,2,2,2,1
265,9,1,2,2,2,2,2,2,2,2,2,1,1
266,3,1,1,1,2,2,2,2,2,2,1,2,1
266,6,1,1,2,2,2,2,2,2,2,2,2,2
266,9,1,1,2,2,2,2,2,2,2,2,2,2
267,3,1,1,2,2,2,1,2,2,2,2,1,1
267,6,1,1,1,2,2,1,2,2,2,2,2,1
267,9,1,1,2,2,2,1,2,2,2,2,2,1
268,3,1,1,2,2,2,1,2,2,2,2,2,1
268,6,1,1,2,2,2,1,2,2,2,2,2,1
268,9,1,1,2,2,2,1,2,2,2,2,2,1
269,3,1,1,2,2,2,2,2,2,2,2,2,2
269,6,1,1,2,2,2,2,2,2,2,2,2,2
269,9,1,1,2,2,2,2,2,2,2,2,2,2
270,3,1,2,2,2,1,2,2,2,2,2,2,2
270,6,1,1,2,2,2,1,2,2,2,2,2,2
270,9,1,2,1,2,2,2,2,1,2,2,2,2
271,3,1,1,2,2,2,2,2,2,2,2,2,2
271,6,1,6,2,2,2,2,2,2,2,2,2,2
271,9,1,1,1,2,2,2,2,2,2,2,2,1
272,3,1,2,2,2,2,2,1,2,2,2,2,2
272,6,1,1,2,2,2,2,2,2,2,2,2,2
272,9,1,2,2,2,2,2,2,2,2,2,1,2
273,3,1,1,2,1,2,2,2,2,2,2,2,1
273,6,1,1,2,2,2,2,2,2,2,2,2,2
273,9,1,1,2,2,2,2,2,2,2,2,2,2
274,3,1,1,2,2,2,1,2,2,1,2,2,1
274,6,1,1,2,2,2,2,2,2,2,2,2,2
274,9,1,1,2,2,2,2,2,2,2,2,2,2
275,3,1,1,2,2,2,2,2,2,2,2,2,2
275,6,1,1,2,2,2,2,2,2,2,2,2,2
275,9,1,1,2,2,2,2,2,2,2,2,2,2
276,3,1,1,2,2,2,2,2,2,2,2,2,2
276,6,1,1,2,2,2,2,2,2,2,2,2,2
276,9,1,1,2,2,2,2,2,2,2,2,2,2
277,3,1,1,2,2,2,2,2,2,2,2,2,2
277,6,1,1,2,2,2,2,2,2,2,2,2,2
277,9,1,1,2,2,2,2,2,2,2,2,2,2
278,3,1,2,2,2,2,2,2,2,2,2,2,2
278,6,1,1,2,2,2,2,2,2,2,2,2,2
278,9,1,1,2,2,2,2,2,2,2,2,2,2
279,3,1,1,2,2,2,2,2,2,2,2,2,2
279,6,1,1,2,2,2,2,2,2,2,2,2,2
279,9,1,1,2,2,2,2,2,2,2,2,2,2
280,1,1,2,2,2,2,2,2,2,2,2,2,2
280,2,1,6,2,2,2,1,2,2,2,2,2,1
280,3,1,2,2,2,2,1,2,2,2,2,2,1
280,4,1,2,2,2,2,1,2,2,2,2,2,1
280,5,1,9,2,2,2,2,2,2,2,2,2,2
280,6,1,2,2,2,2,2,2,2,2,2,2,2
280,7,1,2,2,2,2,1,2,2,2,2,2,1
280,8,1,5,2,2,1,1,2,2,2,2,2,1
280,9,1,2,2,2,2,2,1,2,2,2,2,1
281,1,1,2,2,2,2,2,2,2,2,2,2,2
281,2,1,1,2,2,2,2,2,2,2,2,2,2
281,3,1,1,2,2,2,2,2,2,2,2,2,2
281,4,1,1,2,2,2,2,2,2,2,2,2,2
281,5,1,1,2,2,2,1,2,2,2,2,2,1
281,6,1,2,2,2,2,2,2,2,2,2,2,2
281,7,1,4,2,1,1,1,2,2,2,2,2,1
281,8,1,1,2,2,2,2,2,2,2,2,2,2
281,9,1,1,2,2,1,2,2,2,2,2,2,1
282,1,1,5,2,2,2,2,2,2,2,2,2,2
282,2,1,1,2,2,2,2,2,2,2,2,2,2
282,3,1,1,2,2,2,2,2,2,2,2,2,2
282,4,1,1,2,2,2,1,2,2,2,2,2,1
282,5,1,2,1,2,2,2,2,2,2,2,2,1
282,6,1,1,2,2,2,2,2,2,2,2,2,2
282,7,1,1,2,2,2,2,2,1,2,2,2,1
282,8,1,6,2,2,2,2,2,2,2,2,2,2
282,9,1,2,2,2,2,1,2,2,2,2,2,1
283,1,1,1,2,2,2,2,2,2,2,2,2,2
283,2,1,2,2,2,2,2,2,2,2,2,2,2
283,3,1,1,2,2,2,2,2,2,2,2,2,2
283,4,1,1,2,2,2,2,2,2,2,2,2,2
283,5,1,2,2,2,2,2,2,2,2,2,2,2
283,6,1,1,2,2,2,1,2,2,2,2,2,1
283,7,1,1,2,2,2,1,2,2,2,2,2,1
283,8,1,1,2,2,2,1,2,2,2,2,2,1
283,9,1,1,1,2,2,2,2,2,2,2,2,1
284,1,1,2,2,2,2,2,2,2,2,2,2,2
284,2,1,1,2,2,2,2,2,2,2,2,2,2
284,3,1,1,2,2,2,2,2,2,2,2,2,2
284,4,1,1,2,2,2,2,2,2,2,2,2,2
284,5,1,2,2,2,2,2,2,2,2,2,2,2
284,6,1,2,2,2,2,2,2,2,2,2,2,2
284,7,1,1,2,2,2,2,2,2,2,2,2,2
284,8,1,2,2,2,2,2,2,2,2,2,2,2
284,9,1,1,2,2,2,2,2,2,2,2,2,2
