"grappe","exploitation","passage","s5q01","s5q02","s5q03","s5q04","s5q05","s5q06","s5q07","s5q08","s5q09","s5q10","s5q11"
432,3,1,1,2,2,2,2,2,2,2,2,2,2
432,4,1,1,2,2,2,2,2,2,2,2,2,2
432,5,1,1,2,2,2,2,2,2,2,2,2,2
432,6,1,1,2,1,2,2,2,2,2,2,2,2
432,7,1,1,2,1,2,2,2,1,2,2,2,1
432,8,1,1,2,2,2,2,2,2,1,2,2,2
432,9,1,1,2,2,2,1,2,2,2,2,2,1
433,1,1,4,2,2,1,2,2,2,2,2,2,1
433,2,1,1,2,2,1,2,2,2,2,2,2,1
433,3,1,1,2,2,2,2,2,2,2,2,2,2
433,4,1,1,2,2,2,1,2,2,2,2,2,1
433,5,1,1,2,2,2,2,2,2,2,2,2,2
433,6,1,1,2,2,2,2,2,2,2,2,2,2
433,7,1,1,2,2,2,2,2,2,2,2,2,2
433,8,1,1,2,2,2,2,2,2,2,2,2,2
433,9,1,1,2,2,2,2,2,2,2,2,2,2
434,1,1,1,2,2,2,2,2,2,2,2,2,2
434,2,1,1,2,2,2,2,2,2,2,2,2,2
434,3,1,2,2,2,2,2,2,2,2,2,2,2
434,4,1,2,2,2,2,2,2,2,2,2,2,2
434,5,1,1,2,2,2,2,2,2,2,2,2,2
434,6,1,2,2,2,2,2,2,2,2,2,2,2
434,7,1,1,2,2,2,2,2,2,2,2,2,2
434,8,1,2,2,2,2,2,2,2,2,2,2,2
434,9,1,2,2,2,2,2,2,2,2,2,2,2
435,1,1,2,2,2,2,2,2,2,2,2,2,2
435,2,1,7,1,2,2,2,2,2,2,2,2,1
435,3,1,2,2,2,2,2,2,2,2,2,2,2
435,4,1,2,2,2,2,2,2,2,2,2,2,2
435,5,1,1,2,2,2,2,2,2,2,2,2,2
435,6,1,1,1,1,2,2,2,2,2,2,2,1
435,7,1,1,2,2,2,2,2,2,2,2,2,2
435,8,1,1,2,2,2,2,2,2,2,2,2,2
435,9,1,1,1,2,2,2,2,2,2,2,2,1
436,3,1,1,1,2,2,2,2,2,2,2,2,2
437,3,1,1,2,1,2,2,2,2,2,2,2,2
437,6,1,3,2,2,2,2,2,2,2,2,2,2
437,9,1,2,2,2,2,2,2,2,2,2,2,2
438,3,1,1,2,2,2,2,2,2,2,2,2,2
438,6,1,8,2,2,2,2,2,2,2,2,2,2
438,9,1,8,2,2,2,2,2,2,2,2,2,2
439,3,1,1,2,2,2,2,2,2,2,2,2,2
439,6,1,1,2,2,2,2,2,2,2,2,2,2
439,9,1,1,2,2,2,2,2,2,2,2,2,2
440,3,1,1,2,2,2,2,2,2,2,2,2,2
440,6,1,1,2,2,2,2,2,2,2,2,1,1
440,9,1,2,2,2,2,2,2,2,2,2,1,1
441,3,1,2,2,2,2,2,2,2,2,2,2,2
441,6,1,1,2,2,2,2,2,1,2,2,2,1
441,9,1,1,2,2,2,2,2,2,2,2,2,2
442,3,1,12,1,2,2,2,2,2,2,2,2,1
442,6,1,1,2,2,2,2,2,2,2,2,2,2
442,9,1,1,2,2,2,2,2,2,2,2,2,2
443,3,1,1,2,2,2,2,2,2,2,2,1,1
443,6,1,2,2,2,2,2,2,2,2,2,2,2
443,9,1,1,2,2,2,2,2,2,2,2,2,2
444,3,1,1,2,2,2,2,2,2,2,2,2,2
444,6,1,1,2,2,2,2,2,2,2,2,2,2
444,9,1,1,2,2,2,1,2,2,2,2,1,1
445,3,1,1,1,2,2,1,2,2,2,2,2,1
445,6,1,1,2,2,2,2,2,2,2,2,2,2
445,9,1,1,2,2,2,2,2,2,2,2,2,2
446,3,1,1,2,2,2,2,2,1,2,2,2,1
446,6,1,4,2,2,2,1,2,2,2,2,2,1
446,9,1,1,1,1,2,1,2,2,2,2,2,1
447,3,1,1,2,2,2,2,2,2,2,2,2,2
447,6,1,1,2,2,2,2,2,2,2,2,2,2
447,9,1,1,2,2,2,2,2,2,2,2,2,2
448,3,1,1,2,2,2,2,2,2,2,2,2,2
448,6,1,5,2,2,2,2,2,2,2,2,2,2
448,9,1,1,2,2,2,2,2,2,2,2,2,2
449,3,1,8,2,2,2,2,2,2,2,2,2,2
449,6,1,2,2,2,2,2,2,2,2,2,2,2
450,3,1,1,2,2,2,2,2,2,2,2,2,2
450,6,1,1,2,2,2,2,2,2,2,2,2,2
450,9,1,1,2,2,2,2,2,2,2,2,2,2
451,3,1,1,2,2,2,2,2,2,2,2,2,2
451,6,1,1,1,2,2,2,2,2,2,2,2,2
451,9,1,2,2,2,2,2,2,2,2,2,2,2
452,3,1,1,2,2,2,2,2,2,2,2,2,2
452,6,1,1,2,2,2,2,2,2,2,2,2,2
452,9,1,1,2,2,2,2,2,2,2,2,2,2
453,3,1,1,2,2,2,2,2,2,2,2,2,2
453,6,1,1,2,2,2,2,2,2,2,2,2,2
453,9,1,18,2,2,2,2,2,2,2,2,2,2
454,3,1,1,2,2,2,2,2,2,2,2,2,2
454,6,1,1,2,2,2,2,2,2,2,2,2,2
454,9,1,1,2,2,2,2,2,2,2,2,2,2
455,3,1,1,1,1,2,2,2,2,2,2,2,1
455,6,1,1,2,2,2,2,2,2,2,2,2,2
455,9,1,1,2,2,2,2,2,2,2,2,2,2
456,3,1,1,2,2,2,2,2,2,2,2,2,2
456,6,1,1,2,2,2,2,2,2,2,2,2,2
456,9,1,1,2,2,2,2,2,2,2,2,2,2
457,3,1,1,2,2,2,2,2,2,2,2,2,2
457,6,1,3,2,2,2,2,2,2,2,2,2,2
457,9,1,1,2,2,2,2,2,2,2,2,2,2
458,3,1,1,2,2,2,2,2,2,2,2,2,2
458,6,1,1,2,2,2,2,2,2,2,2,2,2
458,9,1,1,2,2,2,2,2,2,2,2,2,2
459,3,1,1,2,2,2,2,2,2,2,2,2,2
459,6,1,1,2,2,2,2,2,2,2,2,2,2
459,9,1,1,2,2,2,2,2,2,2,2,2,2
460,3,1,1,1,2,2,2,2,2,2,2,2,2
460,6,1,1,1,2,2,2,2,2,2,2,2,2
460,9,1,5,1,2,2,2,2,2,2,2,2,2
461,3,1,2,2,2,2,2,2,2,2,2,2,2
461,6,1,3,2,2,2,2,2,2,2,2,2,2
461,9,1,4,1,2,2,2,2,2,2,2,2,2
462,3,1,8,2,2,2,2,2,2,2,2,2,2
462,6,1,1,2,2,2,2,2,2,2,2,2,2
462,9,1,1,2,2,2,2,2,2,2,2,2,2
463,3,1,7,2,2,2,2,2,2,2,2,2,2
463,6,1,11,2,2,2,2,2,2,2,2,2,2
463,9,1,1,2,2,2,2,2,2,2,2,2,2
464,3,1,1,2,2,2,2,2,2,2,2,2,2
464,6,1,1,2,2,2,2,2,2,2,2,2,2
464,9,1,1,2,2,2,2,2,2,2,2,2,2
465,3,1,1,2,2,2,2,2,2,2,2,2,2
465,6,1,1,2,2,2,2,2,2,2,2,2,2
465,9,1,1,2,2,2,1,2,2,2,2,2,1
466,9,1,1,2,2,2,2,2,2,2,2,2,2
467,3,1,1,2,2,2,2,2,2,2,2,2,2
467,6,1,1,1,2,2,2,2,2,2,2,2,2
467,9,1,4,2,2,2,2,2,2,2,2,2,2
468,3,1,2,2,2,2,2,2,2,2,2,2,2
468,6,1,1,1,1,2,1,2,2,2,2,2,1
468,9,1,1,1,2,2,1,2,2,2,2,2,1
469,3,1,10,2,2,2,2,2,2,2,2,2,2
469,6,1,1,2,2,2,2,2,2,2,2,2,2
469,9,1,5,2,2,2,2,2,2,2,2,2,2
470,3,1,1,2,2,2,2,2,2,2,2,2,2
470,6,1,1,2,2,2,2,2,2,2,2,2,2
470,9,1,1,2,2,2,2,2,2,2,2,2,2
471,3,1,1,2,2,2,2,2,2,2,2,2,2
471,6,1,1,2,2,2,2,2,2,2,2,2,2
471,9,1,1,2,2,2,2,2,2,2,2,2,2
472,3,1,1,2,2,2,2,2,2,2,2,2,2
472,6,1,1,2,2,2,2,2,2,2,2,2,2
472,9,1,1,2,2,2,2,2,2,2,2,2,2
473,3,1,1,2,2,2,2,2,2,2,2,2,2
473,6,1,1,2,2,2,2,2,2,2,2,2,2
473,9,1,1,2,2,2,2,2,2,2,2,2,2
474,3,1,1,2,2,2,2,2,2,2,2,2,2
474,9,1,1,2,2,2,2,2,2,2,2,2,2
475,3,1,1,2,2,2,2,2,2,2,2,2,2
475,6,1,1,2,2,2,2,2,2,2,2,2,2
475,9,1,1,2,2,2,2,2,2,2,2,2,2
476,3,1,1,2,2,2,1,2,2,2,2,2,1
476,6,1,1,2,2,2,2,2,2,2,2,2,2
476,9,1,1,2,2,2,2,2,2,2,2,2,2
477,3,1,1,2,2,2,2,2,2,2,2,2,2
477,6,1,1,2,2,2,2,2,2,2,2,2,2
477,9,1,1,2,2,2,2,2,2,2,2,2,2
478,3,1,1,2,2,2,2,2,2,2,2,2,2
478,6,1,1,2,2,2,2,2,2,2,2,2,2
478,9,1,1,2,2,2,2,2,2,2,2,2,2
479,3,1,8,2,2,1,2,2,2,2,2,1,1
479,6,1,1,2,2,2,1,2,2,2,2,2,1
479,9,1,3,2,2,2,2,2,2,2,2,2,2
480,3,1,1,2,2,2,2,2,2,2,2,2,2
480,6,1,1,2,2,2,2,2,2,2,2,2,2
480,9,1,1,2,2,2,2,2,2,2,2,2,2
481,3,1,2,2,2,2,2,2,2,2,2,2,2
481,6,1,1,2,2,2,2,2,2,2,2,2,2
481,9,1,1,2,2,2,2,2,2,2,2,2,2
482,3,1,1,2,2,2,2,2,2,2,2,2,2
482,6,1,1,2,2,2,2,2,2,2,2,2,2
482,9,1,1,2,2,2,2,2,2,2,2,2,2
483,3,1,1,2,2,2,2,2,2,2,2,2,2
483,6,1,2,2,2,2,2,2,2,2,2,2,2
483,9,1,1,2,2,2,2,2,2,2,2,2,2
484,6,1,1,2,2,2,2,2,2,2,2,2,2
484,9,1,1,2,2,2,2,2,2,2,2,2,2
485,3,1,3,2,2,2,2,2,2,2,2,2,2
485,6,1,1,2,2,2,2,2,2,2,2,2,2
485,9,1,1,2,2,2,2,2,2,2,2,2,2
486,3,1,1,2,2,2,2,2,2,2,2,2,2
486,6,1,1,2,2,2,2,2,2,2,2,2,2
486,9,1,1,2,2,2,2,2,2,2,2,2,2
487,3,1,1,2,2,2,2,2,2,2,2,2,2
487,6,1,1,2,2,2,2,2,2,2,2,2,2
487,9,1,1,2,2,2,2,2,2,2,2,2,2
488,3,1,1,2,2,2,2,2,2,2,2,2,2
488,6,1,1,2,2,2,2,2,2,2,2,2,2
488,9,1,1,2,2,2,2,2,2,2,2,2,2
489,3,1,1,2,2,2,2,2,2,2,2,2,2
489,6,1,7,2,2,2,2,2,2,2,2,2,2
489,9,1,1,2,2,2,2,2,2,2,2,2,2
490,3,1,1,2,2,2,2,2,2,2,2,2,2
490,6,1,1,2,2,2,2,2,2,2,2,2,2
490,9,1,1,2,2,2,2,2,2,2,2,2,2
491,3,1,2,2,2,2,2,2,2,2,2,2,2
491,6,1,1,2,2,2,2,2,2,2,2,2,2
491,9,1,1,2,2,2,2,2,2,2,2,2,2
492,3,1,1,2,2,2,2,2,2,2,2,2,2
492,6,1,1,2,2,2,2,2,2,2,2,2,2
492,9,1,1,2,2,2,2,2,2,2,2,2,2
493,3,1,1,2,2,2,2,2,2,2,2,2,2
493,6,1,7,2,2,2,2,2,2,2,2,2,2
493,9,1,6,2,2,2,2,2,2,2,2,2,2
494,3,1,1,2,2,2,2,2,2,2,2,2,2
494,6,1,1,2,2,2,2,2,2,2,2,2,2
494,9,1,1,2,2,2,2,2,2,2,2,2,2
495,3,1,1,2,2,2,2,2,2,2,2,2,2
495,6,1,1,2,2,2,2,2,2,2,2,2,2
495,9,1,1,2,2,2,2,2,2,2,2,2,2
496,1,1,1,2,2,2,2,2,2,2,2,2,2
496,2,1,1,2,2,2,2,2,2,2,2,2,2
496,3,1,1,2,2,2,2,2,2,2,2,2,2
496,4,1,1,2,2,2,2,2,2,2,2,2,2
496,5,1,1,2,2,2,2,2,2,2,2,2,2
496,6,1,1,2,2,2,2,2,2,2,2,2,2
496,7,1,1,2,2,2,2,2,2,2,2,2,2
496,8,1,1,2,2,2,2,2,2,2,2,2,2
496,9,1,1,2,2,2,2,2,2,2,2,2,2
497,1,1,1,2,2,2,2,2,2,2,2,2,2
497,2,1,1,2,2,2,2,2,2,2,2,2,2
497,3,1,1,2,2,2,2,2,2,2,2,2,2
497,4,1,1,2,2,2,1,2,2,2,2,2,1
497,5,1,1,2,2,2,1,2,2,2,2,2,1
497,6,1,1,2,2,2,2,2,2,2,2,2,2
497,7,1,1,2,2,2,1,2,2,2,2,2,1
497,8,1,1,2,2,2,1,2,2,2,2,2,1
497,9,1,1,2,2,2,1,2,2,2,2,2,1
498,1,1,1,2,2,2,2,2,2,2,2,1,1
498,2,1,1,2,2,2,2,2,2,2,2,2,2
498,3,1,1,2,2,2,2,2,2,2,2,2,2
498,4,1,1,2,2,2,2,2,2,2,2,2,2
498,5,1,1,2,2,2,2,2,2,2,2,2,2
498,6,1,1,1,2,2,2,2,2,2,2,2,1
498,7,1,1,1,2,2,1,1,2,2,2,2,1
498,8,1,1,2,2,2,2,2,2,2,2,2,2
498,9,1,1,2,2,2,1,2,2,2,2,2,1
499,1,1,1,1,2,2,2,2,2,2,2,2,1
499,2,1,1,2,2,2,1,2,2,2,2,2,1
499,3,1,1,1,2,1,2,2,2,2,2,2,1
499,4,1,1,2,2,2,2,2,2,2,2,2,2
499,5,1,1,2,2,2,2,2,2,2,2,2,2
499,6,1,1,2,2,2,2,2,2,2,2,2,2
499,7,1,1,2,2,1,2,2,2,2,2,2,1
499,8,1,1,2,2,2,2,2,2,2,2,1,1
499,9,1,1,2,2,2,2,1,2,2,2,2,1
500,1,1,1,2,2,2,1,2,2,2,2,1,1
500,2,1,1,2,2,2,2,2,1,2,2,2,1
500,3,1,1,2,2,1,2,2,1,2,2,1,1
500,4,1,1,2,2,2,1,2,2,2,2,2,1
500,5,1,1,2,1,2,2,2,2,2,2,2,1
500,6,1,1,2,2,2,2,2,2,2,2,1,1
500,7,1,1,2,2,2,2,2,2,2,2,2,2
500,8,1,1,2,2,2,1,2,2,2,2,2,1
500,9,1,1,2,2,2,2,2,2,2,2,2,2
501,1,1,1,2,2,2,2,2,2,2,2,2,2
501,2,1,1,2,2,2,2,2,2,2,2,2,2
501,3,1,1,2,1,2,2,2,2,2,2,2,1
501,4,1,1,2,2,2,2,2,2,1,2,2,1
501,5,1,1,2,2,2,2,2,2,2,2,2,2
501,6,1,1,2,2,1,2,2,2,2,2,2,1
501,7,1,1,2,2,2,2,2,2,2,2,2,2
501,8,1,1,2,2,2,2,2,2,2,1,2,2
501,9,1,1,2,2,2,2,2,2,2,2,2,2
502,1,1,1,2,2,2,1,2,2,2,2,2,1
502,2,1,1,2,2,1,1,2,2,2,2,2,1
502,3,1,1,2,1,2,2,2,2,2,2,2,1
502,4,1,1,2,1,2,2,2,2,2,2,2,1
502,5,1,1,2,1,2,2,2,2,2,2,2,1
502,6,1,1,2,1,2,2,2,2,2,2,2,1
502,7,1,1,2,2,2,2,2,2,2,2,1,1
502,8,1,1,2,1,2,2,2,2,2,2,2,1
502,9,1,1,2,2,2,2,2,2,2,2,2,2
503,1,1,1,2,2,2,2,2,2,2,2,2,2
503,2,1,1,2,2,2,1,1,2,2,2,2,1
503,3,1,1,2,2,2,2,2,2,2,2,2,2
503,4,1,1,2,2,2,2,2,2,2,2,2,2
503,5,1,1,2,2,2,2,2,2,2,2,2,2
503,6,1,1,2,2,2,2,2,2,2,2,2,2
503,7,1,1,2,2,2,2,2,2,2,2,2,2
503,8,1,1,2,2,2,2,2,2,2,2,2,2
503,9,1,2,2,2,2,2,2,2,2,2,2,2
504,1,1,1,1,2,2,2,2,2,2,2,2,1
504,2,1,1,2,2,2,1,2,2,2,2,2,1
504,3,1,1,2,2,2,2,2,2,2,2,1,1
504,4,1,1,2,2,2,2,2,2,2,2,2,2
504,5,1,1,2,2,2,2,2,2,2,2,2,2
504,6,1,1,2,2,2,2,2,2,2,2,2,2
504,7,1,1,2,2,2,1,2,2,2,2,2,1
504,8,1,1,2,2,2,2,2,2,1,2,2,1
504,9,1,1,2,2,2,2,2,2,2,2,2,2
505,1,1,1,2,2,2,1,2,2,2,2,2,1
505,2,1,1,2,2,2,2,2,2,2,2,2,2
505,3,1,1,2,2,2,2,2,2,2,2,2,2
505,4,1,1,1,2,2,2,2,2,2,2,2,1
505,5,1,1,2,2,2,2,2,2,2,2,2,2
505,6,1,1,2,2,2,1,2,2,2,2,2,1
505,7,1,2,2,2,2,2,2,2,2,2,2,2
505,8,1,3,2,2,2,2,2,2,2,2,2,2
505,9,1,1,2,2,2,2,2,2,2,2,2,2
506,1,1,1,2,2,2,2,2,2,2,2,2,2
506,2,1,1,2,2,2,2,2,2,2,2,2,2
506,3,1,2,2,2,2,2,2,2,2,2,2,2
506,4,1,1,2,2,2,2,2,2,2,2,2,2
506,5,1,1,2,1,2,2,2,2,2,2,2,1
506,6,1,1,2,2,2,2,2,2,2,2,2,2
506,7,1,2,2,2,2,1,2,2,2,2,2,1
506,8,1,1,2,1,2,2,2,2,2,2,2,1
506,9,1,1,2,2,2,2,2,2,2,2,2,2
507,1,1,2,2,2,2,1,2,2,2,2,2,1
507,2,1,1,2,2,2,1,2,2,2,2,2,1
507,3,1,1,2,2,2,1,2,2,2,2,2,1
507,4,1,1,1,2,2,2,2,2,2,2,2,1
507,5,1,2,2,2,2,2,2,2,2,2,2,2
507,6,1,9,2,2,2,2,2,2,2,2,2,2
507,7,1,1,2,2,2,2,2,2,2,2,2,2
507,8,1,1,2,2,2,1,2,2,2,2,2,1
507,9,1,1,2,2,2,1,2,2,2,2,2,1
508,3,1,1,2,2,2,1,2,2,2,2,2,1
508,6,1,20,2,2,2,2,2,2,2,2,2,2
508,9,1,6,2,2,2,2,2,2,2,2,2,2
509,3,1,1,2,2,2,2,2,2,2,2,2,2
509,6,1,1,2,2,2,2,2,2,2,2,2,2
509,9,1,1,2,2,2,2,2,2,2,2,2,2
510,3,1,1,2,2,2,2,2,2,2,2,2,2
510,6,1,1,2,2,2,2,2,2,2,2,2,2
510,9,1,1,2,2,2,2,2,2,2,2,2,2
511,3,1,1,2,2,2,2,2,2,2,2,2,2
511,6,1,1,2,2,2,2,2,2,2,2,2,2
511,9,1,1,2,2,2,2,2,2,2,2,2,2
512,3,1,1,2,1,2,2,2,2,2,2,2,1
512,6,1,1,2,2,2,2,2,2,2,2,2,2
512,9,1,1,2,2,2,2,2,2,2,2,2,2
513,3,1,1,2,2,2,2,2,2,2,2,2,2
513,6,1,1,2,2,2,2,2,2,2,2,2,2
513,9,1,2,2,2,2,2,2,2,2,2,2,2
514,3,1,1,2,2,2,1,2,2,2,2,2,1
514,6,1,11,2,2,2,1,2,2,2,2,2,1
514,9,1,5,2,2,2,2,2,2,2,2,2,2
515,3,1,1,2,2,2,2,2,2,2,2,2,2
515,6,1,1,2,2,2,1,2,2,2,2,2,1
515,9,1,1,2,2,2,2,2,2,2,2,2,2
516,3,1,1,2,2,2,2,2,2,2,2,2,2
516,6,1,13,2,2,2,2,2,2,2,2,2,2
516,9,1,1,2,2,2,2,2,2,2,2,2,2
517,3,1,1,2,2,2,2,2,2,2,2,2,2
517,6,1,1,2,2,2,2,2,2,2,2,2,2
517,9,1,1,2,2,2,2,2,2,2,2,2,2
518,3,1,1,2,2,2,2,2,2,2,2,2,2
518,6,1,1,2,2,2,2,2,2,2,2,2,2
518,9,1,1,2,2,2,2,2,2,2,2,2,2
519,3,1,1,2,2,2,2,2,2,2,2,2,2
519,6,1,1,2,2,2,2,2,2,2,2,2,2
519,9,1,1,2,2,2,2,2,2,2,2,2,2
520,3,1,1,2,2,2,2,2,2,2,2,2,2
520,6,1,11,1,1,1,2,2,2,2,2,2,1
520,9,1,1,2,2,2,2,2,2,2,2,2,2
521,3,1,3,1,2,2,2,2,2,2,2,2,1
521,6,1,1,2,1,2,2,2,2,2,2,2,1
521,9,1,13,2,1,2,2,2,2,2,2,2,1
522,3,1,1,2,2,2,2,2,2,2,2,2,2
522,6,1,1,1,2,2,2,2,2,2,2,2,1
522,9,1,1,2,2,2,2,2,2,2,2,2,2
523,3,1,1,2,2,2,2,2,2,2,2,2,2
523,6,1,7,2,2,2,2,2,2,2,2,2,2
523,9,1,1,2,2,2,2,2,2,2,2,2,2
524,3,1,2,2,2,2,2,2,2,2,2,2,2
524,6,1,1,2,2,2,2,2,2,2,2,2,2
524,9,1,1,2,2,2,2,2,2,2,2,2,2
525,3,1,1,2,2,2,2,1,1,2,2,2,1
525,6,1,1,1,2,2,2,2,2,2,2,2,1
525,9,1,1,2,2,2,2,2,2,2,2,2,2
526,3,1,1,2,2,2,2,2,2,2,2,2,2
526,6,1,2,2,2,2,2,2,2,2,2,2,2
526,9,1,1,2,2,2,2,2,2,2,2,2,2
527,3,1,1,2,2,2,2,2,2,2,2,2,2
527,6,1,1,2,2,2,2,2,2,2,2,2,2
527,9,1,1,2,2,2,2,2,2,2,2,2,2
528,3,1,1,2,2,2,2,2,2,2,2,2,2
528,6,1,1,2,2,2,2,2,2,2,2,2,2
528,9,1,1,2,2,2,2,2,2,2,2,2,2
529,3,1,1,2,2,2,2,2,2,2,2,2,2
529,6,1,1,2,2,2,2,2,2,2,2,2,2
529,9,1,1,2,2,2,2,2,2,2,2,2,2
530,3,1,1,2,2,2,2,2,2,2,2,2,2
530,6,1,1,2,2,2,2,2,2,2,2,2,2
530,9,1,1,2,2,2,2,2,2,2,2,2,2
531,3,1,1,2,2,2,2,2,2,2,2,2,2
531,6,1,1,2,2,2,2,2,2,2,2,2,2
531,9,1,1,2,2,2,2,2,2,2,2,2,2
532,3,1,1,2,2,2,2,2,2,2,2,2,2
532,6,1,1,2,2,2,2,2,2,2,2,2,2
532,9,1,1,2,2,2,2,2,2,2,2,2,2
533,3,1,1,2,2,2,2,2,2,2,2,2,2
533,6,1,1,2,2,2,2,2,2,2,2,2,2
533,9,1,1,2,2,2,2,2,2,2,2,2,2
534,3,1,2,2,2,2,2,2,2,2,2,2,2
534,6,1,1,2,2,2,2,2,2,2,2,2,2
534,9,1,1,2,2,2,2,2,2,2,2,2,2
535,3,1,1,2,2,2,2,2,2,2,2,2,2
535,6,1,1,2,2,2,2,2,2,2,2,2,2
535,9,1,1,2,2,2,2,2,2,2,2,2,2
536,3,1,1,2,2,2,2,2,2,2,2,2,2
536,6,1,1,2,2,2,2,2,2,2,2,2,2
536,9,1,1,2,2,2,2,2,2,2,2,2,2
537,3,1,1,2,2,2,2,2,2,2,2,2,2
537,6,1,1,2,2,2,2,2,2,2,2,2,2
537,9,1,1,2,2,2,2,2,2,2,2,2,2
538,3,1,1,2,2,2,2,2,2,2,2,2,2
538,6,1,1,2,2,2,2,2,2,2,2,2,2
538,9,1,1,2,2,2,2,2,2,2,2,2,2
539,3,1,1,2,2,2,2,2,2,2,2,2,2
539,6,1,1,2,2,2,2,2,2,2,2,2,2
539,9,1,1,2,2,2,2,2,2,2,2,2,2
540,3,1,1,2,2,2,2,2,2,2,2,2,2
540,6,1,1,2,2,2,2,2,2,2,2,2,2
540,9,1,1,2,2,2,2,2,2,2,2,2,2
541,3,1,1,2,2,2,2,2,2,2,2,2,2
541,6,1,1,2,2,2,2,2,2,2,2,2,2
541,9,1,1,2,2,2,2,2,2,2,2,2,2
542,3,1,1,2,2,2,2,2,2,2,2,2,2
542,6,1,1,2,2,2,2,2,2,2,2,2,2
542,9,1,1,2,2,2,2,2,2,2,2,2,2
543,3,1,1,2,2,2,2,2,2,2,2,2,2
543,6,1,1,2,2,2,2,2,2,2,2,2,2
543,9,1,1,2,2,2,2,2,2,2,2,2,2
544,3,1,1,2,2,2,2,2,2,2,2,2,2
544,6,1,1,2,2,2,2,2,2,2,2,2,2
544,9,1,1,2,2,2,2,2,2,2,2,2,2
545,3,1,1,2,2,2,2,2,2,2,2,2,2
545,6,1,1,2,2,2,2,2,2,2,2,2,2
545,9,1,1,2,2,2,2,2,2,2,2,2,2
546,3,1,10,2,2,2,2,2,2,2,2,2,2
546,6,1,1,2,2,2,2,2,2,2,2,2,2
546,9,1,1,2,2,2,2,2,2,2,2,2,2
547,3,1,1,2,2,2,2,2,2,2,2,2,2
547,6,1,1,2,2,2,2,2,2,2,2,2,2
547,9,1,1,2,2,2,2,2,2,2,2,2,2
548,3,1,1,2,2,2,2,2,2,2,2,2,2
548,6,1,1,2,2,2,2,2,2,2,2,2,2
548,9,1,1,2,2,2,2,2,2,2,2,2,2
549,3,1,1,2,2,2,2,2,2,2,2,2,2
549,6,1,1,2,2,2,2,2,2,2,2,2,2
549,9,1,1,2,2,2,2,2,2,2,2,2,2
550,3,1,1,1,2,2,2,2,2,2,2,2,1
550,6,1,1,2,2,2,2,2,2,2,2,2,2
550,9,1,1,2,2,2,2,2,2,2,2,2,2
551,3,1,1,2,2,2,2,2,2,2,2,2,2
551,6,1,1,2,2,2,2,2,2,2,2,2,2
551,9,1,1,1,2,2,2,2,2,2,2,2,2
552,3,1,1,2,2,2,2,2,2,2,2,2,2
552,6,1,1,2,2,2,2,2,2,2,2,2,2
552,9,1,1,2,2,2,2,2,2,2,2,2,2
554,3,1,1,2,2,2,2,2,2,2,2,2,2
554,6,1,1,2,2,2,2,2,2,2,2,2,2
554,9,1,1,2,2,2,2,2,2,2,2,2,2
555,3,1,1,2,2,2,2,2,2,2,2,2,2
555,6,1,1,2,2,2,2,2,2,2,2,2,2
555,9,1,1,2,2,2,2,2,2,2,2,2,2
556,3,1,1,2,2,2,2,2,2,2,2,2,2
556,6,1,1,2,2,2,2,2,2,2,2,2,2
556,9,1,1,2,2,2,2,2,2,2,2,2,2
557,3,1,1,2,2,2,2,2,2,2,2,2,2
557,6,1,1,2,2,2,2,2,2,2,2,2,2
557,9,1,1,2,2,2,2,2,2,2,2,2,2
558,3,1,1,2,2,2,2,2,2,2,2,2,2
558,6,1,1,2,2,2,2,2,2,2,2,2,2
558,9,1,1,2,2,2,2,2,2,2,2,2,2
559,3,1,1,2,2,2,2,2,2,2,2,2,2
559,6,1,1,2,2,2,2,2,2,2,2,2,2
559,9,1,1,2,2,2,2,2,2,2,2,2,2
560,3,1,5,2,2,2,2,2,2,2,2,2,2
560,6,1,1,2,2,2,2,2,2,2,2,2,2
560,9,1,1,2,2,2,2,2,2,2,2,2,2
561,3,1,4,2,2,2,2,2,2,2,2,2,2
561,6,1,1,2,2,2,2,2,2,2,2,2,2
561,9,1,1,2,2,2,2,2,2,2,2,2,2
562,3,1,1,2,2,2,2,2,2,2,2,2,2
562,6,1,3,2,2,2,2,2,2,2,2,2,2
562,9,1,1,2,2,2,2,2,2,2,2,2,2
563,3,1,1,2,2,2,2,2,2,2,2,2,2
563,6,1,1,2,2,2,2,2,2,2,2,2,2
563,9,1,1,2,2,2,2,2,2,2,2,2,2
564,3,1,1,2,2,2,2,2,2,2,2,2,2
564,6,1,1,2,2,2,2,2,2,2,2,2,2
564,9,1,1,2,2,2,2,2,2,2,2,2,2
565,3,1,1,2,2,2,2,2,2,2,2,2,2
565,6,1,1,2,2,2,2,2,2,2,2,2,2
565,9,1,1,2,2,2,2,2,2,2,2,2,2
566,3,1,1,2,2,2,2,2,2,2,2,2,2
566,6,1,1,2,2,2,2,2,2,2,2,2,2
566,9,1,1,2,2,2,2,2,2,2,2,2,2
567,3,1,1,2,2,2,2,2,2,2,2,2,2
567,6,1,1,2,2,2,2,2,2,2,2,2,2
567,9,1,1,2,2,2,2,2,2,2,2,2,2
568,3,1,3,2,2,2,2,2,2,2,2,2,2
568,6,1,8,2,2,2,2,2,2,2,2,2,2
568,9,1,1,2,2,2,2,2,2,2,2,2,2
569,3,1,1,2,2,2,2,2,2,2,2,2,2
569,6,1,9,2,2,2,2,2,2,2,2,2,2
